es	Relevant
"Some 20,000 people have been rendered homeless in Abidjan as a result of the deliberate destruction of slums."	1
"The Council stresses the importance and urgency of the restoration of justice and the rule of law in post-conflict societies, not only to recognize past abuses, but also to promote national reconciliation and help prevent the resurgence of conflicts in the future."	1
"Under these circumstances, UNOTIL cannot be held responsible for shooting PNTL officers."	1
"The Commission took office four months after the commission of the crime, which means that the perpetrators and their accomplices had all the time necessary to destroy the evidence and/or to agree, the possibility of bringing potential witnesses to court had been diminished, and the previous omissions and the deliberate or accidental loss and destruction of evidence could not be remedied."	0
"The two witnesses who had participated in the investigation process, Mr. Donghyuk and Ms. Lee, spoke of their personal experiences in the Democratic People's Republic of Korea before escaping as refugees."	1
"In accordance with paragraph 11 of resolution 1963 (2010), the Committee, with the assistance of its Executive Directorate, held a special meeting on 28 September 2011 to commemorate the tenth anniversary of the adoption of resolution 1373 (2001) and its own establishment."	1
:: Establishment and use of effective measures to investigate and prosecute serious violations of humanitarian and criminal law at the local and/or international levels (since the start of the operation).	1
"The technical meeting convened to discuss the Internet at the International Summit on Democracy, Terrorism and Security concluded that the Internet should remain free from any new regulation or interference, allowing open debate to defeat the ideas of extremism."	1
"[C] strongly reinforces the forms of discrimination and violence that persist against women and girls, in particular violence aimed at preventing girls from attending school..."	1
"In other words, the victims see in the attackers people belonging to a different and hostile group."	1
"Furthermore, the Transitional Government of the Democratic Republic of the Congo continues to consider issuing international warrants for the arrest of the leaders of the Ituri armed groups."	1
"12. Calls upon Member States to act vigorously and decisively to halt the flow of funds and other financial assets and economic resources to individuals and entities on the Al-Qaida Sanctions List, as provided for in paragraph 1 (a), and taking into account the recommendations of the Financial Action Task Force and relevant international standards aimed at preventing the misuse of non-profit organizations and informal or alternative remittance systems and the cross-border movement of cash, while seeking to mitigate the impact on legitimate activities carried out by such means;"	1
"A third speaker indicated that, in the absence of a spirit of collaboration between the permanent and elected members, the Council would be constantly unable to move forward, as resolutions had to be adopted by nine votes."	1
This certainly cannot be interpreted as a gesture of support for the militias.	0
"On 7 December, the Council heard briefings by the President of the International Tribunal for the Former Yugoslavia, Theodor Meron, and the President of the International Criminal Tribunal for Rwanda, Khalida Rachid Khan, who highlighted their contributions to international criminal law, but cautioned that limited resources, lack of State cooperation in key areas and continuing staffing problems threatened the successful completion of their work."	1
"2. Decides that all States shall take the following measures with regard to Usama bin Laden, members of the Al-Qaida organization and the Taliban and other individuals, groups, undertakings and entities associated with them listed in accordance with resolutions 1267 (1999) and 1333 (2000), which shall be regularly updated by the Committee established pursuant to resolution 1267 (1999), hereinafter referred to as âthe Committeeâ:"	1
"Border control requires the establishment of measures and practices for the proper inspection of travellers, refugees and asylum-seekers, effective control and inspection of passenger cargo and baggage, and the detection and prevention of smuggling of small arms and light weapons, as well as cash and negotiable bearer instruments."	1
"As noted above, the Sudanese judicial system has not been able to ensure accountability for crimes committed in Darfur, nor are the authorities willing to do so."	1
"The September 2013 attack on the Westgate shopping mall in Nairobi shows Al-Shabaab's capacity, even after losing ground in Somalia."	1
I urge all Somali leaders to take the necessary steps to bridge their differences.	1
"In addition, in accordance with the policy guidance adopted by the Committee on 25 May 2006, the Executive Directorate should also continue to advise the Committee on issues relating to international human rights law, refugee law and humanitarian law with regard to the identification and implementation of effective measures to implement resolution 1373 (2001), as well as on ways to ensure that the measures taken by Member States to implement the provisions of resolution 1624 (2005) comply with their obligations under international law, in particular international human rights, refugee and humanitarian law."	1
"Similarly, the Security Council Committee established pursuant to resolution 1518 (2003) maintains a non-mandatory and non-exclusive list of âfunds and financial assetsâ and âeconomic resourcesâ and notes that these include assets of all kinds, tangible or intangible, movable or immovable, which are not funds."	1
"56. Encourages Member States, when defreezing the assets of a deceased person or an entity that has been reported or confirmed to have ceased to exist as a result of the delisting, to recall the obligations imposed by resolution 1373 (2001) and, in particular, to prevent the thawed assets from being used for terrorist purposes;"	1
"Apart from this, there have only been minor security incidents affecting the electoral process directly since voter registration began on 25 April, including some related to long lines in electoral registration offices, minor assaults on electoral guards and theft and destruction of equipment."	1
"Despite the recent escalation in the number and severity of its attacks, the future of the Taliban is uncertain."	1
The attempt by States to achieve a peaceful resolution of conflicts is a continuing process.	1
In the course of the next two days a group of Somali locals boarded a cannon mounted on the upper deck of the Alpha Serengeti.	1
"In addition, more than 1,000 homes were burned down and several cases of destruction, looting and inhuman treatment were recorded."	1
"In addition, the group assigned to Western Darfur visited refugee camps in Chad and the group assigned to Southern Darfur visited the National Security Detention Centre in Nyala."	1
"In order to facilitate the mobilization and coordination of financial assistance in support of the implementation of the Ouagadougou Agreement processes, the United Nations Development Programme has established two trust funds: the first, in support of recovery programmes, has received contributions of $8.4 million and has pledged an additional $12.4 million."	1
"The trip highlighted the challenges faced by countries that are establishing legal and institutional frameworks to combat terrorism in an unstable political, social and economic environment."	1
There has also been no evidence that the Government arrested the perpetrators of the attacks on civilians in accordance with the joint communiquÃ© and resolution 1556 (2004).	1
"In other words, those who survived the attacks on villages were not immediately killed in order to eradicate the group, but were forced to leave their homes and live together in places chosen by the Government."	1
Calls upon all parties to respect the civilian and humanitarian character of refugee camps and internally displaced persons sites...	1
Citizens caught practicing Christianity are severely punished in violation of the right to freedom of religion and the prohibition of religious discrimination.	1
The report recommends that the Committee develop minimum identification standards for entries and simplify its de-listing procedures when sufficient evidence is available that such persons have died.	1
"In addition to the possibility of having incurred responsibility under the doctrine of unlawful association for crimes committed by others during the attacks, such persons are suspected of indiscriminate attacks against civilians, which constitutes a war crime."	1
It notes that civilians constitute the vast majority of internally displaced persons and other vulnerable groups in situations of armed conflict and are therefore entitled to the protection to be afforded to civilians under existing international humanitarian law.	1
"53. Confirms that no matter should be left pending before the Committee for more than six months, unless the Committee determines in any particular case, in accordance with its guidelines, that extraordinary circumstances require more time for consideration;"	0
"According to witnesses, the attackers shot at the civilian population, including the elderly, women and children."	1
It remains important to promote a more effective and empirical United Nations targeted sanctions regime.	1
The report was submitted to the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities on 31 March 2008 pursuant to Security Council resolution 1735 (2006) and is currently under consideration by the Committee.	0
Law and order problems continue to affect the precarious security situation in some areas of Katanga where the Transitional Government has not established effective security mechanisms for the protection of civilians.	1
"Supporting the decision of the Democratic Republic of the Congo to strive for greater transparency in the revenues of its extractive industries,"	1
"Four States have duly criminalized the financing of terrorism, while three have not yet done so."	1
"This mechanism would help to eliminate the confusion that sometimes arises (due to the resemblance of names) when States refer to Al-Qaida entries on the list based on the number they have at a given time, which can subsequently change with each listing or de-listing, since that number is assigned in alphabetical order."	0
The progress of the past 10 years has succeeded in weakening some terrorist networks that have attacked the international community since September 2001.	1
"The Commission shall commence its activities on a date to be determined by the Secretary-General, which shall be communicated to the Government of Pakistan."	1
I have requested that BINUCA continue its efforts to support the Government in its efforts to obtain bilateral assistance to build the capacity of its national forces.	1
"With regard to certain patterns of displacement, the Committee notes that one of the objectives appeared to be linked to the Government's anti-insurgency policy, which was based on removing the actual or potential support base of the rebels."	1
C. New payment methods Some new payment methods that may pose problems in the financing of terrorism are increasingly being disseminated.	0
"The issue of the full deployment of the civilian police component of UNOMIG, as decided by the Security Council, remains unresolved."	1
"The purpose of these visits was to monitor implementation, including the collection of examples of best practices, in order to disseminate the work of the Security Council Committee, affirm the international consensus that is essential for the success of the sanctions regime, and monitor the spread and scope of Al-Qaida and the Taliban in order to be better able to make suggestions to the Committee for its future work."	1
""" In the context of the completion of the Mission's mandate on 31 December 2010, the Security Council commends, without prejudice to the primary responsibility of the Government of Chad, the contribution of MINURCAT to the protection of refugees, internally displaced persons and humanitarian actors in eastern Chad and its efforts to enhance the capacity of the Chad Integrated Security Detachment (DIS)."	1
"The gradual disappearance of the green line continues to be based on an overall threat assessment; consultations with the integrated command centre; and the improvement of the overall security situation, including the identification of a low probability of military clashes between former belligerents."	1
"Recognizing that development, security and human rights are mutually reinforcing and vital to an effective and integrated approach to counter-terrorism, and stressing that ensuring sustainable peace and stability should be one of the particular goals of counter-terrorism strategies,"	1
"Police said they were looking for ""Enza"" and asked the men if they had participated in the march."	1
"Reaffirming that acts of terrorism should not be allowed to disrupt Iraq's political and economic transition, and reaffirming further the obligations of Member States under resolution 1618 (2005) of 4 August 2005 and other relevant international resolutions and conventions with regard to, inter alia, terrorist activities in and from Iraq or against its citizens,"	1
The Los Palos report identified problems in relations between ex-combatants and new recruits.	1
"In its fourteenth report, the Team considered the threat of Al-Shabaab, an Al-Qaida affiliate in Somalia-based East Africa, to launch attacks against regional Governments and the international community (S/2013/467, para. 10)."	1
"The resources that can be looted, particularly those that can be accessed directly by militant leaders (rather than through their chain of command), can prolong conflicts by creating disciplinary problems that make it difficult for leaders to impose a solution on their followers."	1
"Finally, I would like to make some recommendations for any fact-finding mechanism being established:"	1
"According to witnesses, the attackers were wearing the khaki uniforms of Government soldiers and carrying Kalashnikov and G-3 assault rifles and grenade launchers."	1
"Recent reports of some ex-combatants who died from disease and hunger in Kotakoli camp underscore the need for the Government to provide the necessary resources to change deplorable conditions in the sites chosen for disarmament, demobilization and reintegration, including through the pledge of $10 million for the new plan."	1
"As explained in article 7, paragraph 2 (d), of the Statute of the International Criminal Court, which may be considered to codify customary international law in the matter, deportation or forcible transfer of population means the movement of the persons concerned, by expulsion or other coercive acts, from the area in which they are lawfully present, without grounds authorized by international law."	1
""" The Security Council emphasizes that the Government of the Democratic Republic of the Congo has the primary responsibility to strengthen State authority and governance in the east of the Democratic Republic of the Congo through such means as effective security sector reform, including army and police, and to end impunity for those who commit human rights abuses and violations of international humanitarian law, and urges the Government of the Democratic Republic of the Congo to address the issues of illegal exploitation and smuggling of natural resources."	1
:: The Committee should attach great importance to coordination with experts from other subsidiary bodies of the Security Council relevant to counter-terrorism in the preparation of visits and the simplification of reporting procedures.	1
"During my visit to Lebanon in January, I pointed out to my Lebanese interlocutors, both in public and in private, the grave dangers posed to the stability of the country and internal peace by the continued presence of those militias."	1
"Encourages [the mission] and the United Nations country team to continue to assist the Government in preventing the recruitment of refugees and children by armed groups and maintaining the civilian character of refugee camps and internally displaced persons sites, in coordination with [national security forces] and the humanitarian community."	1
"The Internet has also helped Al-Qaida to increase the impact on the public of the relatively limited operations it has been able to carry out, thereby counteracting some of the effects sought by the embargo."	1
"The officer in charge of the crime scene, General Naji Mulaeb, of the Internal Security Forces, arrived at the scene at 1305 hours on 14 February 2005. He has issued a report dated 3 March 2005 on the review carried out by the Lebanese authorities [General Directorate of the Internal Security Forces, Beirut Police Unit, reference No. 95], stating:"	1
"According to official Jordanian sources, the explosive vests were manufactured by Al-Qaida in Iraq, using explosives and grenades from former Iraqi army warehouses and smuggled to Jordan."	1
It should also be noted that this decision by the Russian Federation coincides with acts of provocation by the separatists and a marked increase in their military forces.	1
Forum participants began to define the elements of a national strategy for women's participation in conflict resolution.	1
"(a) They constitute a threat to the peace and national reconciliation process in CÃ´te d'Ivoire, in particular by impeding the implementation of the peace process, as indicated in the Ouagadougou Political Agreement;"	1
"The reason for this was the need to ensure that the action of the Security Council against Al-Qaida and the Taliban remained adequate to address the threat they posed, as well as to specify sufficiently clearly the targets of sanctions so that Member States could take the necessary action against them."	1
"The Council underlines the need to strengthen the transnational cooperation of law enforcement agencies, in particular by including maritime security in security sector reforms and by adopting bilateral and regional agreements to facilitate measures, in accordance with international law, against drug trafficking by sea and to prosecute persons suspected of such trafficking, following interdictions on the high seas. It requests the United Nations Office on Drugs and Crime (UNODC) and other relevant international and regional organizations to continue to provide support."	1
"Except for some sporadic clashes between demonstrators and the police, no violent incidents were reported."	1
"The terrorist activities of Boko Haram have pushed some 45,000 Nigerian refugees and migrants, including suspected insurgents, into Cameroon, Chad and Niger."	1
- To urge relevant regional and/or subregional bodies to develop and implement policies and to undertake advocacy activities for the benefit of internally displaced persons and refugees.	1
"For example, in 2009, Tunisia amended Act No. 2003-75 which criminalizes incitement to commit terrorist acts in order to differentiate âhate incitementâ and âreligious radicalizationâ from terrorist offences."	1
"Deeply concerned at the frequency of acts of violence committed in many parts of the world against journalists, media professionals and their associated personnel in armed conflict, including deliberate attacks in contravention of international humanitarian law,"	1
"There are also significant positive developments: when the armed conflict ended in 1999, there was a virtually complete lack of legislation and economic structures."	1
"The town of Kulbus could be considered a military target, given the presence of the military camp."	1
"With the support of UNDP and funding from the United Nations Peacebuilding Fund, the Anti-Corruption Commission established a secretariat to manage the implementation of the national anti-corruption strategy."	1
In counter-terrorism efforts there should be no âdouble standardsâ or unilateral measures of use of force that could weaken the cohesion of the anti-terrorism coalition and destabilize the situation at the regional and global levels.	1
"The Team has already contacted the regional offices of the Office for Disarmament Affairs with a view to increasing the exchange of information (especially with regard to stockpile management, which proved to be a problem in the case of Libya)."	1
"MINURCAT attempted to visit the locations where the attacks occurred, but was denied access by local leaders."	1
"FALINTIL became the armed arm of the new Maubere National Council of Resistance (CNRM), and the Council was made up of FRETILIN, UDT and other nationalist parties. FRETILIN therefore lost its absolute control over the policies of the resistance."	1
"Four States have duly criminalized the recruitment of terrorists, while the rest have done so in part or have not done so at all."	1
The reserve would also support formed police units deployed in the area.	1
"In this regard, it is significant that the Security Council, in its resolution 1963 (2010), encourages the Executive Directorate to discuss with Member States, with their consent, the possible development of comprehensive and integrated national counter-terrorism strategies that include attention to the factors leading to terrorist activity, in accordance with their obligations under international law; and the importance attached by resolution 1963 (2010) to the role that regional and subregional organizations can play in combating terrorism, in particular by enhancing the capacity of Member States to fully implement resolution 1373 (2001) and facilitating the provision of technical assistance."	1
"The soldiers, who were armed with M16 rifles and grenade-launched rifles, were subjected to intense fire by automatic weapons from the east, which they responded to with equally intense fire, including the firing of several grenades, and received reinforcements from F-FDTL during the day."	1
"In 2009, the Russian Federation tightened criminal sanctions for assisting or participating in terrorist activities (including recruitment) and a bill was introduced to strengthen criminal liability for terrorism-related offences."	1
"The video inserts a new message with sequences featuring Mustafa Abu Al Yaced, also known as Sheikh Saeed, the head of Al-Qaida in Afghanistan, with Taliban leaders; excerpts from Bin Laden's messages; television news; performances by important heads of State and Government, many of them from Arab countries; officials of the Central Intelligence Agency (CIA); officials of the North Atlantic Treaty Organization (NATO); counter-terrorism experts; Muslim religious; academics; journalists; lawyers and Western supporters of Al-Qaida."	0
":: The Committee should ensure that measures taken by States to combat terrorism are in conformity with their obligations under international law, in particular human rights and refugee and humanitarian law."	1
The effective functioning of the Tribunal is a prerequisite for ending the climate of impunity that continues to prevail in Darfur.	1
"The event served as a basis for developing a regional programme focusing on Algeria, Burkina Faso, Mali, Mauritania, Niger and Nigeria with a view to building the capacity of Member States to develop, plan, develop and implement rehabilitation and reintegration programmes for violent extremists in prisons."	1
"According to many reports and testimonies, this support for the parallel forces comes from the presidential palace."	1
The problem of listing the names of deceased persons continues to raise credibility concerns.	0
"Since translation was a prerequisite for the consideration of the comprehensive report, it was clear that that system posed a serious and direct threat to the independence of the Ombudsman."	0
"Few reporting States have provided information on measures in place to prevent abuse of charities or other non-profit organizations, although 63 States require them to obtain authorization or register."	1
"Decides that [the Mission] shall have the following mandate in [the affected country], in consultation with the United Nations country team... : Security and protection of civilians (c) To liaise with the Government [of the affected country] and the Office of the United Nations High Commissioner for Refugees (UNHCR) to support efforts to relocate refugee camps near the border and to provide UNHCR with the necessary logistical support to do so, where possible and on a reimbursable basis;... (e) To support the efforts of the national and local authorities of the [affected country] to resolve local tensions and promote reconciliation efforts at the local level, with a view to improving conditions for the return of internally displaced persons."	1
"Convinced also that the political resolution of the conflict can contribute to the fight against the scourge of terrorism and related activities, which persist in the region, and facilitate their eradication;"	1
(a) If by his or her act he or she causes serious injury;	1
"On the ground, the situation was complex and disturbing, especially for minority communities."	1
"As detailed below, all available evidence indicates that the initial shooting that triggered the indiscriminate killings on the morning of 25 March was the result of coordinated action by the security forces."	1
"I have the honour to inform you that your letter dated 24 June 2005 (S/2005/458), presenting the summary and comprehensive report of the Commission of Experts on the Prosecution of Serious Human Rights Violations in Timor-Leste, has been brought to the attention of the members of the Security Council, who have taken note of the report and, before proceeding with its consideration, wish to request the Secretary-General, in close consultation with his Special Representative for Timor-Leste, to submit a report on justice and reconciliation in Timor-Leste that reflects a workable approach in practice, bearing in mind the report of the Commission of Experts as well as the views presented by Indonesia and Timor-Leste."	1
"32. Welcomes the regular submission by the Government of Afghanistan of information on the content of the List and the impact of targeted sanctions in countering threats to the peace, stability and security of Afghanistan and in supporting the Afghan-led reconciliation initiative;"	1
"At present, the Government authorities claim that they have not identified the members of these squads, and attribute these acts to any adjustments of accounts."	1
"Recalling the statement of its President of 8 July 1999 (S/PRST/1999/21) and stressing its call for the inclusion, where appropriate, of clear provisions relating to the disarmament, demobilization and reintegration of former combatants, including the safe and timely elimination of weapons and ammunition, in the mandates of United Nations peacekeeping operations,"	1
"24. Instructs the Counter-Terrorism Committee Executive Directorate to enhance cooperation with the committees mandated under resolutions 1267 (1999) and 1989 (2011), 1988 (2011), 1373 (2001) and 1540 (2004) and their respective expert groups;"	1
"In paragraph 8 of the resolution, the Security Council decided to establish a working group of the Council to consider the reports of the mechanism referred to in paragraph 3 of the resolution, to review progress in the preparation and implementation of the action plans referred to in paragraph 7 of the resolution and to consider other relevant information submitted to it."	1
"9. Requests the Secretary-General to entrust the Group established pursuant to paragraph 4 (a) of resolution 1363 (2001), whose mandate expires on 19 January 2002, with monitoring, for a period of 12 months, the implementation of the measures referred to in paragraph 2 of the present resolution;"	1
"In addition, the Executive Directorate will continue to maintain its constructive dialogue with Member States, through meetings at United Nations Headquarters, visits, seminars and videoconferences with officials in the relevant capitals, to inform the Committee of the implementation by Member States of certain elements of relevant counter-terrorism resolutions, including updating preliminary implementation assessments, further counter-terrorism measures adopted and facilitating the provision of technical assistance."	1
"The Group of Experts recommended, inter alia, the establishment of an independent international mechanism with parallel functions to monitor the national accountability process and conduct independent investigations."	1
The Council is determined to consider imposing individual sanctions on those who violate the arms embargo in the Democratic Republic of the Congo.	1
"Some States have the capacity to freeze funds and assets linked to terrorism without delay, although in most cases it is a limited capacity."	1
"If other forms of sexual abuse were excluded from the scope of the investigation, a large number of complaints remained unaddressed."	1
The Council encourages Member States to develop comprehensive and integrated counter-terrorism strategies.	1
(c) The Commission shall have the authority to determine the place and modalities for interviewing Syrian officials or other such persons as it considers relevant to the investigation;	1
"In crisis areas and post-conflict areas, addressing the problem of excessive circulation of small arms needs to focus -- apart from basic reduction and control measures -- on establishing sustainable alternative livelihoods, taking into account gender and age factors."	1
The most coherent government perspective on the conflict was presented by a committee established by the Minister of the Interior as the President's representative for Darfur.	1
"- To request parties to an armed conflict to protect United Nations peacekeeping operations and other relevant missions authorized by the Security Council, as well as humanitarian organizations, from the effects of mines and explosive remnants of war and to provide information on the location of mines and explosive remnants of war known to them in the territory in which the mission and organizations are operating or are operating."	1
"I also welcome the initiatives being taken by the Lake Chad Basin Commission to find durable solutions and to combat terrorism, violent insurgency and extremism through a common strategy."	1
:: It shall be established by a General Assembly resolution and shall be subject to the authority of the Assembly.	0
The Government did not accept recruits from all tribes.	1
"Human rights violations continued to be reported, many of them associated with untrained elements integrated into FARDC from the CongrÃ¨s national pour la dÃ©fense du peuple (CNDP) and armed groups."	1
":: On 7 November 2014, regime forces bombed the vicinity of the Tayba al-Qadim mosque in Rural Damascus, wounding 14 civilians at the exit of Friday prayers."	1
"Before the security forces undertook their actions, the people who managed to go out on the streets warned that the march had not yet begun and that no one was acting in a threatening or provocative manner."	1
Efforts were made to include eligible minority members in the system.	1
"Aware that the protection of humanitarian and United Nations and associated personnel is a matter of concern in situations of armed and other conflict,"	0
"The CPN-M has often specifically targeted girls and managed to recruit a large number of them, many of which have been incorporated to escape traditional restrictions."	1
"At the end of September, MINURCAT completed the refurbishment of Iriba prison, thereby improving the conditions of detention of prisoners and the security of the prison."	1
(c) Encourage States to take appropriate measures to protect non-profit organizations from being used for the financing of terrorism.	1
"âThe Security Council takes note of the inauguration of the centre of international excellence on combating violent extremism, which took place in Abu Dhabi on 14 December 2012."	1
"Relations between the Democratic Republic of the Congo and neighbouring countries of the Great Lakes region continued to consolidate, and on 21 January, the Ministers of Defence of Burundi, the Democratic Republic of the Congo and Rwanda adopted a draft protocol of the Economic Community of the Great Lakes Countries on mutual defence and security, establishing common border control mechanisms and an agreement to intercept combatants of armed groups fleeing across their borders."	1
"(c) Destroy or cause extensive damage to public telecommunications facilities, transport or systems (including information systems), fixed platforms located on the continental shelf, power and water facilities, medical facilities or any other major facility, public places or public property, for the purpose of endangering human lives, the safety of an installation, system or place or exposing property to the risk of extensive damage;"	1
:: Analyse the strategic space that participation in cross-border crime provides to terrorist groups involved in issues currently on the Security Council agenda	0
The continued incorporation of non-Syrian fighters into Jabhat al-Nusrah is a concern shared by various national authorities that have been following the problem.	1
"10. Declares its readiness to address situations of armed conflict in which civilians are targeted or humanitarian assistance to civilians is deliberately impeded, including by considering appropriate measures available to the Council in accordance with the Charter of the United Nations, and takes note, in this regard, of the relevant recommendations contained in the report of the Secretary-General;"	1
(a) If with the act described in paragraph 1 it deliberately causes death; or	0
The Team has frequently stated that the relevance of the sanctions regime to the threat posed by Al-Qaida and the Taliban depends on the Consolidated List containing appropriate names and not containing those that are not.	0
"The Council recalls that States have an obligation to respect and ensure respect for international humanitarian law, including the four Geneva Conventions, and emphasizes that they have a responsibility to end impunity and to prosecute those responsible for genocide, crimes against humanity and serious violations of international humanitarian law."	1
"The Team believes that, ideally, the management of frozen funds should be centralized to low-risk investments that earn interest, such as government bonds, or deposited with central banks, in order to minimize the risk of losses and ensure appropriate control."	0
The Government must also seriously take into account the logistical needs of the national police in its budgetary and planning processes.	0
"As indicated above, there is a protracted, non-international armed conflict in Darfur between government authorities and organized armed groups."	1
":: Encourage States to promote dialogue and cooperation, including with civil society, academia and industry, to address the threat posed by illicit trafficking in nuclear, chemical or biological weapons, their means of delivery and related materials"	1
"In Khartoum, the Commission interviewed persons held incommunicado by security forces in subhuman conditions in âphantom housesâ."	1
"On 12 August, the Justice Support Programme, a national programme supported by the European Union, MINURCAT and the United Nations Development Programme (UNDP), initiated a process to recruit a non-governmental organization that would establish and administer three legal aid centres in eastern Chad."	1
It calls on all parties concerned to ensure that the protection of children and their rights and well-being is explicitly incorporated in peace processes and agreements and in post-conflict recovery and reconstruction programmes and their planning.	1
"While Al-Qaida has not developed as an organization and its leading leaders have failed to focus their supporters on key operational issues and have not been able to move them to take concrete action, as the Al-Qaida movement has continued to grow, inspired by a general message of resistance to real or imagined injustices."	1
"Security Council resolution 1564 (2004) was adopted under Chapter VII of the Charter of the United Nations. The Security Council had previously determined, in the twenty-first preambular paragraph of resolution 1556 (2004), that the situation in the Sudan constituted a threat to international peace and security and to stability in the region, in accordance with Article 39 of the Charter."	1
"This is because the Security Council sanctions regime, which remains the only means of truly global action against the dual threat of Al-Qaida and the Taliban, continues to suffer from two main shortcomings: the limitations of the Consolidated List and the lack of involvement of Member States."	1
"At the 6897th meeting of the Security Council, held on 20 December 2012, in connection with the Council's consideration of the item entitled ""Post-conflict peacebuilding"", the President made the following statement on behalf of the Council:"	1
"âThe Security Council strongly condemns the continued use of Afghan territory, especially the areas controlled by the Taliban, to house and train terrorists and to plan terrorist acts, and reaffirms its conviction that the suppression of international terrorism is essential for the maintenance of international peace and security; insists that the Taliban cease providing safe haven and training to international terrorists and their organizations; take effective measures to ensure that the territory under their control does not host terrorist facilities and camps, nor serve to prepare or organize terrorist acts against other States or their citizens; and cooperate in efforts to bring to justice persons accused of terrorist acts."	1
"The petitioners then passed through the clear road, escorted by two of the UIR vehicles. Near the market area, the petitioners were shot by both the UIR agents travelling in the escort vehicles and the crowd. One civilian died from shots fired from a distance, eight other civilians were shot and two policemen and two other civilians sustained other serious injuries."	1
The Chairman noted the continuing concern of some countries regarding the scope of the high-risk area.	1
"Urges all parties concerned to fulfil their international obligations with regard to the protection of children affected by armed conflict, as well as the specific pledges they have made to the Special Representative of the Secretary-General for Children and Armed Conflict, UNICEF and other United Nations agencies, and to cooperate fully with United Nations peacekeeping missions and United Nations country teams... in the follow-up and implementation of those pledges."	1
13. Calls upon States Members of the United Nations to cooperate in resolving all outstanding issues with a view to adopting by consensus the draft comprehensive convention against international terrorism and the draft international convention for the suppression of acts of nuclear terrorism;	1
"Recognizing the need for civilian and military leaders, in accordance with the principle of command responsibility, to demonstrate the commitment and political will to prevent sexual violence and to combat impunity to impose accountability, and that inaction can convey the message that sexual violence is tolerated in conflict."	1
"[Requires] an end to attacks on civilians, from anywhere, including through aerial bombardment, and the use of civilians as human shields."	1
"Without a normal or agreed format of authenticated end-use certificates, government bodies in transit States have little means of establishing their veracity."	0
27. Recalls its decision that individuals and entities wishing to be delisted without the sponsorship of a Member State may submit such a request through the focal point mechanism established in resolution 1730 (2006);	0
"At the 5798th meeting of the Security Council, held on 11 December 2007, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"D. Border control Effective border control is essential for the effective implementation of counter-terrorism measures in accordance with resolution 1373 (2001), as the first defensive line against the movement of terrorists across borders, as well as the illegal movement of goods and goods."	1
"Counter-financing of terrorism has improved throughout the subregion, but gaps remain, especially with regard to asset freeze mechanisms, regulation of alternative remittance systems and monitoring of non-profit organizations."	1
"In most cases, ships -- through monitoring, situational awareness and a strong reaction in line with best management practices for protection against piracy based in Somalia -- managed to prevent attackers'approaches."	1
"âThe Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission to Afghanistan (UNSMA) and those of the Special Envoy of the Secretary-General for Afghanistan, in order to facilitate the political process to achieve the objectives of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all segments of Afghan society, and reiterates its position that the United Nations should continue to play a central and impartial role in international efforts to achieve a peaceful settlement of the Afghan conflict."	1
"Mr. Beyani also called on the Council not to lose sight of the important role that displaced women could play in negotiating peace, ensuring their human rights and achieving development in post-conflict situations."	1
"More cases of rape of women were reported following attacks on Miski, Disa and Umm Baru in Northern Darfur and attacks on Azerni, Kornoi, Nertete and Mukjar in Western Darfur."	1
":: Innovative ways to establish comprehensive and mutually reinforcing systems linking the International Criminal Court, any future hybrid courts and national agencies, as well as criminal procedures and reparations programmes should be explored."	1
- List of deaths caused by the regime:	1
"Reiterating its deep concern at the deteriorating humanitarian situation in [the affected country], strongly condemning the deliberate attacks and obstruction of humanitarian aid by armed groups in [the affected country], which have prevented the delivery of such aid in some areas, deploring the repeated attacks against humanitarian personnel, expressing in the strongest terms its condemnation of all acts of violence or abuse committed against civilians and humanitarian personnel, in violation of international humanitarian law and human rights law, and reaffirming the importance of combating impunity."	1
"To this end, it was given extensive privileges, including unrestricted access to all property records in Bosnia and Herzegovina."	1
"In addition, the Commission has received reliable information demonstrating the existence of a pattern of unlawful detentions in camps for internally displaced persons."	1
"5. Furthermore, we respectfully affirm that there are other methods, more expeditious and simple, that would ensure that just compensation is provided to victims of criminal acts in Rwanda."	1
The Netherlands has allocated more than EUR 400 million to a four-year action plan (started in 2007) to prevent radicalisation.	1
"7. Notes with concern the reports of the UNOCI Media Observatory and the media referred to therein for inciting violence and the resumption of internal conflict, and stresses its continuing readiness to impose sanctions against those obstructing the electoral process, specifically the activities of the Independent Electoral Commission and all other participants, and the proclamation and certification of the results of the presidential and parliamentary elections;"	1
I welcome the progress that has been made in clearing mines and explosive remnants of war in Western Sahara.	1
"I remain firmly committed to the implementation of resolution 1559 (2004) in the interests of regional peace and stability, especially at this particularly difficult and challenging time."	1
"In order to expedite the approval process, States could be encouraged to provide the Committee with all available supporting information or documentation, such as arrest warrants, Interpol announcements, indictments and judgements or court records."	1
