en	Relevant
The international community will need strength to carry the status process forward.	1
"In order to achieve lasting regional peace, the issue of negative forces must be addressed comprehensively and forcibly disarmed."	1
"Concerned that the most important armed movements have so far been absent from the negotiations, they urged that contacts with the government and non-signatory movements be maintained in order to increase the inclusiveness of the peace process."	1
"The Committee continued its consideration of three requests for exemption: the first related to a proposal for technical assistance to the Islamic Republic of Iran submitted by a United Nations specialized agency; the second related to a request from the Islamic Republic of Iran's Mine Action Center received by a State, proposing cooperation with that State on mine action; and the third related to a request for technical training for the Iranian armed forces sent by the Islamic Republic of Iran to a State."	1
"[D]eemphasizing the urgency of comprehensive security sector reform and of achieving, as appropriate, the disarmament, demobilization, and reintegration of [national] armed groups and the disarmament, demobilization, repatriation, resettlement and reintegration of foreign armed groups to achieve the long-term stabilization of [the affected country], taking into consideration the need to create security conditions conducive to ensuring sustainable economic development and stressing the importance of the contribution made in these areas by international partners."	1
"Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that all acts of terrorism are criminal and unjustifiable, regardless of their motivation and wherever and by whomever committed, and resolved to continue to contribute to strengthening the effectiveness of all efforts to combat this scourge worldwide,"	1
"Sudan has also ratified International Labor Organization Convention 182 concerning the Prohibition and Immediate Action for the Elimination of the Worst Forms of Child Labor, which prohibits the forced or compulsory recruitment of children for use in armed conflict."	1
"The Security Council welcomes the commitments to continue measures to suppress piracy, in particular the efforts of bilateral donors and regional and international organizations to strengthen the capacity of relevant States to combat piracy and armed robbery at sea through such means as the prosecution of those responsible for acts of piracy and armed robbery at sea and the incarceration of those convicted, and, in this regard, welcomes the important contribution of the Trust Fund to Support Initiatives of States Countering Piracy off the Coast of Somalia and the International Maritime Organization Djibouti Code of Conduct Trust Fund and urges both States and non-State sectors to contribute to these funds."	1
"All States in the subregion have implemented financial intelligence units, although some are still working on increasing their capacities."	1
"The Security Council notes that United Nations multidisciplinary assessment teams, with the consent of host States, could assist and support States in separating combatants and civilians."	1
"In March 2004, in the town of Dobo, North Darfur: ""They started burning everything and robbing us."	1
"In addition, Ms. Bellamy introduced three child delegates to the children's forum -- Wilmot from Liberia, Eliza from Bosnia and Herzegovina, and Jose from East Timor -- who made personal statements describing the experiences of children caught up in armed conflict and calling for an end to war."	1
"d) Prevent those who finance, plan, facilitate or commit terrorist acts from using their territory for such purposes, against other states or their citizens;"	1
The presence of Palestinian armed groups outside the camps continues to undermine Lebanon's ability to exercise full sovereignty over its territory.	1
"These States are aware of the importance of cooperation, information exchange and coordination among the various agencies, as well as between the regional and national levels."	1
"The Council reminds States that they must ensure that any measures taken to combat terrorism comply with all their obligations under international law, in particular international human rights law, international refugee law and international humanitarian law."	1
"In many cases, militias attacking ""African"" towns and villages tend to use derogatory epithets, such as ""slaves"", ""niggers"", ""nuba"" or ""zurga"", which would imply that they view the victims as members of a distinct group."	1
"Where possible, governments work with their territories to encourage them to create appropriate domestic regulations in this area, but in many cases legislative frameworks need to be improved."	1
"The Security Council notes the mandate of MONUSCO and the United Nations Mission in South Sudan (UNMISS) to help protect civilians in LRA-affected areas and to support the disarmament, demobilization and reintegration of LRA combatants in their respective countries."	1
"Two of the five States in the subregion have enacted comprehensive laws covering the relevant terrorist offences, while two other States have draft counter-terrorism legislation under consideration or pending adoption."	1
"In addition, further research is needed to demonstrate that these programs have real and positive results in terms of the likelihood of these individuals committing further acts of terrorism or inciting others to commit acts of terrorism."	1
"Since MINURSO does not have a specific human rights mandate, it does not have the personnel to observe the human rights situation in the territory or in the refugee camps near Tindouf."	0
"Moreover, neither the characteristics nor the flight maneuvers of the aircraft prior to the attacks can in any way be interpreted as warning signals, as they were clearly part of the attacks."	1
The Ombudsman may enter into a dialogue with these States in order to determine:	1
"On this same prepaid card, a phone call was received one minute after the explosion, at 12:57 p.m., from a phone booth located in Tripoli, near a building belonging to the Syrian intelligence services. On January 30, a call was made to Mr. Abu Adass' home landline from the same telephone booth in Tripoli."	1
"PNTL records show that the PNTL Commander General signed for the delivery of an F2000 automatic machine gun and 2,000 rounds of ammunition to the Minister of the Interior."	1
"In the Declaration, in addition to reaffirming the importance of accelerating preparations for the holding of elections in October, the parties agreed that the disarmament and dismantling of the militias should be completed by 20 August and that the troika comprising UNOCI, the Office of the Prime Minister of C̫te d'Ivoire and the African Union Mediation Mission would determine what additional steps needed to be taken to accelerate the process."	1
"In accordance with resolution 1963 (2010), CTED will also assist the Committee in organizing a special session, open to the full membership and other relevant stakeholders, to celebrate the tenth anniversary of the adoption of resolution 1373 (2001) and the establishment of the Committee."	1
"The relationship between Al-Qaida and the Taliban appears to be close. In his video message of September 19, 2007, Al-Zawahiri* again referred to Mullah Omar (TI.O.4.01) as the supreme leader, and while the Taliban can always recruit more soldiers, they have no experienced commanders to replace the many who have been killed, and have turned to Al-Qaida, not only for training, but also to cover casualties."	1
"Recalling that it endorsed the Agreement signed by the political forces of C̫te d'Ivoire in Linas-Marcoussis on January 24, 2003 (S/2003/99) (the Linas-Marcoussis Agreement) and approved by the Conference of Heads of State on C̫te d'Ivoire, held in Paris on January 25-26, 2003, the Agreement signed in Accra on July 30, 2004 (the Accra III Agreement) and the Agreement signed in Pretoria on April 6, 2005 (the Pretoria Agreement),"	1
"""The Security Council expresses its sincere appreciation to the President and Prosecutor of the Special Court for Sierra Leone for the briefing presented to the Security Council on 9 October 2012."	1
The Democratic and Popular Union of C̫te d'Ivoire demands that these facts be clarified and justice be done.	1
":: On November 25, 2014, regime fighter jets launched 2 missiles against the industrial zone of the city of Ar-Raqqa, killing 44 people and injuring 57 others. 15 stores and 17 houses were destroyed."	1
Publication on gender mainstreaming in environmental assessment and early warning activities.	0
"In order to further inform the Security Council and potential bilateral partners about security threats in the Vakaga region, I have dispatched a team to review the current security situation and assess the risks, and will report its main findings to the Council."	1
"As noted elsewhere in this report, very few victims have filed formal complaints for crimes committed against them or their families due to lack of confidence in the judicial system."	1
"The detainee may appeal the decision before a judge. However, there is no guarantee of immediate access to a defense attorney."	1
"In conclusion, and in agreement with most reports from other sources in this regard, the Commission found that most of the looting was perpetrated by the Janjaweed and, in some cases, by government forces."	1
"""The Security Council unequivocally condemns the terrorist attack committed in Marib, Republic of Yemen, on 2 July 2007, and expresses its sincere condolences to the victims of that attack and their families, as well as to the peoples and Governments of the Republic of Yemen and the Kingdom of Spain."	1
"(3) The offender shall be punished by imprisonment for a term of 5 to 15 years and in addition, if deemed appropriate by the court, by forfeiture of property, or by an exceptional sentence:"	1
"UNOCI reportedly gave FACI permission to airlift the surviving Mi-24 helicopters and a BAC 167 Strikemaster aircraft from Yamoussoukro to Abidjan airbase on January 24, 2005, after they were inspected for weapons by the United Nations military observer team in Yamoussoukro."	1
"The F-FDTL also have in their possession a Minimi submachine gun, a 38 special revolver, a Browning 9 millimeter pistol, two G3 semi-automatic rifles, an M16 A1 rifle and an M2 50 caliber carbine, the provenance of which has not been explained."	1
"The attackers forced the victim to separate from the group, blindfolded her, pushed her backwards to the ground and raped her."	1
"I am pleased to report that funds have been secured to establish a law library in the custody of the Rabouni refugees (see S/2007/619, para. 41)."	1
UNOCI closely monitors and reports to the Security Council on incitement to hatred and violence in the media on a monthly basis and will further strengthen its media monitoring and analysis capacity in the run-up to the elections.	1
"The Security Council supports progress, including by relevant United Nations entities, in the implementation of the set of indicators contained in the Secretary-General's report (S/2010/498), to be used as an initial framework for monitoring the implementation of its resolution 1325 (2000) in situations of armed conflict and post-conflict and other situations relevant to the implementation of resolution 1325 (2000), as appropriate, taking into account country-specific circumstances."	1
"Requests the Committee to send it a list of States that have not submitted reports as required by paragraph 6 of resolution 1455 (2003) by 31 March 2004, including an analytical summary of the reasons for non-compliance provided by States;"	1
"However, some leaders in Mogadishu accused the President of going to Ethiopian territory to acquire arms and troops for his future activities in Somalia."	1
The Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities is currently reviewing the recommendations contained in the report with a view to improving the sanctions measures imposed and their implementation.	1
"On 13 July, the Council held a public meeting (4171st meeting) during which the Assistant Secretary-General for Peacekeeping Operations presented a report on the United Nations Interim Administration Mission in Kosovo (UNMIK). The Council was briefed on the continuing violence against ethnic minorities, the boycott of the registration process for municipal elections and the lack of participation of ethnic minorities in local administrative structures."	1
"Logically, this provision does not apply in the case at hand, since the crimes took place in Sudan and were allegedly committed by Sudanese nationals."	1
"7. Notes that such means of financing or support include, inter alia, the use of proceeds derived from criminal activities, including the illicit cultivation, production and trafficking of narcotic drugs and their precursors;"	1
Very few States have created anti-terrorist units.	0
It is equally important that the relationship between missions and the United Nations and other humanitarian actors does not undermine the independence and neutrality of these actors or the perception of them.	1
(b) Keep abreast of developments in the latest techniques to prevent the misuse of funds and to detect cases of terrorist financing using new payment methods; develop appropriate laws and regulations and enhance international cooperation to investigate and prosecute suspected misuse of new payment methods to finance terrorist activities;	1
"Unfortunately, the Sudanese judicial system has shown that it is unable and unwilling to investigate and prosecute the alleged perpetrators of war crimes and crimes against humanity committed in Darfur."	1
Changes are needed to the process by which reasons for delisting or retention are communicated to ensure that they are communicated in a timely manner and provide substantive content that adequately reflects the independent reviewer's analysis and conclusions.	1
- Urge relevant regional and/or sub-regional bodies to develop and implement policies and engage in advocacy for the benefit of civilians affected by sexual violence.	1
"The Security Council welcomes the considerable progress made by Timor-Leste in strengthening the institutional and human resource capacity of State institutions, including in the security, justice and governance sectors, which play key roles in safeguarding stability and promoting democracy."	1
"In this example, and depending on the circumstances of each case, a court would have to determine whether the detention of enemy civilians at gunpoint could be expected to result in death or torture."	1
"Its tactics are classic terrorist tactics: forcing political change through assassination and intimidation. Al-Qaida is a takfiri movement that claims to be the only one that follows the authentic teachings of Islam and justifies its violence by claiming that it is a consequence of the sacred obligation of defense against all those who disagree, who are therefore infidels and can be attacked."	1
"In the following decade, the counter-terrorism bodies mandated by the Council to implement resolution 1373 (2001) usually considered the possible links between terrorism and organized crime as a matter within their competence."	1
"The conduct of joint or parallel operations by MONUC and the FARDC, including reinforcement of their presence and cordon and search missions and day and night patrols, has resulted in the improvement of the security situation in South Kivu. From 6 to 9 September, two FARDC battalions, about 1,000 soldiers in total, took part in one such operation in the Kahuzi Beiga park area, where the FDLR are concentrated."	1
"In their responses, Council members expressed their recognition of the targeted nature of the sanctions imposed by the Council, and their application to a wide range of threats to international peace and security, involving, inter alia, the provision of assistance to States to restore stability, the protection of civilians in conflict, and the fight against terrorism and the proliferation of weapons of mass destruction."	1
"Although the CPA and the Agreement on the Supervision of the Management of Arms and Armies contained provisions for the disbandment of the militia linked to the Maoist army, neither proposed detailed plans in this regard."	1
Progress achieved in the elimination of Syrian chemical weapons by States Parties hosting destruction activities.	1
"As far as the press is concerned, the daily ""Le National"" is a newspaper known for its radical position and its xenophobic articles."	0
It is impossible to reconcile the carrying of arms outside the official armed forces with participation in power and government in a democracy.	1
"Noting recent developments and initiatives at the international, regional and subregional levels to prevent and suppress international terrorism, noting also the work of the Global Counter-Terrorism Forum, in particular its recent adoption of a comprehensive set of good practices to address the phenomenon of foreign terrorist fighters and its publication of other framework documents and good practices in areas including countering violent extremism, criminal justice, corrections, kidnapping for ransom, support for victims of terrorism and community-oriented policing, in order to assist interested States in the practical implementation of the United Nations counter-terrorism legal and policy framework and to complement the work of relevant United Nations counter-terrorism entities in these areas,"	1
"By: Conducting reviews and making proposals on how to update the reporting regime, taking into account the recommendation contained in the 2005 World Summit Outcome on strengthening reporting obligations (see General Assembly resolution 60/1) in cooperation with the other counter-terrorism-related subsidiary bodies of the Security Council."	1
The armed forces intervened on several occasions to control demonstrations and prevent protesters from approaching the Blue Line.	1
"The information on abuse suffered by women included, but was not limited to, rape."	1
"However, it is also evident that the F-FDTL command took limited steps to verify the extent of the threat posed or to use non-military means to resolve the perceived threat. On 25 May, the F-FDTL High Command did not attempt to contact the PNTL operational commanders or seek the intervention of the Prime Minister or the President to resolve the situation."	1
"In this regard, the Transitional Government needs to demonstrate its interest in cooperating closely with its international partners to establish a mechanism that ensures sound, transparent and accountable management of public funds and effectively combats corruption."	1
"The Kingdom of Morocco has not ceased to denounce all these violations that seriously harm the population, held hostage, in violation of all the principles governing the right to asylum."	1
"22. Recalls the request in resolution 2178 (2014) for the Analytical Support and Sanctions Monitoring Team, in close cooperation with all relevant United Nations counter-terrorism bodies, to submit a report to the 1267 (1999) and 1989 (2011) Committee within 180 days on the threat posed by foreign terrorist fighters recruited by or joining ISIL, the ANF and all groups, businesses and entities associated with Al-Qaida, and reiterates that this report should also address trends regarding foreign terrorist fighters joining and collaborating with all terrorist groups on the Al-Qaida 1267 Sanctions List, and should include oral briefings to the Committee, which in turn will report orally to the Security Council at its next regular counter-terrorism briefing on those operating in Africa."	1
"2. Decides that CTED will continue to operate as a special political mission, under the policy guidance of the Counter-Terrorism Committee, for the period ending 31 December 2010, and also decides to conduct an interim review of the work of CTED by 30 June 2009 and to review the work of CTED in depth before the end of its mandate;"	1
"It has also been established that there have been contacts between this prepaid card and a number of prominent Lebanese and Syrian officials. For example, three different numbers were contacted from the card, which in turn were in contact with Mustapha Hamdan's cell phone in January, March and July 2005."	0
"The Chairman of the 1540 Committee, together with the Chairman of the Counter-Terrorism Committee, participated in the 12th meeting of heads of special services, security agencies and law enforcement organizations on counter-terrorism, organized by the Federal Security Service of the Russian Federation."	1
But Eritrea's provocations have not been limited to making declarations of war.	1
"So far, feedback tends to confirm their view that presenting examples of terrorist financing may have more disadvantages than allowing experienced bankers to rely on their knowledge and experience to decide which transactions seem odd."	1
The members of the commission concluded that there were reasonable grounds to find that crimes against humanity had been and were being committed in the DPRK as part of state policy.	1
":: Enhance cooperation in prosecuting terrorists, including cooperation in the prevention, investigation and prosecution of terrorist and terrorist offenses"	1
"These violations include activities such as the improvement of physical structures in the restricted areas defined by the agreement, and the imposition of restrictions on the movement of UN military observers."	1
The large number of cluster munitions becomes evident as Landmine Action's work progresses.	1
"The work programs of the Committee established pursuant to paragraph 6 of Security Council resolution 1373 (2001) and its Executive Directorate, covering the period from 1 July to 31 December 2010, are attached hereto (see annex)."	0
"The Government of Lebanon also informed me that the Lebanese Armed Forces had further increased their presence, erected new checkpoints and strengthened controls around positions of Palestinian armed groups based in the Syrian Arab Republic south of Beirut and in the Bekaa Valley. On October 7, the Lebanese Army raided positions controlled by Palestinian armed groups based in the Syrian Arab Republic in the Bekaa Valley, during which weapons were confiscated."	1
"Noting with concern the continuing threat to international peace and security posed by Al-Qaida, Usama bin Laden and the Taliban, and other individuals, groups, undertakings and entities associated with them, and reaffirming its determination to address all aspects of this threat,"	1
Enhancing the protection of civilians in armed conflict is a fundamental part of the work of the United Nations Security Council in maintaining peace and security.	1
Attempts to destabilize the internal situation in Lebanon through the perpetration of political assassinations are unacceptable.	1
"Approximately 15 months after the National Assembly enacted the basic legislation, the parties have made no progress on the establishment of the National Human Rights Commission."	0
(b) The General Assembly and the Human Rights Council should expand the monitoring and reporting mechanisms on human rights in the Democratic People's Republic of Korea that predate the establishment of the commission; this includes the periodic reports of the Secretary-General and the United Nations High Commissioner for Human Rights as well as the mandate of the Special Rapporteur on the situation of human rights in the Democratic People's Republic of Korea.	1
"Over the past year, numerous international leaders -- including Heads of State, United Nations representatives and a majority of Security Council members -- have spoken out clearly against sending such flotillas to Gaza, and have stressed the need for humanitarian supplies to be sent there exclusively through established channels."	1
"This approach follows a commitment made in November 2005 by Asia-Pacific Economic Cooperation ministers to conduct, by the end of 2006 at the latest, an assessment of the vulnerability of airports to a man-portable air defense system attack."	1
"Regime forces killed 231 people, extremists killed 3 and armed groups killed 2."	1
"In this regard, it is of vital importance to emphasize again that, when considering whether the killing of civilians constitutes a war crime or a crime against humanity, it should be borne in mind that the presence of persons other than civilians does not deprive the population of its civilian character."	1
"Although it is possible that, in most cases, the government may not have been involved in the destruction, its complicity in the attacks during which the destruction was caused and its presence at the scene are sufficient to make them also responsible for the destruction."	1
The conditions and modalities of the orderly return to their respective countries of origin of many Burundian and Congolese refugees still in the United Republic of Tanzania need to be reviewed in order to accelerate the pace of repatriation in recent months.	1
Prosecuting those suspected of acts of piracy and punishing convicted pirates in accordance with the relevant Security Council resolutions is essential to deter future pirates and demonstrates to them that they cannot act with impunity.	1
I urge the Lebanese authorities to make every effort to arrest those responsible and bring them to justice.	1
"The Security Council expresses its deep concern about the consequences of the refugee crisis caused by the Syrian conflict, which has destabilizing effects throughout the region."	1
The Prime Minister did not use his authority to denounce the transfer of weapons to civilians and took no further action to resolve the issue.	1
"Development of a set of policies, guidelines and procedures for the planning, implementation and monitoring of disarmament, demobilization and reintegration programs, known as integrated standards for disarmament, demobilization and reintegration programs, and integration of gender perspectives."	1
"The Minister of the Interior told Comandante da Cruz to deliver to Rai Los in Liqui̤a 10 of the rifles, 6,000 cartridges and 10 magazines."	1
"- Call upon relevant parties to develop and implement concrete and time-bound action plans to halt the recruitment and use of children, in close collaboration with United Nations peacekeeping missions, United Nations country teams and the Special Representative of the Secretary-General for Children and Armed Conflict."	1
"Reaffirms that all parties to the conflict have an obligation to observe international humanitarian law and, in particular, the Geneva Conventions of 12 August 1949, and that persons committing or ordering grave breaches of the Conventions are individually responsible for such breaches."	1
the promotion of mechanisms for truth and reconciliation	1
The Commission has identified 14 members of the Janjaweed militia who are suspected of committing an international crime under the concept of unlawful association.	1
"In an effort to assist financial institutions and other parties in understanding the wide range of methods used by listed individuals and entities to raise and transfer funds, the Team, as part of the Counter-Terrorism Implementation Task Force, has commissioned a study of indicators of terrorist financing based on the activities of individuals prosecuted and convicted of terrorist acts."	1
"On July 26, the Council issued a press statement condemning the terrorist attack on the United Nations Interim Force in Lebanon (UNIFIL) in which six French United Nations peacekeepers were wounded. Thematic and other issues"	1
"Recognizing the need for States to complement international cooperation by adopting new measures to prevent and suppress in their territory, by all legal means, the financing and preparation of any act of terrorism,"	1
"Clan elders, as well as Kenyan authorities, intervened in mid-August to help resolve the dispute."	1
"Said Arif is associated with Al-Qaida or a cell, affiliated entity, splinter group, or derivative thereof for ""participating in the financing, planning, facilitation, preparation, or commission of acts or activities carried out"" by Jabhet al-Nusra, alias Al-Nusra Front for the Peoples of the Levant (QE.A.137.14), ""or carried out in or on its behalf, together with it, or in its support"" and ""recruiting for it."""	1
"In its resolution 1977 (2011), the Security Council expressly encourages the Committee established pursuant to resolution 1540 (2004) to draw on, among other sources, relevant experts from the private sector."	1
"In any case, these problems had usually been solved through the intervention of the media monitoring teams."	1
"- On December 12, 2014, 200 troops of regime forces surrounded Fayd neighborhood located in Jabla town and prohibited all entrances and exits."	1
"The Team recalls that the Security Council, in paragraph 5 of resolution 1526 (2004), urged all States to establish domestic reporting requirements and procedures on the cross-border movement of currency based on applicable thresholds."	1
":: On November 5, 2014, regime fighter jets launched five airstrikes on Kansfra in Idlib."	1
"5. Condemns once again in the strongest terms all acts of violence or abuses committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with regard to (i) torture and other prohibited treatment, (ii) gender-based and sexual violence, (iii) violence against children, (iv) recruitment and use of child soldiers, (v) trafficking in human beings, (vi) forced displacement, and (vii) intentional denial of humanitarian assistance, and demands that all parties put an end to these practices;"	1
"With the exception of one State, which has provided very little relevant information, all East Asian States are members of various regional organizations and mechanisms for international cooperation in the fight against terrorism and have sought to strengthen these relationships."	1
"A special program for voters with special needs was established so that certain categories, such as those who remained at home out of fear, the hospitalized, the mentally ill, the elderly and prisoners, could register and vote simultaneously."	1
The judicial system continues to suffer from serious technical deficiencies that undermine public confidence.	0
Al-Qaida will remain a residual threat for some time in Afghanistan and will also continue to have some influence in the rest of the world.	1
The Commission had received credible evidence that Mi-8 and Mi-24 helicopters as well as Antonov aircraft were used during the air raids on the villages.	1
"""The Security Council underlines the importance of the commitment of Ethiopia and Eritrea to lay the foundations for sustainable peace in the region and, mindful of the responsibilities of the United Nations under the Algiers Agreements, remains determined to encourage and assist both countries to achieve this goal."	1
"(i) The urgent establishment of a United Nations radio station and the enhancement of United Nations information, media, education and training activities in C̫te d'Ivoire, especially on human rights issues, in order to foster a climate of mutual respect and tolerance among all communities in the country;"	1
"Although the Commission received information from a source that someone close to and trusted by Mr. Hariri had tampered with the jamming devices prior to the explosion, the Commission has not been able to corroborate this information."	1
":: On November 16, 2014, regime fighter jets attacked the town of Maarat Misreen with a missile, killing five people, including a child and a woman, and destroying residential buildings."	1
"In response to an invitation from the President of the Economic and Social Council, on May 3, the President of the Council attended the high-level meeting of the Economic and Social Council to discuss the work of its ad hoc advisory groups on post-conflict countries in Africa (Burundi and Guinea-Bissau)."	1
"During the Janjaweed attack on the village of Mengarassa in West Darfur in November 2003, 20 girls were abducted and taken to Ammar camp."	1
They also affirmed the importance of the parties' effective cooperation with IGAD in its mediation efforts and respect for the cessation of hostilities agreement in the interest of early restoration of peace and stability in South Sudan.	1
"The destruction specifically affected areas inhabited by African tribes, particularly the Fur, Zaghawa and Masalit."	1
"The Special Court for Sierra Leone, the first war crimes tribunal since Nuremberg to be based in the country where the atrocities were committed, was determined to make public outreach and the dissemination of justice a priority."	1
Some members called for the Council to contribute more significantly to efforts to bring the parties back to the negotiating table on the two-state solution and said that Israeli settlements undermined prospects for peace.	1
"He therefore urged the Council to move from an ""as needed"" approach to a ""more proactive"" approach, to increase the interest of non-members in its work."	1
"Reiterating its support for the fight against the illicit production and trafficking of drugs from and chemical precursors to Afghanistan, in neighboring countries, countries along trafficking routes, drug destination countries and precursor-producing countries,"	1
"The report adopted by the Ad Hoc Committee on 10 March 2000 (A/54/839) contains a number of recommendations relating to aspects of the Report of the Secretary-General on the protection of civilians in armed conflict (S/1999/957), which may serve as a reference in the areas noted below."	1
"Consequently, most of the human rights violations that took place during those two days can be described as a massacre in which units of the security forces and parallel forces acting in coordination or in collusion with them repeatedly perpetrated summary executions, torture, disappearances and arbitrary detentions."	1
"In addition, many victims informed the Commission that they had little confidence in the impartiality of the justice system and its ability to bring to justice the perpetrators of the serious crimes committed in Darfur."	1
"As part of the Division's ongoing efforts to recruit qualified experts to serve on groups, teams and panels to monitor sanctions implementation, and as is done each year, a note verbale was sent to all Member States in December to solicit nominations of suitable candidates for the Division's roster of experts."	1
"In some cases where the Committee felt that the information available was not sufficient to make a decision on the appropriateness of retaining an entry on the List, it asked the Team to seek further information. This was especially true in cases where an individual was believed to be deceased but his or her death certificate or equivalent official documentation was lacking."	1
"In the private consultations that followed, Council members stressed the importance of the resumption of Israeli-Palestinian negotiations and condemned unilateral actions, particularly settlement construction in the occupied territories, which undermined the Quartet's efforts to find a negotiable solution to the conflict."	1
"Discussions and negotiations on how to ensure accountability for crimes under international law have been ongoing for years in Burundi, including with the United Nations."	1
"The presence of deceased persons on the List is a serious obstacle to its credibility, although the Committee's guidelines stipulate that, in order to remove a deceased person from the List, the Committee requires a death certificate or similar official document, as well as an official statement that no beneficiary or legal co-owner of any frozen assets is on the List."	0
"(a) Encourage States to build the capacity of their anti-money laundering and counter-terrorist financing law regimes, with a particular focus on the regulation of alternative remittance systems and non-profit organizations;"	1
The Security Council recognizes the importance of helping to prevent future conflicts by addressing their root causes in a legitimate and just manner.	1
"(f) Prevent any attempt by any armed group, foreign or Congolese, to use force to jeopardize the Goma and Nairobi processes, especially in the eastern part of the Democratic Republic of the Congo, including by using cordon-and-search tactics, and by organizing the necessary operations to prevent attacks against civilians and to disrupt the military capacity of illegal armed groups that continue to resort to violence in that area;"	1
"(2) The offender shall be punished by imprisonment for a term of 8 to 15 years, together with forfeiture of property if the court deems it appropriate, or by a sentence of exceptional character, if by the act described in paragraph (1) he causes serious injury."	1
The two parties agreed to continue their dialogue with a view to strengthening their bilateral relations so that they could establish mutual diplomatic representations.	1
Another area where CTED sees room for future work is in improving the integration of human rights approaches into counterterrorism programs.	1
"- Call for strict compliance by parties to an armed conflict with applicable rules of international humanitarian and human rights law and refugee law, including with respect to:"	1
The Council thanks you for hosting several hundred thousand refugees in recent years.	1
"The Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban (hereinafter referred to as ""the Committee"") has given Member States many opportunities to express their views, either directly or through the Monitoring Team."	1
It also suffers from a proven vulnerability to misuse by terrorists and their supporters to finance acts of terrorism.	0
Reaffirms the need for full respect of the military agreements concluded with the United Nations Mission for the Referendum in Western Sahara (MINURSO) regarding the cease-fire and calls upon the parties to fully adhere to these agreements;	1
"The DPRK categorically rejects the human rights resolution against it, which was fabricated on the basis of collusion, fabrication and misinformation and imposed by the United States and other hostile countries in a despotic and arbitrary manner."	1
The Commission's findings confirmed that rape and sexual violence against women and girls continued during the flight and in the areas of concentration of the displaced.	1
"In close cooperation with the Security Council Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and in accordance with its mandate, the Committee shall pay special attention to those States for which information on the implementation of resolution 1373 (2001) is not available and shall consider how best to address this problem."	1
The Abkhazian regime has spared no effort to legalize the imposition of demographic change as a result of ethnic cleansing and has created untenable living conditions for Georgian citizens who have returned to the Gali district.	1
"In a second category are militias that adopt paramilitary structures and act in parallel to the regular forces, in particular the groups known as ""combat forces"", the mujahideen or the fursan (horsemen)."	1
"The Committee encourages CTED to continue its analysis of regional and thematic issues, with the aim of informing it and Member States in general, taking into account the evolving global situation and focusing on key issues such as the use and abuse of new information and communications technologies, the protection of the rights of victims of terrorism, emerging challenges to the prosecution of terrorists, building strategic partnerships with relevant non-governmental actors (including women's and youth groups, religious leaders, the media and the private sector), protection of tourism infrastructure, kidnapping for ransom, countering violent extremism and crimes committed to finance terrorism."	1
"Financial inclusion serves several purposes, as it reduces uncontrolled capital flows and increases the ability of national law enforcement and regulatory bodies to ""follow the money trail""."	0
"[R]eiterates its call upon parties to armed conflict [identified in the relevant report of the Secretary-General] that have not yet done so to prepare and implement, without further delay, concrete and time-bound action plans to halt the recruitment and use of children in violation of applicable international law, and to address all violations and abuses against children in close cooperation with [the Special Representative of the Secretary-General for Children and Armed Conflict], as well as with UNICEF and the United Nations country task forces responsible for monitoring and reporting."	1
The Council encourages the Burundian authorities to work with the Special Representative of the Secretary-General to establish a mechanism to end impunity and promote reconciliation.	1
"The latter group is composed of new members who have become radicalized or are in the process of becoming radicalized as a result of world events or the actions in their communities of extremists who have already been seduced by Al-Qaida's message, and even through web pages or chat rooms."	1
"Four States have signed the declaration of intent to implement the World Customs Organization's Framework of Standards to secure cargo against use for terrorist purposes, and three are already at an advanced stage of implementation."	1
"Noting that the POLISARIO Front released on 18 August 2005, in accordance with international humanitarian law, the 404 remaining Moroccan prisoners of war, and calling upon the parties to continue to cooperate with the International Committee of the Red Cross in order to determine the fate of persons unaccounted for since the beginning of the conflict,"	1
11. Encourages efforts to ensure the development of nuclear energy for peaceful purposes by countries wishing to maintain or develop their capabilities in this field within a framework that reduces the risk of proliferation and respects the highest international standards of safeguards and security;	1
"Despite continued pressure on the leadership of both groups, the situation in Iraq and other conflict zones has kept terrorism at the forefront of international news, with no decline in the number of new members."	1
"f) To fulfill its mandate, the Committee shall be assisted by the Executive Directorate, under the policy guidance of the Plenary."	1
"One such group is the National Movement for Reform and Development (NMRD). On June 6, the MNRD released a manifesto stating that it was not a party to the April ceasefire agreement between the Government, SLM/A and JEM, and that it would fight the Government."	1
"In order to more effectively monitor the implementation of resolutions 1373 (2001) and 1624 (2005) by Member States, CTED will continue to take stock of their efforts to implement the resolutions, using the revised assessment tools available to the Committee (the Implementation Assessment Synopsis and the Detailed Implementation Survey); seek to identify the challenges and needs of all Member States and regions; and facilitate the provision of targeted technical assistance in this regard."	1
"In the United Arab Emirates, the Central Customs Intelligence unit enters information into the risk profiles contained in the electronic customs clearance system."	1
"On 18 November, the Council held a briefing and consultations on the reports of the Secretary-General on the activities of the United Nations Assistance Mission for Iraq (UNAMI) (S/2014///774) and the search for missing Kuwaiti and third-country nationals and missing Kuwaiti property, including national archives (S/2014/776)."	1
