en_ar_GOOGLE	VerConf
وكما أشار الفريق من قبل، فإن الإدخالات غير الكافية لا تخدم أي غرض مفيد: فلا يمكن تطبيق العقوبات بشكل صحيح ضدهم، ويعاني أفراد الجمهور غير المقصودين الذين يحملون أسماء مماثلة من عواقب حقيقية، ويضيع القطاع الخاص والمسؤولون على الحدود وفي أماكن أخرى وقتًا وجهدًا ثمينًا في محاولة لتحديد التطابقات التي لا يمكن تأكيدها أبدًا، ويفقد نظام العقوبات ككل الدعم.	0
وفي كل تلك المناقشات، شجعني العثور على تقارب في الآراء: لقد تعجبنا جميعاً من الكيفية التي حققت بها ليبريا الكثير منذ انتهاء القتال في عام 2003، ولكننا جميعاً أدركنا تماماً مدى روعة التحديات التي لا تزال تواجهها ليبريا، وأن وفي نهاية المطاف، نحن لا نأخذ أي شيء على أنه أمر مسلم به.	1
كما تابعوا بدء مهمة المبعوث الأممي كوفي عنان للتوصل إلى حل سلمي للأزمة السورية، دون اللجوء إلى التهديد أو الحديث عن التدخل الأجنبي.	0
كما أن زيادة التنسيق وقابلية التشغيل البيني بين تلك المنظمات، فضلاً عن تطوير وتقاسم الاستراتيجيات المشتركة والسياسات التشغيلية وأفضل الممارسات في إدارة الأزمات المدنية، من شأنها أن تعزز الكفاءة والتماسك في إدارة الأزمات.	0
ويجب على الولايات المتحدة أن تتخلى عن التجاهل والإهمال المتعمد الذي مارسته منذ ما يقرب من سبع سنوات وأدى إلى تدهور الوضع في المنطقة.	1
وينص كل من القرار والاتفاقية على أنه لكي تكون جريمة تمويل الإرهاب موجودة، لا يلزم أن تكون الأموال المخصصة لتمويل العمل الإرهابي من عائدات الجريمة، وأن العمل الإرهابي الذي كانت الأموال مخصصة لتمويله لا يحتاج في الواقع إلى تمويله. قد حدث أو حتى تمت محاولته.	0
&quot;ويشجع مجلس الأمن قوة الاتحاد الأفريقي الإقليمية على مواصلة عملياتها ضد جميع جماعات جيش الرب للمقاومة، مع العمل في الوقت نفسه مع الأمم المتحدة والمنظمات غير الحكومية لإنشاء مواقع آمنة للإبلاغ وتوفير المعلومات لمساعدة جيش الرب للمقاومة الذي يظهر التزاما حقيقيا بالتسريح ونزع السلاح.	1
وبالانتقال إلى دور مجلس الأمن في التعويضات، فقد لوحظ أنه تم تشجيع المجلس في عدد من المناسبات على اعتماد تدابير فيما يتعلق بهذا الجانب من المساءلة. على سبيل المثال، بالإضافة إلى التوصية بإحالة الوضع إلى المحكمة الجنائية الدولية، أوصت لجنة التحقيق الدولية بشأن دارفور أيضاً بأن يقوم المجلس بإنشاء لجنة تعويضات دولية - وهو الاقتراح الذي لم يحظ باهتمام كبير ولم يتابعه المجلس.	0
كما أثبتت اللجنة أن القوات المسلحة الحكومية وأجهزة أمن الدولة والمخابرات العسكرية مسؤولة عن الحبس والاحتجاز غير القانوني للمدنيين.	1
وتشير التقارير إلى أن شدة الهجمات والفظائع المرتكبة في أي قرية بعينها قد نشرت مستوى من الخوف دفع سكان القرى المجاورة الذين نجوا من هذه الهجمات إلى الفرار أيضاً إلى مناطق تتمتع بالأمن النسبي.	1
شاغلنا الرئيسي في هذا الصدد هو أنه، وفقا للتقرير، لم يتم بعد تنفيذ أي من المعايير الأساسية الثمانية بشكل كامل.	1
وإذ يساوره بالغ القلق إزاء التهديد الذي يشكله الإرهاب والمخاطر المتمثلة في أن الجهات الفاعلة من غير الدول*، مثل تلك المحددة في قائمة الأمم المتحدة التي أنشأتها وتحتفظ بها اللجنة المنشأة بموجب قرار مجلس الأمن 1267 وتلك التي ينطبق عليها القرار 1373، قد تكتسب أو تطور أو تطور. الاتجار بالأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها أو استخدامها،	1
18 - قلب الدين حكمتيار (QI.H.88.03) يعتبر في المقام الأول تهديدا للسلام والأمن في أفغانستان.	1
لا تزال تيمور - ليشتي تواجه تحديات كبيرة في الحد من الفقر وخلق فرص العمل، ولا سيما لسكانها الشباب.	1
وإنني أرحب بالخطوات التي اتخذها الاتحاد الأفريقي وبلدان المنطقة المتضررة من جيش الرب للمقاومة من أجل تحديد استراتيجية منسقة بشكل أفضل للتعامل مع الجماعة المسلحة وتحسين حماية المدنيين.	0
وتتمثل مشكلة إضافية في أن الحكومة لم تكن تمتلك على ما يبدو موارد عسكرية كافية، حيث أن العديد من قواتها لا تزال متمركزة في الجنوب، كما أن القوات الموجودة في دارفور تتمركز بشكل رئيسي في المراكز الحضرية الكبرى.	0
يمكن القول إن القطاع غير الربحي هو الأكثر عرضة لتمويل الإرهاب والأصعب في تنظيمه ومراقبته.	1
وفيما يتعلق بالفقرات 46 و48 و49 المتعلقة بحظر الأسلحة ومراقبة الحدود، فإن الأسلحة في الواقع يتم تهريبها من لبنان إلى سوريا. ويدرك الجميع أن جهات معينة في لبنان تسعى إلى زعزعة استقرار سوريا من خلال تزويد الجماعات الإرهابية المسلحة في سوريا بالسلاح والأموال بغرض تقويض سوريا.	0
سوف يسحق أفراد الخدمة وشعب جمهورية كوريا الديمقراطية الشعبية اعتداء القوى المعادية المتهورة على حقوق الإنسان من خلال أقوى ردود الفعل غير المسبوقة ويدافعون بحزم عن النظام الاشتراكي وحياتهم وروحهم.	0
وكما هو موضح في المادة 7 (2) (د) من النظام الأساسي للمحكمة الجنائية الدولية، الذي يمكن الاعتماد عليه لتدوين القانون الدولي العرفي في هذا الشأن، فإن الترحيل أو النقل القسري للسكان يعني التهجير القسري للأشخاص المعنيين بالطرد أو بأي طريقة أخرى القيام بأعمال قسرية من المنطقة التي يتواجدون فيها بشكل قانوني، دون أسباب يسمح بها القانون الدولي.	0
وفي هذا الصدد، نحيط علما بالبيانات التي أدلى بها الممثلون المنتخبون الرئيسيون في كوسوفو، الذين أدانوا الجريمة على الفور ودعوا إلى تقديم مرتكبيها إلى العدالة.	1
وقد وضعت العديد من الدول، مع شركاء ثنائيين ومتعددي الأطراف، شكلاً من أشكال ترتيبات الإنذار المبكر للمساعدة في التنبؤ بالهجمات الإرهابية ومنعها.	0
ولكن على الرغم من هذا التقدم، لا يزال يتعين التغلب على التحديات التي تواجه سلطة الحكومة وسيطرتها الفعلية على أراضيها الوطنية.	1
(أ) اعتماد وتنفيذ أطر قانونية وطنية لمكافحة الإرهاب تكون شاملة ومتماسكة وتشمل جميع الجرائم الإرهابية المنصوص عليها في الصكوك الدولية لمكافحة الإرهاب، وتكون متوافقة في نفس الوقت مع المعايير الدولية لحقوق الإنسان؛	0
في 23 آب/أغسطس، وفي إطار الإحاطة التي قدمتها إدارة الشؤون السياسية، قال وكيل الأمين العام للشؤون السياسية إن موظفي مكتب تنسيق الشؤون الإنسانية يقومون بمهمة تقييم في الجمهورية العربية السورية وأحالوا إلى بيان الأمين العام الذي جاء فيه أن الرئيس الأسد، على الرغم من تعهده، لم يتوقف عن استخدام القوة ضد المدنيين.	0
(ب) فريق دعم إنفاذ الجزاءات، بتنسيق من فريق الرصد، يضم ما يصل إلى خمسة عشر عضوًا من ذوي الخبرة في مجالات مثل: الجمارك وأمن الحدود ومكافحة الإرهاب، ويكون مقرهم في الدول المشار إليها في الفقرة 2 أعلاه بالتشاور الكامل والتعاون الوثيق مع تلك الدول؛	0
وكما قلت سابقا، فإن تطبيق المعايير المزدوجة في التعامل مع الإرهاب والجماعات الإرهابية مسألة هامة أخرى تثير قلقا بالغا وتقوض بشكل خطير الكفاح الجماعي الذي يخوضه المجتمع الدولي ضد الإرهاب.	1
لقد أدنت الهجوم الإرهابي على السفارة الهندية في كابول.	1
وفي هذا الصدد، نعتقد أن الأعمال الهدامة التي تهدف إلى الحصول على منافع سياسية انفرادية ينبغي إدانتها بشكل قاطع.	1
ومن الواضح أن اللجنة قد لا تكون في وضع يمكنها من إنجاز هذه المهام إذا لم تكن قد حددت مسبقًا (أ) ما إذا كانت الانتهاكات ترقى إلى جرائم دولية، وإذا كان الأمر كذلك، (ب) تحت أي فئات من الجرائم تقع (جرائم حرب، جرائم حرب، جرائم حرب، جرائم حرب). الجرائم ضد الإنسانية أو الإبادة الجماعية أو غيرها من الجرائم).	1
200 - وقد تم تقديم المنظور الحكومي الأكثر تماسكا بشأن النزاع من خلال لجنة أنشأها وزير الداخلية بصفته ممثل الرئيس في دارفور.	0
وعلى أساس مخصص، تتعامل اللجان التنفيذية مع تلك القضايا المتعلقة بوضع المرأة في مختلف المناطق المنكوبة بالصراع، بما في ذلك العنف القائم على نوع الجنس، والاستغلال والاعتداء الجنسيين.	0
وأكرر أنه لا يجوز أبدًا تهديد موظفي الأمم المتحدة أو فرض عقوبات عليهم بسبب قيامهم بعملهم، الذي يستند إلى ميثاق الأمم المتحدة، والذي كلف به مجلس الأمن في هذه الحالة.	1
(ح) المشاركة بنشاط في جميع الأنشطة ذات الصلة ودعمها في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، المنشأة لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، ولا سيما من خلال مجموعات العمل ذات الصلة؛	0
109. تم إبلاغ السيد الصديق بأن مادة تي إن تي وبعض المتفجرات الخاصة قد تم استخدامها لتوجيه الشكوك نحو الجماعات الإسلامية المتطرفة، حيث أن هذه الأنواع من المتفجرات لم تستخدم إلا في العمليات في العراق.	0
وبالإضافة إلى ذلك، أبلغ العديد من الضحايا اللجنة أن ثقتهم ضئيلة في نزاهة النظام القضائي السوداني وقدرته على تقديم مرتكبي الجرائم الخطيرة المرتكبة في دارفور إلى العدالة.	1
ويشير التقرير إلى أن الحزب الشيوعي النيبالي الماوي قام بتجنيد أعداد كبيرة من الأطفال قبل التوقيع على اتفاق وقف إطلاق النار ونقلهم إلى معسكرات التجميع.	0
وقد أسفرت عملية الاستعراض عن تأكيد إدراج جميع الأفراد في القائمة، رغم أنهم لم يدرجوا في القائمة على هذا الأساس فقط، إلا أنهم معروفون في المقام الأول بدورهم في توفير التبرير الإيديولوجي للعنف المتصل بتنظيم القاعدة للمجندين الجدد أو لجمهور أوسع. ويأتي هذا على الرغم من حقيقة أن تدابير العقوبات في حد ذاتها ليس لها تأثير يذكر، إن وجد، على أداتها الرئيسية: القدرة على التواصل والإقناع عبر الإنترنت.	1
وفي بداية الصراع، يبدو أن معظم القتال وقع في شمال دارفور وشمال غرب دارفور، بينما انتقل تدريجياً جنوباً إلى جنوب دارفور خلال الأشهر الأخيرة من عام 2004.	0
وإذ يؤكد من جديد ضرورة احترام جميع أطراف النزاع المسلح المبادئ الإنسانية المتمثلة في الإنسانية والحياد وعدم التحيز والاستقلال من أجل ضمان تقديم المساعدة الإنسانية وسلامة المدنيين الذين يتلقون المساعدة وأمن العاملين في المجال الإنساني والأمم المتحدة والمنظمات المرتبطة بها. شؤون الموظفين،	0
إن التهديد الذي يشكله الإرهابيون والمجرمون والمتورطون في الاتجار غير المشروع بالمخدرات لأمن أفغانستان واستقرارها هو تهديد حقيقي ويجب التصدي له بشكل مستمر.	1
&quot;ويشجع مجلس الأمن استمرار مشاركة المنظمات الإقليمية ودون الإقليمية ذات الصلة في تسوية المنازعات بالوسائل السلمية، حسب الاقتضاء، بوسائل منها منع نشوب الصراعات وبناء الثقة وجهود الوساطة، ويشدد على أهمية الاستفادة من القدرات الحالية والمحتملة للمنظمات الإقليمية ودون الإقليمية المنظمات دون الإقليمية في هذا الصدد.	0
&quot;ويعرب مجلس الأمن عن بالغ القلق إزاء التوترات في ولايتي النيل الأزرق وجنوب كردفان.	1
خلفية يصادف عام 2014 الذكرى السنوية الخامسة عشرة لمشاركة مجلس الأمن في حماية المدنيين في النزاعات المسلحة.	0
45 - واضطلعت المنظمة الدولية للشرطة الجنائية (الإنتربول) ببرامج لبناء القدرات في مجال مكافحة الإرهاب في منطقة الساحل والقرن الأفريقي لتعزيز تبادل المعلومات بين الوكالات، وتعزيز استجابتها العملياتية المتكاملة في المنطقة، وتوسيع نطاق استخدام المعلومات. شبكة الاتصالات الآمنة وقواعد البيانات والخدمات.	0
ووفقا لدولة أخرى، فإن أي استجابة شاملة تقودها الدولة لمكافحة التطرف يجب أن تعتبر المجتمعات المحلية نفسها جزءا لا يتجزأ من إطار الأمن الوطني.	0
وقد لاحظنا الحذر الذي أعرب عنه الأمين العام وبعثة التقييم الفني فيما يتعلق بإصلاح قطاع الأمن، وخاصة فيما يتعلق بالشرطة الوطنية.	1
27 - ولا تزال القوات المسلحة لجمهورية الكونغو الديمقراطية تعاني من ضعف التجهيز والاستدامة، وتعتقد البعثة أن الأمر سيتطلب وجودا عسكريا معززا للمساعدة في تأمين الانتخابات في العديد من المناطق الرئيسية في كاتانغا.	0
قُتل مدنيان، وأصيب أربعة أشخاص بجروح ناجمة عن أسلحة نارية، وأصيب شخصان بجروح خطيرة أخرى.	0
وبطبيعة الحال، نشعر بقلق عميق إزاء الوضع في ولايتي جنوب كردفان والنيل الأزرق، نظرا لقربهما الجغرافي من بلادنا.	1
ويساعد تدفق الأسلحة من إثيوبيا إلى أمراء الحرب ومن ثم إلى سوق بكارا للأسلحة في تفسير مصدر آخر للأسلحة الصغيرة والذخائر المتوفرة في سوق بكارا للأسلحة.	0
ورغم أنني لم أتلق بعد ردودا رسمية من الدول الأعضاء الـ 36 المتبقية، فإن تقديري هو أنه من غير المرجح أن تتحقق التعهدات بإرسال قوات كافية للسماح بنشر قوة متعددة الجنسيات.	0
(ج) يهيب كذلك بجميع الأطراف المدرجة في مرفقي تقرير الأمين العام عن الأطفال والنزاع المسلح أن تعالج جميع الانتهاكات والاعتداءات الأخرى المرتكبة ضد الأطفال وأن تتعهد بالتزامات وتدابير محددة في هذا الصدد؛	0
24 - ستنظر اللجنة في المعلومات المقدمة من المديرية التنفيذية فيما يتعلق بمواصلتها إيلاء اهتمام وثيق للقرار 1624 (2005) في حوارها مع الدول الأعضاء؛ عملها مع الدول الأعضاء لوضع استراتيجيات، وفقا لالتزاماتها بموجب القانون الدولي، تشمل مكافحة التحريض على الأعمال الإرهابية بدافع التطرف العنيف والتعصب؛ وتيسير المساعدة التقنية لتنفيذ القرار 1624 (2005).	0
وكانت أختي البالغة من العمر 8 سنوات معي أيضًا في ذلك اليوم وتعرضت للاغتصاب أيضًا ولكن لم تتعرض للضرب.	0
من المستحيل التوفيق بين حمل السلاح خارج القوات المسلحة الرسمية وبين المشاركة في السلطة والحكم في ظل نظام ديمقراطي.	0
ونحث إسرائيل على وقف غاراتها العسكرية في غزة.	1
40. كما أدعو قيادة حزب الله إلى وقف كافة الجهود الرامية إلى الحصول على الأسلحة وبناء القدرات شبه العسكرية خارج سلطة الدولة.	1
&quot;ويكرر مجلس الأمن إدانته الشديدة لتدنيس وإتلاف وتدمير المواقع ذات الأهمية المقدسة والتاريخية والثقافية، ولا سيما، على سبيل المثال لا الحصر، المواقع المدرجة على قائمة اليونسكو للتراث العالمي، بما في ذلك مدينة تمبكتو.	1
على الرغم من التقدم الملحوظ، لا تزال البيئة السياسية والأمنية والاقتصادية المعقدة تشكل تحديات هائلة للقادة المنتخبين المكلفين بتطبيع بلدنا.	1
تم تعيين متخصص في الحماية. تم إعداد وتوزيع كتيب عن اتفاقية حقوق الطفل. ز.2. وضع وتنفيذ استراتيجيات وبرامج بشأن الوقاية والاستجابة للعنف القائم على النوع الاجتماعي في النزاعات المسلحة. (برئاسة مكتب تنسيق الشؤون الإنسانية ومنظمة الصحة العالمية)	0
كل شهر، من الأموال التي يجمعها، يدفع لأعضاء الميليشيات و&quot;دائرته الداخلية&quot; (المستشارين والمقربين) وشيوخ العشيرة ويقوم بشراء الأسلحة.	0
ثالثا، في العديد من الحالات، اعترف مجلس الأمن بالانتهاكات الخطيرة لحقوق الإنسان والقانون الإنساني الدولي باعتبارها تهديدات محتملة للسلام والأمن.	1
460- واقترحت اللجنة الوطنية في توصياتها اتخاذ تدابير إدارية وقضائية، ولا سيما ضرورة دراسة أسباب النزاع وتصحيح الخلل الإداري الذي كان أحد العوامل التي أدت إلى تفاقم النزاع.	0
(هـ) القيام بدوريات مشتركة مع وحدات مكافحة الشغب التابعة للشرطة الوطنية لتحسين الوضع الأمني في حالة حدوث اضطرابات مدنية.	0
وفي هذا الصدد، يشجع مجلس الأمن على مواصلة تعميم مراعاة حماية الطفل في أنشطة الدعوة والسياسات والبرامج وتخطيط البعثات لهذه المنظمات والترتيبات، فضلا عن تدريب الموظفين وإدراج موظفي حماية الطفل في عملياتها ومنشآتها في مجال حفظ السلام والعمليات الميدانية، داخل أماناتها، آليات حماية الطفل، بما في ذلك من خلال تعيين جهات تنسيق لحماية الطفل.	0
وبالمثل، لم يكن هناك أي دليل على أن الحكومة ألقت القبض على مرتكبي الهجمات ضد المدنيين وفقا للبيان المشترك والقرار 1556 (2004).	0
وبالإضافة إلى ذلك، اعتبر زعماء ألبان كوسوفو فوز الرئيس كوستونيتشا بمثابة تهديد لتطلعاتهم إلى استقلال الإقليم.	1
ونحث حكومة هايتي على اتخاذ تدابير قوية لمنع هذا العنف وضمان تقديم مرتكبي تلك الأفعال إلى العدالة.	1
7 - يلاحظ مع القلق تقارير رصد وسائط الإعلام التابعة لعملية الأمم المتحدة في كوت ديفوار ووسائل الإعلام المشار إليها في تلك التقارير باعتبارها تحرض على العنف واستئناف الصراع الداخلي، ويؤكد أنها لا تزال على استعداد لفرض جزاءات على من يعرقلون العملية الانتخابية، ولا سيما عمل اللجنة الانتخابية المستقلة و جميع الفاعلين الآخرين المعنيين، وإعلان نتائج الانتخابات الرئاسية والبرلمانية والتصديق عليها؛	1
(أ) أعمال العنف التي وقعت في قصر الحكومة حوالي منتصف نهار يوم 28 نيسان/أبريل، والتي أسفرت عن مقتل شخصين وإصابة ما لا يقل عن أربعة بأسلحة نارية وإصابة اثنين آخرين بإصابات خطيرة؛	0
وقد يكون هؤلاء الأفراد، حسب الظروف، مسؤولين، بموجب مبدأ العمل الإجرامي المشترك، عن جرائم حرب ارتكبت أثناء الهجمات، وهي قتل المدنيين، وتدمير الأعيان المدنية، والاحتجاز غير القانوني للمدنيين، والنهب.	0
59 - تنفذ بعض دول هذه المنطقة استراتيجية الاتحاد الأوروبي لمكافحة التطرف والتجنيد للإرهاب لعام 2005، التي تهدف إلى &quot;تعطيل أنشطة الشبكات والأفراد الذين يجرون الناس إلى الإرهاب؛ وضمان تغليب أصوات الرأي العام على أصوات التطرف&quot;. [و] تعزيز الأمن والعدالة والديمقراطية وإتاحة الفرص للجميع بقوة أكبر&quot;.	0
وفي الوقت نفسه، وعلى الرغم من الوعود التي تحملها عملية التحول الديمقراطي، لا ينبغي للمرء أن ينسى أنها مرحلة مسؤولة للغاية في تاريخ الشرق الأوسط وتتطلب أعلى درجات اليقظة والعمل الشاق من أجل استبعاد الحسابات الخاطئة. وعدم القدرة على التنبؤ بمستقبل المنطقة.	1
يتألف إرهاب تنظيم القاعدة الآن من ثلاث مجموعات متميزة ولكنها مترابطة: أولاً، القيادة القديمة التي أصبحت أسماؤها معروفة جيداً؛ ثانياً، المقاتلون الذين حضروا المعسكرات في أفغانستان وتخرجوا كإرهابيين ذوي خبرة؛ وثالثا، جيل جديد ومتزايد من المؤيدين الذين ربما لم يغادروا بلدان إقامتهم قط ولكنهم اعتنقوا العناصر الأساسية لرسالة تنظيم القاعدة.	0
ضمان التنسيق والتنفيذ الفعالين لسياسة مكافحة الألغام والمبادئ التوجيهية الجنسانية لبرامج الأعمال المتعلقة بالألغام. الفريق العامل المشترك بين الوكالات المعني بنزع السلاح والتسريح وإعادة الإدماج (برئاسة إدارة عمليات حفظ السلام وبرنامج الأمم المتحدة الإنمائي) أنشأته اللجنة الأوروبية للسلام والأمن لتحسين أداء المنظمة في مجال نزع السلاح والتسريح وإعادة الإدماج، ويقدم الفريق العامل المشترك بين الوكالات المشورة الاستراتيجية، بما في ذلك احتياجات التدريب والسياسات والاستراتيجيات؛ الحفاظ على ومراجعة المجموعة المطورة من إرشادات الأمم المتحدة بشأن نزع السلاح والتسريح وإعادة الإدماج؛ تطوير وإدارة مركز موارد الأمم المتحدة لنزع السلاح والتسريح وإعادة الإدماج؛ ويسهل التخطيط لعمليات نزع السلاح والتسريح وإعادة الإدماج بين وكالات الأمم المتحدة ذات الصلة.	0
428) طلبت اللجنة مراراً وتكراراً من الحكومة تقديم معلومات عن الإجراءات القضائية المتخذة لتقديم مرتكبي الجرائم المزعومة المرتكبة في دارفور إلى العدالة.	1
11 - ومن الناحية النظرية، فإن أي واردات من الأسلحة الخفيفة تحتاج إلى الحصول على استثناء من الجماعة الاقتصادية لدول غرب أفريقيا في أبوجا.	0
ويحدد التقرير أيضا ثلاثة نهج محددة لتعزيز تنفيذ الجزاءات: :: أولا، ردع دفع الفدية لتنظيم القاعدة والجماعات المنتسبة إليه لتعزيز تجميد الأصول :: ثانيا، استخدام القياسات الحيوية وتغييرات في المعايير الوطنية للركاب غير المقبولين لتعزيز حظر السفر ضد الأفراد المدرجون في القائمة :: ثالثا، تحسين التحليل والتدابير الرامية إلى الحد من توافر مكونات الأجهزة المتفجرة المرتجلة التي يستخدمها تنظيم القاعدة والجماعات المنتسبة إليه. لمحة عامة أ. تنظيم القاعدة	0
5- وقام المنسق بثلاث زيارات إلى المنطقة (في فبراير/شباط وأبريل/نيسان ومايو/أيار) تزامنت مع اجتماعات اللجنة الفرعية الفنية واللجنة الثلاثية. وفي 9 شباط/فبراير 2011، استقبله نائب رئيس مجلس الوزراء ووزير خارجية الكويت، الشيخ محمد الصباح السالم الصباح، الذي أشار إلى أن روح التعاون الناشئة بين العراق والكويت بحاجة إلى أن تترجم إلى واقع. خطوات عملية وموجهة نحو النتائج نحو حل القضايا العالقة، بما في ذلك ملفات المفقودين والممتلكات.	0
قام القائد العام للشرطة الوطنية بسحب أسلحة من مستودع الأسلحة الوطني التابع للشرطة الوطنية دون علم ضابط المستودع. في 23 مارس، تم إرسال 60 سلاحًا من طراز Steyr و50 صندوقًا من الذخيرة إلى مجمع URP في أليو. في 15 أبريل، تم إرسال 10 أسلحة وذخائر من طراز ستاير إلى مركز شرطة ليكيسا.	0
يشجع [البعثة] وفريق الأمم المتحدة القطري على مواصلة مساعدة الحكومة على منع تجنيد اللاجئين والأطفال من قبل الجماعات المسلحة والحفاظ على الطابع المدني لمخيمات اللاجئين ومواقع المشردين داخليا، بالتنسيق مع [قوات الأمن الوطنية ] والمجتمع الإنساني.	0
ومن دواعي القلق الشديد أنني يجب أن أبلغكم مرة أخرى اليوم أنه على الرغم من الجهود الكبيرة التي بذلتها العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور، فإن الوضع الأمني في دارفور لم يتحسن بشكل كبير.	1
وأعرب أعضاء المجلس عن قلقهم إزاء التقارير التي تفيد بأن القوات المسلحة للكونغو تشن هجوما على مقاطعة إكواتور، ودعوا إلى الوقف الفوري للقتال، وإلى ممارسة ضبط النفس من جانب جميع الأطراف.	0
وفي الوقت نفسه، لا تزال مسألة ضمان امتثال تدابير مكافحة الإرهاب لالتزامات حقوق الإنسان موضوعا رئيسيا للنقاش في المنطقة دون الإقليمية.	1
