en_ar_GOOGLE	VerCoop
&quot;ويشدد مجلس الأمن على أن توفير الملاذات الآمنة للإرهابيين لا يزال يشكل مصدر قلق كبير، ويشير إلى أنه يجب على جميع الدول الأعضاء أن تتعاون تعاونا كاملا في مكافحة الإرهاب من أجل العثور على ملاذ آمن وحرمانهم منه وتقديمهم إلى العدالة، على أساس مبدأ تسليم أو محاكمة أي شخص يدعم أو يسهل أو يشارك أو يحاول المشاركة في تمويل أو التخطيط أو الإعداد أو ارتكاب أعمال إرهابية أو يوفر ملاذاً آمناً لها.	1
&quot;ويكرر مجلس الأمن دعمه الكامل للقوة المتعددة الجنسيات التابعة للجماعة الاقتصادية والنقدية لوسط أفريقيا، ويدعو إلى مواصلة إعادة هيكلة قوات الدفاع والأمن في جمهورية أفريقيا الوسطى.	1
بدوره، رأى الممثل الخاص بانغورا أنه من أجل توفير حماية حقيقية للمدنيين، لا بد من إرساء المساءلة والوصول إلى العدالة، وكسر ثقافة الإنكار.	1
ورفض العميد تور ماتان رواك طلب الرئيس غوسماو حضور المسيرة وأرسل بدلا من ذلك رئيس أركان قوات الدفاع العقيد ليري عنان تيمور.	0
إن القدرة على تجميد الأموال والأصول المرتبطة بالإرهاب هي في الغالب غير كافية ومحدودة في جميع الدول.	0
لكي تتمكن الدول من القيام بدوريات كافية على السواحل الشاسعة، يتعين عليها التعاون من خلال تبادل المعلومات والمراقبة بين خفر السواحل والقوات البحرية وإدارات الجمارك.	1
2 - يوجه لجان الجزاءات التي أنشأها مجلس الأمن، بما في ذلك تلك المنشأة عملا بالقرارات 1718 (2006)، 1636 (2005)، 1591 (2005)، 1572 (2004)، 1533 (2004)، 1521 (2005)، 1518 ( 2003)، 1267 (1999)، 1132 (1997)، 918 (1994)، و 751 (1992) لمراجعة مبادئها التوجيهية وفقًا لذلك؛	1
كما تم تقييد حرية التنقل.	0
&quot;ويرحب مجلس الأمن بقرار الجمعية العامة A/RES/64/289 المنشئ لهيئة الأمم المتحدة للمساواة بين الجنسين وتمكين المرأة (هيئة الأمم المتحدة للمرأة) التي ستدخل مرحلة التشغيل الكامل في كانون الثاني/يناير 2011.	1
ويقر أعضاء المجلس أيضا بضرورة إنشاء مكتب متكامل للأمم المتحدة في جمهورية أفريقيا الوسطى، على النحو الذي أكدته الاستنتاجات التي توصل إليها وفد لجنة بناء السلام عقب زيارته الأخيرة للبلد.	0
حظر الحرمان التعسفي من الحرية؛ عقوبة جسدية؛ العقاب الجماعي؛ وإصدار الأحكام وتنفيذ أحكام الإعدام دون حكم سابق صادر عن محكمة مشكلة تشكيلاً قانونياً، وتكفل جميع الضمانات القضائية المعترف بها عموماً على أنها لا غنى عنها.	0
30 - وفي الوقت نفسه، فإنني أؤيد تماما خطط الاتحاد الأفريقي لقيادة بعثة تقييم في تشرين الثاني/نوفمبر لدراسة متطلبات حفظ السلام في المنطقة في المستقبل.	1
ومن وجهة نظر القانون الجنائي الدولي، فإن هذه الانتهاكات للقانون الإنساني الدولي تشكل بلا شك جرائم حرب واسعة النطاق.	0
ولسوء الحظ، هناك أيضًا العديد من الأمثلة حيث كان من الممكن لآليات تقصي الحقائق أن تساهم في كشف الحقيقة، وضمان المساءلة ومنع المزيد من انتهاكات حقوق الإنسان، ولكن المجلس فشل فيها في اتخاذ إجراءات فعالة لاعتبارات سياسية.	0
6 - تم تعزيز إنفاذ حظر الأسلحة في القرار 1945 (2010)، عندما أوضح المجلس الاستثناءات من هذا الإجراء وجعل بيع أو توريد الأسلحة والأعتدة ذات الصلة إلى السودان غير المحظورة بموجب الحظر مشروطا بالنهاية الضرورية وثائق المستخدم.	0
وإذ يعرب عن القلق إزاء التهديدات المستمرة التي يشكلها النقل غير المشروع للأسلحة الصغيرة والأسلحة الخفيفة وتكديسها بشكل مزعزع للاستقرار وإساءة استخدامها على سلامة وأمن حفظة السلام التابعين للأمم المتحدة وعلى فعاليتهم في تنفيذ ولايات حفظ السلام ...	0
وتشارك الوحدة في فرق العمل المشتركة بين الوكالات التي تم إنشاؤها للتحقيق في جرائم غسل الأموال والجرائم الأصلية، بما في ذلك تمويل الإرهاب.	0
ولذلك شعرنا بخيبة الأمل لأن تقرير الأمين العام (S/2011/540) أوصى فقط بسحب جزئي للقوات الإضافية.	0
تتراوح المواقع من تلك التي تم إنشاؤها للترويج لأفراد معينين، مثل شامل باساييف في الشيشان، أو مجموعات، مثل عسكر الطيبة في باكستان، إلى تلك التي تهدف إلى تبرير الإرهاب المرتبط بالقاعدة بشكل عام، مثل موقع صوت العالم. الجهاد، أو تقديم التدريب الإرهابي، مثل البتار.	0
4 - وفي 25 تموز/يوليه، أبلغت مجلس الأمن بقراري تعيين بيتر فان فالسوم (هولندا) مبعوثا شخصيا لي إلى الصحراء الغربية لمساعدتي في تقييم الوضع والتعرف مع الطرفين والدول المجاورة وأصحاب المصلحة الآخرين على أفضل السبل لتحقيق ذلك. التغلب على المأزق السياسي الحالي.	0
ويدين وفدي بشدة أعمال العنف هذه ويقدم تعازيه لأسر طبيب الأطفال المتوفى.	0
ومن شأن التنفيذ الكامل والشامل لحظر السفر أن يحقق مكاسب حقيقية في مكافحة إرهاب تنظيم القاعدة/طالبان، ولكن الأدلة تشير إلى أن تأثيره الحالي محدود.	1
10 - يشدد على الحاجة الملحة إلى التنفيذ الكامل والفوري لهذا القرار فيما يتعلق بالمقاتلين الإرهابيين الأجانب، ويشدد على الحاجة الخاصة والعاجلة إلى تنفيذ هذا القرار فيما يتعلق بالمقاتلين الإرهابيين الأجانب المرتبطين بتنظيم داعش وجبهة النصرة والخلايا الأخرى والمنتسبين إليها، الجماعات المنشقة عن تنظيم القاعدة أو المتفرعة عنه، على النحو الذي حددته اللجنة، ويعرب عن استعداده للنظر، بموجب القرار 2161 (2014)، في تحديد الأفراد المرتبطين بتنظيم القاعدة الذين يرتكبون الأفعال المحددة في الفقرة 6 أعلاه؛	0
11. يؤكد من جديد قراره 1373 (2001)، ولا سيما قراراته التي تقضي بأن تقوم جميع الدول بمنع وقمع تمويل الأعمال الإرهابية والامتناع عن تقديم أي شكل من أشكال الدعم، الإيجابي أو السلبي، للكيانات أو الأشخاص المشاركين في الأعمال الإرهابية، بما في ذلك عن طريق وقمع تجنيد أعضاء الجماعات الإرهابية والقضاء على إمداد الإرهابيين بالأسلحة؛	1
(أ) مراجعة القوانين الجنائية لضمان تجريم الجرائم المندرجة في كل فئة من الفئات المحددة على النحو الواجب، وسن أحكام تشريعية لمكافحة الإرهاب، حسب الاقتضاء؛	1
يكرر مطالبته جميع أطراف النزاع المسلح بالوقف الكامل والفوري لجميع أعمال العنف الجنسي، ويدعو هذه الأطراف إلى تقديم وتنفيذ التزامات محددة محددة زمنيا لمكافحة العنف الجنسي، والتي ينبغي أن تشمل، في جملة أمور، إصدار إصدار أوامر واضحة من خلال التسلسل القيادي تحظر العنف الجنسي والمساءلة عن انتهاك هذه الأوامر، وحظر العنف الجنسي في مدونات قواعد السلوك، والأدلة الميدانية للجيش والشرطة أو ما يعادلها، وتقديم وتنفيذ التزامات محددة بشأن التحقيق في الانتهاكات المزعومة في الوقت المناسب؛ ويهيب كذلك بجميع الأطراف المعنية في النزاع المسلح أن تتعاون في إطار هذه الالتزامات مع موظفي بعثات الأمم المتحدة المناسبين الذين يرصدون تنفيذها، ويهيب بالأطراف أن تعين، حسب الاقتضاء، ممثلا رفيع المستوى مسؤولا عن ضمان التنفيذ من هذه الالتزامات؛	0
كما قامت بتدريب موظفي البنك المركزي على الرقابة على مكافحة غسل الأموال/مكافحة تمويل الإرهاب على أساس المخاطر.	0
وبالإضافة إلى ذلك، فقد تم تحقيق تقدم كبير في عملية تعيين 19 وظيفة خبراء مدنيين ضمن عنصر الشرطة التابع للبعثة من أجل زيادة تعزيز تركيزها على بناء المهارات والتطوير المؤسسي.	0
&quot;إن مجلس الأمن، إذ يشير إلى قراريه 2042 (2012) و 2043 (2012)، يرحب بتعيين الممثل الخاص المشترك للأمم المتحدة وجامعة الدول العربية المعني بسوريا، باعتباره خطوة هامة إلى الأمام في التعاون بين المنظمتين وجامعة الدول العربية. ويعرب عن دعمه لجهوده في مواصلة المساعي الحميدة التي يبذلها الأمين العام في هذا الصدد.	1
61 - واستشرافا للمستقبل، أدعو طرفي عملية السلام - حكومة مالي والجماعات المسلحة الممثلة - إلى استغلال هذا التوقف في المفاوضات لإظهار القيادة السياسية والتوصل إلى الحلول التوفيقية اللازمة للتوصل إلى اتفاق في الجزائر العاصمة.	1
تقع محطة الفاكهة بجوار المحطة العسكرية فقط في جزء معزول من الميناء البحري، وهذا هو سبب تفريغ المعدات العسكرية هناك.	0
ومع ذلك، فإن المعلومات المتاحة لا تقدم صورة واضحة عن تنفيذ تدابير أمن الطيران أو النقل البحري أو أمن البضائع أو مراقبة الحدود أو برامج الإنفاذ المعمول بها لضمان عدم وقوع الأسلحة الصغيرة في أيدي أفراد غير مرخص لهم.	0
44 - ظل مستوى التصديق على الصكوك الدولية دون تغيير منذ عام 2009 ويتباين بشكل كبير.	0
وأعربت بعض الدول الأعضاء أيضا عن قلقها إزاء التوترات في مجمع الحرم الشريف/جبل الهيكل في القدس في الأسابيع السابقة، ودعت الأطراف إلى تجنب الخطوات الانفرادية التي تقوض احتمالات السلام.	1
42 - وكثفت عملية الأمم المتحدة في كوت ديفوار جهودها الرامية إلى توعية الجمهور الإيفواري بولاية البعثة وأهدافها في محاولة للتصدي لآثار الحملة الحالية لتشويه سمعة عملية الأمم المتحدة في كوت ديفوار.	0
وفي قضية أخرى، نظرت المحكمة مرة أخرى في العناصر المختلفة للهجوم الموجه ضد السكان المدنيين كجزء من تعريف الجرائم ضد الإنسانية.	1
وعلى وجه الخصوص، ينبغي النظر في توسيع نطاق الإعلان عن الوظائف من خلال استهداف الجمعيات المهنية وتعديل المتطلبات اللغوية للوظائف.	1
الدعوة إلى الامتثال الصارم من جانب أطراف النزاع المسلح والدول الثالثة لالتزاماتها بموجب القانون الإنساني الدولي المعمول به للسماح وتسهيل المرور السريع ودون عوائق لشحنات ومعدات وأفراد الإغاثة الخاضعين لحقهم في فرض الترتيبات الفنية، بما في ذلك التفتيش، والتي بموجبها مثل هذا المرور مسموح به.	0
ويدعو إلى التقيد بالقانون الدولي وتنفيذ الأطراف لالتزاماتها وخريطة الطريق من أجل تحقيق رؤية دولتين تعيشان جنبا إلى جنب في سلام وأمن.	0
18 - وفي 31 كانون الأول/ديسمبر 2002، توجه فريق تحقيق خاص تابع لبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية إلى منطقة بيني للتحقيق في ادعاءات بوقوع انتهاكات خطيرة لحقوق الإنسان - عمليات الإعدام التعسفي والاغتصاب والتعذيب والاختفاء القسري - في مدينة مامباسا وفي القرى الواقعة على المحاور. مامباسا مانجينا ومامباسا إرينجيتي.	0
الدعوة إلى امتثال أطراف النزاع المسلح بشكل صارم للقانون الإنساني الدولي وقانون حقوق الإنسان المعمول بهما فيما يتعلق بحماية النساء والفتيات المتضررات من النزاع المسلح.	1
ومن المتفق عليه عموما أن التصعيد تزامن مع احتدام النزاع المسلح الداخلي بين الحكومة وحركتي التمرد، حركة/جيش تحرير السودان وحركة العدل والمساواة.	0
ومع ذلك، لم تعتمد سوى 20 دولة تدابير عملية واستراتيجية وطنية لقمع التجنيد من قبل الجماعات الإرهابية.	0
(ج) التشجيع على وضع إجراءات لضمان عدم ارتكاب طالبي اللجوء واللاجئين أعمالاً إرهابية.	1
وسيكون هذان النهجان ضروريين لمواجهة تحدي الإرهاب.	1
وقد صرح لي الرئيس عباس أيضاً بأن &quot;النقل غير القانوني لكميات كبيرة من الأسلحة إلى مخيمات اللاجئين عبر مجموعات فلسطينية معينة يعرض لبنان للخطر ولا يساعد القضية الفلسطينية&quot;.	0
&quot;ويطلب مجلس الأمن إلى الممثل الخاص للأمين العام في بوروندي أن يقوم، على اتصال وثيق بالممثل الخاص للأمين العام في جمهورية الكونغو الديمقراطية، بالتحقق من الوقائع وتقديم تقرير عنها إلى المجلس في أقرب وقت ممكن. ممكن.	1
وكان ابتكاره هو نقل الهدف من الدول الإسلامية إلى الغرب، وخاصة الولايات المتحدة الأمريكية؛ ومن خلال وصف إرهابه بأنه صراع بين الإسلام وأعدائه، تمكن من جمع عدة مجموعات متنوعة ومتنافسة في كثير من الأحيان تحت راية واحدة.	0
واستمع المجلس والبلدان المساهمة بقوات عسكرية وأفراد شرطة إلى إحاطات قدمها إدموند موليت، مساعد الأمين العام لعمليات حفظ السلام، ونائب المستشار العسكري أبهيجيت جوها، ومستشار الشرطة بالإنابة أندرو كاربنتر.	1
(ط) المساهمة في حماية المدنيين المعرضين للخطر، ولا سيما اللاجئين والمشردين؛	0
وأخيرا، فإن الكثير من المعلومات المصدرية ذات الصلة بمصير السيد أبو عدس تشير إلى الجمهورية العربية السورية ومسؤولين سوريين، فضلا عن بعض المسؤولين اللبنانيين. وفي حين أنه لم يتم تأكيد سوى القليل من هذه المعلومات المصدرية بشكل مستقل، فمن المهم أنه لا توجد معلومات تشير إلى أي كيان آخر متورط في اختفائه أو أنه كان انتحاريًا.	0
يقرر اعتماد الإعلان المرفق بشأن الجهد العالمي لمكافحة الإرهاب.	1
59 - وفي محاولة لمساعدة المؤسسات المالية وغيرها على فهم مجموعة الأساليب التي يستخدمها الأفراد والكيانات المدرجة أسماؤهم في القائمة لجمع الأموال ونقلها، أصدر الفريق، كجزء من فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، تكليفا بإجراء دراسة عن الإرهاب - مؤشرات التمويل بناءً على أنشطة الأفراد المتهمين والمدانين بارتكاب أعمال إرهابية.	0
ويدعو المجلس [الدولة المتضررة] إلى تطبيق الإجراءات المناسبة على الفور فيما يتعلق بمسألة حقوق الملكية ووقف جميع أشكال التمييز ضد [السكان من الأقليات] في توفير المزايا الاجتماعية والمساعدة في إعادة الإعمار.	1
وقد استفادت اللجنة من تقرير لجنة الخبراء المعنية باستعراض محاكمة مرتكبي الانتهاكات الجسيمة لحقوق الإنسان في تيمور - ليشتي (تيمور الشرقية آنذاك) في عام 1999 (انظر S/2005/48). ولاحظ هذا التقييم بقلق تفسير المدعي العام بأن مساءلته أمام الرئيس بموجب الدستور تقتضي منه اتباع سياسة الأخير فيما يتعلق بالملاحقات القضائية.	0
وسيحتاج تنفيذ التغييرات في هيكل الشرطة في البوسنة والهرسك إلى دعم خبراء الشرطة الدوليين.	1
وقد رحبت المفوضية بتبادل الخبرات وأفضل الممارسات في مجال تعويض الضحايا وشجعت الدول الأخرى على الاستمرار في هذا المسار.	1
ويقوم الفريق بشكل روتيني بتنسيق خطط سفره مع المديرية التنفيذية للجنة مكافحة الإرهاب، ويقدم ملخصات لكل من المديرية التنفيذية للجنة مكافحة الإرهاب والخبراء الذين يدعمون لجنة القرار 1540 (2004) بشأن زياراتها إلى الدول الأعضاء والمنظمات الدولية. ويتطلع الفريق إلى أول زيارة مشتركة له إلى إحدى الدول الأعضاء مع المديرية التنفيذية للجنة مكافحة الإرهاب في شباط/فبراير 2006، ويتوقع أن يصبح ذلك حدثا شائعا بشكل متزايد.	1
ويساورنا القلق بشكل خاص إزاء نقص التدريب لموظفي الخدمة المدنية من المستوى المتوسط وأوجه القصور الرئيسية التي لا تزال قائمة في المجال القضائي.	0
وفي ذلك الوقت، عاد مئات الآلاف من ألبان كوسوفو إلى كوسوفو وبدأوا في إعادة بناء حياتهم. وقد فر معظم صرب كوسوفو من منازلهم. لقد كانت كوسوفو مجتمعا يعاني من المعاناة والدمار على نطاق واسع لجميع الطوائف. كان الاقتصاد في حالة خراب.	0
وإذ يأخذ علما بالمقترح المغربي الذي قدمه يوم 11 أبريل 2007 إلى الأمين العام، ويرحب بالجهود المغربية الجادة وذات المصداقية لدفع العملية نحو الحل، وإذ يحيط علما أيضا باقتراح جبهة البوليساريو المقدم إلى الأمين العام في 10 أبريل 2007،	1
حث أطراف النزاع المسلح على احترام الاستقلال المهني للصحفيين والإعلاميين والأفراد المرتبطين بهم.	1
ويظل تعزيز نظام جزاءات الأمم المتحدة المستهدف الأكثر فعالية والمستند إلى الأدلة أمرا مهما.	1
يرجى إبلاغ لجنة مكافحة الإرهاب بما إذا كان القانون الجنائي الجديد، وعلى وجه التحديد الأحكام التي تجرم تجنيد الأشخاص لغرض ارتكاب أعمال إرهابية، قد تم إقراره في القانون.	0
34 - تؤكد أهمية التشاور والتعاون بين الأمم المتحدة ولجنة الصليب الأحمر الدولية والمنظمات الأخرى ذات الصلة، بما في ذلك المنظمات الإقليمية، لتحسين حماية المدنيين في الصراعات المسلحة؛	1
32 - ومن شأن برنامج تعزيز السلام الذي أطلقته حكومة أفغانستان (انظر الفقرة 16 أعلاه) أن يسمح للمتمردين السابقين بالعودة إلى التيار الرئيسي للمجتمع الأفغاني.	0
زيادة الوعي والدعم للنساء اللاجئات بشأن حقوقهن وخياراتهن القانونية.	1
&quot;ويدعو مجلس الأمن جميع الدول والمنظمة البحرية الدولية ومنظمة العمل الدولية وغيرها من المنظمات والوكالات الدولية ذات الصلة إلى اعتماد أو التوصية، حسب الاقتضاء، بتدابير لمنع عمليات الاختطاف، وتدابير لحماية مصالح ورفاهية البحارة الذين يقعون ضحايا القراصنة، سواء أثناء أسرهم من خلال تقديم المساعدة الطبية وغيرها من المساعدات الإنسانية، وكذلك بعد إطلاق سراحهم من الأسر، بما في ذلك توفير الرعاية لهم بعد وقوع الحادث وإعادة إدماجهم في المجتمع، وتحيط علما في هذا الصدد بالمقترحات المتعلقة ببرنامج لدعم الرهائن التي وضعتها الأمم المتحدة - مكتب الأمم المتحدة السياسي للصومال ومكتب الأمم المتحدة المعني بالمخدرات والجريمة.	0
&quot;ويسلم مجلس الأمن بالحاجة إلى إيلاء المزيد من الاهتمام المنهجي لتنفيذ التزامات المرأة في مجالي السلام والأمن في عمله لضمان تعزيز مشاركة المرأة في منع الصراعات وحلها وبناء السلام ومواصلة إدماج المنظور الجنساني المناسب في ولايات المجلس. وبعثات الأمم المتحدة لحفظ السلام ذات الصلة وكذلك في المجالات المواضيعية الأخرى ذات الصلة بالسلام والأمن.	1
ويجب أن تتألف اللجنة، التي يرأسها عضو دولي، من أشخاص يتمتعون بسمعة دولية راسخة، وبعضهم متخصص في القانون (وخاصة القانون الدولي أو الأضرار أو القانون التجاري)، والبعض الآخر في المحاسبة وتسوية الخسائر والأضرار البيئية.	1
خلفية يصادف عام 2014 الذكرى السنوية الخامسة عشرة لمشاركة مجلس الأمن في حماية المدنيين في النزاعات المسلحة.	1
وترحب اللجنة بالأنشطة التي تضطلع بها المديرية التنفيذية للجنة مكافحة الإرهاب في هذا المجال، وتشجع المديرية التنفيذية على مواصلة تطويرها، في إطار توجيهات اللجنة، من خلال تعميق إطارها التحليلي، بما في ذلك من خلال مشاركة المديرية التنفيذية في مكافحة الإرهاب. - الفريق العامل التابع لفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب والمعني بحماية حقوق الإنسان أثناء مكافحة الإرهاب.	1
وفي أعقاب المعركة، حصل فريق الرصد على حاويتين معدنيتين للذخيرة وصور لحاويات ذخيرة أخرى زعمت مصادر فريق الرصد أن الدولة المعنية قدمتها.	0
قامت حكومة مالي على الفور بوضع العيادة تحت الحجر الصحي، وساعدت وحدات الشرطة المشكلة التابعة للبعثة المتكاملة السلطات المالية في توفير الأمن حول العيادة.	0
وشهد شهر سبتمبر خروقات من الجانبين، وهجمات وهجمات مضادة، وأعمال انتقامية وانتقامية.	0
:: تسليط الضوء على أهمية جدول أعمال المرأة والسلام والأمن في معالجة التمييز وانتهاكات حقوق الإنسان والعقبات التي تعترض الحماية والعدالة التي تواجهها النساء والفتيات اللاجئات والمشردات داخليا وعديمي الجنسية في جميع مراحل دورة التشرد	1
ولاحظ الفريق في تقريره الثاني (S/2005/83، الفقرة 135) أن الاتحاد الأوروبي، باعتباره أكثر هذه المناطق تطورا، يضمن لمواطنيه حرية التنقل داخل أراضي دوله الأعضاء البالغ عددها 25 دولة، بينما يضمن اتفاق شنغن إزالة الضوابط الحدودية بين العديد من الدول الأوروبية مع تعزيز الضوابط على الحدود الخارجية لمنطقة شنغن وزيادة التعاون الشرطي والقضائي داخل نظام شنغن.	0
64 - ويبدو أن حرص الدول واللجنة على الإبقاء على قوائم أصحاب الأيديولوجيات على الرغم من عدم وجود أثر يشير إلى اتجاه أوسع في مكافحة الإرهاب، يتمثل في التوفيق بين الجهود المبذولة للقبض على الإرهابيين واحتجازهم والجهود المبذولة لمنعهم. الآخرين من أن يصبحوا إرهابيين في المقام الأول.	0
يسلّم بالأثر الضار لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، على أمن المدنيين من خلال تأجيج النزاع المسلح، ويشجع [البعثة] على مواصلة جهودها في تقديم المساعدة إلى حكومة [المنطقة المتضررة] فيما يتعلق بالصراع المسلح. عملية نزع سلاح المدنيين، لا سيما من خلال تعزيز قدرة السلطات المحلية على ردع النزاعات بين الطوائف ورصد مبادرات نزع سلاح المدنيين القسرية في محاولة لتجنب عمليات نزع السلاح التي يمكن أن تؤدي إلى تفاقم انعدام الأمن في [المنطقة المتضررة].	0
37 - وتشجع اللجنة مديريتها التنفيذية على مواصلة التركيز على تنفيذ القرار 1624 (2005)، بما في ذلك عن طريق إيلاء الاهتمام الواجب للقضايا ذات الصلة، مثل دور تكنولوجيات المعلومات والاتصالات الجديدة، وتعزيز الحوار، بما في ذلك على مستوى العالم. على المستوى الوطني، من أجل تعزيز التسامح والتنوع والشمول، وإقامة شراكات استراتيجية بين الحكومات والجهات الفاعلة غير الحكومية، وتحديد أدوار ضحايا الإرهاب ومنع تخريب المؤسسات على يد الإرهابيين ومؤيديهم.	1
بالإضافة إلى ذلك، يقوم فريق متنقل بزيارة المجتمعات النائية، وخاصة مجتمعات الأقليات، التي قد لا يكون من السهل الوصول إليها إلى مراكز الموارد.	1
- لا يمكن هزيمة الإرهاب، وفقا لميثاق الأمم المتحدة والقانون الدولي، إلا من خلال اتباع نهج شامل ومستدام ينطوي على المشاركة والتعاون النشطين من جانب جميع الدول والمنظمات الدولية والإقليمية، ومضاعفة الجهود على المستوى الوطني.	1
لقد بحث العديد منها في الأسباب الجذرية للعنف والانتهاكات، مما أدى إلى تفعيل آليات العدالة الانتقالية التي تعالج الحق في معرفة الحقيقة، والعدالة، والانتصاف، والتعويضات، وضمانات عدم التكرار، وبالتالي ساهمت في إثراء جهود بناء السلام والمصالحة الأكثر استدامة. - المساعدة في التسوية السياسية للصراعات.	0
6 - يحث الدول وجميع الأطراف الأخرى في النزاع المسلح على بذل قصارى جهدها لمنع انتهاكات القانون الإنساني الدولي ضد المدنيين، بمن فيهم الصحفيون والإعلاميون والأفراد المرتبطون بهم؛	1
29 - وتشجع اللجنة المديرية التنفيذية على مواصلة تحليلها للقضايا الإقليمية والمواضيعية، بما في ذلك لغرض إحاطة اللجنة وعموم الأعضاء، مع مراعاة الوضع العالمي المتطور والتركيز على المواضيع الرئيسية مثل استخدام وإساءة استخدام الأسلحة الكيميائية. تكنولوجيات المعلومات والاتصالات الجديدة، وحماية حقوق ضحايا الإرهاب، والتحديات الناشئة في محاكمة الإرهاب، وتطوير شراكات استراتيجية مع الجهات الفاعلة غير الحكومية ذات الصلة (بما في ذلك مجموعات النساء والشباب والزعماء الدينيين ووسائل الإعلام والقطاع الخاص). وحماية البنية التحتية السياحية، والاختطاف مقابل الفدية، ومكافحة التطرف العنيف والجرائم التي تمول الإرهاب.	1
