en_es_GOOGLE	VerConf
La Oficina de Información y Administración supervisará las evaluaciones de fin de ciclo en el sistema electrónico de evaluación del desempeño (e-PAS) de todo el personal de la Dirección Ejecutiva y ayudará a todos los funcionarios que participan en la nueva iniciativa voluntaria de intercambio de redes para promover la movilidad a través de transferencias laterales de personal en grupos en red, como la red ocupacional política, de paz y seguridad.	0
Observa que el Departamento de Operaciones de Mantenimiento de la Paz ha enviado una misión de investigación a Chad y la República Centroafricana para evaluar cómo las Naciones Unidas podrían ayudar a esos países a abordar la inestabilidad actual.	0
A menos que el Gobierno los solucione, estos problemas podrían plantear graves amenazas a la seguridad y la estabilidad de Timor-Leste.	1
A medida que esta amenaza crece, la respuesta de la comunidad internacional debe evolucionar y mantener el ritmo.	1
Determinando que la situación en Somalia sigue constituyendo una amenaza a la paz y la seguridad internacionales en la región,	1
k) Establecer las directrices que sean necesarias para facilitar la implementación de las medidas antes impuestas;	0
Hasta la fecha no ha habido mejoras en la reforma administrativa a nivel nacional.	1
Condena enérgicamente a los talibanes por haber lanzado en julio de 1999, sólo una semana después de la reunión del grupo &quot;Seis más Dos&quot; en Tashkent, una nueva ofensiva, a pesar de las repetidas exigencias del Consejo de que cesaran los combates.	1
La Comisión no puede estar de acuerdo con la posición del Gobierno de que las estadísticas que representan el trabajo de los comités indican una incidencia del delito de violación mucho menor que la informada por fuentes como las Naciones Unidas, la UA y otras organizaciones nacionales e internacionales.	1
En la 5659ª sesión del Consejo de Seguridad, celebrada el 12 de abril de 2007, en relación con el examen por el Consejo del tema titulado &quot;Amenazas a la paz y la seguridad internacionales causadas por actos terroristas&quot;, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
La mezquita y las casas cercanas resultaron dañadas por el bombardeo.	0
35. Las Fuerzas Nacionales de Liberación (Palipehutu-FNL), que representan una amenaza para la seguridad de Burundi y de la región en su conjunto, deben unirse sin demora al bando de la paz.	0
Condenamos todos los actos de terrorismo perpetrados en el Afganistán, especialmente el más reciente ocurrido en la embajada de la India en Kabul, y expresamos nuestras condolencias a los gobiernos y pueblos de los países afectados y a los familiares de las víctimas.	1
Durante mi visita al Líbano en enero, indiqué a mis interlocutores libaneses, tanto en privado como en público, los graves riesgos que la persistencia de estas milicias en el país plantea para la estabilidad del país y la paz interna.	0
En tercer lugar, los talibanes han sufrido la muerte o el arresto de muchos líderes de nivel medio y algunos de alto nivel, y si bien hay muchos que pueden ocupar su lugar, los nuevos comandantes son más jóvenes y tienen menos vínculos con Quetta Shura, que por lo tanto tiene menos control. sobre sus acciones y un trabajo más duro para afirmar su autoridad sobre el movimiento en su conjunto.	0
49. El Gobierno también prosiguió sus esfuerzos para proporcionar asistencia alimentaria a las poblaciones vulnerables y aquejadas de inseguridad alimentaria con el apoyo del Programa Mundial de Alimentos (PMA), incluso a través del programa de nutrición maternoinfantil del Ministerio de Salud (47.000 beneficiarios en 2010 al 30 de junio). , el programa de alimentación escolar del Ministerio de Educación (241.000 beneficiarios) y el programa de alimentos por trabajo/activos (600 beneficiarios), dirigido a comunidades aquejadas de inseguridad alimentaria. El 27 de mayo se inauguró con el apoyo técnico y administrativo del PMA una planta de producción de alimentos compuestos nutritivos para su distribución a través del Programa de Nutrición Materno Infantil.	0
&quot;El Consejo de Seguridad expresa su grave preocupación por el hecho de que la continua inestabilidad y el aumento del vacío de seguridad en la República Centroafricana sigan afectando negativamente a las operaciones contra el LRA y contribuyendo al refuerzo del LRA en el país.	1
206. Los Estados de la subregión son muy conscientes de la amenaza que representa la financiación del terrorismo y están alerta ante los riesgos asociados.	0
Los socios internacionales y los defensores de los derechos humanos condenaron unánimemente la decisión del Gobierno de expulsar al Director de la Oficina Conjunta de Derechos Humanos de las Naciones Unidas tras la publicación del informe de derechos humanos sobre las violaciones presuntamente cometidas por la policía durante la Operación Likofi.	1
Observa que se necesita una serie de medidas por parte de la comunidad internacional para compartir la carga que soportan los Estados africanos que acogen a refugiados y apoyar sus esfuerzos por garantizar la seguridad y el carácter civil y humanitario de los campamentos y asentamientos de refugiados, incluso en los ámbitos de aplicación de la ley, desarme de elementos armados, restricción del flujo de armas en campos y asentamientos de refugiados, separación de refugiados de otras personas que no califican para la protección internacional otorgada a los refugiados o que de otro modo no requieren protección internacional, y desmovilización y reintegración de excombatientes.	0
Una mejor implementación de las normas será esencial para fomentar la confianza de los serbios de Kosovo y otras minorías durante un período de creciente tensión política. También será esencial para lograr la confianza de la región y de la comunidad internacional.	0
Cuatro Estados han penalizado adecuadamente el reclutamiento de terroristas, mientras que el resto lo ha hecho parcialmente o no lo ha hecho en absoluto.	0
139. Uno de esos grupos es el Movimiento Nacional para la Reforma y el Desarrollo (NMRD). El 6 de junio, el NMRD publicó un manifiesto en el que afirmaba que no era parte en el acuerdo de alto el fuego concertado entre el Gobierno, el SLM/A y el JEM en abril, y que iba a luchar contra el Gobierno.	1
a) Abstenerse de brindar cualquier forma de apoyo, activo o pasivo, a entidades o personas involucradas en actos terroristas, incluso reprimiendo el reclutamiento de miembros de grupos terroristas y eliminando el suministro de armas a terroristas;	1
El Comité también acordó enviar cartas al Representante Permanente de Somalia y al Comisionado para la Paz y la Seguridad de la Unión Africana recomendando una investigación independiente sobre la presunta venta de armas y municiones al mercado de armas somalí por parte de funcionarios del Gobierno Federal de Transición. y miembros del contingente ugandés de la Misión de la Unión Africana en Somalia (AMISOM), respectivamente.	0
&quot;El Consejo de Seguridad subraya que cualquier intento de desestabilizar el Chad por la fuerza es inaceptable.	1
Las mejoras requieren la aplicación de leyes (en particular la ley sobre la eliminación de la violencia contra la mujer) que criminalicen y penalicen la violencia y las prácticas nocivas contra las mujeres y las niñas.	1
La presión política sobre la UNMIK ha aumentado significativamente, con intentos de cuestionar su papel conforme a la resolución 1244 (1999) y el Marco Constitucional.	1
El éxito de las medidas antiterroristas depende en gran medida de la coordinación efectiva de los esfuerzos de la comunidad internacional para suprimir las diversas formas de apoyo al terrorismo, especialmente su financiación.	0
▪ La prohibición de la violencia contra la vida y las personas, en particular el asesinato, la mutilación, los tratos crueles y la tortura; desapariciones forzadas; atentados a la dignidad personal; y violación, esclavitud sexual, prostitución forzada, embarazo forzado, esterilización forzada y cualquier otra forma de violencia sexual.	1
La amenaza a la seguridad y la estabilidad del Afganistán que plantean los terroristas, los delincuentes y quienes participan en el tráfico ilícito de drogas es real y es necesario abordarla continuamente.	1
[D]alcanzando la importancia de desarmar, desmovilizar, reasentar o repatriar permanentemente, según corresponda, y reintegrar a los grupos armados [nacionales] y extranjeros para la estabilización a largo plazo del [país afectado], y de la contribución hecha por los socios internacionales en este campo.	0
Por lo tanto, le insto a que trabaje en pro de la aplicación del Capítulo VII de la Carta de las Naciones Unidas de conformidad con el Acuerdo de Argel que contó con su firma, ya que Etiopía mantiene y sigue manteniendo su posición intransigente desde hace casi dos años.	0
De acuerdo con esas resoluciones, este órgano debe exigir al Gobierno de Estados Unidos que condene inmediatamente a Luis Posada Carriles por sus actos terroristas o lo extradite a la República Bolivariana de Venezuela, cuyo sistema de justicia lo persigue desde hace años.	1
Deplorando los continuos obstáculos que ha impuesto el Gobierno del Sudán a la labor del Grupo de Expertos durante el transcurso de su mandato, incluidas restricciones a la libertad de circulación del Grupo de Expertos y de la UNAMID, y limitaciones al Grupo de Expertos &#39; acceso a zonas de conflicto armado y zonas de presuntas violaciones de los derechos humanos y del derecho internacional humanitario, al tiempo que toma nota de una mejor interacción entre el Gobierno de Sudán y el Panel de Expertos,	1
Reafirma su condena inequívoca de todos los actos, métodos y prácticas de terrorismo como criminales e injustificables, cualquiera que sea su motivación, en todas sus formas y manifestaciones, dondequiera y por quienquiera que los cometan,	1
De hecho, el uso de mensajeros de efectivo se reconoce como uno de los principales métodos utilizados para mover fondos ilícitos, lavar dinero y financiar el terrorismo.	0
En la 5059ª sesión del Consejo de Seguridad, celebrada el 19 de octubre de 2004, en relación con el examen por el Consejo del tema titulado &quot;Amenaza a la paz y la seguridad internacionales causada por actos terroristas&quot;, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
El Gobierno de Jordania destaca la necesidad de que el Gobierno de Israel ponga fin plena e inmediatamente a sus actos de violencia y destrucción en la Franja de Gaza y en todo el territorio palestino ocupado, ponga fin a su política de destrucción deliberada de la infraestructura y los hogares palestinos y cese de inmediato sus actos de ejecuciones extrajudiciales, la imposición de castigos colectivos y otras prácticas contra el pueblo palestino.	1
El Consejo pide a los combatientes restantes del LRA que abandonen las filas del grupo y participen en el proceso de Desarme, Desmovilización, Repatriación, Reasentamiento y Reintegración (DDRRR).	0
28. En cuarto lugar, plantea amenazas directas a la seguridad del personal de la misión.	1
Está claro que en el caso de Darfur no se han cumplido los requisitos para invocar este mecanismo.	1
Tampoco ha habido pruebas de que el Gobierno haya detenido a los autores de los ataques contra civiles de conformidad con el comunicado conjunto y la resolución 1556 (2004).	0
57. El interés propio de quienes se oponen al establecimiento de un gobierno de buena fe ha sido una constante, y en sus informes anteriores el Grupo de Supervisión ha dejado al descubierto este problema central en Somalia. El problema persiste, y el tema más notorio del presente informe es la tendencia constante a una escalada de violencia potencial en un patrón de protección de intereses creados arraigados.	1
Casi dos años después de la última sesión informativa sobre la situación en la región de los Grandes Lagos (zonas afectadas por el Ejército de Resistencia del Señor), el Consejo celebró una reunión privada el 21 de julio de 2011 para examinar la continua amenaza del Ejército de Resistencia del Señor (LRA) a la seguridad regional. .	1
Los lanzamientos de cohetes Qassam desde Gaza siguen, incluso mientras hablamos, dirigidos deliberadamente contra la comunidad civil, apuntando y aterrorizando a civiles inocentes mientras yacen en sus camas, se sientan en sus salas de estar o llevan a sus hijos a la escuela.	1
4. Además, de conformidad con las orientaciones normativas adoptadas por el Comité el 25 de mayo de 2006, la Dirección Ejecutiva también debería seguir asesorando al Comité sobre cuestiones relacionadas con el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario en relación con la identificación y aplicación de medidas efectivas para aplicar la resolución 1373 (2001), así como sobre formas de garantizar que cualquier medida adoptada por los Estados Miembros para aplicar las disposiciones de la resolución 1624 (2005) cumpla con sus obligaciones en virtud del derecho internacional, en particular el derecho internacional de los derechos humanos, Derecho de refugiados y derecho humanitario.	0
Al señalar que la matanza de yemeníes no tendría consecuencias, el acuerdo de inmunidad ha contribuido a prolongar el derramamiento de sangre.	0
c) Kisangani I fue un intento claro del EPR y sus aliados de la RCD (Goma) de detener el proceso de verificación sancionado por la región para establecer si la RCD Kisangani existía independientemente de la RCD (Goma) con estructuras políticas y militares separadas y apoyo político. siguiendo en los territorios liberados;	0
&quot;El Consejo de Seguridad está profundamente preocupado por el deterioro de la situación de seguridad en la República Centroafricana, especialmente tras los ataques contra las ciudades de Birao, Ouanda-Djalle y Sam Ouandja.	0
&quot;El Consejo de Seguridad condena enérgicamente el uso continuo del territorio afgano, especialmente las zonas controladas por los talibanes, para albergar y entrenar a terroristas y planificar actos terroristas, y reafirma su convicción de que la represión del terrorismo internacional es esencial para el mantenimiento de la paz internacional. paz y seguridad, insiste en que los talibanes dejen de proporcionar refugio y entrenamiento a terroristas internacionales y sus organizaciones, y tomen medidas efectivas para garantizar que el territorio bajo su control no se utilice para instalaciones y campamentos terroristas o para la preparación u organización de terroristas. actos contra otros Estados o sus ciudadanos, y cooperar con los esfuerzos para llevar ante la justicia a los terroristas acusados.	1
Desarrollar un conjunto de políticas, directrices y procedimientos para la planificación, implementación y seguimiento de programas de DDR, conocidos como Estándares Integrados de DDR, e integrar perspectivas de género.	0
9. Decide que el Comité 1540 seguirá intensificando sus esfuerzos para promover la plena aplicación por todos los Estados de la resolución 1540 (2004), a través de su programa de trabajo, que incluye la recopilación y el examen general de información sobre el estado de aplicación de la resolución por los Estados. de la resolución 1540 (2004), así como los esfuerzos de los Estados en materia de divulgación, diálogo, asistencia y cooperación; y que aborda en particular todos los aspectos de los párrafos 1, 2 y 3 de esa resolución, que abarcan (a) rendición de cuentas, (b) protección física, (c) controles fronterizos y esfuerzos de aplicación de la ley y (d) exportaciones y transbordos nacionales. controles, incluidos controles sobre el suministro de fondos y servicios, como la financiación de dichas exportaciones y transbordos; e incluye, según sea necesario, prioridades específicas para su trabajo, teniendo en cuenta su examen anual sobre la implementación de la resolución 1540 (2004), preparado con la asistencia del grupo de expertos antes de finales de cada diciembre;	0
Ese preocupante patrón de actividad es un motivo de grave preocupación que amenaza con socavar gravemente la integridad de las operaciones de las Naciones Unidas.	1
Además, el equipo de Darfur Occidental visitó los campamentos de refugiados en el Chad y el equipo de Darfur Meridional visitó el Centro de Detención de Seguridad Nacional en Nyala.	0
&quot;El Consejo de Seguridad reitera su preocupación por la conexión cada vez mayor, en muchos casos, entre el terrorismo y la delincuencia organizada transnacional, las drogas ilícitas, el blanqueo de dinero y el tráfico ilegal de armas, y destaca la necesidad de mejorar la coordinación de los esfuerzos a nivel nacional, subregional, a nivel regional e internacional con el fin de fortalecer una respuesta global a este grave desafío y amenaza a la paz y la seguridad internacionales, y alienta a la UNODC a continuar su trabajo, en este sentido, en colaboración con otras entidades relevantes de las Naciones Unidas.	1
Los avances en esta esfera permitirán que los centros de seguridad pública de la República Srpska y la administración de policía del Ministerio del Interior de la Federación de Bosnia y Herzegovina funcionen utilizando una metodología fiscal mejorada el próximo año.	0
&quot;El Consejo de Seguridad toma nota de la apertura del centro internacional de excelencia para la lucha contra el extremismo violento, en Abu Dhabi el 14 de diciembre de 2012.	0
Por ejemplo, en octubre y diciembre de 2003 el JEM atacó Kulbus, en Darfur occidental, como se describió anteriormente, donde saquearon tiendas en el mercado.	0
Nos preocupa el deterioro del nivel de vida de la población como resultado de las dificultades que enfrentó el país en 2008, en particular como resultado de la crisis alimentaria mundial y los daños causados por los huracanes que azotaron la isla.	1
Mi delegación condena firmemente esa violencia y expresa su más sentido pésame a las familias del pediatra fallecido.	1
2. En el párrafo 8 de la resolución, el Consejo de Seguridad decidió establecer un grupo de trabajo del Consejo para examinar los informes del mecanismo mencionado en el párrafo 3 de la resolución, examinar el progreso en el desarrollo y la implementación de los planes de acción mencionados. a que se refiere el párrafo 7 de la resolución y considerar otra información pertinente que se le presente.	0
Durante el período electoral se esperan nuevas actividades desestabilizadoras en esta región.	0
Instamos a todos los Estados Miembros a que adopten medidas inmediatas para cumplir con la obligación contenida en la resolución 2036 (2012) de prohibir el comercio de carbón vegetal somalí, en particular por parte de quienes son más activos en ese comercio.	1
En primer lugar, las preocupaciones en el frente de la seguridad siguen siendo primordiales.	1
Los soldados estaban a punto de terminar de violar a las cinco mujeres, cuando el segundo grupo de mujeres que fue a El Fashir a vender madera llegó al mismo lugar.	0
Pakistán está extremadamente preocupado por la conclusión del informe de que los desafíos humanitarios y económicos que enfrenta la región del Sahel se han visto exacerbados por las consecuencias de la crisis libia.	1
En particular, debería considerarse la posibilidad de ampliar la publicidad de los puestos dirigiéndose a las asociaciones profesionales y modificando los requisitos lingüísticos para los puestos.	0
Está claro que no garantizar la rendición de cuentas, ofrecer reparación y permitir la reconciliación puede obstaculizar un proceso de paz y una situación posterior a un conflicto, creando, por tanto, una nueva amenaza a la paz y la seguridad.	1
8. También estamos profundamente preocupados por el empeoramiento del flagelo del terrorismo y el extremismo violento en la región sahelo-sahariana, así como por los estrechos vínculos que los grupos armados terroristas mantienen con la delincuencia organizada transnacional, en particular el tráfico de drogas y personas, el blanqueo de dinero y el tráfico ilícito de armas.	1
113. Ante el clima de terror creado por los escuadrones de la muerte, los representantes políticos temen secuestros y detenciones de sus militantes.	0
(b) un Equipo de Apoyo a la Aplicación de Sanciones, bajo la coordinación del Grupo de Supervisión, de hasta quince miembros con experiencia en áreas tales como: aduanas, seguridad fronteriza y lucha contra el terrorismo, que estará ubicado en los Estados mencionados en el párrafo 2 anterior , en plena consulta y en estrecha cooperación con esos Estados;	0
Esto incluyó sesiones de orientación a su llegada para todo el personal civil y de policía de la UNMIT.	0
En una región tan compleja como vital para el mantenimiento de la paz y la seguridad internacionales, las autoridades encuentran grandes dificultades y limitaciones en su respuesta a las demandas y expectativas de una población ávida de reformas.	1
o El 28 de noviembre de 2014, aviones de combate del régimen lanzaron un misil contra el cruce fluvial que conecta las aldeas de Bolail y Sahba en Deir ez-Zor, matando a cinco personas e hiriendo a otras seis. Ambulancias	0
19. Al final del período que abarca el informe, tres personas figuraban en la lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 2140 (2014), habiendo sido designadas el 7 de noviembre.	0
95. El establecimiento de notificaciones especiales entre la Interpol y el Consejo de Seguridad de las Naciones Unidas requirió una cooperación extraordinariamente estrecha entre las dos organizaciones durante el año pasado, así como el acuerdo de la Asamblea General de la Interpol y el Comité 1267 (1999).	0
&quot;El Consejo de Seguridad insta a los Estados del Sahel y del Magreb a mejorar la cooperación y la coordinación interregionales a fin de desarrollar estrategias inclusivas y eficaces para combatir de manera amplia e integrada las actividades de los grupos terroristas, en particular Al-Qaida en el Magreb Islámico (AQMI), &quot; Mouvement pour l&#39;Unicité et le Jihad en Afrique de l&#39;Ouest&quot; (MUJAO) y Ansar Eddine, e impedir la expansión de esos grupos, así como reprimir la proliferación de todas las armas y luchar contra la delincuencia organizada transnacional, incluido el tráfico de drogas y , toma nota a este respecto de los resultados de la Conferencia organizada por la CTED y la CTITF en Rabat sobre la cooperación en materia de control de fronteras en el Sahel y el Magreb, así como de los resultados de la reunión ministerial sobre el refuerzo de la cooperación en materia de seguridad y la puesta en funcionamiento de la Arquitectura Africana de Paz y Seguridad en la región sahelosahariana celebrada en Nouakchott.	0
Profundamente preocupada por el hecho de que los grupos terroristas que se benefician de la delincuencia organizada transnacional puedan contribuir a socavar a los Estados afectados, en particular su seguridad, estabilidad, gobernanza y desarrollo social y económico,	1
Las fuerzas que componen la Fuerza Multinacional seguirán comprometidas a actuar de manera coherente con sus obligaciones en virtud del derecho internacional, incluido el derecho de los conflictos armados.	0
&quot;El Consejo de Seguridad considera que los refugios para terroristas siguen siendo una preocupación importante y reafirma la necesidad de que los Estados fortalezcan la cooperación para encontrar, negar refugio y llevar ante la justicia, sobre la base del principio de extraditar o procesar, a cualquier persona quien apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugios seguros.	1
La inferencia clara del artículo 33 es que un miembro de los servicios de seguridad puede, al amparo de la ley, torturar a un sospechoso, incluso hasta la muerte, si sus actos se realizan en el cumplimiento de su deber.	0
El Equipo también ha creado conciencia sobre las sanciones contra Al-Qaida en el sector de las aerolíneas comerciales trabajando en estrecha colaboración con la Organización de Aviación Civil Internacional (OACI), la Asociación de Transporte Aéreo Internacional (IATA) y la industria privada.	0
En las consultas informales que siguieron a la reunión, el Secretario General Adjunto, acompañado por el personal de la MINUSMA, insistió en que la amenaza era importante, real y sofisticada y que, por lo tanto, había que hacer todo lo posible para proteger al personal de la MINUSMA bajo crecientes amenazas asimétricas. y fortalecer la capacidad operativa de la Misión de conformidad con su mandato.	0
Proporcionó detalles sobre las violaciones y abusos cometidos contra niños en Yemen.	0
Exigir el cese inmediato y completo por parte de todas las partes en el conflicto armado de todos los actos de violencia sexual contra civiles, de conformidad con las resoluciones 1325 (2000), 1820 (2008), 1888 (2009) y 1889 (2009); reclutamiento y utilización de niños de conformidad con las resoluciones 1612 (2005) y 1882 (2009); y ataques indiscriminados contra civiles de conformidad con la resolución 1894 (2009),	1
&quot;El Consejo de Seguridad reitera que los Estados deben impedir el suministro, la venta o la transferencia directa o indirecta al EIIL, al FAN y a todos los demás individuos, grupos, empresas y entidades asociados con Al-Qaida desde sus territorios o por sus nacionales fuera de sus territorios. , o utilizando embarcaciones o aeronaves de su pabellón, de armas y material conexo de todo tipo, incluidas armas y municiones, vehículos y equipos militares, equipos paramilitares y repuestos para los mismos, y asesoramiento, asistencia o entrenamiento técnico relacionado con actividades militares, así como así como sus llamamientos a los Estados para que encuentren formas de intensificar y acelerar el intercambio de información operativa sobre el tráfico de armas y mejorar la coordinación de los esfuerzos a nivel nacional, subregional, regional e internacional.	0
Si bien el Gobierno y el PCN-M han hecho esfuerzos para abordar el problema del pago del personal inhabilitado del PCN-M, no ha habido ningún compromiso con fondos o programas para la recuperación y reintegración de los niños afectados por el conflicto armado, incluidos muchos liberados informalmente, y ha habido un entusiasmo limitado por la oferta de asistencia de las Naciones Unidas.	1
Estamos seriamente preocupados por la obstinada negativa de los dirigentes de grupos como el Movimiento por la Justicia y la Igualdad y el Movimiento de Liberación del Sudán a participar en las conversaciones.	1
Mi consejo sigue siendo que los complejos desafíos de seguridad en Somalia no pueden abordarse dentro de las capacidades de una típica fuerza de mantenimiento de la paz de las Naciones Unidas y que una fuerza multinacional es la herramienta adecuada para estabilizar Mogadishu.	1
303. Se ha informado de muchos incidentes en los que, al parecer, las fuerzas gubernamentales rodearon aldeas y montaron guardia mientras los Janjaweed quemaban, saqueaban y cometían otras atrocidades contra la población.	0
Las operaciones conjuntas periódicas de dominación de zonas y acordonamiento y registro han tenido como resultado la detención de algunos elementos de la milicia y la incautación de armas y municiones ilegales, además de limitar el margen de maniobra operacional de los grupos de milicias.	0
Es de esperar que las partes puedan alcanzar una reconfirmación de alto nivel de sus compromisos de no reanudar las hostilidades y de lograr el regreso seguro y digno de los desplazados internos y los refugiados.	0
También se informó de nuevas deserciones de antiguos elementos integrados del CNDP, así como de negativas de elementos de grupos armados integrados a aceptar el redespliegue.	0
12. Exige que todas las partes cooperen plenamente con las operaciones de la MONUC y garanticen la seguridad y el acceso inmediato y sin obstáculos del personal de las Naciones Unidas y el personal asociado en el desempeño de su mandato en todo el territorio de la República Democrática del Congo, exige, en particular, que todas las partes proporcionen pleno acceso a los observadores militares de la MONUC, también en todos los puertos, aeropuertos, aeródromos, bases militares y cruces fronterizos y, además, que se conceda a los observadores de derechos humanos de la MONUC acceso a los centros de detención y centros de integración, y pide al Secretario General que informe sin demora de cualquier incumplimiento de estas exigencias;	1
Sin embargo, el régimen sigue sufriendo reveses en los tribunales, aunque antes de que el Comité pudiera demostrar la eficacia del proceso del Defensor del Pueblo.	1
El Grupo de Supervisión observó que durante ese tiempo la oposición había comprado varias armas y municiones antiaéreas al BAM.	0
Hacer un llamado a los Estados y a las organizaciones regionales y subregionales para que brinden asistencia técnica a la policía local, el poder judicial y las penitenciarías (por ejemplo, tutoría, redacción de leyes).	1
243. A nivel mundial, las donaciones caritativas son un recurso financiero indispensable, en particular para muchos Estados en desarrollo y para los Estados que han sufrido grandes desastres.	0
107. Una segunda categoría incluye las milicias organizadas en estructuras paramilitares y en paralelo a las fuerzas regulares, incluidos los grupos conocidos como &quot;la fuerza de ataque&quot;, los muyahidines o los fursan (los jinetes).	0
La tortura, la violación y otras crueldades arbitrarias a manos de guardias y compañeros de prisión son prácticas generalizadas y se cometen con impunidad.	0
En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), y de conformidad con el párrafo 8 de la resolución 1810 (2008) del Consejo de Seguridad, presento adjunto un informe sobre el examen por el Comité de un examen amplio de la situación de aplicación de la resolución 1540 (2004) (véase el anexo).	0
Los protocolos se transmitían diariamente al general Azar y al jefe del ejército, el general Michel Suleyman.	0
