en_es_GOOGLE	MatCoop
&quot;El Consejo de Seguridad expresa su preocupación por el hecho de que aviones u otros medios de transporte que partan de territorio controlado por el EIIL y el FAN puedan utilizarse para transferir oro u otros artículos valiosos y recursos económicos para su venta en los mercados internacionales, o para transferir armas y material para uso del EIIL y ANF, y observa que las personas o entidades que participan en tales actividades pueden ser elegibles para ser incluidas en la lista del Comité 1267/1989, expresa su preocupación por los informes de que elementos de importancia arqueológica, histórica, cultural y religiosa están siendo retirados ilegalmente del territorio controlado por ISIL; y ANF que puedan estar generando ingresos para esos grupos, y pide a los Estados miembros que adopten medidas apropiadas para impedir dicho comercio ilegal y, en este sentido, recuerda a todos los Estados que deben garantizar que no se reciban fondos, activos financieros o recursos económicos; puestos a disposición, directa o indirectamente, en beneficio del EIIL, el FAN y todas las demás personas, grupos, empresas y entidades asociados con Al-Qaida; y espera con interés que el Comité Al-Qaida examine detenidamente las recomendaciones pertinentes relativas a nuevas medidas para desbaratar esas actividades que figuran en el informe del Equipo de Apoyo Analítico y Vigilancia de Sanciones de Al-Qaida presentado de conformidad con la resolución 2170, con miras a seguir desbaratando las actividades de esos grupos.	0
Hay informes de que mujeres y niñas siguen siendo objeto de violencia sexual durante los ataques a sus aldeas, incluido el informe de un ataque reciente a Hamada el 13 de enero de 2005 en el que las mujeres fueron violadas.	0
La inferencia clara del artículo 33 es que un miembro de los servicios de seguridad puede, al amparo de la ley, torturar a un sospechoso, incluso hasta la muerte, si sus actos se realizan en el cumplimiento de su deber.	0
&quot;El Consejo de Seguridad reafirma que los Estados miembros se abstendrán en sus relaciones internacionales de la amenaza o el uso de la fuerza contra la integridad territorial o la independencia política de cualquier Estado, y también brindarán a las Naciones Unidas toda la asistencia en cualquier acción que adopte de conformidad con las Naciones Unidas. Carta, y se abstendrán de prestar asistencia a cualquier Estado contra el cual las Naciones Unidas estén adoptando medidas preventivas o coercitivas.	1
El apoyo logístico proporcionado a las FARDC, de conformidad con la política de diligencia debida en materia de derechos humanos, para operaciones conjuntas se consideró esencial para llevar a cabo operaciones militares eficaces y mantener la voluntad de las FARDC de luchar y cooperar con la MONUSCO.	1
[D]alcanzando... la urgencia de implementar una reforma integral del sector de la seguridad y de lograr, según corresponda, el desarme, la desmovilización, la reintegración (DDR) de los grupos armados [nacionales] y el desarme, la desmovilización, la repatriación, el reasentamiento y la reintegración (DDRRR) de grupos armados extranjeros para la estabilización a largo plazo del [país afectado], considerando la necesidad de crear las condiciones de seguridad para garantizar el desarrollo económico sostenible, y destacando la importancia de la contribución de los socios internacionales en estos campos.	1
Reconoce la política de cooperación de los Estados vecinos, incluida [lista de Estados pertinentes] para mantener sus fronteras abiertas a los refugiados... y alienta a esos Estados a continuar con esta política y contribuir a la estabilización de la situación siempre que sea posible;	1
b) Siga identificando las necesidades de los Estados en relación con el fortalecimiento de las instituciones y el estado de derecho, e incorpore los derechos humanos y el estado de derecho de manera proactiva en sus recomendaciones de asistencia técnica a los Estados con miras a fortalecer los sistemas nacionales para capturar a los terroristas a la justicia y mejorar la cooperación internacional;	1
236. Las obligaciones de los Estados en relación con la penalización de la financiación del terrorismo se establecen en la resolución 1373 (2001) y en el Convenio Internacional para la represión de la financiación del terrorismo.	1
La falta de participación en esas instituciones impedirá el progreso en cuestiones concretas de administración pública y no hará nada para mejorar la imagen internacional de Kosovo.	0
Aunque el período formal de campaña aún no ha comenzado, los partidos de oposición y la sociedad civil expresaron preocupación por la interrupción de sus actividades políticas por parte de las autoridades nacionales, en particular la policía.	0
2. Dirige los comités de sanciones establecidos por el Consejo de Seguridad, incluidos los establecidos en virtud de las resoluciones 1718 (2006), 1636 (2005), 1591 (2005), 1572 (2004), 1533 (2004), 1521 (2005), 1518 ( 2003), 1267 (1999), 1132 (1997), 918 (1994) y 751 (1992) para revisar sus directrices en consecuencia;	0
26. El Comité ha seguido cooperando con la Organización Internacional de Policía Criminal (INTERPOL), incluso mediante la emisión de avisos especiales de INTERPOL y el Consejo de Seguridad de las Naciones Unidas destinados a alertar a las autoridades nacionales competentes encargadas de hacer cumplir la ley responsables de la aplicación de sanciones a personas o entidades sujetas a las sanciones del Consejo. medidas de sanciones (véanse los párrs. 32 y 34 infra).	1
En vista de los altos niveles de transferencias de remesas de trabajadores en la subregión y de los patrones regionales de dependencia de mecanismos informales de transferencias no bancarias, es de importancia prioritaria tomar medidas para regular los sistemas alternativos de remesas y prevenir el abuso de las organizaciones sin fines de lucro.	1
- destaca la necesidad de que la Secretaría proporcione recomendaciones precisas y claras, al menos un mes antes de la renovación del mandato, sobre el contenido del mandato y cualquier ajuste necesario, teniendo en cuenta la evolución sobre el terreno y las opiniones del país anfitrión, los países que aportan tropas y policías pertinentes, y otras partes, según corresponda;	0
En lugar de ello, los Estados deberían establecer un marco jurídico claro, completo y coherente que tipifique los actos terroristas como delitos penales graves, los penalice según su gravedad y ayude a los tribunales a llevar a los terroristas ante la justicia.	0
- Introducción de un mecanismo transparente de gestión y buen gobierno para luchar contra el fraude y la corrupción.	1
La Oficina de Asuntos de Desarme se esforzó por sensibilizar a los posibles donantes en apoyo de los seminarios y talleres regionales organizados por la Oficina.	1
El estancamiento corre el riesgo de aumentar las tensiones políticas y socavar el sentimiento de mayor confianza que prevaleció tras las elecciones y la toma de posesión del Presidente Martelly.	0
La impunidad de oficiales de tan alto rango es inaceptable e impide que las comunidades que emergen de un conflicto se recuperen de manera sostenible.	0
16. Durante el período que abarca el informe, en algunas ocasiones la FPNUL volvió a enfrentar restricciones a su libertad de circulación en su zona de operaciones, que en algunos casos han puesto en peligro la seguridad del personal de mantenimiento de la paz de las Naciones Unidas.	0
295. Además, dado el carácter discriminatorio por motivos políticos del asesinato sistemático y generalizado de civiles, estos actos muy bien pueden constituir un crimen de persecución como crimen de lesa humanidad.	0
Se están desarrollando normas y procedimientos comunes en seis áreas clave: el código de conducta; materiales y estrategias de capacitación; estandarización de procedimientos para la remisión de quejas dentro de una agencia; alcance comunitario; estandarización de procedimientos para los asociados en la ejecución de los organismos de las Naciones Unidas y la MONUC de conformidad con el boletín del Secretario General (ST/SGB/2003/13) sobre medidas especiales para la protección contra la explotación y el abuso sexuales; y la transmisión de quejas recibidas por una agencia sobre un incidente que involucra a un miembro del personal de otra agencia.	1
Los principales elementos de la declaración del Encargado de Negocios, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2014/2).	0
Además, el artículo 75 (3) establece que antes de dictar una orden de reparación, la Corte podrá invitar y tomará en cuenta las representaciones del condenado, de las víctimas, de otras personas interesadas o de los Estados interesados, o en su nombre.	1
37. En el marco del Plan de Estabilización y Reconstrucción y la Estrategia de Apoyo, se entregaron ocho instalaciones estatales a las autoridades nacionales. Entre ellas figuraban instalaciones policiales y administrativas en los territorios de Masisi y Rutshuru, en Kivu del Norte; instalaciones policiales, administrativas y judiciales en Walungu, Kivu del Sur; y un centro de formación náutica para la policía fronteriza en el distrito de Ituri.	1
188. Los relatos de testigos presenciales de muchos incidentes publicados en estos informes mencionan que las fuerzas agresoras iban uniformadas, pero hacen una distinción entre los uniformes usados por el ejército regular y los Janjaweed.	0
&quot;En el contexto de la expiración del mandato de la Misión el 31 de diciembre de 2010, el Consejo de Seguridad encomia la contribución de la MINURCAT por brindar, sin perjuicio de la responsabilidad primordial del gobierno del Chad, seguridad a los refugiados, los desplazados internos y la asistencia humanitaria. actores en el este del Chad y por sus esfuerzos para mejorar la capacidad del &quot;Détachement intégré de sécurité&quot; (DIS) del Chad.	0
Insta además al Secretario General a tratar de ampliar el papel y la contribución de las mujeres en las operaciones de las Naciones Unidas sobre el terreno, y especialmente entre los observadores militares, la policía civil y el personal humanitario y de derechos humanos.	0
El teniente coronel Falur ordenó a los soldados que respondieran al fuego.	0
Si bien el impacto operacional de los dirigentes centrales de Al-Qaida ha disminuido con la muerte de Usama bin Laden y varios otros dirigentes clave, las redes de Al-Qaida siguen evolucionando hacia fenómenos más complejos, con una gama internacionalmente diversa de partidarios y combatientes activos.	0
Proporcionar espacio adicional para que las víctimas del terrorismo contribuyan al debate puede ayudar a contrarrestar más eficazmente la incitación. E. Programas de rehabilitación	1
Destacando la necesidad de intensificar la lucha contra el terrorismo a nivel nacional y fortalecer, bajo los auspicios de las Naciones Unidas, una cooperación internacional eficaz en esta esfera sobre la base de los principios de la Carta de las Naciones Unidas y las normas del derecho internacional, incluido el respeto del derecho internacional humanitario y de los derechos humanos,	1
Cuando comenzó el proceso de recogida de armas, llegaron otros seis vehículos de las Naciones Unidas en los que viajaban oficiales de la UNPOL, incluido el Sr. Malik.	1
La EUFOR adoptó una postura de &quot;fuera de la vista pero no en el horizonte&quot;, estando preparada para intervenir si la situación se deterioraba, y se desarrollaron planes de contingencia para el despliegue de fuerzas de reserva, si fuera necesario.	0
El rápido deterioro de la economía, exacerbado por el conflicto continuo, también es motivo de preocupación.	0
El enjuiciamiento por la Corte Penal Internacional de los presuntos responsables de los crímenes más graves cometidos en Darfur contribuiría al restablecimiento de la paz en la región.	0
Mi Gobierno reconoce las numerosas expresiones de condena e indignación que esta atrocidad ha generado. Apreciamos especialmente la rápida reacción del Consejo de Seguridad ante este crimen espantoso.	0
En tales circunstancias, no se puede atribuir a la UNOTIL la responsabilidad por los disparos contra los agentes de la PNTL.	0
En segundo lugar, actuando junto con donantes y otras organizaciones asociadas relevantes, facilitará un taller regional para policías y fiscales sobre cooperación transfronteriza, que se celebrará en Bangladesh.	1
Más allá del alcance inmediato de las sanciones, las delegaciones estaban particularmente interesadas en compartir su experiencia en la reincorporación de los terroristas a la sociedad.	0
Esto significa que tiene el mandato de establecer hechos relacionados con posibles violaciones de los derechos humanos y del derecho internacional humanitario cometidas en Darfur.	0
Mayor representación de las mujeres en los órganos relacionados con los programas. D.3. Proporcionar capacitación sistemática a todas las categorías de personal humanitario en cuestiones de género. Crear conciencia y desarrollar capacidades sobre análisis de género y herramientas participativas del personal humanitario y los socios que trabajan en programas y proyectos de emergencia y rehabilitación.	1
Se descubrieron treinta y dos conjuntos de restos, presumiblemente de personal militar iraquí, algunos de ellos con etiquetas de identificación. Serán entregados a las autoridades iraquíes una vez que se hayan completado los trámites necesarios.	1
No puede significar renunciar a compromisos con quienes desean regresar a sus hogares y necesitan apoyo para cumplir sus aspiraciones. No puede ser un sustituto de las políticas actuales, sino que debería ser un complemento de ellas.	1
113. A pesar de estas iniciativas, los esfuerzos regionales para luchar contra el terrorismo siguen enfrentando desafíos importantes.	1
Los avances respecto de la solicitud del Presidente Kabila de que la MONUSCO ayude a entrenar, equipar y guarnecer a 20 unidades de policía, o a equipar tres batallones de policía militar, siguen siendo limitados debido a la falta de apoyo complementario de los donantes para proporcionar el equipo básico necesario (véase S/ 2010/164).	1
Medidas específicas y graduales como respuesta al tráfico ilícito de armas pequeñas y ligeras	0
484. En las conversaciones con la Comisión sobre la metodología de los comités de violación, se destacó mucho la amplia publicidad del mandato de los comités.	0
Exige además que las partes en el conflicto pongan fin inmediatamente a todas las violaciones y abusos contra los niños y solicita al Secretario General que garantice (a) un seguimiento y presentación de informes continuos, incluso como parte de los informes mencionados en [el párrafo pertinente] supra, de la situación de los niños, incluso mediante una mayor cooperación con los actores de protección infantil y (b) un diálogo continuo con las partes en el conflicto para el desarrollo e implementación de planes de acción con plazos determinados para poner fin al reclutamiento y la utilización de niños y otras violaciones del derecho internacional humanitario y los derechos humanos. ley cometida contra los niños;	0
Promover las cuestiones de género y la concienciación a nivel nacional y local a través de una red de puntos focales de género en las oficinas regionales y nacionales.	1
Además, en virtud del Pacto Internacional de Derechos Civiles y Políticos, ni siquiera en una situación de emergencia pública se puede suspender la prohibición del uso de la tortura.	0
Sin embargo, muchos apenas han comenzado a desarrollar capacidades específicas de lucha contra el terrorismo.	1
En última instancia, y una vez que las condiciones se consideren apropiadas, dichas fundaciones y empresas deberían unir fuerzas con los gobiernos interesados para coordinar esfuerzos encaminados a adoptar un plan coherente para el desarrollo del país, la creación de medios de vida para la población y el mejoramiento de la situación de derechos humanos.	0
- La Federación de Rusia sigue manteniendo ilegalmente su base militar en Gudauta, que opera sin el consentimiento de Georgia y en contra de los compromisos internacionales asumidos por Rusia;	0
m) Estudiar e informar al Comité sobre la naturaleza cambiante de la amenaza de Al-Qaida y los talibanes y las mejores medidas para hacerle frente, incluso entablando un diálogo con académicos y órganos académicos pertinentes, en consulta con el Comité;	0
La Unión Europea ahora pide al Gobierno de Unidad Nacional que avance rápidamente con otros aspectos de la implementación del acuerdo integral de paz, incluido como primer paso el establecimiento de la Comisión de Valoración y Evaluación para monitorear el progreso en este asunto.	1
La reducción de la amenaza que representan los grupos armados congoleños y extranjeros para los civiles, el establecimiento de instituciones estatales más fuertes y responsables y el fortalecimiento de las prácticas democráticas para reducir el riesgo de inestabilidad deben seguir siendo los criterios clave que guíen la retirada gradual de la MONUSCO.	1
Consideró imperativo que se esclarezca el paradero de esas personas desaparecidas y que los responsables rindan cuentas.	1
13. Durante el período que abarca el informe, el Comité recibió 14 solicitudes de exención del embargo de armas para equipo militar no letal de conformidad con el párrafo 3 de la resolución 1356 (2001), una solicitud de exención del embargo de armas de conformidad con el párrafo 11 b ) de la resolución 1772 (2007) y una notificación de conformidad con el párrafo 6 de la resolución 1744 (2007).	0
También parece que, si bien el SLM/A es el actor militar más importante de los dos, el JEM es más político y tiene una capacidad militar limitada, en particular tras la supuesta división del grupo y el consiguiente surgimiento del NMRD (véase el párr. 139). abajo).	0
6. La aplicación de medidas de autoprotección, incluido el despliegue de personal de seguridad armado contratado de forma privada a bordo de buques y destacamentos de protección de buques, junto con una mayor conciencia situacional, entrenamiento y maniobras evasivas y el uso de canales marítimos seguros por parte de buques comerciales, también puede tener disuadió a los piratas de atacar barcos.	1
64. La capacidad de impedir que los terroristas se organicen y circulen libremente por los territorios de los Estados miembros de la subregión (especialmente en el Sahel) depende no sólo de la eficacia de la cooperación bilateral y subregional sino también de las medidas adoptadas para establecer mejores códigos internacionales. y prácticas relacionadas con la aplicación de la ley y el control de fronteras y sobre la protección y vigilancia efectiva de las fronteras, costas y regiones del interior.	1
Incluso en Afganistán, aunque funcionarios afganos y miembros de las fuerzas de la coalición han dicho al Equipo que están convencidos de que los talibanes se benefician de los enormes ingresos generados por el tráfico de drogas, es difícil demostrar ejemplos concretos.	0
Actualmente se está preparando mi propuesta de presupuesto para la MONUC para el período completo de 12 meses comprendido entre el 1º de julio de 2005 y el 30 de junio de 2006, incluidas las necesidades de apoyo a las elecciones y el personal adicional de policía civil autorizado por el Consejo en su resolución 1621 (2005), y se presentará a la Asamblea General para su revisión y acción en breve.	0
Tres Estados han introducido procedimientos que prohíben la extradición de personas que puedan correr riesgo de tortura o persecución.	1
61. Hay varios instrumentos y planes de estabilización (STAREC, Estrategia Internacional de Apoyo a la Seguridad y la Estabilización, islas de estabilidad), pero parece faltar un enfoque común dentro del propio sistema de las Naciones Unidas.	1
Lo impulsó a hacerlo la necesidad de garantizar que las medidas del Consejo de Seguridad contra Al-Qaida y los talibanes siguieran siendo pertinentes para la amenaza y que los objetivos de las sanciones estuvieran suficientemente bien identificados para permitir a los Estados Miembros adoptar las medidas necesarias contra ellos.	0
5. Declara que los actos, métodos y prácticas de terrorismo son contrarios a los propósitos y principios de las Naciones Unidas y que financiar, planificar e incitar a sabiendas a actos terroristas también son contrarios a los propósitos y principios de las Naciones Unidas;	1
La investigación técnica concluyó, entre otras cosas, que los daños observados en la parte delantera del avión parecían indicar que el avión había sido penetrado por un gran número de objetos de alta energía procedentes del exterior.	1
El Consejo y los países que aportan contingentes y policías escucharon exposiciones informativas del Subsecretario General de Operaciones de Mantenimiento de la Paz, Edmond Mulet, el Asesor Militar Adjunto Abhijit Guha y el Asesor de Policía interino Andrew Carpenter.	0
Observa que la acumulación excesiva y el efecto desestabilizador de las armas pequeñas y ligeras suponen un obstáculo considerable para la prestación de asistencia humanitaria y pueden exacerbar y prolongar los conflictos, poner en peligro a los civiles y socavar la seguridad y la confianza necesarias para volver a la paz y la estabilidad ...	0
Estas desapariciones forzadas internacionales son únicas en su intensidad, escala y naturaleza.	0
El continuo flujo de combatientes no sirios hacia Jabhat-al-Nusrah es motivo de preocupación, compartido por una serie de autoridades nacionales que han estado siguiendo este problema.	0
Sin crear ninguna nueva obligación internacional, este instrumento no vinculante reitera la obligación de los Estados de garantizar el respeto y la aplicación del derecho internacional humanitario y de los derechos humanos a través de la legislación nacional, y se centra en el papel de los Estados a la hora de poner a disposición recursos adecuados, efectivos, rápidos y apropiados. , incluida la reparación, a las víctimas.	1
50. Cuatro Estados han elaborado estrategias y establecido estructuras institucionales para combatir el terrorismo. Los organismos encargados de hacer cumplir la ley en estos Estados coordinan algunas de sus actividades antiterroristas.	1
El grupo de avanzada de ese batallón y una compañía de fuerzas especiales ya han sido desplegados en Yamoussoukro y Abidján.	1
79. Cuatro Estados tienen sistemas jurídicos eficaces para garantizar la asistencia jurídica mutua y la extradición, pero ningún Estado tiene mecanismos adecuados para intercambiar información rápida y eficazmente con sus homólogos internacionales.	1
La falta general de transparencia para el público en general socava la equidad y credibilidad del proceso en su conjunto.	0
La mayoría de los Estados han promulgado leyes que establecen autoridades nacionales de seguridad de la aviación y aplican normas de seguridad de la aviación, pero pocos han proporcionado información sobre la implementación de los anexos pertinentes del Convenio sobre Aviación Civil Internacional.	1
El país está soportando las terribles infracciones de la guerra.	0
11. De conformidad con la resolución 1963 (2010), la Dirección Ejecutiva también ayudará al Comité a organizar una reunión especial abierta a todos los miembros y otras partes interesadas pertinentes para conmemorar el décimo aniversario de la aprobación de la resolución 1373 (2001) y el establecimiento del Comité.	1
Reafirma... su condena en los términos más enérgicos de todos los actos de violencia o abusos cometidos contra civiles en situaciones de conflicto armado en violación de las obligaciones internacionales aplicables con respecto, en particular, a (i) la tortura y otros tratos prohibidos, (ii) las violaciones de género. violencia basada en la violencia sexual, (iii) violencia contra los niños, (iv) el reclutamiento y uso de niños soldados, (v) la trata de personas, (vi) el desplazamiento forzado y (vii) la denegación intencional de asistencia humanitaria, y exige que todas las partes pongan fin a tales prácticas.	0
Además de renovar la esperanza para el pueblo de la República, estos cambios han brindado a la UNMIK una nueva oportunidad para mejorar sus consultas con las autoridades federales y entablar un diálogo constructivo sobre cuestiones de interés mutuo.	0
&quot;El Consejo de Seguridad recuerda las obligaciones de todos los Estados de garantizar el respeto del derecho internacional humanitario, incluidos los cuatro Convenios de Ginebra, y destaca una vez más la responsabilidad de los Estados de cumplir con sus obligaciones de poner fin a la impunidad y enjuiciar a los responsables de crímenes de guerra, genocidio , crímenes contra la humanidad u otras violaciones graves del derecho internacional humanitario.	1
5. 6 de octubre de 2012 (Yayladağı/Hatay): A las 14.30 horas, una granada de mortero cayó dentro de la zona de responsabilidad del puesto fronterizo militar de Belengöz.	0
Dado que los contrabandistas de combustible obtienen ganancias superiores al 100 por ciento, las redes de contrabando tienen un gran interés en prolongar el conflicto.	0
8 de mayo de 2006 Incidente de violencia en Gleno en el que se ataca a agentes de la PNTL oriental.	0
193. Para responder eficazmente a la naturaleza asimétrica de la amenaza terrorista, es esencial fortalecer la cooperación estableciendo un intercambio continuo de información entre los organismos encargados de hacer cumplir la ley, la seguridad fronteriza y los de inteligencia.	1
Decide que [la misión] tendrá el siguiente mandato...: e) Trabajar estrechamente con el Gobierno para garantizar el cumplimiento de sus compromisos de abordar las violaciones graves contra los niños, en particular la finalización del Plan de Acción para liberar a los niños presentes en [las fuerzas armadas] y evitar nuevos reclutamientos, con el apoyo del Mecanismo de Vigilancia y Presentación de Informes.	1
El informe tiene en cuenta tanto la evolución reciente de la amenaza terrorista global como la comprensión generalmente mejorada de las buenas prácticas antiterroristas por parte de los profesionales nacionales e internacionales.	1
Facilitó una iniciativa con el Centro Africano para mejorar el uso de bases de datos internacionales por parte de los países del Sahel a fin de fortalecer la coordinación, el intercambio de información y la cooperación entre la policía y las autoridades fronterizas.	1
Tenemos que reconocer nuestra gran preocupación por la situación actual en Afganistán.	0
2. En el párrafo 8 de la resolución, el Consejo de Seguridad decidió establecer un grupo de trabajo del Consejo para examinar los informes del mecanismo mencionado en el párrafo 3 de la resolución, examinar el progreso en el desarrollo y la implementación de los planes de acción mencionados. a que se refiere el párrafo 7 de la resolución y considerar otra información pertinente que se le presente.	1
En determinadas zonas de Abidján había tanques, vehículos armados de transporte de tropas y lanzadores de cohetes.	0
s) La prohibición de los castigos colectivos;	0
13. Se registraron novedades positivas en la estructura de lucha contra la corrupción, incluido el establecimiento de la Comisión Anticorrupción y la redacción de una ley sobre el establecimiento del Alto Tribunal Administrativo, Fiscal y de Auditoría previsto en la Constitución.	1
A este respecto, el Consejo de Seguridad insta a las autoridades encargadas del período de transición a que adopten medidas rápidas para luchar eficazmente contra la impunidad y promover la justicia garantizando que los perpetradores comparezcan ante la justicia.	0
63. El número y la escala de los ataques terroristas atribuidos a Al-Qaida demuestran que la red sigue prosperando y teniendo acceso a recursos financieros suficientes para apoyar sus actividades.	0
6. Recuerda su decisión, contenida en la resolución 1373 (2001), de que todos los Estados Miembros velarán por que toda persona que participe en la financiación, planificación, preparación o perpetración de actos terroristas o en el apoyo a actos terroristas sea llevada ante la justicia, y decide que todos Los Estados velarán por que sus leyes y reglamentos internos establezcan suficientes delitos penales graves para permitir la posibilidad de enjuiciar y sancionar de manera que refleje debidamente la gravedad del delito:	0
Exclusión de la lista 25. Encarga al Comité que elimine rápidamente, caso por caso, a las personas y entidades que ya no cumplan con los criterios de inclusión descritos en el párrafo 2 anterior, y solicita que el Comité dé debida consideración a las solicitudes de eliminación de personas que se hayan conciliado , de conformidad con el Comunicado de la Conferencia de Kabul de 20 de julio de 2010 sobre el diálogo para todos aquellos que renuncian a la violencia, no tienen vínculos con organizaciones terroristas internacionales, incluida Al-Qaida, respetan la Constitución, incluidas sus disposiciones sobre derechos humanos, en particular los derechos de las mujeres, y están dispuestos a unirse a la construcción de un Afganistán pacífico, y como se detalla en los principios y resultados de las Conclusiones de la Conferencia de Bonn del 5 de diciembre de 2011, respaldadas por el Gobierno de Afganistán y la comunidad internacional;	1
Según otro Estado, cualquier respuesta integral dirigida por el Estado para luchar contra el extremismo debe considerar a las propias comunidades como parte integral del marco de seguridad nacional.	1
Durante estas detenciones, las víctimas fueron a menudo maltratadas, les robaron sus pertenencias, sus casas fueron destrozadas y, en algunos casos, fueron ejecutadas sumariamente.	0
&quot;El Consejo de Seguridad alienta a los órganos pertinentes de las Naciones Unidas, en particular a la Dirección Ejecutiva de Lucha contra el Terrorismo (DECT), en estrecha cooperación con el CTITF, a que presten mayor atención a la resolución 1624 (2005) en su diálogo con los Estados Miembros para desarrollar, de conformidad con sus obligaciones en virtud del derecho internacional, estrategias que incluyen combatir la incitación a actos terroristas motivados por el extremismo y la intolerancia y facilitar asistencia técnica para su implementación.	0
A. Necesidades actuales 85. Desde que el Consejo de Seguridad impuso medidas a Côte d&#39;Ivoire, el Gobierno ha restringido la adquisición de armas y municiones. Esto se debe a un intenso programa de adquisiciones previo al embargo y al uso limitado de armas y municiones durante el corto período de intenso conflicto armado de 2004.	0
22. En su 44ª reunión formal, celebrada el 1 de mayo de 2014, el Grupo de Trabajo examinó el informe del Secretario General sobre los niños y el conflicto armado en Malí (S/2014/267), que abarcaba el período comprendido entre enero de 2012 y diciembre de 2013.	0
En reuniones internacionales, el Equipo ha podido juzgar el conocimiento que tiene un Estado del régimen de sanciones sin necesidad de preparación.	0
360. De la información reunida y verificada por la Comisión se desprende que la violación u otras formas de violencia sexual cometidas por los Janjaweed y los soldados del Gobierno en Darfur fueron generalizadas y sistemáticas y, por lo tanto, bien pueden constituir un crimen de lesa humanidad.	0
