en_es_TRANSFORMERS	MatConf
El Consejo de Seguridad subraya la importancia de explorar las capacidades potenciales y existentes de las organizaciones regionales y subregionales en la esfera de la paz y la seguridad, abarcando, entre otras cosas, el espectro de la prevención de conflictos, el fomento de la confianza, la solución de conflictos, el establecimiento de la paz, el mantenimiento de la paz y la consolidación de la paz después de los conflictos, y acoge con beneplácito el diálogo regional y la promoción de normas comunes, así como enfoques regionales comunes para el arreglo de controversias y otras cuestiones relacionadas con la paz y la seguridad.	0
De hecho, en el derecho penal internacional el concepto de empresa delictiva conjunta adquiere mayor importancia que en la mayoría de los ordenamientos jurídicos nacionales, ya que la mayoría de los delitos internacionales (crímenes de lesa humanidad, genocidio y la mayoría de los crímenes de guerra) son delitos para los cuales el resultado penal final sólo puede lograrse mediante la participación de muchas personas.	1
Todos los Estados, salvo uno, han adoptado algunas medidas para establecer un marco jurídico amplio de lucha contra el terrorismo que incorpore los delitos relacionados con el terrorismo.	0
El Consejo de Seguridad pide al Secretario General que refuerce la cooperación entre las Naciones Unidas y los Estados miembros de la Comunidad Económica y Monetaria del África Central (CEMAC) con miras a facilitar y fortalecer las iniciativas encaminadas a abordar la inseguridad transfronteriza en la subregión y poner fin a las violaciones de la integridad territorial de la República Centroafricana cometidas por grupos armados.	0
Su propósito parecía ser que las fuerzas del MLC/CCD-N fueran de pueblo en pueblo destruyendo todo lo que podían poner en sus manos.	1
La presencia de grupos armados palestinos fuera de los campamentos sigue poniendo en tela de juicio la capacidad del Líbano para ejercer su plena soberanía sobre su territorio.	1
A mi delegación le sigue preocupando que la situación de seguridad en el Iraq siga deteriorándose.	0
4. Además, de conformidad con la orientación normativa aprobada por el Comité el 25 de mayo de 2006, la Dirección Ejecutiva también debería seguir asesorando al Comité sobre cuestiones relacionadas con las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario en relación con la determinación y aplicación de medidas eficaces para aplicar la resolución 1373 (2001), así como sobre formas de asegurar que las medidas que adopten los Estados Miembros para aplicar las disposiciones de la resolución 1624 (2005) se ajusten a las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario.	0
En primer lugar, como ha reconocido el Consejo de Seguridad en varias resoluciones, el derecho internacional considera que cuando se cometen actos de violaciones manifiestas de las normas internacionales de derechos humanos y violaciones graves del derecho internacional humanitario que puedan constituir crímenes en virtud del derecho internacional, los Estados tienen el deber de investigar y, si existen pruebas suficientes, de someter a juicio a la persona presuntamente responsable de las violaciones.	0
Los que regresaron han dado testimonio creíble de la presencia de muchos de los desaparecidos en lugares de detención secretos y no oficiales mantenidos por el aparato de seguridad en diferentes lugares de la región de Darfur.	1
Esas actividades delictivas parecen tener un efecto multiplicador al alimentar el terrorismo en África y las actividades delictivas que prosperan en otras regiones del mundo.	0
El Consejo destaca la importancia y la urgencia del restablecimiento de la justicia y el estado de derecho en las sociedades que salen de un conflicto, no sólo para hacer frente a los abusos del pasado, sino también para promover la reconciliación nacional y ayudar a impedir que se reanude el conflicto en el futuro.	0
Los Estados también han reforzado la aplicación de las medidas necesarias de lucha contra el terrorismo a nivel institucional.	0
Los expertos forenses de la Comisión han podido verificar que algunos de los militares fueron enterrados en las trincheras que existían alrededor del campamento militar, y que todos los civiles fueron enterrados en múltiples tumbas en el cementerio de la ciudad.	1
68. El Grupo examinó los movimientos de vuelos no programados desde y hacia Côte d'Ivoire, así como las estadísticas del tráfico aéreo a países vecinos, como Guinea, Malí, Burkina Faso y Ghana, y no identificó ningún vuelo sospechoso durante el período del embargo (a partir del 15 de noviembre de 2004).	0
El 23 de agosto, como parte de una exposición informativa del Departamento de Asuntos Políticos, el Secretario General Adjunto de Asuntos Políticos dijo que el personal de la Oficina de Coordinación de Asuntos Humanitarios estaba llevando a cabo una misión de evaluación en la República Árabe Siria y se refirió a la declaración del Secretario General, según la cual, a pesar de su promesa, el Presidente Al-Assad no había detenido el uso de la fuerza contra civiles.	1
El Coronel Reis dirigió a los oficiales de la PNTL a pie desde su cuartel general hacia la intersección del Ministerio de Justicia, que llevaba la bandera de las Naciones Unidas.	1
Las víctimas fueron enterradas muchos días después del ataque en los alrededores de Kulbus.	1
Los días 3 y 7 de octubre, el Consejo emitió comunicados de prensa en los que condenaba los recientes ataques contra la MINUSMA (SC/11587 y SC/11591).	0
Como se ha señalado anteriormente, el sistema judicial sudanés ha demostrado ser incapaz de garantizar la rendición de cuentas por los crímenes cometidos en Darfur y las autoridades no están dispuestas a hacerlo.	1
Teniendo presente el carácter especial de la resolución 1373 (2001), las constantes amenazas a la paz y la seguridad causadas por el terrorismo, el importante papel que las Naciones Unidas y el Consejo de Seguridad deben seguir desempeñando en la lucha mundial contra el terrorismo, la necesidad de reforzar el Comité como órgano subsidiario del Consejo de Seguridad responsable en esta esfera y sin sentar un precedente para otros órganos del Consejo de Seguridad,	0
14. El Equipo de Tareas de Nepal para la cuestión de los niños y los conflictos armados, establecido en virtud de la resolución 1612 (2005) del Consejo de Seguridad, supervisó el reclutamiento de niños por el ejército maoísta y las organizaciones afiliadas al PCN-M durante la campaña de reclutamiento posterior a la cesación del fuego, que alcanzó su mayor intensidad en noviembre de 2006.	1
La recomendación de la Comisión de que el Consejo de Seguridad se remita a la Corte Penal Internacional se basa en el supuesto correcto de que los tribunales sudaneses no están dispuestos a enjuiciar los numerosos crímenes internacionales perpetrados en Darfur desde 2003.	0
Observando que no estaba claro cuántas vidas se habían perdido en los varios días de los combates, dijo que los supervisores de la cesación del fuego de la Autoridad Intergubernamental para el Desarrollo (IGAD) habían culpado a la oposición de haber iniciado el conflicto.	1
Otras disposiciones del Código Penal, como el armamento no autorizado (art. 185) o el desarrollo, la producción y la posesión de medios de combate prohibidos (art. 185a) también podrían aplicarse:	1
Aplicar su política de género 2003-2007, estableciendo ocho compromisos mejorados con la mujer para garantizar la seguridad alimentaria y la incorporación de la perspectiva de género en las actividades apoyadas por el PMA, el PMA y los programas y programas de seguridad alimentaria de los asociados en apoyo de las operaciones de mantenimiento de la paz de las Naciones Unidas.	0
En marzo de 2004, en la aldea de Dobo en Darfur septentrional: "Empezaron a quemar todo y a robar nuestras pertenencias.	1
Sin embargo, los Estados del Caribe han aprobado el Tratado del Caribe sobre asistencia judicial recíproca en asuntos penales graves (incluidos los delitos relacionados con el terrorismo, la financiación del terrorismo, el blanqueo de dinero y el tráfico de drogas).	0
Se han expresado algunas preocupaciones -- más recientemente por varios candidatos presidenciales -- acerca de la imparcialidad de la inscripción.	0
Utilizar la presencia de un civil u otra persona protegida para hacer que ciertos puntos, zonas o fuerzas militares sean inmunes a las operaciones militares;	1
Además, hay una serie de grupos armados palestinos que operan en el país dentro y fuera de los campamentos de refugiados.	1
En ese momento, cientos de miles de albaneses de Kosovo habían regresado a Kosovo y comenzado a reconstruir sus vidas; la mayoría de los serbios de Kosovo habían huido de sus hogares; Kosovo era una sociedad de sufrimiento y destrucción generalizados para todas las comunidades; la economía estaba en ruinas.	1
Además, el 29 de julio, la UNOMIG publicó un informe de violación para el establecimiento de un puesto de "tributación" abjasio a 50 metros de un puesto de control de la fuerza de mantenimiento de la paz de la CEI en violación del Protocolo de Gali de 12 de mayo de 2005 (véase S/2005/453, párr. 4).	0
De conformidad con el párrafo 11 de la resolución 1963 (2010), el Comité, con la asistencia de su Dirección Ejecutiva, celebró una reunión especial el 28 de septiembre de 2011 para conmemorar el décimo aniversario de la aprobación de la resolución 1373 (2001) y el establecimiento del Comité.	0
Exigir a los Estados que adopten todas las medidas necesarias para enjuiciar a los responsables de ataques contra periodistas, profesionales de los medios de comunicación y personal asociado en violación del derecho internacional humanitario aplicable.	1
Cuando se les pidió que proporcionaran más detalles, las víctimas informaron de que los atacantes Janjaweed procedían de tribus árabes y, en la mayoría de los casos, eran atacados a caballo o en camellos y estaban armados con armas automáticas de diversos tipos.	1
b) Impedir la entrada en su territorio o el tránsito por él de esas personas, siempre que nada de lo dispuesto en el presente párrafo obligue a ningún Estado a denegar la entrada o exigir la salida de su territorio a sus propios nacionales, y el presente párrafo no se aplicará cuando la entrada o el tránsito sean necesarios para el cumplimiento de un proceso judicial o cuando el Comité determine caso por caso únicamente que la entrada o el tránsito están justificados;	1
24. El Comité examinará la información proporcionada por la Dirección Ejecutiva en relación con el hecho de que siga prestando especial atención a la resolución 1624 (2005) en su diálogo con los Estados Miembros; su labor con los Estados Miembros para elaborar, de conformidad con sus obligaciones en virtud del derecho internacional, estrategias que incluyan la lucha contra la incitación a la comisión de actos terroristas motivados por el extremismo violento y la intolerancia; y su facilitación de asistencia técnica para la aplicación de la resolución 1624 (2005).	0
En la 6492a sesión del Consejo de Seguridad, celebrada el 28 de febrero de 2011, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
En la Declaración, los Estados signatarios se comprometieron a poner fin al reclutamiento y la utilización de niños por grupos y fuerzas armados.	0
Decide por la presente establecer un tribunal internacional con el único propósito de enjuiciar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas].	0
El 13 de marzo, tras la aprobación por el Consejo de Seguridad de la resolución 2136 (2014) el 30 de enero, el Secretario General nombró a seis personas para que prestaran servicios en el Grupo de Expertos, hasta el 1 de febrero de 2015, con conocimientos especializados en armas, grupos armados, aduanas y aviación, finanzas, recursos naturales y cuestiones regionales (véase S/2014/183).	0
4. En la nota se propone que el Consejo de Seguridad inicie un proceso oficial de "examen estratégico" para examinar la forma en que la intersección de la delincuencia transfronteriza y el terrorismo puede estar afectando a sus actividades de prevención y solución de conflictos, en particular en África, y que considere los instrumentos de que dispone para reducir el espacio estratégico que la delincuencia transfronteriza ofrece a los grupos terroristas.	0
- El 25 de noviembre de 2014, aviones de combate del régimen lanzaron 2 misiles contra la zona industrial de la ciudad de Raqqa, causando la muerte de 44 personas e hiriendo a otras 57; se destruyeron 15 tiendas y 17 viviendas.	1
Miles de personas fueron asesinadas, mujeres violadas, aldeas quemadas, casas destruidas y pertenencias saqueadas.	1
El componente militar sigue prestando servicios en condiciones sumamente difíciles en el norte.	1
Al igual que Al-Qaida seguirá siendo una amenaza residual durante algún tiempo en el Afganistán, también seguirá teniendo algunas repercusiones en el resto del mundo.	1
115. El embargo actual podría tener más efectos sobre los talibanes si tuviera esto en cuenta y si se impidiera a todos los agentes no estatales del Afganistán comprar armas, con las exenciones necesarias para fines humanitarios y de otra índole, según lo autorizado por el Gobierno del Afganistán o el Consejo de Seguridad.	1
Durante el período que se examina, el Comité recibió 14 solicitudes de exención del embargo de armas para equipo militar no mortífero de conformidad con el párrafo 3 de la resolución 1356 (2001), una solicitud de exención del embargo de armas de conformidad con el apartado b) del párrafo 11 de la resolución 1772 (2007) y una notificación de conformidad con el párrafo 6 de la resolución 1744 (2007).	0
Se pedirá a los Estados miembros que limiten su intervención a cinco minutos.	0
El Equipo también ha iniciado conversaciones con otros grupos de expertos sobre posibles nuevos enfoques de los requisitos de presentación de informes impuestos a los Estados por los tres Comités, y sobre formas de establecer sistemas más eficientes de intercambio de información.	0
Uno de los posibles impedimentos para la aplicación efectiva de las debidas garantías procesales por conducto de la Oficina del Ombudsman es la posibilidad de imponer restricciones de confidencialidad que impidan la revelación de la identidad del Estado proponente al peticionario y a los Estados pertinentes que intervengan en el caso.	1
Los atacantes llevaban los mismos uniformes caquis que los soldados del Gobierno, y estaban armados con Kalashnikovs G-3 y granadas propulsadas por cohetes (RPG).	1
35. Las Fuerzas Nacionales de Liberación (Palipehutu-FNL), que representan una amenaza para la seguridad de Burundi y de la región en su conjunto, deben unirse al campamento de paz sin demora.	0
También se ha observado el uso de otras armas, como las espadas, aunque con menos frecuencia.	1
Estaban armados y todos nos apuntaban con sus armas.	1
En los últimos seis meses, la crisis cada vez más profunda en la República Árabe Siria ha seguido afectando al Líbano, aumentando la polarización política y la preocupación de que los disturbios en la República Árabe Siria puedan tener consecuencias negativas para la estabilidad del Líbano.	1
En algunos Estados, las definiciones vagas o demasiado amplias de los delitos de terrorismo siguen planteando un problema para la aplicación efectiva de la resolución 1373 (2001).	1
Utilizar equipos multifuncionales a nivel de los países para trabajar con las comunidades de refugiados a fin de determinar las preocupaciones relacionadas con la protección contra la violencia de género y los programas; generar iniciativas de sensibilización de los refugiados; apoyar proyectos experimentales para hacer frente a la violencia de género, incluidos proyectos dirigidos a hombres y niños; distribuir y aplicar directrices sobre la violencia sexual y de género contra los refugiados, los repatriados y los desplazados internos.	0
a) Asesinatos intencionales, palizas, secuestros, desapariciones, trabajos forzados y reclutamiento de civiles etíopes;	1
El conflicto de Darfur se opone al Gobierno del Sudán por lo menos a dos grupos armados organizados de rebeldes, a saber, el Movimiento/Ejército de Liberación del Sudán y el Movimiento Justicia e Igualdad.	1
La razón de ello era la tensa atmósfera política en este momento particular: se estaba dirigiendo mucha desconfianza hacia el poder judicial libanés y se estaban criticando la forma en que se realizaba la investigación.	1
En agosto de 2005, el Grupo, acompañado por personal de la ONUCI, visitó el puerto autónomo de Abidján, Grand Lahou, Fresco, Sassandra, Monogaga, Grand Bereby, el puerto autónomo de San Pedro y Tabou, donde examinó puertos y embarcaderos y examinó la aplicación del embargo con las autoridades y empresas pertinentes y con la ONUCI.	0
El consorcio creará y mantendrá un repositorio en línea para reunir y poner a disposición de los investigadores, analistas y encargados de formular políticas las comunicaciones sin editar de los participantes en el Grupo de Contacto que reflejen sus opiniones sobre las iniciativas internacionales emprendidas desde 2008 para combatir la piratería frente a las costas de Somalia.	0
Podría prever la mejora de las competencias en esferas como la policía, la justicia, la educación, la cultura, los medios de comunicación y la economía, y podría permitir vínculos horizontales entre los municipios mayoritarios serbios de Kosovo.	0
Además, la interacción del Equipo con los Estados Miembros y el Comité cambiaría considerablemente si se convirtiera en árbitro de las decisiones relativas a la inclusión y supresión de nombres de las listas.	0
Muchos Estados también seguirán lidiando con cuestiones como la radicalización, el extremismo violento y el movimiento de terroristas a través de las fronteras.	1
Son accesibles a través del sitio web de la INTERPOL y pueden imprimirse y distribuirse, junto con otra información de las fuerzas del orden, a los puestos fronterizos que no tienen conexión a Internet.	0
Los fondos restantes se utilizarán para apoyar medidas adicionales de mitigación, incluida la capacitación previa al despliegue y el establecimiento de sistemas de vigilancia y alerta, incluidos equipos caninos, en los campamentos de la MINUSMA.	0
La prevención de la movilidad transfronteriza de los terroristas también requiere el uso de tecnología y equipo, como lectores y escáneres, en los puestos de control fronterizos para capturar datos de los viajeros en tiempo real y verificar esos datos con bases de datos nacionales e internacionales sobre alerta y delincuencia.	0
d) Impedir que quienes financian, planifican, facilitan o cometen actos terroristas utilicen sus respectivos territorios con esos fines contra otros Estados o sus ciudadanos;	1
El Equipo también ha mantenido frecuentes conversaciones con el grupo de expertos establecido para apoyar al Comité establecido en virtud de la resolución 1540 (2004) a fin de asegurar que exista una sinergia adecuada entre la labor del Equipo sobre el embargo de armas y la labor de los expertos sobre la no proliferación de las armas de destrucción en masa realizada por los agentes no estatales.	0
s) La prohibición de los castigos colectivos;	1
De ida y vuelta a través de estas fronteras hay una población migrante de jóvenes combatientes -- guerreros regionales -- que ven la guerra principalmente como una oportunidad económica.	1
Hemos hecho un llamamiento al Consejo en varias ocasiones para que actúe a fin de obligar a Israel a poner fin a sus ataques militares, garantizar la protección de la población civil y poner fin a las medidas ilegales y punitivas mediante las cuales está causando deliberadamente una catástrofe humana en la Franja de Gaza.	0
A pesar de la reciente escalada del número y la gravedad de sus ataques, el futuro de los talibanes es incierto.	1
De hecho, ya es hora de que la comunidad internacional, y especialmente el Consejo de Seguridad, adopten medidas eficaces para contrarrestar las políticas y prácticas ilegales y criminales del régimen israelí y poner fin a su terrorismo de Estado contra el pueblo palestino y otros pueblos de la región.	1
3. Recuerda también que el equipo y las instalaciones de los medios de comunicación constituyen objetos civiles y, a este respecto, no serán objeto de ataques ni represalias, a menos que sean objetivos militares;	1
Subraya que ningún intento de desestabilizar el Líbano debe impedir la celebración, sin demora, de elecciones presidenciales libres y limpias de conformidad con las normas constitucionales libanesas, sin injerencias ni influencias extranjeras, y con pleno respeto de las instituciones democráticas.	0
9. A fines de agosto había 3.029 miembros activos del Cuerpo de Protección de Kosovo, incluidas 157 minorías.	1
m) Estudiar la naturaleza cambiante de la amenaza de Al-Qaida y los talibanes y las mejores medidas para hacerle frente, e informar al Comité al respecto, incluso mediante el establecimiento de un diálogo con los estudiosos y los órganos académicos pertinentes, en consulta con el Comité;	0
Turquía ha puesto en marcha el Proyecto de Unidad Nacional para abordar las desigualdades sociales y económicas en la sociedad turca que supuestamente alimentan la disidencia curda y el reclutamiento del Partido de los Trabajadores Kurdos (PKK).	0
También ha habido tres heridos de activistas de los medios de comunicación en noviembre, todos ellos por las fuerzas del régimen.	1
Indohaadde tiene un "representante especial" que maneja las operaciones de las granjas de drogas en su nombre y utiliza a su milicia para proteger sus granjas de drogas.	1
Las operaciones periódicas conjuntas de dominación de la zona y de acordonamiento y registro han dado lugar a la detención de algunos elementos de las milicias y a la incautación de armas y municiones ilegales, así como a la limitación del margen de maniobra operacional de los grupos de milicias.	1
66. En un incidente ocurrido en Abobo, PK 18, seis jóvenes que vivían en el mismo barrio fueron sacados por la fuerza de su casa a las 11.00 horas del 25 de marzo por la policía y miembros enmascarados de unidades especiales o de las llamadas fuerzas paralelas.	1
La Dirección Ejecutiva también proseguirá su diálogo constructivo con los Estados Miembros, mediante reuniones celebradas en la Sede de las Naciones Unidas, visitas, cursos prácticos y videoconferencias con funcionarios de las capitales pertinentes, a fin de informar al Comité de la aplicación por los Estados Miembros de los elementos de las resoluciones pertinentes de lucha contra el terrorismo, incluidas las actualizaciones de las evaluaciones preliminares de la aplicación, las nuevas medidas de lucha contra el terrorismo adoptadas y las actualizaciones de la facilitación de la asistencia técnica.	0
Las fronteras porosas y las estructuras estatales débiles en el sur de Libia han proporcionado un entorno propicio para el aumento de la presencia y las actividades de grupos terroristas en el Sahel.	1
También nos preocupa la elevada tasa de desempleo y la pobreza generalizada en el país.	0
3. Los participantes consideraron que, debido a su gravedad, esos acontecimientos ponían de relieve la necesidad y la urgencia de acelerar los preparativos para el diálogo inclusivo entre los malienses, de manera que se sentaran las bases de una auténtica reconciliación entre los malienses y de una paz, seguridad y estabilidad duraderas en el país.	0
Algunos Estados todavía no han abordado los problemas de derechos humanos (por ejemplo, los períodos excepcionales de detención policial y los límites de acceso a un abogado) en relación con casos de terrorismo.	1
Se han establecido mecanismos regionales y bilaterales de cooperación en materia de aplicación de la ley, como mecanismos de alerta temprana y cooperación en materia de inteligencia.	0
La única cuestión sobre la que los participantes están de acuerdo es que no hubo debate sobre las armas.	0
Además, los menores no siempre están separados de los adultos y algunos presos siguen sometidos a largos períodos de detención preventiva, a veces de hasta 10 años.	1
El Coronel Reis y su adjunto se reencarnaron con el Brigadier General Ruak, quien se disculpó por el tiroteo.	1
En noviembre, la Unidad de Fusión de Información de Todas las Fuentes inició las obras de construcción para establecer una unidad dentro del nuevo campamento de Tombuctú.	0
La FAO también está prestando apoyo técnico y jurídico al Gobierno Federal de Somalia para facilitar la adopción de un sólido marco jurídico para la pesca, incluido el establecimiento de una autoridad pesquera federal somalí, dependiente del Ministerio de Pesca y Recursos Marinos.	0
11. En primer lugar, las armas disponibles en la BAM, durante la primera parte del período del mandato, se vieron afectadas por las actividades de vigilancia de las fuerzas de tareas navales extranjeras que operaban en el Golfo de Adén.	1
Raids, y registro y arresto sin orden judicial	1
Es preciso intensificar la vigilancia y la identificación de las violaciones del embargo de armas y aplicar sanciones selectivas cuando sea necesario, a fin de reducir los posibles efectos devastadores de esa dinámica en el contexto somalí.	0
:: 14 de marzo de 2005, una contramanifestación dirigida por cristianos y suníes exige la retirada de las tropas sirias y la detención del jefe de los servicios de seguridad e inteligencia.	0
La ventaja que aporta el Equipo es la capacidad de trabajar en colaboración con los gobiernos de todo el mundo, así como de llegar a especialistas externos, a fin de elaborar una evaluación integrada de la amenaza planteada por AlQaida y sus asociados y promover un régimen de sanciones selectivo, eficaz y justo.	0
Describió como dramática la brecha entre los progresos realizados en la construcción del Estado palestino y el estancamiento persistente y profundo en la vía política.	0
La policía debe estar, y debe parecer estar, entrenada en un entorno políticamente neutral.	1
Por lo tanto, el conflicto no equivale simplemente a una situación de disturbios internos y tensiones, disturbios o actos de violencia aislados y esporádicos, sino a las exigencias de: a) la existencia de grupos armados organizados que luchan contra las autoridades centrales, b) el control de los rebeldes sobre una parte del territorio y c) los combates prolongados, para que esta situación se considere un conflicto armado interno en virtud del artículo 3 común a los Convenios de Ginebra.	1
El Comité celebrará debates temáticos sobre el fortalecimiento de los esfuerzos para limitar la movilidad de los terroristas con la participación de expertos de todas las organizaciones internacionales técnicas pertinentes antes de la quinta reunión especial.	0
Además, la región militar 3 de Mijek también ha cumplido en gran medida sus obligaciones a este respecto, y sólo se han cometido cuatro violaciones de la libertad de circulación.	0
Decide que [la misión] tendrá el siguiente mandato: Protección y seguridad: a) Protección de los civiles... - Revisar la estrategia amplia para la protección de los civiles y coordinar con la estrategia de las Naciones Unidas para la protección de los civiles en coordinación con el equipo de las Naciones Unidas en el país, tener en cuenta las nuevas realidades sobre el terreno y las necesidades específicas de los grupos vulnerables, e incluir medidas para prevenir la violencia basada en el género de conformidad con la resolución 1960 (2010) y la resolución 1882 (2009). - Colaborar estrechamente con los organismos humanitarios, en particular en relación con las zonas de tensión y el regreso de las personas desplazadas, reunir información sobre posibles amenazas contra la población civil e identificarlas, así como información fidedigna sobre las violaciones del derecho internacional humanitario y de los derechos humanos, señalarlas a la atención de las autoridades de Côte d'Ivoire, según proceda, y adoptar las medidas apropiadas de conformidad con la estrategia de protección de todo el sistema de las Naciones Unidas para armonizarlas con la estrategia de protección de [la misión].	0
El Gobierno del Iraq afirma que cumple las obligaciones que le incumben en virtud de las resoluciones del Consejo de Seguridad de las Naciones Unidas y sigue las políticas de coexistencia pacífica con sus vecinos que favorecen la seguridad y la estabilidad de la región, y espera con interés que el Consejo de Seguridad de las Naciones Unidas reconozca que se han producido importantes acontecimientos positivos en el Iraq, que la situación en el Iraq es fundamentalmente diferente de la que prevalecía en el momento de la aprobación de la resolución 661 (1990) del Consejo de Seguridad de las Naciones Unidas y que ha llegado el momento de que el Iraq recupere su condición jurídica e internacional antes de que el Consejo de Seguridad aprobara esa resolución y de que se le impusieran sanciones en virtud del Capítulo VII de la Carta de las Naciones Unidas.	0
La Comisión ha determinado, además, que los atacantes de las tres categorías han sido identificados por las víctimas y otros testigos como Janjaweed.	1
De lo contrario, sólo los incidentes de menor importancia en materia de seguridad habían afectado directamente al proceso electoral desde el inicio del empadronamiento de votantes el 25 de abril, incluidos incidentes relacionados con largas colas en los centros de empadronamiento, asaltos menores a guardias electorales individuales y robo y destrucción de equipo.	1
Además del espectacular aumento de las corrientes de armas hacia Somalia, ambas partes también están distribuyendo muy activamente armas y municiones a sus milicias, dotando a los milicianos de equipo de combate individual, obteniendo y almacenando alimentos, medicamentos, combustible y otras necesidades para participar en combates sostenidos, organizándose en estructuras de tipo militar, intensificando el reclutamiento y la formación de milicias y elaborando estrategias y planes para derrotar militarmente a la otra parte.	1
Durante el período que se examina, no se han registrado progresos tangibles en la disolución y el desarme de las milicias libanesas y no libanesas, como se pide en el Acuerdo de Taif y en la resolución 1559 (2004).	1
El notable nivel de colaboración entre el Comité y otros Estados Miembros durante el examen indicó que un gran grupo de Estados seguía compartiendo la preocupación del Consejo de Seguridad de que debería haber una respuesta internacional coordinada a la amenaza de Al-Qaida y los talibanes.	0
Sin embargo, estos problemas se solucionaron por lo general tras la intervención de los equipos de vigilancia de los medios de comunicación.	0
Al mismo tiempo, una vez en marcha, estos tribunales carecen de sus propios mecanismos de aplicación y necesitan el compromiso y el apoyo constantes del Consejo.	0
Además, cuando el uso de la violencia armada se convierte en un medio arraigado para resolver agravios y conflictos individuales y colectivos, se erosionan los mecanismos jurídicos y pacíficos de solución de controversias y no se puede mantener el estado de derecho.	1
En este contexto, los miembros del Consejo reafirmaron la necesidad de extraer enseñanzas del enfrentamiento armado que siguió a las elecciones presidenciales de 2010 en el país.	1
Dado que los contrabandistas de combustible obtienen beneficios superiores al 100%, las redes de contrabando tienen un interés especial en prolongar el conflicto.	1
Además, entre el 23 y el 27 de abril, la MONUSCO puso en marcha la operación Easter Shield en la zona de Doruma, tras los informes de dos ataques del LRA en esa zona.	1
En su resolución 2154 (2014), aprobada el 8 de mayo de 2014, el Consejo de Seguridad observó con profundo reconocimiento que el Capitán Mbaye Diagne, de la Misión de Asistencia de las Naciones Unidas a Rwanda y el Senegal, había salvado, desarmado y se enfrentaba a un peligro extremo, cientos, o quizás incluso mil rwandeses, de la muerte ocurrida durante el genocidio de 1994.	0
Observando con preocupación que el terrorismo sigue constituyendo una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos, el desarrollo social y económico de todos los Estados Miembros y socava la estabilidad y la prosperidad mundiales, que esta amenaza se ha vuelto más difusa, con el aumento, en diversas regiones del mundo, de los actos terroristas, incluidos los motivados por la intolerancia o el extremismo, expresando su determinación de combatir esa amenaza, y destacando la necesidad de asegurar que la lucha contra el terrorismo siga siendo una prioridad en el programa internacional,	0
