en_es_DEEP	MatCoop
El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 militares, incluidos 200 observadores y 125 oficiales de estado mayor, hasta 120 policías civiles y el personal civil apropiado. La ONUB, que se desplegará a partir del 1º de junio de 2004 por un período inicial de seis meses, estaría compuesta inicialmente por fuerzas de la Misión Africana en Burundi.	0
75. Sólo uno de los ocho Estados de esta subregión cuenta con legislación adecuada que abarca todos los delitos terroristas pertinentes. Cuatro Estados han introducido legislación que cubre sólo algunos de los delitos terroristas.	1
"El Consejo de Seguridad reitera su llamamiento a los Estados de la región para que profundicen su cooperación con miras a poner fin a las actividades de los grupos armados ilegales y reafirma que todo recurso a la amenaza o al uso de la fuerza contra la integridad territorial de un Estado es contrario a la Carta de las Naciones Unidas.	0
60. Como señalé anteriormente (véase S/2010/85, párr. 176), la reconfiguración de la policía de la UNMIT debe abordarse con cautela, teniendo en cuenta, entre otros factores, la necesidad de una presencia suficiente en todos los distritos y unidades para proporcionar seguimiento, asesoramiento, capacitación, tutoría y apoyo según sea necesario para el desarrollo continuo de capacidades y el desarrollo institucional de la policía nacional.	1
83. Los combatientes del MPCI proporcionaron a la misión información sobre la existencia de otras fosas comunes en las zonas de combate. Se dice que las fosas comunes son cinco, tres de ellas en Man y dos en Danané, a 72 kilómetros de Man.	0
Apoyar a los grupos temáticos de género en entornos posteriores a conflictos, en colaboración con asesores de género de misiones de mantenimiento de la paz, equipos de las Naciones Unidas en los países y otras agencias, fondos y programas.	1
"El Consejo de Seguridad reitera su apoyo al establecimiento de un Grupo Central para mantener la movilización de la comunidad internacional, aumentar las consultas entre las principales partes interesadas para mejorar la coordinación y eficacia de la asistencia a Haití y contribuir a la definición de un estrategia de desarrollo a largo plazo encaminada a promover una paz y una estabilidad duraderas en ese país.	0
El PNUD y sus socios implementadores han hecho arreglos para brindar servicios de reintegración a otros 7.219 excombatientes, una vez desmovilizados.	1
27. El Representante Especial del Secretario General y Jefe de la UNMISS afirmó que antes del estallido del conflicto en diciembre de 2013 se habían logrado muchos progresos en cuestiones de protección de los niños y que el plan de acción de Sudán del Sur había tenido un éxito significativo.	1
183. La información presentada en los informes anteriores examinados por la Comisión se basa principalmente en relatos de testigos recopilados mediante entrevistas a desplazados internos y refugiados.	0
Prevenir y poner fin al reclutamiento de niños soldados en violación del derecho internacional.	1
Al acoger con beneplácito los progresos realizados por los Gobiernos del Iraq y de Kuwait hacia la solución de las cuestiones pendientes entre ambos países y alentar su mayor cooperación, el Consejo de Seguridad insta al Iraq a cumplir rápidamente sus obligaciones pendientes en virtud de las resoluciones pertinentes del Capítulo VII del Consejo de Seguridad relativas a la situación entre Irak y Kuwait.	1
132. Mientras el Comité y la Interpol determinan la mejor manera de avanzar, el Equipo espera que la base de datos de Interpol pueda proporcionar información de identificación adicional sobre las personas que figuran en la Lista Consolidada.	1
El 5 de mayo de 2005, los mismos camiones que transportaban armas y alimentos regresaron a Somalia a través de la ciudad fronteriza de Yeed, en la región de Bakool. El 7 de mayo de 2005, los camiones que contenían las armas llegaron a Hudur, capital de la región de Bakool, y almacenaron temporalmente las armas en la comisaría de policía de Hudur.	1
18. Aunque es la primera vez que el sistema de las Naciones Unidas emprende una labor de planificación de tal amplitud y complejidad, que abarca prácticamente todas las principales esferas de acción en la esfera de la mujer y la paz y la seguridad, el plan de acción para todo el sistema proporciona abundante información sobre las actividades que lleva a cabo el sistema de las Naciones Unidas en favor de la mujer en zonas de conflicto y posteriores a conflictos.	1
Por ejemplo, Croacia y Polonia, con el apoyo de la Oficina de Asuntos de Desarme, llevaron a cabo un examen por pares de su aplicación de la resolución, que consistió en dos rondas de debates y actividades en Varsovia y Zagreb, que fueron observados por expertos del Comité. Ese examen por pares ayudó a identificar prácticas eficaces y facilitó el intercambio de experiencias.	1
Sin embargo, tras muchos años de guerra, y también como resultado de una fuerte presión internacional, el Gobierno y el principal movimiento rebelde del sur, el Movimiento/Ejército de Liberación del Pueblo Sudanés, iniciaron conversaciones de paz en 2002.	1
En todos esos lugares, se informó al Grupo de que no había habido ningún intento de reclutamiento recientemente, pero que si el conflicto volvía a estallar en Côte d'Ivoire, esto podría cambiar.	1
Muchos Estados también invierten en programas sociales para comprender mejor y prevenir la radicalización y el posible reclutamiento para el terrorismo, y todos se han involucrado, hasta cierto punto, en el diálogo contra el terrorismo.	0
6. Sobre la base del examen amplio de todas las listas completado en 2010, de conformidad con el párrafo 25 de la resolución 1822 (2008), desde entonces el Comité ha aplicado numerosos mecanismos para garantizar que la Lista refleje mejor la amenaza que plantea Al-Qaida y garantizar que Cada entrada se revisa periódicamente para determinar si es apropiado continuar en la lista.	1
En ese caso, se plantea el problema de si los participantes en el grupo distintos de aquel que cometió el delito, que no había sido planeado o previsto previamente, también tienen responsabilidad penal por ese delito.	0
Los mecanismos de derechos humanos de las Naciones Unidas han expresado preocupación, por ejemplo, por las medidas adoptadas por algunos Estados para restringir, y en algunos casos criminalizar, las actividades de ciertos grupos religiosos o de sus miembros.	0
Compromete a ambas partes a la liberación inmediata y la reintegración de los niños asociados con las fuerzas armadas.	1
29. Se está ajustando el despliegue de la policía de la MINUSTAH para maximizar los recursos destinados al proceso electoral.	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
Varios testigos han declarado que se utilizaron términos abusivos e insultantes contra los detenidos, a quienes a menudo se les llamaba "esclavos".	0
Estas pueden estar relacionadas con (a) la divulgación y orientación del sector privado; (b) la supervisión de las organizaciones benéficas; (c) las medidas de cumplimiento para garantizar que las organizaciones benéficas cumplan con los requisitos para combatir el lavado de dinero y la financiación del terrorismo; y (d) la participación internacional. E. Empresas y profesiones no financieras	0
Deben realizarse esfuerzos desde el principio para garantizar la coordinación con los órganos de aplicación de la ley y otras autoridades nacionales; desarrollar marcos legales nacionales apropiados; y mejorar la capacidad de los sistemas judicial y policial.	0
El régimen arrestó a aproximadamente 47 personas que se cree que fueron reclutadas por la fuerza para unirse a las fuerzas del régimen.	0
La Comisión está particularmente alarmada por los ataques a aldeas, los asesinatos de civiles, las violaciones, los saqueos y los desplazamientos forzados que han continuado durante el mandato de la Comisión. La Comisión considera que deben adoptarse medidas urgentes para poner fin a estas violaciones.	0
81. El Equipo también está a cargo de un proyecto de grupo de trabajo para producir documentales que ilustren la verdadera naturaleza del terrorismo visto a través de los ojos de sus perpetradores y víctimas.	0
Para seguir informando al Consejo de Seguridad y a los posibles socios bilaterales sobre la amenaza a la seguridad en la región de Vakaga, he desplegado un equipo para que lleve a cabo un examen del entorno de seguridad predominante y una evaluación de las amenazas, y compartiré sus principales conclusiones con el Consejo de Seguridad. Concejo.	1
Planteó preguntas clave para guiar el debate sobre el papel del Consejo a la hora de garantizar la rendición de cuentas, incluidas las siguientes: ¿qué lecciones se pueden aprender y qué buenas prácticas identificadas a partir de los esfuerzos del Consejo para garantizar la responsabilidad penal? ¿Cuáles son los desafíos que enfrentan los diversos mecanismos de investigación? ¿Cómo se puede dar mayor importancia a las reparaciones en el logro de la rendición de cuentas? ¿Qué medidas adicionales podría adoptar el Consejo para garantizar la rendición de cuentas por las violaciones en los conflictos armados?	0
En primer lugar, actuando conjuntamente con el Banco Mundial, celebrará un taller para parlamentarios de Pakistán sobre la importancia de la legislación para combatir la financiación del terrorismo.	1
13. Esta situación complicó los esfuerzos por lograr la paz y la reconciliación.	0
Se capacitó a un total de 179 agentes de policía nacional (59 mujeres) y 93 agentes de policía de la UNMIT (12 mujeres).	0
375. Varios instrumentos internacionales de derechos humanos prohíben el uso de la tortura.	1
En 2009, la Federación de Rusia reforzó las sanciones penales por ayudar o participar en actividades terroristas (incluido el reclutamiento) y presentó un proyecto de ley para fortalecer la responsabilidad penal por delitos relacionados con el terrorismo.	1
Dada la jurisdicción limitada de la Unidad de Delitos Graves y el fracaso del proceso del Tribunal Ad Hoc de Indonesia, es posible que se requieran medidas correctivas adicionales para lograr justicia.	0
Como primer paso, pedí al Sr. van Walsum que estableciera contactos con las partes y los Estados vecinos para conocer sus opiniones sobre el camino a seguir.	1
37. La Misión siguió otorgando alta prioridad a la política de tolerancia cero con respecto a la explotación y los abusos sexuales, incluso mediante la organización de sesiones informativas introductorias y capacitación periódica para todo el personal de las Naciones Unidas sobre la prevención de la explotación y los abusos sexuales.	1
Cuando es posible, los gobiernos colaboran con sus territorios para alentarlos a elaborar leyes nacionales adecuadas contra el terrorismo, pero en muchos casos es necesario mejorar esos marcos.	1
El Gobierno ha cooperado en programas para capacitar a la policía en el derecho de los derechos humanos, pero hay poca evidencia de que haya cumplido con responsabilizarlos de su cumplimiento.	1
19. El 12 de agosto, el programa nacional de justicia Program d'appui à la Justice, apoyado por la Unión Europea, la MINURCAT y el Programa de las Naciones Unidas para el Desarrollo (PNUD), puso en marcha un proceso competitivo para contratar a una o varias organizaciones no gubernamentales para establecer y gestiona tres clínicas de asistencia jurídica en el este de Chad.	1
Ningún Estado puede luchar contra el terrorismo por sí solo, porque el carácter transnacional de la amenaza terrorista requiere cooperación y coordinación con otros Estados.	0
Un cuarto elemento que tiene igual importancia en este contexto, que ha surgido en el contexto de la retirada de las tropas, los activos militares y el aparato de inteligencia sirios, es la necesidad de un acuerdo entre el Líbano y la República Árabe Siria sobre la frontera internacional entre ellos. y su demarcación sobre el terreno.	1
H. Prevenir y responder a la explotación y el abuso sexuales por parte del personal de las Naciones Unidas, el personal relacionado y los asociados de las Naciones Unidas;	1
Si bien el Gobierno y el PCN-M han hecho esfuerzos para abordar el problema del pago del personal inhabilitado del PCN-M, no ha habido ningún compromiso con fondos o programas para la recuperación y reintegración de los niños afectados por el conflicto armado, incluidos muchos liberados informalmente, y ha habido un entusiasmo limitado por la oferta de asistencia de las Naciones Unidas.	0
9. La situación de los defensores de los derechos humanos en todo el país es otro motivo más de grave preocupación. Muchos de ellos son objeto de acoso, detención arbitraria y detención injustificada.	0
Se informó que sistemáticamente se infligía sufrimiento físico y mental a los detenidos como castigo por su sospecha de afiliación o apoyo a los rebeldes, y con el fin de obtener información o confesiones.	0
La interdicción del movimiento transfronterizo ilegal es vital para la lucha contra el terrorismo, el tráfico de drogas y el contrabando comercial.	0
a) Colaborar más activamente con las organizaciones internacionales y regionales que participan en la región (incluidas la Organización del Tratado de Seguridad Colectiva (OTSC), la Organización para la Seguridad y la Cooperación en Europa (OSCE), la Estructura Antiterrorista Regional de la Organización de Cooperación de Shanghai y la OSCE. Escuela de Personal de Gestión Fronteriza en Dushanbe (Tayikistán) a fin de centrarse en actividades orientadas a superar las deficiencias y mejorar la aplicación de la resolución 1373 (2001);	1
621. Si una comisión de la verdad y la reconciliación sería apropiada para el Sudán y en qué etapa debería establecerse es una cuestión que sólo el pueblo sudanés debería decidir mediante un proceso verdaderamente participativo.	1
o El 16 de noviembre de 2014, las fuerzas del régimen lanzaron granadas de mortero contra la mezquita Madera, en Damasco Rural, hiriendo a cuatro civiles y dañando gravemente la mezquita.	0
En sus declaraciones públicas, el Coronel Al-Qadhafi y miembros de su familia han seguido amenazando a los ciudadanos con una guerra civil y la posibilidad de matanzas en masa si continúan las protestas.	0
58. Las FN proporcionan combatientes diariamente para asegurar la zona alrededor de los yacimientos de diamantes.	1
22. El Consejo está decidido a aumentar la presión sobre los grupos armados extranjeros presentes en la parte oriental de la República Democrática del Congo, en paralelo con las iniciativas que se están adoptando en el marco del proceso tripartito.	1
Ningún Estado implementa medidas adecuadas para proteger a las organizaciones sin fines de lucro del financiamiento del terrorismo.	0
36. En 2012, el 53% de los secuestros registrados en todo el mundo se produjeron en África y la región de Asia y el Pacífico, lo que supone un aumento respecto del 18% en 2004. En 2012, el 19% de los secuestros registrados en todo el mundo se produjeron en el Oriente Medio, lo que supone un aumento respecto del 4% en 2008.	0
85. A menos que se aborden las diferencias dentro de las instituciones federales de transición, el actual estancamiento político podría convertirse en divisiones más profundas y socavar las mismas instituciones que el pueblo de Somalia desea tan ardientemente y que la comunidad internacional y las Naciones Unidas están dispuestas a apoyar.	0
4. A fin de fortalecer aún más la vigilancia de la aplicación de las resoluciones 1373 (2001) y 1624 (2005) por los Estados Miembros, la Dirección Ejecutiva seguirá haciendo un balance de sus esfuerzos en ese sentido, utilizando los instrumentos de evaluación revisados ​​del Comité (la reseña general de la evaluación de la aplicación y la encuesta detallada sobre la aplicación); para determinar los desafíos y las necesidades de todos los Estados Miembros y regiones; y para facilitar la prestación de asistencia técnica específica a ese respecto.	1
Las circunstancias de los asesinatos siguen sin estar claras.	0
5. Reafirma también su condena en los términos más enérgicos de todos los actos de violencia o abusos cometidos contra civiles en situaciones de conflicto armado en violación de las obligaciones internacionales aplicables con respecto, en particular, a (i) la tortura y otros tratos prohibidos, (ii) las violaciones de género. violencia basada en la violencia sexual, (iii) violencia contra los niños, (iv) el reclutamiento y uso de niños soldados, (v) la trata de personas, (vi) el desplazamiento forzado y (vii) la denegación intencional de asistencia humanitaria, y exige que todas las partes pongan fin a tales prácticas;	0
o El 23 de noviembre de 2014, aviones de guerra del régimen lanzaron dos misiles contra la mezquita Harwiel, en el barrio de Aradi en Deir ez-Zor, dañando la mezquita y las casas cercanas.	0
En los informes se han ofrecido diversas explicaciones para esta distinción, entre ellas que las Fuerzas de Defensa Popular del Gobierno, en gran parte reclutadas entre las tribus árabes, están incluidas en el término Janjaweed tal como se utiliza comúnmente en el contexto de este conflicto.	0
En conjunto, esos desafíos ejercen presión política sobre los gobiernos y tienen un impacto directo y peligroso en la paz, la seguridad y la estabilidad en los países afectados.	0
Del 14 al 18 de octubre, la UNOWA y la UNOCA participaron en un taller organizado por la Cuenca del Lago Chad en Yaundé para desarrollar una estrategia regional contra el terrorismo, así como para celebrar debates sobre el equipo de tareas conjunto multinacional.	1
Acogiendo con beneplácito y apoyando las medidas adoptadas para concertar tratados sobre zonas libres de armas nucleares y reafirmando la convicción de que el establecimiento de zonas libres de armas nucleares internacionalmente reconocidas sobre la base de acuerdos concertados libremente entre los Estados de la región interesada y de conformidad con las directrices de la Comisión de Desarme de las Naciones Unidas de 1999, mejora la paz y la seguridad mundiales y regionales, fortalece el régimen de no proliferación nuclear y contribuye a la realización de los objetivos del desarme nuclear,	0
Estos casos también fueron objeto de investigaciones por parte del Grupo Conjunto de Investigación, que está compuesto por las dos partes, la UNOMIG y la fuerza de mantenimiento de la paz de la CEI, y tiene la tarea de determinar si los incidentes violentos constituyen violaciones del acuerdo de Moscú de 1994.	1
Este caso ilustra no sólo la ocurrencia de asesinatos en masa de civiles, sino también de confinamientos injustos acompañados de ejecuciones sumarias, violaciones y otros abusos.	0
En este sentido, el Gobierno de Transición debe demostrar su compromiso de trabajar estrechamente con sus socios internacionales para establecer un mecanismo que garantice una gestión sólida, transparente y responsable de las finanzas públicas y aborde eficazmente la corrupción.	1
Este conflicto es también una guerra de información (manipulación y desinformación).	0
372. Un detenido presentaba algunas cicatrices en la espalda y el brazo, producto de los golpes.	0
Muchas víctimas de ataques en la misma zona, que identificaron a sus atacantes como Janjaweed, describieron a la Comisión que los atacantes vestían los mismos uniformes, utilizaron el mismo despliegue durante el ataque y utilizaron las mismas armas que las empleadas por las fuerzas locales de las PDF.	0
94. El Comité y la Interpol apenas han comenzado el proceso de creación y publicación de avisos para cada una de las personas pertinentes incluidas en las listas de las Naciones Unidas.	1
La comunidad internacional debe asumir la responsabilidad de proteger a los civiles de Darfur y poner fin a la impunidad rampante que actualmente prevalece allí.	0
Ya ha sentado precedentes importantes al solicitar el establecimiento de mecanismos de determinación de hechos para investigar presuntas violaciones, ofrecer reparaciones a las víctimas y promover la responsabilidad penal individual.	1
"El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable cometidas contra mujeres y niñas en situaciones de conflicto armado y posteriores a un conflicto, incluidas la violación, otras formas de violencia sexual y de género y los asesinatos y mutilaciones que contravienen las normas internacionales. ley.	0
La información que tenemos indica que el enviado especial ya está explorando nuevos arreglos que darían cabida y apaciguarían el incumplimiento por parte de Etiopía de los términos del Acuerdo de Argel y su rechazo de la decisión de la Comisión de Límites.	0
343. La Comisión entrevistó a varios testigos presenciales que confirmaron que, tras los ataques conjuntos de soldados gubernamentales y Janjaweed en la zona, hasta 30.000 personas fueron confinadas en Kailek, Darfur Meridional, durante unos 50 días.	0
105. El Gobierno tiene el mandato de diseñar y ejecutar la política general del país.	1
Al-Qaida y sus afiliados utilizan tanto componentes militares cuando pueden asegurarlos como componentes civiles para construir artefactos explosivos improvisados.	0
Consciente de la exigencia del pueblo libanés de que se identifique y se haga rendir cuentas a todos los responsables del atentado terrorista que mató al ex Primer Ministro libanés Rafiq Hariri y a otras personas,	0
Dos Estados no han cumplido el plazo de la OACI para introducir documentos de viaje legibles por máquina.	1
En algunos casos en los que el Comité encontró que la información disponible no era suficiente para tomar una decisión sobre si una inclusión en la lista seguía siendo apropiada, pidió al Equipo que buscara más información. Esto era especialmente cierto en los casos en los que se creía que una persona estaba muerta pero para la cual no existía un certificado de defunción o documentación oficial equivalente.	0
Algunos Estados han comenzado a reconocer esto desarrollando estrategias nacionales integrales de lucha contra el terrorismo que van más allá de la aplicación tradicional de la ley e involucran a múltiples actores sociales.	1
Empresa criminal conjunta para la comisión de crímenes internacionales	0
El Consejo considera que la mejora de las actividades relativas al Estado de derecho es crucial en las estrategias de consolidación de la paz en las sociedades que salen de un conflicto y destaca el papel de la Comisión de Consolidación de la Paz a este respecto.	0
Con ese fin, la Oficina de Información y Administración utilizará el sistema seguro de seguimiento y distribución de documentos en línea recientemente establecido en el sitio web del Comité para distribuir materiales de la Dirección Ejecutiva a los miembros del Comité y a la Secretaría.	1
13. En cuanto a la recomendación del Equipo de Vigilancia sobre el pago de rescates a las entidades incluidas en la lista (párr. 60), el Comité desearía referirse al párrafo 5 de la resolución 1904 (2009), en el que el Consejo confirmó que se cumplieron los requisitos establecidos en el párrafo 1 a) de la misma resolución se aplicarán también al pago de rescates a personas, grupos, empresas o entidades de la Lista Consolidada.	1
En cambio, los Estados deberían establecer un marco jurídico claro, completo y coherente que especifique los actos terroristas como delitos penales graves, penalice dichos actos según su gravedad, establezca jurisdicción y ayude a los tribunales a llevar a los terroristas ante la justicia.	1
En este contexto, el Consejo de Seguridad acoge con satisfacción la decisión de la Cumbre de la Unión Africana celebrada en Sirte el 3 de julio de aumentar la fuerza de la AMISOM a los niveles de tropas establecidos por su mandato y su llamamiento a los Estados miembros de la UA para que proporcionen el personal militar y policial necesario.	0
"1. La ayuda fue suministrada a petición del Gobierno legítimo electo, que ha recibido el respaldo internacional; "2. Su objetivo era mejorar las capacidades de la fuerza policial y reforzar la seguridad para que el Presidente pueda trasladarse a Mogadishu, la capital, para desempeñar sus funciones oficiales. Esto no puede suceder a menos que las bandas armadas sean desarmadas en favor del Gobierno legítimo; "3. La tarea de desarmar a esas bandas y consolidar el control de la autoridad legítima es una condición sine qua non para combatir los focos terroristas en Somalia. Es compatible con las políticas adoptadas por los Estados de todo el mundo en la lucha contra el terrorismo y garantizará que no surja ningún nuevo talibán en Somalia.	1
1. Expresa su determinación de adoptar medidas apropiadas para seguir desarrollando la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, de conformidad con el Capítulo VIII de la Carta de las Naciones Unidas, e invita a las organizaciones regionales y subregionales que tienen un capacidad de prevención de conflictos o mantenimiento de la paz para colocar dichas capacidades en el marco del Sistema de Acuerdos de Reserva de las Naciones Unidas;	1
También sorprende que ningún elemento perteneciente a las llamadas fuerzas paralelas haya podido ser arrestado y procesado por estos crímenes.	1
A este respecto, el Reino de Marruecos ha cumplido plenamente y a tiempo todas sus obligaciones, en particular liberando a los detenidos, incluidos soldados argelinos, y proporcionando todas las aclaraciones sobre las presuntas desapariciones solicitadas por el Comité Internacional de la Cruz Roja.	1
Los Estados visitados cuentan con medidas y políticas operacionales para la represión del reclutamiento de terroristas.	1
En otras palabras, la lucha contra el terrorismo debe ser un esfuerzo conjunto con un enfoque holístico y una dedicación a largo plazo.	1
Desde el punto de vista del derecho penal internacional, estas violaciones del derecho internacional humanitario constituyen sin duda crímenes de guerra a gran escala.	0
Se impartió formación a agentes de las fuerzas de seguridad nacionales (50 en Adré y 42 en Abéché).	1
42. El Instituto Interregional de las Naciones Unidas para Investigaciones sobre la Delincuencia y la Justicia, a solicitud del Grupo de Trabajo 2 del Grupo de Contacto sobre la Piratería frente a las costas de Somalia y con el apoyo del Gobierno de Italia, organizó dos reuniones oficiosas de grupos de trabajo de expertos en 2013 para redactar un conjunto de directrices, normas y mejores prácticas con respecto al uso de personal de seguridad armado contratado de forma privada a bordo de buques mercantes, para uso de empresas del sector privado y gobiernos interesados.	0
En todo Kosovo, la responsabilidad de sus operaciones ha sido transferida al KPS, con la policía internacional en una función de vigilancia.	1
El Equipo también siguió desempeñando un papel activo en el desarrollo de medidas para contrarrestar la financiación del terrorismo mediante su participación en reuniones plenarias del GAFI y reuniones de órganos regionales similares al GAFI.	1
"El Consejo de Seguridad insta a los Estados y las organizaciones internacionales, así como al sector privado, a compartir pruebas, información e inteligencia, según proceda, con fines de aplicación de la ley contra la piratería, incluso para garantizar el enjuiciamiento efectivo de los piratas sospechosos y el encarcelamiento de los piratas condenados. y alienta las iniciativas existentes y futuras a este respecto.	0
4. Si bien tanto el Acuerdo General de Paz como el Acuerdo de Supervisión de la Gestión de Armas y Ejércitos contenían disposiciones para disolver las milicias vinculadas al ejército maoísta, ninguno de ellos presentaba planes detallados a este respecto.	1
Se habían esforzado por aislar a los civiles del conflicto. Los objetivos del MPCI eran restaurar la dignidad del pueblo de Costa de Marfil.	1
1. Decide que todos los Estados adoptarán las siguientes medidas con respecto a las personas y entidades designadas antes de esta fecha como talibanes, y otras personas, grupos, empresas y entidades asociadas con ellos, según se especifica en la sección A ("Personas asociadas con los talibanes") y la sección B ("Entidades y otros grupos y empresas asociados con los talibanes") de la Lista consolidada del Comité establecido en virtud de las resoluciones 1267 (1999) y 1333 (2000) en la fecha de aprobación de la presente resolución, así como otras personas, grupos, empresas y entidades asociadas con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán, según se designa por el Comité establecido en el párrafo 30 (en adelante denominada "la Lista"):	0
El establecimiento de la Célula Conjunta de Análisis de la Misión ha permitido a la MINUSTAH aumentar considerablemente su capacidad para analizar e intercambiar información en toda la Misión. Sin embargo, la MINUSTAH siguió careciendo de acceso a inteligencia táctica fiable.	1
Internet ha demostrado ser una valiosa herramienta terrorista debido a los considerables desafíos técnicos y legales que implica monitorear y regular su contenido.	1
2. Como Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición Mundial Antiterrorista, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo presente el peligro de La convergencia del terrorismo con otras amenazas a la paz y la seguridad internacionales, como la proliferación de armas de destrucción masiva, la delincuencia organizada transnacional y el terrorismo cibernético, exige una cooperación mundial aún más fuerte para la supresión de este flagelo de los últimos días.	0
En primer lugar, la implementación efectiva del régimen de sanciones está directamente relacionada con la calidad de la información disponible sobre sus objetivos.	1
c) Impedir el suministro, la venta o la transferencia directa o indirecta a estas personas, grupos, empresas y entidades desde sus territorios o por sus nacionales fuera de sus territorios, o utilizando buques o aeronaves de su pabellón, de armas y material conexo de todo tipo. incluyendo armas y municiones, vehículos y equipos militares, equipos paramilitares y repuestos para los mismos, y asesoramiento, asistencia o entrenamiento técnico relacionado con actividades militares;	1
El Consejo acogió con satisfacción el acuerdo de alto el fuego del 8 de abril, expresó su apoyo pleno y activo a los esfuerzos de la Unión Africana para establecer la comisión de alto el fuego y unidades de protección, y pidió a las partes sudanesas que facilitaran el despliegue inmediato de observadores en Darfur.	0
Para orientar los nuevos compromisos de los donantes este año, la UNMIK preparó Kosovo: Reconstrucción 2000, un programa público de reconstrucción e inversión que orientó a los donantes hacia las prioridades del JIAS.	1
Llevar a cabo y apoyar intercambios periódicos de información entre el Comité y el Comité del Consejo de Seguridad sobre las sanciones contra los talibanes, Al Qaeda y las personas y organizaciones asociadas con ellos, establecido en virtud de las resoluciones del Consejo de Seguridad 1267 (1999), 1333 (2000) y 1390. (2002), es de importancia oportuna.	1
b) Continuar trabajando en estrecha coordinación y cooperación con INTERPOL, Estados y organizaciones donantes para facilitar asistencia técnica destinada a desarrollar las capacidades de los organismos encargados de hacer cumplir la ley y en la entrega de equipos e instalaciones a los Estados necesitados;	1
