id	es	Relevant
2005/s/2005/572/155:5	Ibrahim Mohamed K. had reportedly been trained in Al-Qaida camps until November 2001 and had remained in Afghanistan for more than a year fighting United States troops, at which time he maintained contacts with high-ranking Al-Qaida members, who persuaded him to return to Europe, where his German travel document gave him considerable freedom of movement, to recruit suicide bombers.	1
2014/s/2014/740/51:6	Puntland prison personnel and security forces bravely fought the attackers and managed to prevent the seizure of power in the prison and the escape of Al-Shabaab officers, including an improvised explosive device expert and a suicide bombing coordinator, imprisoned pirates and others.	1
2014/s/2014/945/25:3	There were also clashes between armed groups affiliated with the Government of Mali and armed groups represented in the Algiers talks, despite the commitment of the various parties to respect a cease-fire; on 9 October, French and Nigerian forces intercepted and destroyed a convoy carrying weapons, mortars and anti-aircraft weapons, moving north of the Niger towards Mali; allegedly, the weapon was sent to Ansar Dine; on 12 October, Mauritanian security forces arrested four persons suspected of establishing contact with jihadists and recruiting for the Islamic State of Iraq and the Levant (EIIL) in the mining city of ZouÃ©rat, in the north of the country.	1
2005/s/2005/68/22:3	Its findings have serious implications for the accountability of Government officials and the Council should carefully review its recommendations in determining what steps will be taken to put a definitive end to abuse and impunity in Darfur.	1
2005/s/2005/662/439:5	In addition, violations of the cordoning of the crime scene were known to have occurred on several occasions.	1
2004/s/prst/2004/21/6:1	âThe Security Council calls upon the Government of National Unity and Transition to begin immediately working with the International Transition Support Committee and MONUC to establish mechanisms for closer coordination, in order to accelerate security sector reform, the adoption of essential laws and the preparation of elections.	1
2014/s/2014/914/38:3	The main aspects of the statement of the ChargÃ© d'affaires, as well as the exchange of views among the members of the Working Group, are reflected in the summary contained in the relevant conclusions (S/AC.51/2014/2).	1
2008/s/2008/259/16:1	In the second phase of the registration process that took place between June 2007 and December 2007, United Nations teams verified the age and date of recruitment of all staff in the cantonments.	1
2011/s/2011/463/467:1	The extradition of terrorists also continues to pose many obstacles and is not presented as easy or simple.	1
2010/s/prst/2010/25/402:1	(b) In cooperation with the Office of the High Commissioner for Human Rights, to monitor and report on the human rights situation, including the situation of returning refugees and displaced persons.	1
2011/s/2011/525/72:2	The Secretary-General noted that climate change was real and that it was accelerating dangerously.	1
2010/s/prst/2010/2/14:1	- Recognizes the importance of ensuring that the peacebuilding tasks prescribed in the mandate are carried out at the earliest possible stage of a peacekeeping operation, in coordination with the United Nations country team and with due respect for the security issues and priorities of the Government of the country, taking into account existing programmes and policies implemented prior to the start of the operation.	1
2008/s/2008/379/48:7	Nine States have taken some measures to detect and prevent the smuggling of weapons and explosives, but it is not clear to what extent such measures are being effectively implemented.	1
2005/s/2005/661/12:1	Determining that the situation in CÃ´te d'Ivoire continues to constitute a threat to international peace and security in the region,	1
2008/s/2008/259/13:5	It also obliges both parties to the immediate release and reintegration of children associated with the armed forces.	0
2005/s/2005/636/253:1	Support to women's organizations in communities where peacekeepers are deployed to raise awareness of HIV/AIDS and strengthen community prevention strategies.	1
2005/s/2005/662/271:1	(b) There was no coordination between all the security bodies present at the crime scene;	1
2008/s/2008/324/136:3	The closer the collaboration between banks and their financial intelligence units, the police and other officials fighting terrorism, the more all sectors will benefit.	1
2006/s/2006/822/201:6	Other F-FDTL soldiers were sent to the former Peace-keeping Force building with orders to be ready.	1
2005/s/2005/648/7:1	On 25 July, I informed the Security Council of my decision to appoint Peter van Walsum (Netherlands) as my Personal Envoy for Western Sahara to assist me in assessing the situation and exploring with the parties and neighbouring States and other stakeholders the best way out of the political impasse in which we find ourselves.	1
2014/s/res/2160__2014_/60:1	22. Requests the Secretariat to publish on the Committee's website all relevant information that may be made public, including the summary of reasons for listing, immediately after adding a name to the list, and requests the Secretary-General to make entries on the List and summaries of reasons for listing available in all official languages of the United Nations in a timely and accurate manner, and notes the unique circumstances of that request, which aims at harmonizing the Committee's translation procedures for the issuance of lists and summaries with the procedures of other United Nations Security Council sanctions committees;	1
2014/s/2014/920/8:1	1. The present report of the Security Council Committee established pursuant to resolution 1718 (2006) covers the period from 1 January to 31 December 2014.	1
2005/s/2005/60/834:2	Such persons may, depending on the circumstances, be responsible, in accordance with the doctrine of unlawful association to commit during attacks war crimes of killing civilians, destruction of civilian objects, illegal detention of civilians and looting.	1
2007/s/prst/2007/41/6:1	""" The Security Council underlines that an inclusive political settlement and the successful deployment of the African Union-United Nations Hybrid Operation in Darfur (UNAMID) are essential for the restoration of peace and stability in Darfur."	1
2005/s/2005/66/30:1	In May 2004, all aspects of police training were grouped into a separate programme and agreement has been reached on the establishment of a training system throughout Bosnia and Herzegovina.	1
2012/s/res/2082__2012_/11:1	Recognizing that, despite developments in the situation in Afghanistan and progress in reconciliation, the situation in Afghanistan continues to constitute a threat to international peace and security, and reaffirming the need to combat that threat by all means, in accordance with the Charter of the United Nations and international law, including applicable human rights, refugee and humanitarian law, and stressing in this regard the important role of the United Nations in those efforts,	1
2005/s/2005/657/27:1	The situation in the Kodori Valley remained the same. On 22 September, UNOMIG and the CIS peacekeeping forces conducted a joint patrol in the Abkhaz-controlled lower Kodori Valley and reported that calm prevailed.	0
2012/s/2012/373/568:1	The first case referred by the Security Council under the Rome Statute (resolution 1593 (2005)), which resulted in the issuance of arrest warrants for two suspects, was the result of the recommendation for referral by the International Commission of Inquiry for Darfur to the Security Council.	1
2008/s/2008/80/48:1	(d) A promotional visit by the Chairman of the Counter-Terrorism Committee or the Executive Director (or both), possibly accompanied by one or more members of the Committee, aimed at raising general awareness of the terrorist threat and drawing great political attention, from the Government or Parliament concerned, to the importance of the implementation of resolution 1373 (2001) (e.g. through the adoption of counter-terrorism legislation);	1
2005/s/2005/60/384:4	Since some tribes had not been allocated traditional lands and conflict over natural resources intensified, a systematic attempt was being made to expel tribes considered to be opposed to the Government of Salvation from their lands.	1
2014/s/2014/957/48:4	With that strategy, the United Nations system was implementing successful joint programming initiatives, although there was a need to strengthen linkages between the different programmes and the Government's efforts to stabilize the country.	1
2009/s/prst/2009/1/138:1	- Condemn and call for the immediate cessation of incitement to violence against civilians in situations of armed conflict.	1
2009/s/2009/289/26:3	In order to respond to that request by the Security Council, the Committee expects the Executive Directorate to submit for consideration by the end of November 2009 a first update of the study on the global implementation of resolution 1373 (2001).	1
2014/s/2014/276/120:3	Although the number of political and prison camps has decreased as a result of the deaths and release of some prisoners, it is estimated that between 80,000 and 120,000 political prisoners are currently being held in four large camps.	0
2004/s/prst/2004/33/7:1	In order to ensure lasting peace in the aftermath of conflict, it is essential to devote sufficient and flexible means to peace support and crisis management activities in the transitional stages, such as the protection of civilians, including United Nations and humanitarian personnel, the disarmament, demobilization and reintegration of ex-combatants, and the establishment of transitional public and judicial institutions, as well as the promotion and protection of human rights and the integration of a gender perspective and ending impunity.	1
2012/s/res/2083__2012_/124:1	(r) To collect and evaluate information, follow-up, report and make recommendations with regard to the implementation of the measures, including the implementation of the measure referred to in paragraph 1 (a) of the present resolution with regard to the prevention of the criminal use of the Internet by Al-Qaida and other individuals, groups, undertakings and entities associated with it; to conduct case studies, as appropriate; and to examine in depth any other relevant issues identified to it by the Committee;	1
2013/s/prst/2013/15/4:1	âThe Security Council reiterates its firm commitment to the sovereignty, independence, unity and territorial integrity of Syria and all other States affected by the Syrian conflict, and to the purposes and principles of the Charter of the United Nations.	0
2013/s/prst/2013/2/15:3	âThe Security Council calls upon parties to armed conflict to comply with their obligations under international humanitarian law to respect and protect humanitarian personnel and relief consignments, and to take all necessary measures to facilitate the safe, prompt and unhindered transit of relief consignments, equipment and personnel.	0
2005/s/2005/657/6:1	Under the leadership of my Special Representative, UNOMIG continued its efforts to promote stability in the zone of conflict and to advance dialogue between the Georgian and Abkhaz sides on political and security issues, the return of refugees and internally displaced persons and economic cooperation, which were supported by the high-level meeting of the Group of Friends held in Geneva under the chairmanship of the United Nations (see S/2003/412, para. 3).	1
2012/s/2012/359/47:4	It called on the Somali leaders to redouble their efforts to implement the road map and to meet the planned deadline for the transition, which was August 2012.	1
2006/s/prst/2006/48/3:1	âThe Security Council notes with appreciation the sixth report of the Secretary-General on children and armed conflict, as well as the progress made in the implementation of resolution 1602 (2005), in particular in the following five areas:	1
2014/s/2014/929/103:1	On 5 November, the Council held consultations on the Syrian Arab Republic and heard a briefing from Beirut by the Special Adviser of the Secretary-General, Sigrid Kaag, on the implementation of resolution 2118 (2013) and the elimination of the chemical weapons programme of the Syrian Arab Republic.	1
2014/s/2014/957/44:1	Government interlocutors and members of Parliament reaffirmed the commitment to promote and protect human rights and to establish the National Human Rights Commission, in close cooperation with MONUSCO.	1
2005/s/2005/60/457:1	To ensure that attacks targeting both civilian and combatant sites or areas do not unlawfully endanger the lives of civilians, international law imposes two fundamental obligations, applicable in internal and international armed conflicts.	1
2009/s/res/1894_2009_/50:1	(b) To call upon parties to armed conflict to comply with their obligations under international humanitarian law to respect and protect humanitarian personnel and items used in relief operations;	1
2003/s/2003/90/233:5	Secondly, even when peace is being sought in the midst of conflict, it is necessary to respect fundamental human rights and humanitarian law.	1
2000/s/2000/1190/19:1	On 20 July, the Council held an open debate (4174th meeting) to consider its role in the prevention of armed conflict.	1
2009/s/2009/193/134:1	Several participants referred to the dynamics among Council members, in particular the influence of elected members on the work and decisions of the Council.	1
2014/s/prst/2014/3/1036:1	Stressing the need for alleged perpetrators of crimes against children in situations of armed conflict to be brought to justice through national justice systems and, where appropriate, international justice mechanisms and mixed criminal courts and tribunals to end impunity.	1
2006/s/2006/822/452:1	233. The Committee recommends that prosecutors be provided with specially assigned police and investigation personnel, with adequate administrative, translation and investigative personnel and with the necessary logistical support.	1
2014/s/2014/9/143:1	Coordination among United Nations entities in the provision of counter-terrorism assistance is essential to avoid duplication of effort, increase effectiveness in the delivery of assistance and ensure a more rational allocation of resources.	1
2014/s/2014/929/18:2	Council members encouraged the Burundian authorities to continue their efforts to create the conditions for inclusive elections through constructive dialogue, open political space, an end to politically motivated violence and the fight against impunity, in accordance with resolution 2137 (2014).	1
2005/s/2005/661/39:1	24. Urges the International Working Group, which will receive regular reports from the Mediation Group, and the sanctions committee established pursuant to resolution 1572 (2004) of 15 November 2004, to conduct a strict assessment, monitoring and monitoring of progress on the issues referred to in paragraphs 14 to 18 above;	1
2003/s/2003/90/170:4	All these acts of incitement to hatred and war create tensions in the Ivorian community.	1
2012/s/prst/2012/26/13:1	âThe Security Council reaffirms, in this regard, the urgent need for greater and more inclusive cooperation and coordination among and among the States of the Sahel and the Maghreb, in collaboration with relevant United Nations entities and regional and international partners, in order to combat the activities of AQMI and to prevent further progress by AQMI elements and affiliated groups in the Sahel and Maghreb regions and elsewhere, as well as to address the proliferation of all types of weapons and transnational organized crime, including illicit activities such as drug trafficking.	1
2005/s/2005/60/303:1	The adoption of the Statute of the International Criminal Court, followed by the Statute of the Special Court for Sierra Leone, can be considered the culmination of a legislative process that in a matter of a few years led to the crystallization of a set of customary rules applicable to internal armed conflicts and the criminalization of serious breaches of those rules, in the sense that serious violations of those rules may give rise to individual criminal responsibility.	1
2014/s/2014/740/49:4	The prison has been built to provide safe and humane conditions of detention in line with international human rights standards.	1
2006/s/2006/822/297:6	Special attention is paid to the security sector and the actions of the Government, the President and UNOTIL are also reviewed.	1
2011/s/2011/245/113:1	There are unsubstantiated indications that money carriers carry money from one country to another from ransom payments and drug trafficking.	1
2010/s/2010/522/87:1	In conclusion, I wish to thank my Special Representative, Ameerah Haq, for his leadership, and all the staff of UNMIT and the United Nations country team for their efforts to support the people of Timor-Leste in advancing the cause of peace, stability and development.	0
2014/s/2014/276/180:2	In the longer term, and as soon as conditions are considered favourable, such foundations and enterprises should join forces with the Governments concerned to coordinate efforts to adopt a coherent plan for the development of the country, create livelihoods for the population and improve the human rights situation.	1
2010/s/prst/2010/25/840:1	(a) The special needs of women and girls during repatriation and resettlement processes, as well as in post-conflict rehabilitation, reintegration and reconstruction activities;	1
2007/s/2007/677/149:4	The growing convergence between terrorist financing methods, especially at the local level, and other criminal activities makes it even more difficult to distinguish between the former and the latter.	1
2011/s/2011/463/119:4	Four States have enacted appropriate legal measures to criminalize the provision of shelter, while four have done so in part and two have not provided information in this regard.	0
2005/s/2005/603/87:2	The proposed budget for MONUC for the full 12-month period from 1 July to 30 June 2006, including the requirements for support to the elections and additional civilian police authorized by the Council in its resolution 1621 (2005), is currently being prepared and will be submitted to the General Assembly for its consideration and decision.	1
2007/s/prst/2007/10/2:1	At the 5659th meeting of the Security Council, held on 12 April 2007, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	1
2013/s/res/2129__2013_/45:1	10. Instructs the Counter-Terrorism Committee Executive Directorate to facilitate the availability of information contained in national counter-terrorism studies and assessments, when agreed by interested Member States, and further instructs the Executive Directorate to facilitate the availability of information on regional counter-terrorism capacity, when approved by the Committee, as appropriate;	1
2014/s/2014/233/25:1	The Committee will continue to organize special meetings and events on issues of concern and common interest to Member States, with a view to maximizing the impact of the resolutions and maintaining the commitment of the international community to combating terrorism.	1
2014/s/2014/93/11:1	Demanding that the parties to the conflict exercise restraint and cease all military actions, including aerial bombardments,	1
2005/s/2005/636/649:1	Implementation of its gender balance policy through a monitoring system to achieve the goal of parity.	1
2014/s/2014/943/35:3	The practice may be considered as enforced disappearances and therefore as a breach of the obligations of armed groups under customary international humanitarian law.	1
2005/s/2005/690/14:3	Eritrea has been organizing, training and sending all kinds of gangsters and terrorist elements to Ethiopia to create confusion in our country and provoke political instability.	1
2008/s/2008/250/75:3	Once the planned elections take place, consultations with the elected Government will be essential to determine the nature and level of support that the Ivorian authorities will need from UNOCI for the legislative and local elections before the start of the drawdown of the Operation.	1
2005/s/2005/604/77:2	Meanwhile, resources are being mobilized with the support of UNOCI, UNICEF and the World Food Programme to rehabilitate and reintegrate 511 child soldiers, including 204 girls, released and handed over to UNICEF by Forces nouvelles leaders.	1
2004/s/2004/384/139:1	In view of the repeated violations of human rights in CÃ´te d'Ivoire in recent years, the international community should also consider the need to establish an independent human rights mechanism of the United Nations Commission on Human Rights (a country-specific special rapporteur or an independent expert), which would be responsible for reporting, including to the General Assembly, on progress made in the effective implementation of international human rights standards and their implementation at the national level, as well as on ending impunity and ensuring the rule of law in CÃ´te d'Ivoire.	1
2005/s/2005/662/205:4	According to his statement, he was in his office when he was alerted about the explosion.	1
2008/s/2008/805/32:1	The Government of Iraq fulfils its obligations under United Nations Security Council resolutions and pursues a policy of peaceful coexistence with its neighbours leading to the security and stability of the region. The Government of Iraq hopes that the United Nations Security Council will recognize that there has been a significant positive development in the country; that the situation in Iraq is fundamentally different from that prevailing when the United Nations Security Council adopted resolution 661 (1990); and that the time has come for Iraq to regain its legal status and international position prior to the adoption of that resolution by the Security Council and the imposition of consequent sanctions under Chapter VII of the Charter of the United Nations.	1
2013/s/2013/327/21:1	(v) To encourage all States, pursuant to paragraph 8 of resolution 1977 (2011), to prepare, on a voluntary basis, national implementation action plans, with the assistance of the Committee established pursuant to resolution 1540 (2004), as appropriate, outlining their priorities and plans for the implementation of the key provisions of resolution 1540 (2004), and to submit such plans to the Committee;	0
2014/s/2014/740/20:5	They also noted that the dissemination of more information on the harmful effects of piracy had led to positive changes in old pockets of piracy.	1
2008/s/2008/324/161:2	Indeed, from the point of view of basic military capability, the availability of human resources, including in particular well-trained veterans, can be a determining factor for success.	1
2012/s/2012/24/66:5	The Council also adopted a presidential statement (S/PRST/2011/17), in which it stressed the need to improve communications between the Security Council, troop-contributing countries, police-contributing countries, the United Nations Secretariat and other stakeholders, in order to foster a spirit of collaboration, cooperation and mutual trust and to make the Council aware of the views of those serving in the field when taking decisions on peacekeeping mandates.	1
2005/s/2005/60/454:4	The Commission was unable to confirm a Government allegation that soldiers and wounded civilians had been killed inside the hospital.	1
2010/s/2010/462/10:2	Security Council resolution 1373 (2001), adopted following the heinous attacks of 11 September 2001 in the United States of America, was a milestone in United Nations-level initiatives.	1
2005/s/2005/60/546:2	The subjective element required (the awareness of the systematic nature of forced displacement) is demonstrated by the fact that such displacement clearly represented a government policy consistently pursued by the relevant Government authorities and Janjaweed militias.	1
2006/s/2006/822/291:3	There are varying degrees of criminal culpability with respect to weapons-related offences, as evidenced by the different maximum penalties established by law.	1
2005/s/2005/625/203:1	This fragmented control of the Somali maritime environment has created or promoted three important sources of income for local governments: (a) commercial export from Somalia of a large quantity of charcoal, including products; (b) unhindered access by foreign fishing vessels to Somali marine and fisheries resources; and (c) widespread piracy.	0
2005/s/2005/662/237:1	On instructions from the First Investigative Judge of the Military Tribunal, and with the approval of the Director-General of the Internal Security Forces, the cars forming the Hariri motorcade were taken to the Hlou barracks after being photographed on site and a video was recorded in the presence of the Commander of the Second Regional Secretariat of Beirut, the Commander of the Second Transit Squadron of Beirut, the Commander of the Burj Station and a squad of criminal investigators, and using the lights provided by the civil defence, in accordance with report No. 144/302 of 14 February 2005.	1
2003/s/prst/2003/27/3:1	âThe Security Council recalls its resolutions 1265 (1999) of 17 September 1999 and 1296 (2000) of 19 April 2000 on the protection of civilians in armed conflict, as well as the statements of its President of 12 February 1999 (S/PRST/1999/6) of 15 March 2002 (S/PRST/2002/6) and of 20 December 2002 (S/PRST/2002/41), and reaffirms the need to maintain the protection of civilians in armed conflict as an important item on the Council's agenda.	1
2011/s/2011/525/43:3	Council members called for a peaceful resolution of the conflict in the region and condemned support for armed groups and terrorist groups.	1
2005/s/2005/60/624:1	Several international human rights instruments prohibit the use of torture.	1
2005/s/2005/60/132:1	Moreover, both their fact-finding mission and their identification of the perpetrators would have benefited from the assistance of a large number of investigators, lawyers, military analysts and forensic experts.	1
2002/s/prst/2002/17/4:2	The Council requests MONUC to keep abreast of and report on allegations of extrajudicial violence.	1
2012/s/2012/373/629:5	For example, a significant number of claims concerned cases of death, torture, bodily injury, mental injury or suffering, hostage-taking, and loss and damage to movable and immovable property.	1
2007/s/2007/677/137:1	As a result, offshore entities pose special problems for regulatory bodies, such as: (i) determining where the business actually operates, which may even be in cyberspace; (ii) examining accounts; (iii) determining assets and whereabouts; (iv) identifying the beneficial owners of IBCs; and (v) taking note of any change in their legal status, which may take time to be disclosed by international financial systems, even when the change entails the cancellation of registration or licence.	1
2005/s/2005/603/76:3	In December, the Office for Combating Sexual Exploitation and Abuse will be replaced by the Ethics and Discipline Unit dealing with sexual exploitation and abuse and other forms of misconduct.	1
2005/s/2005/60/865:2	The treaty establishing the Court, the Rome Statute, entered into force on 1 July 2002.	0
2014/s/2014/945/87:2	The mission assessed the institutional, technical, security, legal and political preparations for the elections; identified areas where support was required; and called for greater participation of women and youth, greater institutional transparency, and mechanisms to prevent political and electoral conflicts.	1
2012/s/2012/16/144:6	From the law enforcement perspective, there are complex jurisdictional issues, as well as technical challenges related to investigation and prosecution when criminal activity spans several States.	1
2005/s/2005/60/804:2	As indicated above, genocide is not necessarily the most serious international crime.	1
2004/s/2004/614/35:1	In a presidential statement (S/PRST/2004/15) adopted on 14 May, the Council expressed its deep concern at reports of an incursion into the Democratic Republic of the Congo by elements of the Rwandan army and reports of the intensification of the military activities of the Forces dÃ©mocratiques de libÃ©ration du Rwanda in the east of the Democratic Republic of the Congo and the incursions by those forces into the territory of Rwanda.	1
2005/s/2005/572/291:4	Subsequently, prosecutors from the Netherlands sought to prohibit and dissolve the organization and to hand over to the State any credit balance from the bank account of the organization, but the court ruled that the Government had not shown that the branch of Al-Haramain in the Netherlands, separate and distinct from the international organization, had supported terrorism; prosecutors from the Netherlands announced that they intended to appeal the court's ruling, and to obtain more information on Al-Haramain and Al-Aquil from the United States.	0
2011/s/2011/463/409:5	States should ensure that their laws and guidelines are sufficiently flexible and robust to be able to address any new threats and maintain their preventive role.	1
2014/s/2014/902/116:1	:: On 29 November 2014, regime helicopters dropped two barrel bombs on a clinic in the village of Kafr Sajna in Idlib, which was partially destroyed.	1
2011/s/2011/463/375:3	In Italy, for example, the Political-Military Unit, established by the Office of the Prime Minister, is composed of high-ranking representatives of all ministries and agencies involved in the fight against terrorism and has broad and detailed functions.	1
2012/s/prst/2012/24/11:1	âThe Security Council welcomes the fact that effective counter-piracy measures through increased national, bilateral and multilateral initiatives, as well as regional cooperation mechanisms, have led to a significant reduction in the number of successful piracy-related attacks in various regions, and recognizes the need for continued efforts with such counter-piracy measures, as progress can be reversed while land conditions are conducive to piracy at sea.	1
2005/s/2005/60/179:7	It should be noted that neither of the two movements raised their arguments from a tribal point of view, but rather spoke on behalf of all the Darfurians, and directed their attacks primarily against government establishments.	1
2014/s/prst/2014/3/657:1	... noting the importance of continuous assessments of tactics and procedures and of conducting ex post facto investigations and reviews in cooperation with the Government... in cases where civilian casualties have occurred and where the Government... deems such joint investigations appropriate, as well as of continuing cooperation with the national security forces... for the further institutionalization of the protection of civilians, especially women and girls,	1
2007/s/2007/229/2:1	I have the honour to transmit herewith the report of the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Tabilans and associated individuals and entities containing the Committee's position on the recommendations contained in the sixth report of the Analytical Support and Sanctions Monitoring Team (S/2007/132, appendix) (see annex).	1
2014/s/2014/935/61:3	He confirmed that a Russian helicopter had been shot down and that a United Nations board of inquiry, which had been in the country the previous week, would submit a report in early November.	1
2005/s/2005/657/30:3	It continued to participate in the working groups on crime prevention and to assist in the establishment of a women's police association in the region, while UNOMIG provided Zugdidi police agencies with equipment donated by the Government of Switzerland, while reserving a similar amount for Gali police agencies.	0
2005/s/2005/60/666:2	Investigations into the incidents have shown that the abductions were systematic and had the acquiescence of the State, as they were perpetrated following the combined attacks of the Janjaweed and government forces and took place in the presence of the latter and with their knowledge.	1
2005/s/2005/625/216:1	(a) Production: cutting, burning and bagging (Somalia);	1
2012/s/2012/167/6:1	In order to preserve the sovereignty and independence of States and maintain international peace, security and stability, the Syrian Arab Republic calls upon the United Nations and its counter-terrorism and terrorist financing bodies, in particular the Security Council and its specialized subsidiary committee and the Human Rights Council, to deny terrorists and their supporters any excuse that would serve as an alibi for their destructive practices.	1
2005/s/2005/648/39:3	In this regard, an understanding has been reached with the parties on the possibility of reviewing military agreements, in order to better respond to realities on the ground.	0
2010/s/2010/112/91:1	:: The United Nations Trust Fund for Global and Regional Disarmament Activities will be used to immediately advance projects and activities	0
2011/s/2011/463/142:1	In an attempt to address the increase in crimes committed at sea, the Maritime Organization for West and Central Africa, with the assistance of IMO, is intensifying cooperation among law enforcement agencies by establishing a network of coast guard units.	1
2005/s/2005/60/634:1	The findings of the Commission's visits to the Sudan and Darfur largely coincided with the reports it had considered.	1
2005/s/2005/60/548:3	"In some cases, women were raped in public and were sometimes insulted and described as ""slaves"" or torobora."	1
2005/s/2005/635/72:2	Throughout Kosovo, responsibility for these operations has been transferred to the Kosovo Police Service, for which the international police exercise their oversight.	1
2014/s/2014/869/26:5	More recently, in July 2014, Boko Haram carried out a cross-border incursion into Cameroon resulting in the abduction of the wife of Deputy Prime Minister Amadou Ali and the killing of three others.	1
2009/s/res/1887__2009_/55:1	25. Calls upon all States to manage responsibly and to minimize as much technically and economically as possible the use of highly enriched uranium for civilian purposes, including through the conversion of research reactors and radioisotope production processes for the use of low enriched uranium fuels and targets;	1
2005/s/2005/635/53:3	A comprehensive set of new institutions has now been established, representing an extraordinary achievement.	1
2011/s/2011/463/291:3	However, Caribbean States have adopted the Treaty on Mutual Legal Assistance in Serious Criminal Matters for the Caribbean region (including crimes related to terrorism, terrorist financing, money-laundering and drug trafficking).	1
2005/s/2005/60/768:4	The Commission cannot accept the Government's position that statistics on the work of the committees indicate a much lower incidence of the crime of rape than indicated by sources such as the United Nations, the African Union and other national and international organizations.	1
2008/s/2008/379/202:6	No State has taken appropriate measures to protect non-profit organizations from being used for the financing of terrorism.	1
2006/s/2006/822/223:3	In order to dispose of such weapons, the Commander da Cruz had disarmed UPF members from the eastern districts.	1
2005/s/2005/699/238:2	In October 1980, FACI launched six light combat and training aircraft Dassault/Dornier Alpha Jet CI.	1
2012/s/2012/16/137:1	Paragraph 4 of resolution 1624 (2005) stresses that States must ensure that any measures taken to implement paragraphs 1, 2 and 3 of the resolution comply with their obligations under international law, in particular human rights, refugee and humanitarian law.	0
2008/s/2008/258/73:4	The Register has thus become a tool directly relevant to the work of the Security Council and the General Assembly on small arms and light weapons.	1
2005/s/2005/648/39:4	However, any change to the agreements would have to be mutually acceptable and consistent with the principle that military forces should maintain the status quo during the ceasefire, and that MINURSO military observers should be allowed full freedom of movement, in accordance with the basic principles of peacekeeping.	1
2005/s/2005/572/337:1	"Homemade firearms. ""Cockteles"" Molotov. Improvised rockets made in metallurgy workshops."	1
2005/s/2005/60/251:2	"In a widely disseminated comment addressed to the inhabitants of Kulbus, a people that the rebels had failed to capture in December 2003, the President said: ""Our priority from now on is to eliminate the rebellion, and our goal is any element that is outside the law... We will use the army, the police, the mujahideen and the horsemen to crush the rebellion."" The Minister of Justice told the special delegation of the European Parliament's Development and Cooperation Committee during his visit in February 2004: ""The Government has established a kind of relationship with the Janjaweed."	1
2014/s/2014/276/146:6	People forcibly repatriated from China are generally subjected to torture, arbitrary detention, summary executions, forced abortions and other forms of sexual violence.	1
2005/s/2005/636/210:1	Collaboration in the development and implementation of a gender-sensitive HIV/AIDS policy, such as training, codes of conduct, HIV testing, civil and military cooperation, resource information and best practice materials; integration of an HIV/AIDS policy within DPKO; and strengthening the capacity of peacekeeping operations, including future peacekeepers, to address HIV/AIDS.	1
2005/s/2005/630/10:4	The European Union calls on this Government to make rapid progress on the other aspects of the implementation of the Comprehensive Peace Agreement and in particular the establishment of an evaluation commission to monitor these developments.	1
2005/s/2005/662/258:1	"The intensity of the damage observed in the metal fragments taught to us by the police (which we were told came from a Mitsubishi model ""Canter"") is compatible with the fragments we would expect to find if such a vehicle had been located in the center of the explosion."	1
2011/s/2011/463/147:6	Mali and Niger are members of the Joint Subregional Intelligence Centre, which has just been established in Tamanrasset, Algeria.	1
2003/s/2003/191/10:1	:: Some members of the Security Council urged Member States that had not yet done so to become parties to the counter-terrorism conventions and protocols negotiated under the auspices of the United Nations.	0
2014/s/2014/9/55:1	UNODC continued to provide counter-terrorism technical assistance to East African countries, for example, in close consultation with national authorities in Djibouti, Ethiopia, Kenya and Somalia, developed long-term assistance programmes to strengthen their criminal justice response to terrorism cases in accordance with the rule of law and with due respect for human rights.	1
2004/s/prst/2004/46/13:2	Calls upon the international community to provide timely and adequate funding to meet humanitarian needs created by various crises in order to provide adequate humanitarian assistance to alleviate the suffering of civilians, in particular those in areas affected by armed conflict or emerging from conflict.	1
2011/s/2011/463/306:5	However, the effectiveness of controls could be greatly improved by increasing police patrols and acquiring detection equipment, particularly in view of the vulnerability of the subregion's borders.	1
2010/s/prst/2010/25/469:1	Stressing that there are prohibitions in international law against attacks deliberately and intentionally directed against personnel participating in a humanitarian assistance or peacekeeping mission carried out in accordance with the Charter of the United Nations, which, in situations of armed conflict, constitute war crimes, and recalling the need for States to end impunity for such criminal acts,	1
2005/s/2005/625/185:2	However, the above figures may vary due to changes in flight frequency, atmospheric conditions and other variables.	1
2014/s/2014/276/3:2	The commission has made a number of recommendations for immediate action to end human rights violations and address the human rights concerns raised by the commission, including recommendations specifically addressed to the Security Council, which deserve the attention and consideration of the Council.	1
2005/s/2005/642/51:2	Early in the morning of 11 July, unidentified gunmen broke into the home of Abdul Qadir Yahya, a veteran peace activist and senior member of the Centre for Research and Dialogue, and killed him.	1
2014/s/res/2178__2014_/36:1	7. Expresses its firm determination to consider listing, pursuant to resolution 2161 (2014), individuals, groups, undertakings and entities associated with Al-Qaida that are financing, arming, planning, recruiting or otherwise supporting their actions or activities, including through information and communication technologies, such as the Internet, social media or any other means;	1
2006/s/2006/154/91:2	Increasingly, attacks in Afghanistan show the influence of Al-Qaida methods in Iraq and suicide bombings and beheadings have become more frequent and are on television.	1
