en	Relevant
(ح) وضع منهجيات لتحسين فعالية التعاون مع فرادى الدول والمنظمات دون الإقليمية والإقليمية والدولية، والترتيبات المتعددة الأطراف التي تتناول ضوابط التصدير والكيانات ذات الصلة داخل منظومة الأمم المتحدة، وتقييم مستوى التعاون بين اللجان المنشأة عملاً القرارات 1540 (2004)، 1267 (1999) و 1373 (2001)، بتقييم مستوى تبادل المعلومات وتنسيق الزيارات إلى البلدان، على وجه الخصوص، وتقديم توصيات محددة، إذا كان ذلك مناسبا، لتعزيز التعاون.	1
31 - ورحبت الدول والعديد من الجهات الفاعلة الدولية بانفتاح عملية الاستعراض الشامل وحثت لجنة القرار 1540 على مواصلة هذا النهج وزيادة جهودها المفيدة بالفعل لتحقيق الشفافية والشمول.	1
هاجموا وقتلوا 54 شخصًا، وأصابوا 24 آخرين وأحرقوا المنازل قبل أن ينسحبوا بالماشية والممتلكات المنزلية المنهوبة.	1
كما قررنا إجراء مناقشتين مواضيعيتين بشأن منع نشوب الصراعات والأطفال في الصراعات المسلحة، في 20 و 26 تموز/يوليه على التوالي.	1
103. نقلت القوات الجوية لكوت ديفوار جميع أصولها الجوية الباقية والمتضررة إلى قاعدتها الجوية في مطار أبيدجان الدولي.	1
وفي ليرنيب (منطقة تمبكتو)، في سبتمبر/أيلول، حذرت الحركة العربية لأزميرا (المنصة) في اجتماعات عامة مختلفة من أنها ستعاقب أفراد السكان المحليين الذين يقدمون معلومات إلى البعثة المتكاملة والقوات الفرنسية. وفي 23 سبتمبر/أيلول، عثر على جثة رجل مقطوع الرأس في منطقة زويرة، على بعد 80 كيلومتراً شمال تمبكتو. وكان واحداً من خمسة رجال اختطفهم تنظيم القاعدة في بلاد المغرب الإسلامي في 16 سبتمبر/أيلول، واتهمهم هذا التنظيم بالتعاون مع القوات الدولية، الذين اختفوا منذ ذلك الحين.	1
ومع الانتهاء من تجهيز المطالبات في حزيران/يونيه 2005، أصبحت المهمة الرئيسية المتبقية للجنة هي دفع التعويضات لأصحاب المطالبات المقبولة.	0
121- إن الجنجويد الذين يشير إليهم معظم الضحايا في الصراع الحالي هم الميليشيات العربية التي تداهم قرى هؤلاء الضحايا على ظهور الخيل أو الجمال، وتقتل وتنهب وتحرق وتغتصب.	1
علاوة على ذلك، ينفذ الاتحاد الأوروبي نظاما فوق وطني يهدف إلى ضمان تجميد أموال وأصول الإرهابيين داخل جميع الدول الأعضاء فيه.	1
23 - يطلب إلى فريق الدعم التحليلي ورصد الجزاءات أن يقدم، بالتعاون الوثيق مع هيئات الأمم المتحدة الأخرى لمكافحة الإرهاب، تقريرا إلى اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011) في غضون 180 يوما، وأن يقدم بيانا شفهيا أوليا تقديم تحديث إلى اللجنة في غضون 60 يومًا بشأن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب الذين تم تجنيدهم أو الانضمام إليهم من قبل تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وجميع الجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة، بما في ذلك:	1
وفي وقت لاحق من عام 2006، اعتمدت الجمعية العامة بالإجماع استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، وكان لها أهمية كبيرة في إعادة تأكيد الالتزام الجماعي للمجتمع الدولي بمكافحة التهديد المشترك المتمثل في الإرهاب.	1
محطات المياه o في 23 تشرين الثاني/نوفمبر 2014، فجّر تنظيم داعش سيارة مفخخة بالقرب من محطة تنقية في قرية الميدان بالحسكة، مما أدى إلى أضرار جسيمة في المحطة. محطات توليد الطاقة	1
94. وعلى الرغم من التقدم المحرز مؤخراً، فإن القيود اللوجستية والسياسية والأمنية سوف تجعل عملية تسريح وإعادة إدماج 180 ألف مقاتل سابق، كما هو مخطط لها، بحلول نهاية فترة اتفاق السلام الشامل، عملية بالغة الصعوبة.	1
وأعدت الحكومة وفريق الأمم المتحدة القطري، بمساهمة من البنك الدولي، كتيبا عن الأهداف يبين الوضع الحالي لتيمور - ليشتي ويحدد الآثار المترتبة على السياسة العامة لتحقيق الأهداف والمؤشرات.	1
ومع ذلك، كان هناك مجندون من الشرطة، بعيدًا عن أديس أبابا، ناهيك عن روما أو لاهاي، الذين سمعوا عن المحكمة الجنائية الدولية وكانوا قلقين بشأن مسؤوليتهم الجنائية أمامها.	0
(ج) قائمة بأسماء الأفراد المدرجين في القائمة الذين أُفيد عن وفاتهم والكيانات التي أُبلغ عن أو تأكد أنها لم تعد موجودة، إلى جانب المستندات المطلوبة المبينة في الفقرة 23 (ج)؛	0
ومع ذلك، في العديد من مناطق البلاد، لا توجد قدرة على الاحتجاز ولا أي محاكم عاملة، مما يجبر سلطات إنفاذ القانون على إطلاق سراح الجناة الذين يُزعم أنهم خطرون أو مطالبة وحدات بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية باحتجاز المشتبه بهم لأسباب تتعلق بالأمن وحماية المدنيين.	1
قُتل ستة رجال ودُفنوا في قبور فردية.	1
تتولى الإدارة مسؤولية إدارة وتنظيم فيلق حماية كوسوفو، فضلاً عن تخطيط وتنسيق وتنفيذ الاستجابة لحالات الطوارئ في حالات الكوارث الطبيعية أو غيرها.	1
وهذه الاحتياطات المنصوص عليها في القانون الدولي العرفي هي كما يلي: يجب على الطرف المحارب (أ) بذل كل ما في وسعه للتحقق من أن الأهداف التي سيتم مهاجمتها ليست ذات طابع مدني؛ (ب) اتخاذ جميع الاحتياطات الممكنة عند اختيار وسائل وأساليب القتال بهدف تجنب الإصابة العرضية بالمدنيين أو الأعيان المدنية أو على الأقل التقليل منها إلى أدنى حد؛ (ج) الامتناع عن شن هجمات قد يتوقع منها أن تسبب خسائر عرضية في أرواح المدنيين أو إصابات في صفوف المدنيين أو الأعيان المدنية تكون مفرطة مقارنة بالميزة العسكرية الملموسة والمباشرة المتوقعة؛ (د) إعطاء تحذير مسبق فعال بشأن الهجمات التي قد تؤثر على السكان المدنيين، باستثناء حالات الاعتداء (على النحو المنصوص عليه في المادة 26 من قواعد لاهاي لعام 1907) أو على النحو المنصوص عليه في المادة 57 (2) (ج)، ما لم تسمح الظروف بذلك - أي عندما يعتبر الطرف المحارب أن الهجوم المفاجئ لا غنى عنه.	1
وقد سنوا تشريعات لمكافحة الإرهاب وبذلوا جهودا لزيادة تعزيز التنسيق والتعاون الإقليميين، وخاصة في السياق البحري.	1
وتتعلق المخاوف الأمنية الرئيسية بالنشاط الإجرامي والقتال بين الفصائل.	1
يؤكد وجوب محاسبة جميع المسؤولين عن انتهاكات وتجاوزات حقوق الإنسان، ويشدد على ضرورة إجراء تحقيق شامل ومستقل ومحايد يتوافق مع المعايير الدولية في التجاوزات والانتهاكات المزعومة لحقوق الإنسان، لمنع الإفلات من العقاب وضمان المساءلة الكاملة؛	1
تتراوح المواقع من تلك التي تم إنشاؤها للترويج لأفراد معينين، مثل شامل باساييف في الشيشان، أو مجموعات، مثل عسكر الطيبة في باكستان، إلى تلك التي تهدف إلى تبرير الإرهاب المرتبط بتنظيم القاعدة بشكل عام، مثل موقع صوت العالم. الجهاد، أو تقديم التدريب الإرهابي، مثل البتار.	1
67. وأجدد دعوتي إلى الإفراج الفوري وغير المشروط عن جميع البحارة الأبرياء المحتجزين كرهائن في الصومال حتى يتمكنوا من الانضمام إلى أسرهم.	1
60 - وثمة جانب آخر قد يثير القلق في حكم الاستثناءات لأسباب إنسانية، وهو أنه نظرا لعدم السماح لفرد أو كيان خاص بتقديم التماس إلى اللجنة مباشرة، فإن دولة إقامة الطرف المدرج في القائمة هي التي تحدد ما إذا كانت اللجنة ستتلقى القرار 1452 (2002) أم لا. التماس.	0
"ومن جانبهم، اتهم زعماء الحكومة ومؤيدوها الحركة الوطنية لكوت ديفوار وغيرها من ""حركات التمرد"" باستخدام القوات الأجنبية وارتكاب فظائع، أبرزها مقتل العشرات من أفراد الدرك في بواكي."	1
وتمكنت اللجنة من تقديم رواية مفصلة ودقيقة لأحداث نيسان/أبريل وأيار/مايو التي أسفرت عن خسائر كبيرة في الأرواح والإصابات وأضرار واسعة النطاق في الممتلكات.	1
206 ـ وبعد دراسة الملف عن كثب، يمكن للجنة أن تسلط الضوء على النقاط التالية:	0
وتم توفير التدريب لضباط قوات الأمن الوطني (50 في أدري و 42 في أبيشي).	1
رسالة مؤرخة 22 كانون الأول/ديسمبر 2009 موجهة من رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1518 (2003) إلى رئيس مجلس الأمن	0
ورغم أن المبادرة جاءت استجابة لنمو الاتجار بالمخدرات والجريمة المنظمة العابرة للحدود الوطنية في غرب أفريقيا، فإن وحدات مكافحة الجريمة العابرة للحدود الوطنية ستعمل كمراكز اندماج لإنفاذ القانون لدعم القدرات التحليلية والتقنية الوطنية والإقليمية للاستجابة للتهديدات العابرة للحدود الوطنية.	1
تدابير هادفة ومتدرجة للتصدي للاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة	1
وبعد ثلاثة أيام، اشترى الجليل 25 بندقية هجومية من طراز AK-47 ومدفعين مضادين للطائرات و6 رشاشات من طراز PKM و4 قذائف RPG-2 وذخيرة.	1
واعترافا من المجلس بقيمة الإحاطات السنوية التي يقدمها رؤساء العناصر العسكرية، قال إنه يرحب أيضا بالإحاطات الإعلامية المماثلة التي يقدمها رؤساء عناصر الشرطة من أجل تحسين فهمه للتحديات التشغيلية.	1
علاوة على ذلك، حافظت حركة طالبان على قدرتها على استيراد الأسلحة والعتاد والقوى العاملة، ويكمن مفتاح النجاح العسكري في تحييد خطوط إمدادها وحرمانها من المناطق الآمنة حيث يمكن لمقاتليها التعافي بين العمليات وتدريب المجندين الجدد.	1
ويؤيد المجلس فكرة إنشاء وحدة للمساعدة في مجال سيادة القانون داخل الأمانة العامة ويتطلع إلى تلقي مقترحات الأمانة العامة بشأن تنفيذ التوصيات الواردة في الفقرة 65 من تقرير الأمين العام عن سيادة القانون والعدالة الانتقالية في حالات النزاع. ومجتمعات ما بعد الصراع (S/2004/616).	1
6 - وكان لانتهاء الصراع في عام 1999 آثار عميقة على العلاقة بين مختلف الطوائف في كوسوفو، ولا سيما بين ألبان كوسوفو وصرب كوسوفو.	0
بالإضافة إلى ذلك، هناك سلسلة من الجماعات الفلسطينية المسلحة العاملة في البلاد داخل وخارج مخيمات اللاجئين.	1
