ar	Relevant
حاء - منع الاستغلال والانتهاك الجنسيين من جانب موظفي الأمم المتحدة والأفراد المرتبطين بها وشركاء الأمم المتحدة والتصدي لهما؛	1
"في جلسة مجلس الأمن 6034، المعقودة في 9 كانون الأول/ديسمبر 2008، أدلى رئيس مجلس الأمن باسم المجلس بالبيان التالي فيما يتصل بنظر المجلس في البند المعنون ""الأخطار التي تهدد السلام والأمن الدوليين نتيجة للأعمال الإرهابية"":"	0
الإجراءات والإجراءات المتعلقة بالألغام والمخلفات من مخلفات الحرب	0
(ج) موافاة اللجنة بجميع المعلومات المتعلقة بالقرار المقدم إلى أمين المظالم عملا بالفقرة 14 أعلاه.	0
6 - واستنادا إلى الاستعراض الشامل لجميع الأسماء المدرجة في القائمة الذي أُنجز في عام 2010، عملا بالفقرة 25 من القرار 1822 (2008)، نفذت اللجنة منذ ذلك الحين آليات عديدة لكفالة أن تعكس القائمة على أفضل وجه التهديد الذي يشكله تنظيم القاعدة، ولضمان استعراض كل قيد دوريا لتحديد ما إذا كان من المناسب مواصلة الإدراج.	1
ويشكل الافتقار إلى القدرات الكافية تحدياً رئيسياً للعديد من الدول في مجال الرصد والإنفاذ الفعالين لحظر توريد الأسلحة.	0
واستحدثت ثلاث دول إجراءات تحظر تسليم الأفراد الذين قد يواجهون خطر التعذيب أو الاضطهاد.	1
الفريق العامل المشترك بين الوكالات المعني بنزع السلاح والتسريح وإعادة الإدماج (برئاسة إدارة عمليات حفظ السلام وبرنامج الأمم المتحدة الإنمائي) الذي أنشأته اللجنة التنفيذية المعنية بالسلام والأمن لتحسين أداء المنظمة في مجال نزع السلاح والتسريح وإعادة الإدماج، ويقدم الفريق العامل المشترك بين الوكالات المشورة الاستراتيجية، بما في ذلك المشورة بشأن احتياجات التدريب والسياسات والاستراتيجيات؛ ويحافظ على المجموعة المتقدمة من توجيهات الأمم المتحدة بشأن نزع السلاح والتسريح وإعادة الإدماج ويستعرضها؛ ويطور ويدير مركز الأمم المتحدة لموارد نزع السلاح والتسريح وإعادة الإدماج؛ وييسر تخطيط عمليات نزع السلاح والتسريح وإعادة الإدماج فيما بين وكالات الأمم المتحدة ذات الصلة.	1
وأعرب أيضا عن أن فشل البرلمان اللبناني في انتخاب رئيس جديد قد قوّض استقرار لبنان وقدرته على التحمل منذ بداية الصراع في الجمهورية العربية السورية.	1
وتأثرت النساء والأطفال، ولا سيما الفتيات، بالعنف والمنازعات الناشئة حديثا والمرتبطة بانتشار الميليشيات والجماعات المسلحة، التي ترتبط في بعض الحالات بالتطرف العنيف، في حين لا يزال العديد من الصراعات التي طال أمدها دون حل.	1
وقد اختير عدد قليل جدا لاستعراضه، وفي نهاية المطاف، بعد الانتهاء من جميع الإجراءات المبينة في المبادئ التوجيهية للجنة، بما في ذلك الجهود الرامية إلى الحصول على معلومات من الدول الأخرى ذات الصلة، انتهى الاستعراض دون إدخال أي تغييرات على القائمة.	0
60 - ويتطلب دعم استعادة الحد الأدنى من سلطة الدولة المستدامة وبسطها على المناطق المحررة من الجماعات المسلحة تعزيز التزام الحكومة بنشر إدارة الدولة، بما في ذلك أفراد الشرطة والقضاء والإصلاحيات بالموارد اللازمة.	1
”ويحث مجلس الأمن الدول والمنظمات الدولية، فضلا عن القطاع الخاص، على تبادل الأدلة والمعلومات والاستخبارات، حسب الاقتضاء، لأغراض إنفاذ قوانين مكافحة القرصنة، بما في ذلك من أجل كفالة المحاكمة الفعالة للمشتبه فيهم وسجن المدانين من القراصنة، ويشجع المبادرات الحالية والمقبلة في هذا الصدد.	1
وفي قضية أخرى، نظرت المحكمة مرة أخرى في العناصر المختلفة لهجوم موجه ضد سكان مدنيين كجزء من تعريف الجرائم ضد الإنسانية.	1
واستجابة لذلك، أنشأت إدارة العدل التابعة لبعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو فريقا عاملا مشتركا مع ركيزة بناء المؤسسات لدراسة التقرير وتحديد سبل تنفيذ توصياته.	1
43 - يكرر تأكيد ضرورة تعزيز التعاون الجاري بين اللجنة ولجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)، وكذلك بين أفرقة الخبراء التابعة لكل منها، بوسائل منها، حسب الاقتضاء، تعزيز تبادل المعلومات والتنسيق بشأن الزيارات إلى البلدان كل في إطار ولايته، وتيسير المساعدة التقنية ورصدها، والعلاقات مع المنظمات والوكالات الدولية والإقليمية، والمسائل الأخرى ذات الصلة باللجان الثلاث جميعها، ويعرب عن اعتزامه تقديم التوجيه إلى اللجان بشأن المجالات ذات الاهتمام المشترك من أجل تنسيق جهودها على نحو أفضل وتيسير هذا التعاون، ويطلب إلى الأمين العام أن يتخذ الترتيبات اللازمة لكي يكون مقر الأفرقة في أقرب وقت ممكن؛	1
(أ) مواصلة تعزيز تعاونها مع المنظمات الدولية والإقليمية ودون الإقليمية وإيجاد سبل للعمل مع تلك المنظمات على أساس كل حالة على حدة، بما يعكس التباين في قدرة كل منظمة وولايتها، بما في ذلك تبادل الآراء على مستوى العمل، وتقديم إحاطات إلى اللجنة ومنها، وتعزيز ترتيبات تبادل المعلومات؛	1
""" ويدين مجلس الأمن بشدة الاستهداف المتعمد للمدنيين في الصراعات المسلحة من جانب المقاتلين ويطالب جميع الأطراف المعنية بوضع حد لهذه الانتهاكات للقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان."	1
ويتعين على الدول أيضا أن تمنع من يمولون الأعمال الإرهابية أو يدبرونها أو ييسرونها أو يرتكبونها من استخدام أقاليم كل منها في تلك الأغراض ضد دول أخرى أو ضد مواطنيها (الفقرة 2 (د)).	1
(د) دعم الأعمال أو الأنشطة التي يقوم بها المدرجون في القائمة وغيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بالطالبان والتي تشكل تهديدا للسلام والاستقرار والأمن في أفغانستان؛	1
(أ) فريق رصد في نيويورك يضم عددا يصل إلى خمسة خبراء، بمن فيهم رئيس، لرصد تنفيذ جميع التدابير المفروضة بموجب القرارين 1267 (1999) و 1333 (2000)، بما في ذلك في ميادين حظر الأسلحة ومكافحة الإرهاب والتشريعات ذات الصلة، وبالنظر إلى الصلة بين شراء الأسلحة وتمويل الإرهاب وغسل الأموال والمعاملات المالية والاتجار بالمخدرات؛	1
21 - وتشمل أحدث الإضافات إلى القائمة الإرهابيين المرتبطين بتنظيم القاعدة والجماعات الإرهابية العاملة في وسط وجنوب وجنوب شرق آسيا والشرق الأوسط، بما في ذلك العراق.	0
وأوقف النظام حوالي ٤٧ فردا يعتقد أنهم جندوا قسرا للانضمام إلى قوات النظام.	1
وبالإضافة إلى ذلك، تقوم كتائب الموت والميليشيات المكونة من عناصر مستقلة بزرع الإرهاب وتنفيذ عمليات الإعدام والاختطاف.	1
(ج) يهيب كذلك بجميع الأطراف المدرجة أسماؤها في مرفقات تقرير الأمين العام عن الأطفال والنزاع المسلح أن تتصدى لجميع الانتهاكات والاعتداءات الأخرى المرتكبة ضد الأطفال وأن تتعهد بالتزامات وتدابير محددة في هذا الصدد؛	1
وفي الجلسة 4170 المعقودة في 13 تموز/يوليه، اتخذ المجلس القرار 1307 (2000)، الذي أذن فيه، في جملة أمور، بتمديد ولاية بعثة مراقبي الأمم المتحدة في بريفلاكا لمواصلة رصد تجريد شبه الجزيرة من السلاح حتى 15 كانون الثاني/يناير 2001.	1
ويجب أن يكون هدف مجلس الأمن الآن هو طمأنة المحاكم إلى أن نظام الجزاءات المنشأ عملا بقرار مجلس الأمن 1267 (1999) (نظام الجزاءات المفروضة بموجب القرار 1267 (1999)) نظام عادل، وأنه، بدعم متزايد من الدول الأعضاء، يؤكد من جديد هدفه الأصلي المتمثل في تخليص العالم من خطر الإرهاب الذي يشكله تنظيم القاعدة وحركة الطالبان وشركاؤهما المدرجون في القائمة.	1
وفي الواقع، فإلى جانب بن لادن والزرقاوي والملا محمد عمر وغيرهم من الإرهابيين المعروفين جيدا، قد لا يعرف الجمهور سوى القليل نسبيا عن العديد من الأفراد المدرجين في القائمة.	0
وثمة مشكلة أخرى هي أنه يبدو أن الحكومة لا تملك موارد عسكرية كافية، لأن العديد من قواتها لا تزال موجودة في الجنوب، وأن القوات الموجودة في دارفور توجد أساسا في المراكز الحضرية الرئيسية.	1
43 - وعقب نشر مواصفات المنظمة الدولية لتوحيد المقاييس (PAS) 28007 المتعلقة بالمبادئ التوجيهية لشركات الأمن البحري الخاصة التي توفر أفراد أمن مسلحين متعاقد معهم من القطاع الخاص على متن السفن، يمكن الآن التصديق على شركة أمن بحري خاصة وفقا لهذا المعيار الطوعي للصناعة لتيسير التنفيذ الدولي الموحد.	0
8 أيار/مايو 2006 - حادث عنف وقع في غلينو حيث هوجم ضباط الشرطة الوطنية الشرقية.	1
وأجرى فريق الوساطة مناقشات ثنائية مع الحكومة ومع هيئة التنسيق، التي تتألف من الحركة الوطنية لتحرير أزاواد، والحركة العربية لرزاواد، التي تضم أفرادا من حركة تنسيق الحركات والجبهة الوطنية للمقاومة الثانية، وفصيلا من ائتلاف شعب أزواد من جانب، ومع الحكومة والمنهاج مجموعات مسلحة تتألف من حركة المقاومة الوطنية الإيفوارية، وحزب التحالف الشعبي، وفصيل آخر من حركة المقاومة الوطنية الثانية، فضلا عن أفراد من مجموعة الدعوة التي دعاها المنهاج، من جانب آخر.	1
(ج) الأفراد المدرجون في القائمة الذين تفيد التقارير بأنهم متوفين، إلى جانب تقييم للمعلومات ذات الصلة المبينة في الفقرة 28 (ج) وإلى أقصى حد ممكن، وحالة الأصول المجمدة وموقعها، وأسماء أي أفراد أو كيانات يكونون في وضع يمكنهم من تلقي أي أصول غير مجمدة؛	0
(ح) وضع منهجيات لتحسين فعالية التعاون مع فرادى الدول، والمنظمات دون الإقليمية والإقليمية والدولية، والترتيبات المتعددة الأطراف التي تتناول ضوابط التصدير والكيانات ذات الصلة داخل منظومة الأمم المتحدة، وتقييم مستوى التعاون بين اللجان المنشأة عملا بالقرارات 1540 (2004) و 1267 (1999) و 1373 (2001)، مع تقييم مستوى تبادل المعلومات والتنسيق على وجه الخصوص بشأن الزيارات إلى البلدان، وتقديم توصيات محددة، عند الاقتضاء، لتعزيز التعاون.	1
31 - ورحبت الدول والعديد من الجهات الفاعلة الدولية بانفتاح عملية الاستعراض الشامل وحثت اللجنة المنشأة عملا بالقرار 1540 على مواصلة هذا النهج وزيادة ما تبذله بالفعل من جهود مفيدة لتحقيق الشفافية والشمولية.	1
وهاجموا وقتلوا 54 شخصا، وجرحوا 24 آخرين، وحرقوا المنازل قبل أن يتراجعوا بماشية منهوبة وممتلكات منزلية.	1
وقررنا أيضا عقد مناقشتين مواضيعيتين بشأن منع نشوب الصراعات والأطفال في الصراعات المسلحة، في 20 و 26 تموز/يوليه، على التوالي.	1
103 - ونقلت القوات المسلحة لكوت ديفوار جميع أصولها الجوية التي نجت وألحقت بها أضرار إلى قاعدتها الجوية في مطار أبيدجان الدولي.	1
وفي ليرنب (منطقة تيمبوكتو)، حذرت الحركة في أيلول/سبتمبر في اجتماعات علنية مختلفة من أنها ستعاقب أفراد السكان المحليين الذين قدموا معلومات إلى البعثة المتكاملة والقوات الفرنسية، وفي 23 أيلول/سبتمبر، عُثر على جثة رجل مقطوع الرأس في منطقة زويرا الواقعة على بعد 80 كيلومترا شمال تمبكتو، وكان أحد خمسة رجال اختطفهم تنظيم القاعدة في المغرب الإسلامي في 16 أيلول/سبتمبر، واتهمته تلك المنظمة بالتعاون مع القوات الدولية التي اختفت منذ ذلك الحين.	1
ومع الانتهاء من تجهيز المطالبات في حزيران/يونيه 2005، تتمثل المهمة الرئيسية المتبقية للجنة في دفع التعويضات لأصحاب المطالبات المقبولة.	0
121 - والجنجويد الذين يشير إليهم معظم الضحايا في النزاع الحالي هم مليشيات عربية تهاجم قرى هؤلاء الضحايا، وتركب الخيول أو الجمال، وتقتل ونهب وحرق واغتصاب.	1
وبالإضافة إلى ذلك، ينفذ الاتحاد الأوروبي نظاما فوق وطني يهدف إلى ضمان تجميد أموال الإرهابيين وأصولهم داخل جميع الدول الأعضاء فيه.	1
23 - يطلب إلى فريق الدعم التحليلي ورصد الجزاءات أن يقدم، بالتعاون الوثيق مع هيئات الأمم المتحدة الأخرى المعنية بمكافحة الإرهاب، تقريرا إلى اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011) في غضون 180 يوما، وأن يقدم إلى اللجنة في غضون 60 يوما معلومات شفوية أولية مستكملة عن الخطر الذي يشكله المقاتلون الإرهابيون الأجانب المجندون في تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وجميع الجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة أو الذين ينضمون إليها، بما في ذلك ما يلي:	1
وفي وقت لاحق من عام 2006، اعتمدت الجمعية العامة بالإجماع استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، وهي استراتيجية ذات أهمية كبيرة لإعادة تأكيد الالتزام الجماعي للمجتمع الدولي بمكافحة التهديد المشترك للإرهاب.	1
وفي 23 تشرين الثاني/نوفمبر 2014، فجر تنظيم الدولة الإسلامية في العراق والشام سيارة مفخخة قرب مصنع تنقية في قرية ميدان، الحسكة، مما ألحق أضرارا جسيمة بالمصنع.	1
94 - وعلى الرغم من التقدم المحرز مؤخرا، فإن القيود اللوجستية والسياسية والأمنية ستجعل من الصعب للغاية تسريح وإعادة إدماج 000 180 مقاتل سابق بحلول نهاية فترة اتفاق السلام الشامل.	1
وأعدت الحكومة وفريق الأمم المتحدة القطري، بمدخلات من البنك الدولي، كتيبا عن الأهداف الإنمائية للألفية، يبين معالم تيمور - ليشتي حاليا، ويبين الآثار المترتبة على السياسات بالنسبة لتحقيق الغايات والمؤشرات.	1
ومع ذلك، هناك مجندون من الشرطة، بقدر ما يمكن أن يكون من أديس أبابا، ناهيك عن روما أو لاهاي، الذين سمعوا عن المحكمة الجنائية الدولية وكانوا قلقين بشأن مسؤوليتهم الجنائية قبلها.	0
(ج) قائمة بالأفراد المدرجين في القائمة الذين تفيد التقارير بأنهم متوفين والكيانات التي أُبلغ أو ثبت أنها لم تعد قائمة، إلى جانب متطلبات الوثائق المبينة في الفقرة 23 (ج)؛	0
غير أنه لا توجد في العديد من مناطق البلد قدرة على الاحتجاز ولا أي محاكم عاملة، تلزم سلطات إنفاذ القانون بالإفراج عن الجناة الخطرين المزعومين أو تطلب من وحدات البعثة أن تحتجز المشتبه فيهم لأسباب تتعلق بالأمن وحماية المدنيين.	1
وقتل ستة رجال ودفنوا في قبور واحدة.	1
وتتولى الإدارة مسؤولية تنظيم وإدارة فيلق حماية كوسوفو، فضلا عن تخطيط وتنسيق وتنفيذ الاستجابة لحالات الطوارئ في حالات الكوارث الطبيعية أو غيرها من الكوارث.	1
وهذه الاحتياطات، المنصوص عليها في القانون الدولي العرفي، هي كما يلي: (أ) يجب على المتحارب (أ) أن يبذل كل ما في وسعه للتحقق من أن الأهداف المراد مهاجمتها ليست ذات طابع مدني؛ (ب) أن يتخذ جميع الاحتياطات الممكنة في اختيار وسائل وأساليب القتال بغية تجنب أو على الأقل التقليل إلى أدنى حد من الإصابات العرضية التي تلحق بالمدنيين أو الأعيان المدنية؛ (ج) أن يمتنع عن شن هجمات يمكن أن يتوقع منها أن تسبب خسائر عرضية في أرواح المدنيين أو إصابات في المدنيين أو الأعيان المدنية تكون مفرطة بالقياس إلى الميزة العسكرية الملموسة والمباشرة المتوقعة؛ (د) أن يوجه إنذاراً مسبقاً وفعالاً بالهجمات التي قد تؤثر على السكان المدنيين، إلا في حالات الهجوم (على النحو المنصوص عليه في المادة 26 من أنظمة لاهاي لعام 1907) أو، على النحو المنصوص عليه في المادة 57 (2) (جيم)، ما لم تسمح الظروف بذلك - أي عندما يعتبر المتحارب أن الهجوم المفاجئ لا غنى عنه.	1
وسنت تشريعات لمكافحة الإرهاب وبذلت جهودا لزيادة تعزيز التنسيق والتعاون الإقليميين، ولا سيما في السياق البحري.	1
وتتصل الشواغل الأمنية الرئيسية بالنشاط الإجرامي والقتال بين الفصائل.	1
7 - تؤكد وجوب محاسبة جميع المسؤولين عن انتهاكات وتجاوزات حقوق الإنسان، وتؤكد ضرورة إجراء تحقيق شامل ومستقل ونزيه يتسق مع المعايير الدولية في الانتهاكات والتجاوزات المزعومة لحقوق الإنسان، لمنع الإفلات من العقاب وكفالة المساءلة التامة؛	1
وتتراوح المواقع بين المواقع التي أنشئت لتعزيز أفراد معينين، مثل شاميل باساييف في الشيشان، أو مجموعات، مثل لاشكار - إي - تاييبا في باكستان، وتلك التي تهدف إلى تبرير الإرهاب المتصل بتنظيم القاعدة بوجه عام، مثل صوت الجهاد، أو التي تقدم تدريبا إرهابيا، مثل البطتر.	1
67 - وأجدد دعوتي إلى الإفراج الفوري وغير المشروط عن جميع البحارة الأبرياء المحتجزين كرهائن في الصومال حتى يتمكنوا من الانضمام إلى أسرهم.	1
60 - وثمة جانب آخر يمكن أن يثير القلق في حكم الإعفاءات لأسباب إنسانية، وهو أنه نظرا لعدم السماح لفرد أو كيان خاص بتقديم التماس إلى اللجنة مباشرة، فإن دولة إقامة الطرف المدرج في القائمة هي التي تقرر ما إذا كانت اللجنة قد تلقت التماسا بموجب القرار 1452 (2002).	0
واتهم قادة الحكومة ومؤيدوها، من جانبهم، الحركة الوطنية لكوت ديفوار و ”حركات التمرد“ الأخرى باستخدام القوات الأجنبية وارتكاب الفظائع، ولا سيما قتل العشرات من أفراد الدرك في بواكيه.	1
وتمكنت اللجنة من وضع سرد مفصل ودقيق لأحداث نيسان/أبريل وأيار/مايو التي أسفرت عن خسائر كبيرة في الأرواح وإصابات وأضرار واسعة النطاق في الممتلكات.	1
206 - وبعد دراسة الملف عن كثب، يمكن للجنة أن تسلط الضوء على النقاط التالية:	0
وتم توفير التدريب لضباط قوات الأمن الوطني (50 في أدري و 42 في أبيشي).	1
رسالة مؤرخة 22 كانون الأول/ديسمبر 2009 موجهة إلى رئيس مجلس الأمن من رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1518 (2003)	0
وفي حين كان من المتوخى أن تكون المبادرة استجابة لنمو الاتجار بالمخدرات والجريمة المنظمة عبر الوطنية في غرب أفريقيا، فإن وحدات الجريمة عبر الوطنية ستعمل كمراكز دمج لإنفاذ القانون لدعم القدرة التحليلية والتقنية الوطنية والإقليمية على التصدي للتهديدات عبر الوطنية.	1
التدابير المحددة الهدف والمتدرجة كرد على الاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة	1
وبعد ثلاثة أيام، اشترت جاليلي 25 بندقية هجومية من طراز AK-47، ومدفعين مضادين للطائرات، و 6 رشاشات من طراز PKM، و 4 رشاشات من طراز RPG-2، وذخيرة.	1
واعترافا بقيمة الإحاطات السنوية التي يقدمها رؤساء العناصر العسكرية، قال المجلس إنه يرحب أيضا بإحاطات مماثلة يقدمها رؤساء عناصر الشرطة لتحسين فهمه للتحديات التشغيلية.	1
وعلاوة على ذلك، حافظت حركة طالبان على قدرتها على استيراد الأسلحة والعتاد واليد العاملة، ويكمن مفتاح النجاح العسكري في تحييد خطوط إمدادها وحرمانها من المناطق الآمنة التي يمكن لمقاتليها أن يرتقوا فيها بين العمليات وتدريب المجندين الجدد.	1
ويؤيد المجلس فكرة إنشاء وحدة للمساعدة في مجال سيادة القانون داخل الأمانة العامة ويتطلع إلى تلقي مقترحات الأمانة العامة بشأن تنفيذ التوصيات الواردة في الفقرة 65 من تقرير الأمين العام عن سيادة القانون والعدالة الانتقالية في مجتمعات الصراع ومجتمعات ما بعد الصراع (S/2004/616).	1
6 - وكان لإنهاء الصراع في عام 1999 آثار عميقة على العلاقة بين مختلف الطوائف في كوسوفو، ولا سيما بين ألبان كوسوفو وصرب كوسوفو.	0
وبالإضافة إلى ذلك، هناك سلسلة من الجماعات الفلسطينية المسلحة العاملة في البلد داخل مخيمات اللاجئين وخارجها.	1
ويعرب المجلس عن بالغ قلقه لأن المدنيين لا يزالون يشكلون أغلبية ضحايا أعمال العنف التي ترتكبها أطراف الصراعات المسلحة، بما في ذلك نتيجة الاستهداف المتعمد، والاستخدام العشوائي والمفرط للقوة، واستخدام المدنيين كدروع بشرية، والعنف الجنسي والجنساني، فضلا عن جميع الأعمال الأخرى التي تنتهك القانون الدولي الواجب التطبيق.	1
