Sentence,Metric,Arabic,Spanish
155,BLEU,0.8944696664691558,0.9298663600557577
156,BLEU,0.6556704014877007,0.5979145672912161
157,BLEU,0.6001882064927927,0.4335184682658022
158,BLEU,0.40400923387171694,0.40721663707321776
159,BLEU,0.5495875428180755,0.6517748037592873
160,BLEU,0.6994249327339667,0.7013015456199698
161,BLEU,0.6381941796682009,0.6652049901111008
162,BLEU,0.6119920823830962,0.468755415218555
163,BLEU,0.7811783264233231,0.6753303720857692
164,BLEU,0.5904800875422908,0.5525972375552696
165,BLEU,0.32408077881249053,0.3703014567724628
166,BLEU,0.37914349245276896,0.4093993703332256
167,BLEU,0.5269892447923881,0.7126476610728311
168,BLEU,0.14883506672040747,0.18761254967795649
169,BLEU,0.33124989794664067,0.6028817681965138
170,BLEU,0.37886702000709993,0.35392502512703766
171,BLEU,0.35713346918885824,0.058288169232976444
172,BLEU,0.23606934033817736,0.6058398690011476
173,BLEU,0.5236451551896005,0.3297891327043528
174,BLEU,0.3754561589848598,0.5225105228174303
175,BLEU,0.38841068121376743,0.49788851168445797
176,BLEU,0.34475790980527327,0.6405807334922451
177,BLEU,0.5478009680244034,0.4702977441989501
178,BLEU,0.49616830003403634,0.2496613689787904
179,BLEU,0.5772108967548037,0.35043010320134516
180,BLEU,0.32967441432201405,0.44291592206528335
181,BLEU,0.4546729032183052,0.3618861133725495
182,BLEU,0.34673726136503813,0.24914647312580213
183,BLEU,0.7910665071754358,0.05344445934790546
184,BLEU,0.319884660934729,0.5553306012617849
185,BLEU,0.7388084666564081,0.7803562309677153
186,BLEU,0.7556872111403111,0.7991493207860474
187,BLEU,0.5767789174070341,0.5194247346787363
188,BLEU,0.48289357117651394,0.2381605183657351
189,BLEU,0.7874512140221275,0.6964441033956991
190,BLEU,0.08026690728381682,0.49502425668334854
191,BLEU,0.16574624158406068,0.13103637162119033
192,BLEU,0.48163302082989456,0.3569251662223366
193,BLEU,0.5240489516482127,0.5711019448878912
194,BLEU,0.46555980796952334,0.6378386176553488
195,BLEU,0.43164193928042544,0.4626716812743027
196,BLEU,0.21969915538001444,0.7367565054628357
197,BLEU,0.7839204411491599,0.3565330029857031
198,BLEU,0.18448131253821362,0.3577421232017444
199,BLEU,0.6865890479690393,0.46563348805256366
200,BLEU,0.7749880145274329,0.38334113637403217
201,BLEU,0.1122444464861146,1.0
202,BLEU,0.6289868866690355,0.4881010344921759
203,BLEU,0.5240699158251282,0.4973998055619081
204,BLEU,0.7066196992489614,0.51646155199069
205,BLEU,0.6425503166524515,0.5549073390705058
206,BLEU,0.37731314590430637,0.48669258064368
207,BLEU,0.7758606626323729,0.7815465097768648
208,BLEU,0.43683636444615426,0.34315019159021515
209,BLEU,0.3556521383601747,0.17662903260733673
210,BLEU,0.6651195068614455,0.5519542050563783
211,BLEU,0.7479163508713212,0.5949241603447784
212,BLEU,0.5283682163876281,0.5815853054750582
213,BLEU,0.34298220658474904,0.1838895672163496
214,BLEU,0.6004287712485592,0.32668286409255015
215,BLEU,0.520129255103547,0.5119140711156759
216,BLEU,0.7125936172753409,0.7125936172753409
217,BLEU,0.3299634662767009,0.18948552254902223
218,BLEU,0.08401016569357084,0.22878234841429929
219,BLEU,0.6117603115124486,0.3983522803515356
220,BLEU,0.4076550895130085,0.5795451192738713
221,BLEU,0.7913476753403808,0.6502122021282724
222,BLEU,0.3750318713509143,0.6255230550163393
223,BLEU,0.5226901915479326,0.5542771850482558
224,BLEU,0.5490521894375135,0.5661767805985353
225,BLEU,0.5782146238716909,0.46895213993174345
226,BLEU,0.29774619360384713,0.1959280139287724
227,BLEU,0.583899712825618,0.6064426850304598
228,BLEU,0.4954344387629937,0.43010907464633635
229,BLEU,0.3254777991021599,0.3850322886878713
230,BLEU,0.35715880243332254,0.5372233507796937
231,BLEU,0.2826955967184796,0.5223934787197262
232,BLEU,0.6683339226561491,0.7145730338760706
233,BLEU,0.5248644788960474,0.3728680730164412
234,BLEU,0.6997221601144751,0.3125130094126369
235,BLEU,0.44383351844821595,0.48843917916795254
236,BLEU,0.6739047062564734,0.6207106843779346
237,BLEU,0.5513126507138436,0.5594824709412574
238,BLEU,0.6496081561431842,0.11857020645058956
239,BLEU,0.4111336169005197,0.488923022434901
240,BLEU,0.4297770082287964,0.4447304534122417
241,BLEU,0.5717141251350861,0.6634897755704005
242,BLEU,0.2425232850823366,0.2677353447271197
243,BLEU,0.2885537660018373,0.8657099140685622
244,BLEU,0.2783931320392681,0.15878174295086994
245,BLEU,0.3021426050179582,0.1971323307228177
246,BLEU,0.6036818653250497,0.6258397779365767
247,BLEU,0.8038960730688459,0.6881424220215246
248,BLEU,0.6173169608351698,0.446949741507064
249,BLEU,0.4690774779463901,0.7364115061697123
250,BLEU,0.4832697830906221,0.6115380576901023
251,BLEU,0.38827267775222324,0.11203754340102182
252,BLEU,0.2553027433060345,0.5731186740554013
253,BLEU,0.4263179465135051,0.4388132810504183
254,BLEU,0.4797543511401896,0.3423591961656695
255,BLEU,0.7042568364956021,0.45717895182710844
256,BLEU,1.0,0.5911602603314157
257,BLEU,0.20458069164373974,0.5071202666576929
258,BLEU,0.6384330175370753,0.9083059883028184
259,BLEU,0.3007309525649492,0.44488260433048865
260,BLEU,0.6696434349316394,0.3461876785833229
261,BLEU,0.481724301670948,0.4428019486952532
262,BLEU,0.5362493366736776,0.38127029241214916
263,BLEU,0.2461089154859809,0.33699857613660916
264,BLEU,0.5022588923565506,0.6200132149733733
265,BLEU,0.5127942962306979,0.07947036904538035
266,BLEU,0.34779770928081405,0.4891357725817435
267,BLEU,1.0,0.5445178846139404
268,BLEU,0.2559915539244943,0.37107201492725794
269,BLEU,0.5113997936330053,0.4465177642790913
270,BLEU,0.6483979298789521,0.447407472929809
271,BLEU,0.38770881249501776,0.4553203538230462
272,BLEU,0.33307662668678184,0.3674668904964848
273,BLEU,0.6870594475877276,0.5329371530271215
274,BLEU,0.6033290652928844,0.3607765031623766
275,BLEU,0.18758830578240931,0.36615107686578496
276,BLEU,0.3682794970421356,0.6097136682923002
277,BLEU,0.7707756005064802,0.5706322003557586
278,BLEU,0.7158663840251601,0.6854705652821441
279,BLEU,0.25609516769327906,0.23793665482062612
280,BLEU,0.5641228511739871,0.23627694987304915
281,BLEU,0.5527437433520411,0.48423305370320496
282,BLEU,1.0,1.0
283,BLEU,0.6169954674627864,0.6955862031711643
284,BLEU,0.3785137810934502,0.6582282436407442
285,BLEU,0.36465513920903636,0.3144351519439702
286,BLEU,0.7420721586254904,0.5408388852413675
287,BLEU,0.298031047649218,0.30814810136075205
288,BLEU,0.4352054813364112,0.43605471023588654
289,BLEU,0.32414427676263446,0.24645013697131232
290,BLEU,0.3706128964618466,0.10399404506373189
291,BLEU,0.4947782228805569,0.6541753231739766
292,BLEU,0.28696512934420604,0.34445292662425997
293,BLEU,0.550647512968413,0.5976926717446022
294,BLEU,0.39929494397353266,0.4525770962284414
295,BLEU,0.538581220285275,0.5816488689656844
296,BLEU,0.4215386528831025,0.2694472751024377
297,BLEU,0.26771264424359603,0.32700290934087334
298,BLEU,0.39461795162907,0.1424915360855107
299,BLEU,0.07439509796701055,0.16265015270008784
300,BLEU,0.3266131494789103,0.3357708433859549
301,BLEU,0.1023857820560022,0.2788569356565234
302,BLEU,0.2720283025000338,0.4139654403597696
303,BLEU,0.1122444464861146,0.05062667121584364
304,BLEU,0.3851341467337683,0.6383964846132485
305,BLEU,0.9636404443012863,0.9636404443012863
306,BLEU,0.620512441703188,0.8160273140112567
307,BLEU,0.5870029206567324,0.1896550847075289
308,BLEU,0.5941559820562806,0.39328368415488135
309,BLEU,0.037117437742471865,0.24305650182597577
310,BLEU,0.2521193618434983,0.7725505949016372
311,BLEU,0.5993990116919579,0.6257347938126461
312,BLEU,0.3237353837818467,0.6773709971213142
313,BLEU,0.19121616355935117,0.4103757636936567
314,BLEU,0.5470062787212584,0.45483668733231614
315,BLEU,0.3592156586575415,0.28448901643759283
316,BLEU,0.30066978289694707,0.6828372311187139
317,BLEU,0.6083335257149209,1.0
318,BLEU,0.5902395200630984,0.5765684796251552
319,BLEU,0.6470496100685219,0.47829137972452074
320,BLEU,0.5685150418100214,0.585512930899224
321,BLEU,0.6128371261529079,0.7042470052452285
322,BLEU,0.40210746908120054,0.3446073377034663
323,BLEU,0.35025987707004785,0.3645548948276717
324,BLEU,0.4790790728280404,0.5416823022213203
325,BLEU,0.24979117342213525,0.2578557675410513
326,BLEU,0.633044989362167,0.5127864484641884
327,BLEU,0.31263190396566753,0.5414435929741797
328,BLEU,0.6859253619730065,0.5953570293430225
329,BLEU,0.6405395293754438,0.6995938515337172
330,BLEU,0.4493825671612874,0.3112700790410246
331,BLEU,0.5198160153589456,0.47883157403392246
332,BLEU,0.6267581834442835,0.45309372174398227
333,BLEU,0.42411558383031345,0.573703414140546
334,BLEU,0.3519423839822419,0.3644205301745813
335,BLEU,0.45795977159224605,0.35921824647434814
336,BLEU,0.3214110553053944,0.39423022212921766
337,BLEU,0.2101858448745239,0.5354063183898494
338,BLEU,0.1607701141583642,0.19420534060688374
339,BLEU,0.6368774182976995,0.6222519713557914
340,BLEU,0.4443358303865789,0.4128719001353388
341,BLEU,0.6061531390603311,0.649987468483276
342,BLEU,0.5137200378494623,0.4583583186616435
343,BLEU,0.5602641309988335,0.46274589736050914
344,BLEU,0.7080735452207036,0.7080735452207036
345,BLEU,0.5682854869630479,0.6681082569496674
346,BLEU,0.5402559223132138,0.6000975921713937
347,BLEU,0.4746536510607631,0.46797578571676673
348,BLEU,0.6289664599620253,0.5961190601843832
349,BLEU,0.4335340097094999,0.430000199217368
350,BLEU,0.2733476887314251,0.4348596052870303
351,BLEU,0.05022037190492093,0.3672056269893592
352,BLEU,0.40826691498313367,0.360056585428503
353,BLEU,0.7050239904543014,0.6941340654956294
354,BLEU,0.6170169533256277,0.5422125841114872
355,BLEU,0.13526126515862413,0.4356484191711959
356,BLEU,0.38297178693261696,0.2866113149910761
357,BLEU,0.3597593290806104,0.5470333382848578
358,BLEU,0.27439855738201435,0.20563159247910476
359,BLEU,0.4615425015629849,0.5312583871630396
360,BLEU,0.5422642728803001,0.4710789016521398
361,BLEU,0.3387221584170724,0.4197010774824036
362,BLEU,0.6496081561431842,0.661767685082544
363,BLEU,0.21275135902625955,0.05026370862705919
364,BLEU,0.44449678816296256,0.4282062438293903
365,BLEU,0.5352064551327582,0.3911104256806521
366,BLEU,0.18480565351513958,0.17637241997851594
367,BLEU,0.017033186037639283,0.020255986027125642
368,BLEU,0.4998925891098117,0.35360356649142527
369,BLEU,0.3012040204687001,0.3015758959154838
370,BLEU,0.6685499426236793,0.7918215626654674
371,BLEU,0.22611111106840853,0.07269473234457917
372,BLEU,0.30963151103801795,0.31076721222315273
373,BLEU,0.8150573865814568,0.5797440546932842
374,BLEU,0.14504176010615194,0.42356322163517884
375,BLEU,0.041002049216418215,0.25890790939055336
376,BLEU,0.5298134210609745,0.6296917793025809
377,BLEU,0.38328165257836816,0.5852636722840083
378,BLEU,0.3848362750770005,0.25748961048759716
379,BLEU,0.02508223912457621,0.05705093314691302
380,BLEU,0.2912147533358706,0.3612386774895215
381,BLEU,0.14264965190603163,0.22128776529156546
382,BLEU,0.526637314191891,0.4267409515984737
383,BLEU,0.4420871104480957,0.465093042273409
384,BLEU,0.49735673561245436,0.43748114312246444
385,BLEU,0.5939018517889476,0.5575580567301006
386,BLEU,0.3825484952705102,0.35897104904589205
387,BLEU,0.2933811339749305,0.2720502227952038
388,BLEU,0.5110800987922941,0.7493723032873062
389,BLEU,0.3997202780718164,0.45224877341666947
390,BLEU,0.8721123954875634,0.8218395879464901
391,BLEU,0.6294159600504634,0.6750915335148621
392,BLEU,0.537276988001138,0.43654977708092585
393,BLEU,0.5665958745162746,0.6403961323401866
394,BLEU,0.553052482294055,0.572205954648348
395,BLEU,0.2881449894541112,0.5181895011524104
396,BLEU,0.41261520349079445,0.23793665482062612
397,BLEU,0.5301490840766461,0.5101070408651918
398,BLEU,0.22531172943898972,0.3813451372760975
399,BLEU,0.7856716138575919,0.49081169042140305
400,BLEU,0.573057404379869,0.6268593335004975
401,BLEU,0.6165315082389066,0.6225139260466931
402,BLEU,0.492179427228968,0.7835444095340022
403,BLEU,0.4757797272899436,0.6822315659383885
404,BLEU,0.39022736644855677,0.6383964846132485
405,BLEU,0.7336987094465172,0.5338871218611392
406,BLEU,0.17768764500277806,0.38799441124981615
407,BLEU,0.3846871857611897,0.40171420947232583
408,BLEU,0.7899009963555463,0.7565097918153457
409,BLEU,0.6290095974997977,0.8875369289645527
410,BLEU,0.6997522298221912,0.3237722713145643
411,BLEU,0.6128461751533666,0.5776277546325185
412,BLEU,0.2826249814896244,0.2852886725303451
413,BLEU,0.31428544048197116,0.18271276216694296
414,BLEU,0.8506943121300126,0.43236363211220596
415,BLEU,0.6705803488125283,0.15617382362933058
416,BLEU,0.5065366272535243,0.7016742454419989
417,BLEU,0.4941196441317575,0.4546389365567675
418,BLEU,0.4697581203275604,0.4684203428001583
419,BLEU,0.5948633782142312,0.7434387412221474
420,BLEU,0.28122883881510263,0.5158519310402065
421,BLEU,0.7516039872651957,0.784757484773875
422,BLEU,0.3478577918990269,0.47971872537592664
423,BLEU,0.5271893044962774,0.6623127810223893
424,BLEU,0.8163076863908701,1.0
425,BLEU,0.7020722430713021,0.7989759185910013
426,BLEU,0.7404008324993688,0.2076047003130265
427,BLEU,0.35270590142762315,0.35949290400850376
428,BLEU,0.7735561630602302,0.7159542261774766
429,BLEU,0.5600531787675755,0.4117440619621889
430,BLEU,0.6238205120967926,0.47328383875658303
431,BLEU,0.18545320922706918,0.4259822980180278
432,BLEU,0.4520080373906283,0.5177290181508161
433,BLEU,0.6520052085514373,0.7361167853656195
434,BLEU,0.7648646542374046,0.16545318529164554
435,BLEU,0.6207106843779346,0.5772609245203745
436,BLEU,0.54734807970126,0.7033638100502325
437,BLEU,0.49526373258609174,0.4790344157174737
438,BLEU,0.6787919736408736,0.5814307369682193
439,BLEU,0.8852050979268816,0.6695638194748201
440,BLEU,0.7079620537120312,0.5459258456277113
441,BLEU,0.5747335323959111,0.6183082530626516
442,BLEU,0.2605155032589549,0.647084148066781
443,BLEU,0.021359012567909896,0.34823528327578535
444,BLEU,0.21194961928390224,0.4653981412561117
445,BLEU,0.33145593389343503,0.48258934929102376
446,BLEU,0.2962774003234497,0.3951994180586402
447,BLEU,0.43076683557278517,0.6729400620282456
448,BLEU,0.25656709268791633,0.4644531655360721
449,BLEU,0.5525118442877954,0.46391980458237025
450,BLEU,0.4917148241851903,0.4508551231138747
451,BLEU,0.025518615589394285,0.2460137257692754
452,BLEU,0.6061748255673157,0.7374777559646657
453,BLEU,0.22671559787228204,0.03434317738548995
454,BLEU,0.7517092946515986,0.17213420982828934
455,BLEU,0.32385792338022384,0.12417503895984187
456,BLEU,0.33898421733546186,0.02221533990844149
457,BLEU,0.2992694690475121,0.29485673743858093
458,BLEU,0.17712030567063494,0.4622377023605667
459,BLEU,0.5308041426320921,0.6150379145924424
460,BLEU,0.6249728340760886,0.05342392352880332
461,BLEU,0.7757929610977136,0.6910127389051762
462,BLEU,0.3456622793956435,0.43802468377934134
463,BLEU,0.6897636633068297,0.07407132459676162
464,BLEU,0.5227379665710162,0.5783797778755683
465,BLEU,0.8394327083733336,0.9394130628134758
466,BLEU,0.34151400366847817,0.5548581090137994
467,BLEU,0.22391492857009307,0.670684411095614
468,BLEU,0.7186969683828063,0.47410093877936305
469,BLEU,0.6728850678464081,1.0
470,BLEU,0.11833343078048614,0.5655183553484678
471,BLEU,0.4903219581106566,0.42492729232728166
472,BLEU,0.5002148597462022,0.5374512308135861
473,BLEU,0.2777619034011791,0.2984745896009823
474,BLEU,0.7341730986968276,0.7822273874266914
475,BLEU,0.47547123832819527,0.4647784173108244
476,BLEU,0.32014060615821366,0.6362413815634483
477,BLEU,0.1675735200024743,0.27066787466100556
478,BLEU,0.2657820230001573,0.27404048143916643
479,BLEU,0.4656334880525637,0.5247493684915592
480,BLEU,0.775158446870444,0.6636892164426105
481,BLEU,0.646768574138232,0.4633059731830228
482,BLEU,0.5922868719092974,0.5291071550463585
483,BLEU,0.2181674060474818,0.4869995958723942
484,BLEU,0.300004206003672,0.3767145207491431
485,BLEU,0.34589895849033103,0.2586197930021031
486,BLEU,0.6707661007229352,0.7148689569348852
487,BLEU,0.27366337840905086,0.5586145945376808
488,BLEU,0.4936536186733359,0.6106033998424302
489,BLEU,0.06357877332311639,0.050661968099322066
490,BLEU,0.5215099214730985,0.29596786133085345
491,BLEU,0.38796260611583805,0.39051065328951606
492,BLEU,0.465583006492667,0.42257578371038595
493,BLEU,0.4476211286236684,0.4195959935514934
494,BLEU,0.5320574210381338,0.5125912622298336
495,BLEU,0.35664188379103556,0.17771885155091094
496,BLEU,0.28413698177458035,0.3274972537143166
497,BLEU,0.38662527162788296,0.12927595103001124
498,BLEU,0.4440750605884706,0.4653981412561117
499,BLEU,0.6268593335004975,0.3681985997871233
500,BLEU,0.2951516238086372,0.29657624487567713
501,BLEU,0.28788518601869284,0.4695966835778606
502,BLEU,0.518121687676275,0.4423999574647918
503,BLEU,0.25841450487427714,0.48344927050618486
504,BLEU,0.4117230572911877,0.11445359262541441
505,BLEU,0.6394525363290002,0.8713933650206428
506,BLEU,0.47547704969150695,0.4944791507981365
507,BLEU,0.4083678802618679,0.47488946312833874
508,BLEU,0.41421433164372307,0.3018604761341459
509,BLEU,0.17400446794038266,0.2821539612874579
510,BLEU,1.0,0.5706745777055999
511,BLEU,0.5225077483388008,0.6494094726673953
512,BLEU,0.7464042305026426,0.7924533681391609
513,BLEU,0.5241902314498851,0.4664535246406878
514,BLEU,0.6703420896351792,0.5387722220470361
515,BLEU,0.6701900800780248,0.6323291050198447
516,BLEU,0.6930977286178778,0.5512003357447272
517,BLEU,0.6795528602685347,0.7266529626724748
518,BLEU,0.3775044843693757,0.5902975894121523
519,BLEU,0.4717884080656263,0.36031160287011604
520,BLEU,0.3297891327043528,0.2810335395782485
521,BLEU,0.38387741506426604,0.5463813269588614
522,BLEU,0.08408492817195343,0.40188875403207003
523,BLEU,0.15989214998944032,0.1073382554549285
524,BLEU,0.5276941528736999,0.3329735558708458
525,BLEU,0.49273286905084446,0.5744908213147943
526,BLEU,0.5665749812373526,0.3162730363512269
527,BLEU,0.33626145493930953,0.318248515465579
528,BLEU,0.6888365053466561,0.6888365053466561
529,BLEU,0.6605941270308043,0.7284964945158593
530,BLEU,0.15820362165931962,0.021897625859253513
531,BLEU,0.8996480074924822,0.44206626891546236
532,BLEU,0.3552141838280154,0.7589525366545956
533,BLEU,0.6906291917439329,0.7646762360934225
534,BLEU,0.6837938409678161,0.7023197892909386
535,BLEU,0.9391044157537525,0.6150523394042867
536,BLEU,0.44534504264163466,0.6162607099729586
537,BLEU,0.1149974014804635,0.3586543384341824
538,BLEU,0.287970653141995,0.294467310498826
539,BLEU,0.41608247288202455,0.4119914664762502
540,BLEU,0.2665286141627724,0.5009618592391384
541,BLEU,0.324745633712975,0.5138597582004863
542,BLEU,0.5181809324151676,0.2969820632810288
543,BLEU,0.31973409848615325,0.08898704129470233
544,BLEU,0.39913370183964897,0.4906550216991735
545,BLEU,0.6323573656478323,0.6620963815808302
546,BLEU,0.24068530618752135,0.5602103815723918
547,BLEU,0.3495971854793245,0.6694877716784761
548,BLEU,0.7377412795579845,0.7484572139073575
549,BLEU,0.5097825050780268,0.49218752258082116
550,BLEU,0.40335820725998883,0.6907573115737006
551,BLEU,0.3106302495244676,0.32410048959546484
552,BLEU,0.48850406232329296,0.5944187398051355
553,BLEU,0.28997844147152074,0.2596535889340338
554,BLEU,0.48630598400961383,0.5367659014253395
555,BLEU,0.5,0.5
556,BLEU,0.6812125668272578,0.3250753827493407
557,BLEU,0.15381013877235736,0.07506238537503394
558,BLEU,0.3049259527424873,0.2891042600761106
559,BLEU,0.46429606613819563,0.3562501353262061
560,BLEU,0.3820286893577873,0.37109394945555835
561,BLEU,0.3251443186866178,0.6450514614143358
562,BLEU,0.3237353837818467,0.2349670560530578
563,BLEU,0.28943182557959846,0.19259485967564627
