ar	Relevant
"We are disappointed, Mr. President, that despite your efforts and the efforts of many others, the Council was unable to condemn that brutal terrorist attack."	1
"But despite these achievements, challenges to the government's authority and effective control over its national territory still need to be overcome."	1
"It is also indisputable that Armenia, as the occupying power, bears direct responsibility for the commission of these crimes."	1
"In order to achieve more significant and robust progress, the international community should act in a more coherent and determined manner to establish the necessary basic framework."	0
The political deadlock within the Transitional Federal Parliament poses another challenge.	0
"In that context, we remain concerned about the most vulnerable groups in Timor-Leste: the poor and the displaced."	1
"It is part of a mantra that is constantly repeated before this Council, and the repetition does not make it more true. It ignores both Palestinian responsibilities and Israeli rights, and does not acknowledge the excessive difficulties faced by Israeli forces in trying to protect their citizens and minimize harm to Palestinian lives while terrorists do not Those you face care more about the lives of Palestinians than they care about the lives of Israelis."	1
"We note the security concerns that Israel says force it to continue its aircraft flights, especially allegations of violations of the arms embargo established pursuant to Resolution 1701 (2006)."	1
Today I will only emphasize the following four points.	0
"The lack of land and jobs, as well as insecurity, prevent many returnees from settling in their communities of origin."	1
The German government strongly condemns these acts of violence.	1
"Mr. Musayev (Azerbaijan) (spoke in English): First of all, I would like to apologize for asking for the floor again, as we considered it inappropriate and counterproductive to ignore the comments made by the representative of Armenia and his attempt to mislead the Security Council into remaining silent about them."	1
The ongoing plight and suffering of the Palestinian people remains a tragic embodiment of the consequences of the refusal to implement Security Council resolutions and the failure of the Security Council to enforce its resolutions.	1
The session opened at 10:18.	0
"Early this month, Prime Minister Fayyad circulated a summary of the Palestinian reform and development plan for the period 2008-2010."	0
"This political incident was strongly denounced through a press release issued by the office of President Ernest Bai Kroma, as well as by numerous press releases issued by political interest groups, including the APC, the People's Movement for Democratic Change and the Independent Commission for the Media. The Political Parties Registration Committee and the Good Governance Campaign."	1
"We could go on to mention widespread poverty, problems in natural resource management, thousands of refugees and internally displaced persons, thousands more former combatants awaiting reintegration, unreformed security sectors, extensive human rights violations, and many other threats that are likely to fueling a new conflict."	1
"In that regard, we believe that destructive action aimed at obtaining unilateral political benefits should be absolutely condemned."	1
"While Pristina and Belgrade strongly condemn the incident and demand the arrest of the perpetrators, each side has claimed that the other side is responsible for provoking the incident."	1
"We would also like to express our concern that the return of these incidents could lead to an unstable situation in the region, making it difficult to achieve a peaceful solution to the Kosovo situation that is acceptable to both parties."	1
Israel must also refrain from taking unilateral actions in Jerusalem that would change the status quo or undermine confidence.	1
"Combined with fanaticism and deep roots in the political and social life of the region, organized crime threatens the very foundation of principles and values ​​that we are trying to instill in the new institutions formed there, and thus our efforts are in vain."	1
"As a result, the security threats to many countries in Africa and beyond, including member states of this Council, have been crossed, exposing their vulnerabilities."	1
"In addition to the humanitarian challenges, the situation raises security concerns."	0
"As we have always emphasized, that position does not involve pre-judging the essence of the issue; Rather, it is a firm call to give both justice and the political process a chance."	0
"But accomplishing the mission is not impossible if we set realistic goals based on principles and move forward towards them with deliberate steps, and if we have the support of others and are not alone when we take those steps."	0
"As a measure to optimize the use of the Council's time and to allow as many delegations as possible to speak, I will not invite individual speakers to take seats at the Council table and then to return to their seats at the side of the room."	0
"The failure of any Member State to comply with its obligations under the Charter should have consequences, and Sudan should not be exempt from this."	1
"As I have stressed on numerous occasions, lasting security and stability for any country, as well as for Timor-Leste, will only be achieved in conjunction with socio-economic development."	0
"We believe that Somalia faces a challenge similar to that of a marathon runner, because the drafting of the constitution must be completed by 20 April and its adoption completed by 22 May."	1
The impunity of these high-ranking officers is unacceptable and prevents post-conflict societies from recovering sustainably.	1
The Afghan authorities and the international community must make clear that this behavior is unacceptable.	1
Pristina has so far rejected every initiative in this regard.	1
"In this regard, the measures taken to address the serious problems in the correctional system are encouraging despite the serious challenges that remain."	0
"Although the President acted within his constitutional powers, I discussed with him concerns regarding the possibility that the pardons issued on 25 December 2009 might reinforce the perception of impunity."	1
"The Arab Spring reaffirms what history warns of: that when governments respond with an iron fist to their citizens' irrepressible dreams, legitimate demands, and irrepressible hopes, they are doomed to collapse in the long term."	0
"The progress achieved, and I hope there is no doubt that some progress has been made, must be viewed in the context of the challenges facing Kosovo."	0
"First, it caused an ongoing humanitarian emergency that also threatened peace and stability in Haiti."	1
Developing effective Somali judicial capacity will also enable Somalis to address the scourge of terrorism and piracy.	0
It is clear that collective efforts require greater resources and a better integration process - a fact embodied in the Bucharest and Paris outcome documents.	0
"Therefore, Greece insists on the need to clarify the sixth preambular paragraph - urging the Council “to make progress towards the resumption of negotiations to reach a comprehensive settlement” - as it should be emphasized once again that those negotiations should take place between the two communities."	1
"In that regard, we would like to go further to say that we believe that the only way to improve security and stability in Somalia is to enable the Somali security forces to subdue the most powerful insurgents and enable the Government to expand its areas of authority as much as possible if peace negotiations fail."	1
"In his report, the Secretary-General notes some improvement measures in all of these areas except for the central issue of local government reform, in particular, decentralization, where progress is lacking."	1
The Court's intervention must be a catalyst for decisive national and international action to address challenges to justice in conflict situations.	0
Some concerns were expressed - not long ago by several presidential candidates - about the integrity of the recording.	1
"In order to continue this struggle, it is imperative that the international community make a greater contribution and pay more attention to this important aspect of the fight against terrorism."	1
The long-term security and stability of Somalia will require an effective and credible judicial system.	0
The session opened at 3 p.m.	0
"It is a rough road, and it requires patience and perseverance."	0
My delegation strongly condemns these acts of violence and extends its condolences to the family of the deceased pediatrician.	1
"In return, the authorities in Belgrade must end their obstructionist approach, which prevents Kosovo Serbs from participating in Kosovo’s public institutions. The “vacant seat policy” entails a great risk of writing Kosovo’s history without the participation of Kosovo Serbs."	1
The Haitian National Police needs sufficient resources to enable it to carry out its constitutional law enforcement duty.	0
"Likewise, I can see the need for the international community to direct its attention and resources to other hotspots of tension around the world."	0
We are particularly concerned about the indiscriminate proliferation of weapons in Libya and beyond its borders as a result of the conflict.	1
This would truly demonstrate the global nature of the United Nations' counter-terrorism efforts and the fact that Member States are united.	0
This is a complex challenge for Sahel countries and regional agencies.	0
"We urge Israel to take further action to remove outposts in accordance with the Roadmap, and to address the growing threat posed by settler extremism."	1
"A larger UN presence is indeed vital, but for the added value of our organization to be fully effective, adequate funds must be provided for both staff and security. Mr. Eide reminded us of this a few moments ago."	1
"As for the military aspects of security sector reform, the government has made clear that it wants to rely largely on bilateral aid to build the military's capabilities."	1
"In this regard, we are particularly concerned about the continued lack of progress in the areas of freedom of movement of minorities, sustainable returns and relevant representation of minorities in government structures and in the public sector at large."	1
My Government acknowledges the many expressions of condemnation and outrage that have resulted from this terrible incident. We particularly appreciate the Security Council's quick reaction to this heinous crime.	1
"In fact, given the history of foreign intervention, such directives would not only be questioned by various sectors of society but could also exacerbate the problem."	1
"Above all, our concerns were related to the insistence of the Pristina authorities to implement the so-called strategy for northern Kosovo in flagrant violation of Security Council resolution 1244 (1999), which remains the main international legal framework for reaching a settlement in Kosovo."	1
"The members of the Council have before them document S/2005/745, which contains the text of a letter dated 7 December 2005 addressed to the President of the Security Council from the Chairman of the Security Council Committee established pursuant to resolution 1521 (2003) on Liberia transmitting the report of the Group of Experts on Liberia."	0
"In particular, we would like to express our deep concern about the stagnation in Haiti's socio-economic development and food security."	1
"But we note that without a strong justice and security sector, developing peace and stability can be threatened."	1
"The international community has clearly expressed its strong condemnation of these actions, through the General Assembly, the Human Rights Council and the Group of Friends of Syria, with significant and widespread participation."	1
"The five or six incidents in the border areas - at least the incidents that were reported - occurred in places like Ninghar and Zabul, near the Pakistani border."	0
"This is a matter of great urgency, because Kenya cannot continue to bear the burden resulting from this situation."	0
"Clearly, the Executive Directorate must continue its efforts to achieve those goals."	0
"The threat posed by terrorists, criminals and those involved in the drug trade to the security and stability of Afghanistan is a real phenomenon that must be constantly addressed."	1
"By the end of this year, we expect to have the tools to better enforce the law in the fight against drugs."	0
"We condemn all terrorist acts committed in Afghanistan, especially the most recent one committed against the Indian Embassy in Kabul, and express our condolences to the governments and peoples of the affected countries and to the families and relatives of the victims."	1
"Collecting timely, objective, reliable, accurate, and accurate information on conflict-related sexual violence is crucial to formulating the Council’s responses, as well as strengthening action to prevent sexual violence."	1
True establishment of the rule of law in the Democratic Republic of the Congo requires the formation of an army and the establishment of an effective and democratic justice system and police force.	1
"The international community - including through the auspices of the United Nations - should use diplomatic influence and provide technical assistance in areas such as political, security and justice sector reforms, the drafting of new constitutions, legal frameworks and electoral institutions and the holding of elections."	1
The continued instability in the Sahel region has implications beyond the countries most directly affected.	0
It calls for adherence to international law and for all parties to implement their obligations and the road map in order to achieve the vision of two states living side by side in peace and security.	1
"We cannot risk wasting human and financial investment in the Democratic Republic of the Congo due to citizens' frustration, which could ultimately lead to a renewed crisis."	0
It would be remiss of the Council not to use these tools if the need arises.	0
"Under these circumstances, in which huge disparities and political, economic, and social marginalization combine, a process has emerged that seeks to bring about change in the prevailing system, and seeks to bring about economic and political change and find alternatives that allow participation and open new areas and means of expression, which include, in short, demands related to basic rights."	1
UNIFIL soldiers must fully implement their mandate with the aim of eliminating threats emanating from Afghanistan.	1
"My delegation believes that to prevent new outbreaks of violence and to stabilize northern Kosovo, it remains essential that the reconciliation process be accompanied by policies aimed at ensuring social and economic stability among the communities in a non-discriminatory manner."	1
"Withholding this level of funding would paralyze any government, let alone an authority under occupation, and if these funds are not immediately released, this action will threaten the state-building gains achieved by the Palestinian Authority, including promoting good governance that benefits the people. Palestinian security forces and the development of security forces that maintain law and order in the West Bank."	1
"As members of the Security Council know better than anyone, the Arab-Israeli conflict is one of the most enduring diplomatic challenges the world has faced since the mid-twentieth century. At the heart of the Israeli-Palestinian conflict is a conflict between competing and contradictory historical narratives, aspirations and collective identities."	0
Mr. Le Luong Minh (Viet Nam): Terrorism is a concern shared by all Member States of the United Nations and the international community as a whole.	1
"This, of course, led to increasing popular anxiety and some questioning the excessive reliance on the military option."	0
But the serious danger remains that as a result of that decision - which violates the documents issued by the Bonn and Berlin conferences - the country will face an explosive situation fraught with new armed resistance and internal divisions in the power structures.	1
Finding a starting point for discussions about the upcoming challenges that Middle Eastern societies find themselves facing and extrapolating the promising opportunities emerging from these challenges can be a daunting task.	0
"Addressing the root causes of the economic deficit requires the establishment of permanent projects based on sound commercial and economic foundations, especially since the region enjoys a distinguished strategic location on the African continent and enormous natural resources."	0
"They are the ones who do all these things, and then they ask for protection and guarantees and use them as a mask in order to blackmail and obtain more concessions."	1
"Since the report's release, there has been a significant increase in focus on Liberia's border with Côte d'Ivoire."	0
"In assessing that progress, it is important to acknowledge the great strides Timor-Leste has come in just a few years since independence, but it is equally important to acknowledge the significant challenges that still lie ahead."	0
I would also like to emphasize effective Arab diplomacy in the period leading up to the conference.	0
"Preventing illegal border crossings is vital to combating terrorism, drug trafficking and commercial smuggling."	1
"There are certainly people who feel uncomfortable with what they see as an excessive and, in fact, negative preoccupation with sectarian balance."	0
"Although about 80 percent of Afghans depend directly on agriculture for their livelihood, only a small portion of our efforts have been invested in this sector."	0
"Unless the Government addresses these issues, they could represent serious threats to the security and stability of Timor-Leste."	1
"However, prevention will only be effective if peacekeeping operations have the resources they need to carry out their mandate."	0
"The ability of the Palestinian Authority to build reliable institutions and basic security facilities, with the will and ability to combat terrorism and other threats, constitutes an essential element in the process of building the Palestinian state and a legitimate aspiration on the Israeli side."	0
"It is clear that final progress in these areas will require further concerted efforts by the international community, Belgrade and the people of Kosovo."	0
Viet Nam believes that the diverse nature of violence against women and girls requires a comprehensive approach.	0
"The current problems in Afghanistan at the community level require a comprehensive solution, including undertaking not only military and security activities, but also political, development and economic activities."	0
"It is important, in our view, that the conference clearly emphasized the importance of Afghan leadership and, ultimately, ownership of efforts to address the key challenges facing Afghanistan – security, institutional capacity, corruption and narcotics."	0
"To avoid a new wave of violence, both parties and the international community must take immediate action."	1
"In order to restore real stability, a comprehensive and broad approach is needed, consisting of a wide range of legal, political and international tools."	0
"While we strongly condemn these practices as they represent a flagrant violation of international conventions and humanitarian laws and norms, we call on the international community, the members of the Quartet, and all active parties to intervene immediately and decisively to force Israel to put an end to such actions, which constitute a serious threat to security and stability in the Middle East region. Violence only begets violence, which may plunge the region into a spiral from which it is difficult to emerge."	1
This is particularly true with regard to the political sphere and the security situation.	0
"In this regard, we are deeply concerned about the security situation in Afghanistan, which has deteriorated since last year as a result of the repressive activities of the remaining elements of the Taliban and Al-Qaeda, disputes among warlords and the drug trade."	1
Somali leaders must work toward a political process open to all who are willing to renounce violent opposition.	1
Global terrorism remains one of the most serious threats to international peace and security.	0
"Demands for information from UNMIK and KFOR were met with a typical response from the Corps Commander, who said that, under his limited authority, he could not provide additional information."	1
I would like to say something briefly about specific proposals in the revised organizational plan and how these proposals address those concerns.	0
It is important to present the image and acceptance of the police in society as the primary law enforcement agency.	0
"Although these contacts have been constructive, direct negotiations without preconditions, in which the two parties are expected to submit proposals regarding territory and security within 90 days, have not yet taken place."	1
"Although this is a good start, its long-term sustainability will only be achieved if the government makes complementary efforts to address other socio-economic challenges."	0
We need peace to meet other enormous challenges.	0
"Economic issues, such as investment, are also a major concern."	0
"In this context, Russia is convinced of the importance of developing a comprehensive international strategy to combat drugs in Afghanistan, including establishing a security belt along the Afghan border."	0
Sierra Leone is also witnessing a boom in investment in the extractive industry sector.	0
"Some of these countries face enormous challenges, and there will be setbacks as well as progress in the coming years."	0
We urge the Government of Haiti to take firm action to prevent such violence and ensure that the perpetrators of such acts are brought to justice.	1
"Then, seven years later, the 2009 edition also noted that nearly 30 percent of young people in Arab countries were unemployed, that more than 50 percent of the population was under the age of 24, and that there was a need to create 51 million new jobs in 2020 in order to avoid an increase in the unemployment rate."	0
These are issues that must be addressed within the framework of security sector reform efforts.	0
"The Russian Federation once again calls on the Israeli and Palestinian sides to exercise restraint, a high spirit of responsibility, and to reject unilateralism."	1
I cannot stress enough the threat that the unavailability of military helicopters poses to the operational effectiveness of the force.	1
Some Iraqi interlocutors have raised questions about that term – “national reconciliation” – in terms of what it entails and what it requires.	0
"As indicated in the report, the period under review witnessed important achievements in the peace process and in preparations for the 2010 elections, despite some existing challenges."	0
"Beyond the area of ​​responsibility of the United Nations Mission in Eastern Chad, other developments are also causing concern."	1
Representative democracy also requires citizens to have confidence in the governments they elect.	0
"Also, although the overall security situation remains calm and peaceful since Timor-Leste officially assumed full responsibility for security on 20 May, smuggling, illicit trafficking and illegal border crossings should be seen as a cause for concern, as well as Tensions related to demonstrations that took place in Dili last July."	1
"Lack of such engagement will prevent progress in addressing important issues of public administration, and will achieve no progress in improving Kosovo's image in the minds of the international community."	1
"Fortunately, the choices before the Iraqi people are not black and white; Nor are they zero options. There are a whole host of compromise gray areas that can address the fundamental concerns of all participants in the political process."	0
"Despite our assessment that achieving a complete ceasefire is difficult at this time, I still believe that the international community must make its position clear, which is the need to stop the attacks immediately, and for Israel to make more credible efforts to protect civilians and civilian infrastructure, while Work is being done urgently to create the conditions to stop these attacks."	1
"The review of the security situation contained in the Special Report of the Secretary-General (S/2008/434) suggests that, despite the tireless efforts of the Afghan people and the international community, serious challenges to peace and stability remain in Afghanistan."	0
"The Court of First Instance’s push to issue an arrest warrant against a head of state on March 4, 2009, sparked massive popular reactions and dealt a new setback to hopes for peace and stability."	1
"Mr. Eddy (spoke in English): I don't think I was asked specific questions, but perhaps I should make some comments."	0
"We are also concerned about the resurgence of cholera cases, although the mortality rate appears to be slowly declining."	1
"The camps have been closed, and the internally displaced are returning to normal life, although some problems remain and require immediate response."	0
Measures to overcome deficiencies should address both immediate needs and structural deficits.	0
The President (spoke in French): I now give the floor to Ambassador José Moraes Cabral of Portugal in his capacity as Chairman of the Security Council Committee established pursuant to resolution 1970 (2011) concerning the Libyan Arab Jamahiriya.	0
"However, in 2007, after the arrest warrants for Haroun and Kushayb were issued, President Bashir publicly refused to implement them, defying the Security Council's authority and saying that Haroun had done what he was ordered to do."	1
"The current political situation in Kosovo highlights facts that contradict these basic assertions, and we hope that they will be part of the educational process to achieve democratic stability."	0
"In this context, the Council reaffirms that the main cause of the crisis in Angola is UNITA's refusal to comply with the relevant substantive provisions of the Lusaka Protocol, and reiterates its request that UNITA comply with its obligations to disarm and allow governmental administration to extend to the territory it controls."	1
"In describing this unfortunate incident, the President stressed that it was malicious, unacceptable, and entailed potential violence in the upcoming 2012 elections."	1
"With the presidential elections approaching, it is even more necessary and urgent that the security situation improve."	0
"The MDC candidate has little or no access to the media in Zimbabwe; He is prohibited from organizing campaigns freely; Campaign buses and cars were reportedly seized by the state, allegedly because of their illegal registration."	1
Bosnia and Herzegovina expresses its concern about the current political impasse in forming a new government and defining a clear constitutional reform process.	1
We should acknowledge our great concern about the situation in Afghanistan.	1
"The UN's zero-tolerance policy towards such acts should be emphasized, and there should be no impunity for those found guilty of these crimes."	0
"We called on the Council on several occasions to take action to force Israel to stop its military attacks, to ensure the protection of the civilian population and to stop all unlawful punitive measures through which it is causing a humanitarian catastrophe in the Gaza Strip."	1
And here Cuba is coming once again to the Security Council to strongly denounce and condemn the complicity of the United States government and its absolute responsibility for the release of this person.	1
Africans have clearly expressed their concerns about the situation in Zimbabwe.	1
"Once again, these challenges include national reconciliation, political power-sharing, and equitable distribution of natural resources, especially oil revenues."	0
"Moreover, the negative impact of the crisis is also evident beyond Libya’s borders and not only on the African continent."	0
The European Union is deeply concerned about the continuing cycle of retaliatory violence in Israel and the occupied territories.	1
President Al-Bashir took diplomatic retaliatory measures against the Kenyan decision and threatened to impose economic and trade sanctions.	1
"During those consideration sessions, the Chinese delegation has always stressed the view that the Darfur issue involves a political process, the deployment of peacekeepers, economic development, humanitarian assistance and the establishment of justice. It is a very complex issue and requires a tremendous amount of political wisdom to find a comprehensive solution that ensures peace and justice."	0
"While it is possible to overthrow a new leader in just a few months, building such a democratic society requires more time and sacrifices."	0
"If not, we could see more violent defections that can occur when people demand their rights, as there is no force to forcibly prevent them from giving them up."	0
"In that context, we believe it is important for the Security Council to pay the utmost attention to the threats posed by fundamentalist and extremist religious organizations such as Hizb ut-Tahrir and we urge the Council to impose severe sanctions on terrorist organizations."	1
It is with great concern that I must inform you of the escalation in criminal acts and attacks against United Nations and humanitarian personnel.	1
"In addition, Israeli air violations of the Blue Line continued on a regular basis, in direct violation of resolution 1701 (2006)."	1
The Brazilian Government is closely following the efforts of the Haitian Government to undertake institutional reforms.	0
"In this regard, we take note of the statements made by the main elected representatives of Kosovo, who immediately condemned that crime and demanded that its perpetrators be brought to justice."	1
"In accordance with the understanding reached by Council members, I would like to remind all speakers to limit their statements to no more than five minutes so that the Council can quickly carry out its work."	0
"It is up to the people and leaders of the region to resist the demagogues' calls, reach compromises and build coalitions, continue to trust their regimes even when they lose in elections, and protect the principles and institutions that will ultimately protect them."	0
We believe that Palestine will remain the greatest challenge in the Middle East.	0
This is directly related to the credibility of the Counter-Terrorism Executive Directorate.	0
"Therefore, the international community must take the necessary action to prevent Israel from continuing the reprehensible process of destruction it has initiated in Gaza, and affirm its rejection of all these Israeli practices that constitute a violation of international law and international humanitarian law."	1
"Although unexpected, these changes prove an old rule of political science: lack of reform leads to revolution."	0
This remains a source of constant concern to us.	1
"While resolving the six-decade-old Palestinian tragedy will have a major impact on the situation in the Middle East, peace in the region also requires progress on other axes of the peace process."	0
"Therefore, I also deliberately avoided addressing other topics that some consider necessary when discussing the Middle East, such as the necessity of resolving the Palestinian-Israeli conflict or the situation in Syria, since we have addressed these issues in other sessions held by the Council."	0
The session opened at 10 a.m.	0
"However, we also oppose and condemn extrajudicial executions."	1
We condemn all acts and crimes committed in Kosovo with ethnic motives.	1
"However, we do not believe that sovereignty obligates the Security Council to stand idly by when governments commit massacres against their people, thus threatening regional peace and security."	1
No one in the region is exempt from the demands for change that we have witnessed.	0
The security challenges coming from the Sahel-Sahara region are not new.	0
Here too we received responses that seemed to justify our concerns.	0
"As Prosecutor, I will face any legal challenge brought by President Al-Bashir and other defendants in court."	1
"We should avoid easy answers that claim that the Sahel region has always faced such challenges, when it is well known that in reality those challenges were not of this magnitude previously."	0
"Due to increased violence, the Karni crossing was closed from 15 to 20 May and has only been reopened intermittently since."	0
"The nature of the terrorist threat varies between countries and regions, as do the capabilities and needs of countries in the field of combating terrorism."	0
"The international guarantors of Timor-Leste's security, namely the International Stabilization Force and the United Nations Integrated Mission in Timor-Leste, no longer face the challenges they faced two or three years ago."	0
Azerbaijan's refusal to enter into direct negotiations with elected representatives of Nagorno-Karabakh is one of the main obstacles to resolving the conflict referred to by the representative of Azerbaijan.	1
"There is no doubt that how to improve the security situation is the biggest challenge facing Iraq now. It will decide the future path of political, economic and social development in Iraq."	0
The Secretary-General and his Special Coordinator for Lebanon issued statements strongly condemning the criminal actions of Fatah al-Islam as attacks on Lebanon’s stability and sovereignty.	1
The United States urges the United Nations and the Haitian National Police to redouble their efforts to examine students' personal records.	1
"When the situation in Haiti is addressed within the framework of the United Nations, all attention is almost always focused on so-called security issues, which in practice reduces the urgent attention needed to the country's serious structural, economic and social problems."	1
"With regard to the humanitarian situation, Guatemala is concerned that, according to the Office for the Coordination of Humanitarian Affairs, 20 million people in the Sahel region are in need of humanitarian assistance, particularly in Mauritania, Niger, Burkina Faso and Chad."	1
The first relates to combating impunity.	0
"Secondly, it is feared that trust between the opposition and the ruling party will deteriorate."	0
"From that point of view, re-establishing peace, security and national unity are the first challenges to be addressed."	0
We are also concerned about the very high rate of unemployment and widespread poverty in the country.	1
"To meet this challenge, a comprehensive approach must be taken entirely by Afghans."	0
"My first comment relates to the situation on the ground, which is clearly worrying."	0
Meeting these standards requires transferring more powers and responsibilities to local authorities and accelerating privatization.	0
"After some hesitation at first, the party chose to solve the problem within the framework of the law and the party constitution, so it held new elections for party delegates."	0
"It is our view that this process must be conducted in a way that allows all Afghans to participate on an equal footing in the elections, while taking into account the difficulties we face with regard to security."	0
Issues were also raised regarding the definition of the roles and responsibilities of the National Police Force of Timor-Leste and the Armed Forces for National Liberation of Timor-Leste	0
"Third, the humanitarian situation in Somalia remains worrying."	0
Sufficient and timely resources are needed to sustain what are assumed to be long and complex operations.	0
But we are concerned that the violence could cause a portion of the population to stay away from polling sites in the south and elsewhere.	1
"The Rome Statute, adopted early that year, was a huge step forward as it explicitly integrated sexual violence, such as rape, sexual slavery, forced prostitution and forced pregnancy, into an international legal framework for the first time. This was done in a way that made the prosecution of its perpetrators a practical possibility."	0
Cholera remains a serious threat.	0
"Since the beginning of the political impasse following the elections held on 29 March, the Secretary-General has expressed his concern about the process and politically motivated violence."	1
"However, in other areas, progress has not met expectations and many challenges remain."	1
Progress has also been made in the areas of public administration and law enforcement.	0
The session opened at 5 p.m.	0
I believe that our friends in the United Nations Assistance Mission in Afghanistan and our allies are well aware of what these requirements are.	0
"My Government believes not only that these actions are contrary to international law, but that they undermine the concept of the rule of law, which is the main element in the fight against terrorism."	1
"Achieving peace, security and stability in that country requires getting rid of poverty and backwardness, in the first place."	0
"However, much remains to be done, especially in the areas of rule of law, law enforcement, government capacity, development, the private sector, and personal security for all Afghan citizens."	0
We challenge anyone to say that there is now a single battle taking place in any corner of Sudan.	1
Romania reiterates that any terrorist act is unacceptable and must be condemned.	1
The French authorities are deeply concerned about the continued deterioration of the situation in the northern Gaza Strip over the past week.	1
"When I had the opportunity to address the Council on this issue in February (see S/PV.5130), I stated that the return of refugees and internally displaced persons, freedom of movement, and decentralization were areas in need of special attention, given their direct relevance to the common goal of Multi-ethnic democratic Kosovo."	0
The conference also reminded us of the difficult challenges that lie ahead.	0
This disturbing pattern of activities is a serious concern that threatens to undermine the credibility of United Nations operations.	1
That is why we condemn terrorism.	1
“The Security Council remains deeply concerned about the security situation in the Central African Republic.	1
"This is unacceptable, and must be completely condemned, especially by the Security Council, using the means at its disposal."	1
The humanitarian situation in Somalia remains a major concern.	1
The session opened at 3.25 p.m.	0
What everyone needs to do is reject the hard-line voices that find comfort in the old ways and believe that it is impossible for Serbs and Albanians to normalize their relations by reaching a historic compromise.	1
"It is no longer possible to ignore the crisis, which has become a more difficult challenge today than ever before."	0
"The first edition, published in 2002, noted that the lack of freedom in the Arab world undermined human development and was one of the most painful manifestations of underdevelopment in political development."	0
The situation along the Lebanese border with Syria remains worrying.	1
"But we must not kid ourselves: this is a challenge for all of Kosovo, not just one minority."	0
Some of the accusations reported in the newspapers are merely speculation and it is important that investigations are conducted with the necessary calm.	0
Somalis should take responsibility for providing their own security and developing their judicial system in order to confront the threats to their security.	0
“The Security Council also expresses its concern about the increasing tensions in the Ituri region and calls on all parties to exercise restraint.	1
Blue Nile State is also still a source of concern for us.	1
"Therefore, United Nations counter-terrorism bodies should address these shortcomings with more seriousness and dedication."	1
"In fact, Azerbaijan itself is in violation of those resolutions, which urge the parties concerned to continue negotiations within the framework of the OSCE Minsk Group, as well as through various contacts among themselves."	1
"I expressed the deep concern of the Council and the Secretary-General about the recent increase in tensions between North and South, as well as the continued lack of progress on Abyei and other post-Comprehensive Peace Agreement issues."	1
The Russian delegation expresses its deep regret and concern regarding the information related to the continuation of violence in Darfur.	1
I am deeply concerned about the recent escalation between Gaza and Israel.	1
"It is clear that these conditions represent the single greatest obstacle to stability and progress in Afghanistan and that these conditions, if allowed to persist, threaten to undo the progress made during nearly three years."	1
Security and stability remain a major challenge.	1
"However, the operation also demonstrated the extent of the challenges that Liberia's security sector continues to face, especially with regard to logistics, communications, and the mobility of the police and immigration services."	1
Pakistan is deeply concerned about the report’s conclusions that the humanitarian and economic challenges facing the Sahel region have been exacerbated by the repercussions of the Libyan crisis.	1
"We condemn in particular any attempt to force the Mission into any kind of so-called joint governance, as well as any interference with the unilateral powers of the Special Representative."	1
We note that civil society organizations have expressed their deep concern in this regard.	1
It is clear that all institutions of law and order in Iraq face serious challenges.	1
Political pressures on UNMIK have increased significantly with attempts to challenge its role within resolution 1244 (1999) and the constitutional framework.	1
There is no doubt today that the real intention was to prevent the details of his reckless destructive acts committed on the orders of the CIA from being made public.	1
"The Government also shares a number of concerns expressed in the report regarding, inter alia, human rights and the situation of women and children."	1
"We have serious concerns about this law, as it could have far-reaching consequences."	1
"However, we believe that a sudden withdrawal will have adverse results and will create an unprecedented vacuum, especially in light of the fact that the conditions conducive to the hoped-for, large-scale investment and sustainable development have not yet been fully established."	1
"At the outset, I must express our deep concern about the security situation in this country."	1
I must say that the topic chosen for our discussion today is very challenging although it is interesting.	1
"As the Secretary-General's report (S/2004/634) makes clear, tackling the problem is a difficult challenge."	1
"However, my delegation notes with regret that the security situation remains a cause for concern."	1
I urge Hamas to respond to these appeals.	1
"He reiterated his personal condemnation of the incident, which he described as sending false and unwanted messages, ahead of the 2012 elections, and would undermine and hinder the gains that have been made in reshaping the image of the country, and in the field of building and consolidating peace, which were achieved through strenuous efforts and with the help of our partners. Development experts and the international community."	1
"Sadly, the current Palestinian leadership has proven that it is as incapable of being a partner in peace as it is of seeking reform and democratic governance for its people."	1
"First and foremost, security concerns remain paramount."	1
It is clear that the conditions for implementing this mechanism are not available in the case of Darfur.	1
"First, while Sierra Leone is the most advanced member of the West Africa Coast Initiative, the slow pace of progress elsewhere is hampering intelligence sharing and early warning."	1
France strongly condemns these attacks and calls on all parties to exercise maximum restraint.	1
"The political debate is likely to be heated, as several election-related court challenges have already been filed."	1
"The report underscores the alarming picture of the situation in the Sahel region and the related security, economic and humanitarian concerns."	1
"Second, Mr. Covic expressed concern about the quality of democracy in a place where the minority - the Kosovo Serbs - risk losing out to mechanical majority voting. I would say that I think the most important aspect of democracy that can be expected is for one to participate, exercise democratic rights and vote."	1
