ar	Relevant
"Through a combination of factors including gender discrimination in access to resources, education and employment, poor reproductive health care, and exclusion from decision-making processes, refugee and internally displaced women are one of the most vulnerable groups in the world."	1
609. The Commission's recommendation that the Security Council refer the situation to the International Criminal Court is based on the correct assumption that the Sudanese courts are unwilling and unable to prosecute the perpetrators of the numerous international crimes committed in Darfur since 2003.	1
"I have the honor to inform you that the United Kingdom, in its capacity as President of the Security Council for the month of August, has decided to hold a briefing on 19 August in observance of World Humanitarian Day. The briefing will focus on the protection of humanitarian workers, under the agenda item on the protection of civilians in armed conflict."	1
"For example, many people gathered in Dilej after fleeing their villages, following months of attacks on villages in the area."	1
"Urge States, United Nations entities, regional and subregional organizations and other relevant parties to take appropriate measures to combat any illicit cross-border and subregional activities affecting children and any other violations or abuses committed against children in situations of armed conflict in violation of applicable international law."	1
"Requests the Secretary-General to continue to assist the Government of [the country concerned] in establishing transitional security institutions, including the [national] police and national security forces, and to continue to support the Government of [the country concerned] in developing a national security strategy that reflects respect for the rule of law and the protection of human rights and includes plans for disarmament, demobilization and reintegration, justice and corrections capacity building, as well as the legal and policy framework governing its security forces, including management, vetting and oversight mechanisms."	1
"82. As the deadline for the referendums provided for in the Comprehensive Peace Agreement approached, public expectations and fears grew rapidly."	0
7. Calls upon all States to refrain from conducting nuclear test explosions and to sign and ratify the Comprehensive Nuclear-Test-Ban Treaty with a view to its early entry into force.	1
C. Cooperation with the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004)	1
"Request States and regional and subregional organizations to take measures that would restrict and reduce the illicit trade in small arms and light weapons, such as voluntary collection and destruction; effective stockpile management; imposition of arms embargoes; sanctions; and appropriate legal measures against corporate actors, individuals and entities involved in such activities."	1
Some government officials and members of militia forces have also been named as potentially responsible for a joint criminal enterprise to commit international crimes.	1
"The attack, which occurred at the funeral of the nine Nigerian soldiers of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) in the presence of the Under-Secretary-General for Peacekeeping Operations, HervÃ© Ladsous, was a provocative act by the terrorists aimed at sowing fear and chaos among the mission's ranks."	1
"In partnership with the Counter-Terrorism Capacity Building Programme, the Executive Directorate recently organized a workshop for police, customs and foreign affairs officials from countries in the subregion on the issue of border control."	1
"Therefore, additional technological means are needed to share information on the status of implementation in real time."	0
"Gravely concerned, in this regard, by the recent attacks on United Nations personnel by terrorist groups, including those benefiting from the commission of transnational organized crime."	1
"The use of lethal violence in such situations must respect the principles of distinction and proportionality, and violations must be held accountable."	1
Building the capacity of states to prevent proliferation and respond to attacks using weapons of mass destruction	1
These standards may relate to (a) private sector awareness and outreach; (b) supervision of charities; (c) enforcement procedures to ensure that charities comply with AML/CFT requirements; and (d) international engagement.	1
"Call upon parties to armed conflict to take the necessary measures to refrain from, prevent and protect all persons from all forms of sexual violence, including by:"	1
It is reasonable to assume that the police presence was more for political reasons than for protection.	1
"Their number has since increased to 16 observers, in addition to their special adviser, and more observers and UN volunteers are currently being recruited."	1
"The Janjaweed, on horses and camels, began chasing the villagers, while the military remained at the foot of the mountain. Parts of the mountain were shelled with mortars and people were machine-gunned."	1
No country has sufficient measures in place to protect nonprofit organizations from terrorist financing.	1
"The meeting, jointly organized by the Executive Directorate and the Council of Europe, focused on the prevention of terrorism."	1
"Each ransom encourages more kidnappings, creating a vicious cycle of encouragement and funding for al-Qaeda and its affiliates."	1
"(f) To dismantle and disarm all armed groups, including the so-called parallel forces, giving due consideration to the possibility of integrating members of such groups into the regular security structures of the State, provided they are retrained and comply fully with international human rights and humanitarian law."	1
"In addition, the Monitoring Team travelled twice to Belgium, once to attend the International Civil Aviation Organization symposium and once to meet with representatives of the World Customs Organization; it also travelled to France to attend an expert meeting on targeted financial sanctions organized by the Financial Action Task Force and to attend the third plenary meeting of the Task Force."	1
206. The States of the subregion are fully aware of the threat of terrorist financing and are vigilant about the risks associated with it.	1
"I particularly welcome the development of a regional counter-terrorism strategy by the member states of the Lake Chad Basin Commission and Benin, and urge continued joint efforts to address the Boko Haram threat in a manner consistent with international human rights standards."	1
"37. As part of the Division's efforts to recruit well-qualified experts to serve on sanctions monitoring groups and panels, as is the case every year, a note verbale was sent to all Member States in December requesting them to nominate qualified candidates for inclusion on the Division's roster of experts."	1
"On August 30, the Council issued a statement to the press on piracy and armed robbery at sea in the Gulf of Guinea."	1
"31. Allegations of armed protesters and elements of rebel groups ready to attack security forces or overthrow the President could not be independently verified, as the Commission did not receive any conclusive or credible evidence in this regard."	1
"On November 7, 2014, regime forces dropped a cylinder bomb on al-Waleed Hospital in al-Waer neighborhood in Homs, causing extensive damage."	1
"These visits, conducted by CTED on behalf of the Committee, provide an opportunity to discuss, among other things, terrorism-related trends and challenges, States' counter-terrorism efforts, their strengths, weaknesses and technical assistance needs, and good practices in implementing the resolutions."	1
"Taking note of the interim and final reports (S/2008/772 and S/2008/773) of the Group of Experts on the Democratic Republic of the Congo (âthe Group of Expertsâ) established pursuant to resolution 1771 (2007) and extended pursuant to resolution 1807 (2008), and the recommendations contained therein."	0
"Call on all parties to ensure that relevant organizations have access, where applicable, to all prisons and places of detention."	1
"On behalf of the Chairperson of the Commission, Nkosazana Dlamini-Zuma, I am transmitting herewith the communiquÃ© adopted by the Peace and Security Council at the conclusion of the meeting (see enclosure)."	1
"Moreover, given the high rates of intermarriage, it is difficult to distinguish them in terms of their external physical features from the members of the tribes they are allegedly attacking."	1
I therefore call on all stakeholders to ensure that the 2 January 2015 deadline for the completion of the voluntary disarmament of the FDLR remains binding and non-negotiable.	1
Repeated attacks on international diplomats in Benghazi and Tripoli attest to this presence.	1
"8. The Council will be very vigilant against those who may attempt to obstruct the transition process, in particular those who may violate the arms embargo in the Democratic Republic of the Congo or refuse to participate in the disarmament, demobilization, repatriation, resettlement and reintegration process and the integration of FARDC."	1
"(c) The first battle of Kisangani constitutes a clear attempt by RPA and its RCD-Goma allies to stop the verification process established by the region to determine whether RCD-Kisangani exists independently of RCD-Goma with separate political and military structures, political support and followers in the liberated territories."	1
"In April 2004, a group of 40 internally displaced women reportedly went to collect firewood outside Mukjar, West Darfur, and were attacked by six armed Janjaweed."	1
"However, both parties continued to refrain from engaging directly with each other. All known contacts between the two armed forces took the form of meetings and written correspondence with UNMISS."	1
"Chinese channel Shanghai Media Group, editor Zau Qi -- December 19, 2011"	0
"40. The resolution authorizing the establishment of UNMISET, resolution 1410 (2002) of 17 May, was adopted unanimously."	1
"B. Binding rules for rebels 172. SLM/A and JEM, like all rebels who have reached a certain degree of organization, stability and effective control over territory, possess international legal personality and are therefore bound by the rules of customary international law relevant to internal armed conflicts referred to above. This may also apply to the National Movement for Reform and Development (NMRD)."	1
"The Team intends to continue its work with the Branch, which should be the UN's partner of choice for most of its counter-terrorism capacity-building efforts, to avoid duplication of effort."	1
"In particular, they pointed out that the amended law on the IEC did not provide for the representation of the Forces Nouvelles in its subsidiary bodies and did not emphasize the primacy of the IEC over the INE in the electoral process."	1
"(c) Transportation of military equipment and supplies to the Darfur region, approved in advance by the Committee established pursuant to subparagraph 3 (a) of resolution 1591 (2005) at the request of the Government of the Sudan."	1
"49. The Committee encourages the Executive Directorate to continue to work with other United Nations entities to explore the best possible approaches and means to coordinate United Nations activities, in particular with regard to the harmonization of working methods and programming of counter-terrorism projects."	1
"9. Operational change. Complex, simultaneous, multi-hit attacks, such as the Arlit and Agadez attacks in Niger on May 23, 2013, indicate that local al-Qaeda affiliates are seeking to follow al-Qaeda's core directive to organize âspectacularâ incidents."	1
"Clearly, the Commission cannot perform these tasks if it has not already determined: (a) whether the violations amount to international crimes and, if so, (b) the category of crimes under which the violations fall (war crimes, crimes against humanity, genocide, or other crimes)."	1
"28. The Deputy Special Representative of the Secretary-General said that since the outbreak of the conflict in December 2013, reports received through the monitoring and reporting mechanism indicated that both parties to the conflict were responsible for violations and abuses against children, including killing and maiming, recruitment and use, and sexual violence."	1
"Problems identified include: Lack of a clear and well-defined sanctions policy, inadequate staff training, failure to establish an effective sanctions compliance culture across organizations, and overall inefficiency of screening technology."	1
"The Working Group facilitated and co-chaired an international conference on national and regional counter-terrorism strategies, at which participants identified a set of principles that Member States and regional organizations should consider when developing their counter-terrorism strategies."	1
"The third project aims to rehabilitate the police station in South Galkayo, which is the main center for anti-piracy investigations in Galmudug."	1
Reiterating its request to the Office of the United Nations High Commissioner for Refugees (UNHCR) to continue its consideration of a registration process for refugees in the Tindouf refugee camps.	1
Case Study II: Use of Vehicles for Military Purposes VII. Annex Notes	0
"âThe Security Council welcomes the steps taken to implement a strengthened, comprehensive and more regionalized approach to the humanitarian situation, including assistance to victims of sexual violence and other abuses, and urges further progress in this regard."	1
"(b) Work with States and the Terrorism Prevention Branch of the United Nations Office on Drugs and Crime to promote best practices and facilitate capacity-building and training for members of the judiciary, law enforcement agencies and other relevant civil servants on procedures for requesting and providing assistance in criminal investigations, mutual legal assistance and extradition."	1
âThe Security Council recalls its resolutions on Osama bin Laden and its condemnation of the Al-Qaida network and other associated terrorist organizations for the multiple criminal acts of terrorism aimed at killing many innocent civilians and destroying property.	1
"7. Further affirms that the requirements of paragraph 1 (a) above shall also apply to ransom payments to individuals, groups, undertakings or entities on the AlQaida Sanctions List, regardless of how or by whom the ransom is paid."	1
The trucks were carrying armed government forces and were later used to transport looted property from the village.	1
"6. On April 14, 2011, the Coordinator met with the Deputy Foreign Minister of Kuwait, Khaled Al-Jarallah, who noted that the mission to find the remains of Kuwaiti victims should not be âconfusedâ with developments in political relations between Iraq and Kuwait."	1
"4. In CÃ´te d'Ivoire, the Group was in close contact with the political, police and military branches of the United Nations Operation in CÃ´te d'Ivoire (UNOCI)."	1
"He did not issue orders or instructions regarding activities related to the crime scene, as this is not within his responsibilities."	0
"He urges it to redouble its efforts to provide security for the civilian population on its territory, including foreigners granted asylum."	1
"No significant change is expected in the overall security situation, although a slow and steady increase in crime-related incidents is expected."	1
Police fired tear gas to disperse supporters of both parties who were throwing stones in the streets.	1
"Request that MONUSCO provide military training to the armed forces, including in the areas of human rights, international humanitarian law, child protection, and prevention of sexual and gender-based violence."	1
"During the reporting period, the Mission's police component focused on training the South Sudan Police Service on securing the referendum and assisting the Service in developing its plans for securing the referendum."	1
"103. At the time of writing, the Simlo and its crew remain in captivity. The hijackers have demanded a ransom of $500,000."	1
"(b) Continue to work in close coordination and cooperation with INTERPOL, donor States and organizations in facilitating technical assistance aimed at building the capacity of law enforcement agencies and providing equipment and facilities to States in need."	1
Council members unanimously expressed concern at the current state of the peace process and expressed the hope that the Group of Friends of the Secretary-General at its next meeting would be able to move the situation forward. Other issues	1
MINUSMA identified 32 women who had experienced conflict-related sexual violence in Timbuktu region and referred them to non-governmental organizations willing to help them bring their cases to court.	1
"The mission visited some of these areas and was saddened by the sight of destroyed houses, burned cars and destitute people."	1
"As of the end of this reporting period, a total of 37% of the DF effluent delivered by the MV Cape Ray on August 30 and 31, 2014 had already been destroyed."	1
"About 3,000 Janjaweed on horseback attacked the village. Some were in vehicles."	1
"47. Listed groups associated with Al-Qaida and the Taliban continue to raise funds through legal means, such as donations and legitimate businesses, as well as illegally through kidnapping for ransom, extortion, drug trafficking and illegal taxation."	1
"However, in several cases, previously undetected al-Qaeda cells have used these explosives to devastating effect, and several countries have adopted ways to limit access to bioprecursors."	1
This is particularly the case for people who obtained weapons from the defense forces and later returned them.	1
The prisoners were transferred based on credible reports that an attempt was being made to free them from the prison in Bukavu.	1
Cooperation and coordination in border control between neighboring countries is particularly important in providing effective surveillance and wide coverage along open and porous borders.	1
"During this period, the team conducted investigations in specific target locations, such as IDP camps and destroyed villages, as well as with SLA contacts and government officials."	1
"(a) Refrain from providing any form of support, active or passive, to entities or persons involved in terrorist acts, including by suppressing recruitment of members of terrorist groups and preventing the supply of weapons to terrorists."	1
"In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Group to continue to refine and update information on the draft list of names of individuals and entities who violate the measures implemented by Member States in accordance with resolution 733 (1992) inside and outside Somalia, and their active supporters, which the Council may require for possible future measures, and to present such information to the Committee established pursuant to resolution 751 (1992), when and how the Committee deems appropriate."	1
"92. The commission of inquiry recommends that the two States and civil society organizations encourage opportunities for people-to-people dialogue and communication in the areas of culture, labour, sports, good governance and economic development that provide opportunities for citizens of the Democratic People's Republic of Korea to exchange information and learn about the experiences of other countries."	1
Some 1.8 million people have been forcibly displaced and have become refugees or internally displaced and are in need of protection.	1
The shortfall in the Mission's police component remains a significant concern and affects the Mission's ability to carry out its mandated tasks.	1
"A drastic reduction in the number of military contingents in the Mission would reduce the Mission's ability to perform preventive functions and, in the event of a crisis, which his country hoped would not occur, would force it to respond using operational concepts that remained unclear, with all the risks that entailed."	1
"7. Requests the Secretary-General to appoint, in accordance with the rules and procedures of the United Nations, once this decision has been taken and after consultation with the Committee, up to eight persons, including the Coordinator of the Monitoring Team, who meet one or more qualifications in the following areas of expertise related to the activities of Al-Qaida and/or the Taliban, including: Anti-terrorism and other relevant legislation; terrorist financing and international financial transactions, including banking expertise, alternative remittance systems, charitable donations and the use of couriers; border enforcement, including port security, arms embargoes and export controls; and narcotics trafficking."	1
"The parties briefed their constituencies, including Malian refugees living in Mauritania and Niger, on the content of the document."	1
Only 14 of the 238 regime strikes in Aleppo targeted the Islamic State.	1
"There is information that they had effective overall control over military personnel fighting for the rebel groups and therefore knew, or at least should have known, about some of the crimes committed by those military personnel, but did not take any action to stop the atrocities being committed."	1
"Relevant government structures, such as Abidjan's main detention center and police stations, were also visited."	1
"3. The Ombudsperson shall also immediately forward the delisting request to the Monitoring Team, which shall, within four months, provide the Ombudsperson with:"	0
"In paragraphs 1, 2 and 7 of resolution 1844 (2008), the Council imposed targeted measures (travel ban, assets freeze and targeted travel ban) against the individuals and entities proposed by the Committee for inclusion on the sanctions list."	1
579. The third disadvantage is that the investigation and prosecution will involve persons who have power and influence in the country and control the State apparatus. The establishment of a special tribunal through an agreement between the current Government and the United Nations to investigate and prosecute members of that same Government seems unlikely.	1
"Of the four countries the committee visited, two have yet to adopt some of the draft counterterrorism laws that have been in the pipeline for several years."	1
"Commending the progress made so far by the Counter-Terrorism Committee, established by the Security Council under paragraph 6 of resolution 1373 (2001) and acting under Chapter VII of the Charter, in carrying out its important responsibility to monitor the implementation of that resolution."	1
"On November 18, 2014, regime helicopters dropped two barrel bombs on Maar Shamarin, killing six civilians, including four children and two women."	1
:: Prohibition of hostage-taking: Prohibition of hostage-taking.	1
"44. It is equally clear that many of the killings on those two days took place not on the streets but inside the homes of those who intended to demonstrate or even innocent civilians who were targeted by security forces solely because of their name, origin or group to which they belonged."	1
"In his recent report on the protection of civilians in armed conflict (S/2012/376), the Secretary-General noted that âlittle has changed in the deplorable state of civilian protectionâ and that there is a clear need to translate normative commitments into tangible improvements in the protection of civilians on the ground."	1
The equipment was placed in the custody of the U.S. ship's weapons custodian and then handed over to Yemeni authorities.	1
UNMIS continues to share urgent reports and other vital information with UNAMID regarding the Government of Sudan's flight restrictions in South Darfur and clashes between the Justice and Equality Movement and the Sudanese Armed Forces.	1
Request troop- and police-contributing countries to ensure that appropriate training is provided to increase the protection awareness and responsiveness of their personnel participating in United Nations peacekeeping and other relevant missions authorized by the Security Council for the protection of civilians.	1
"UNAMIR is discussing with some Rwandan combatant leaders and the transitional government the technical modalities of repatriation, and has publicized the Rwandan government's decision not to prosecute any returning combatant who was 14 years old or younger at the time of the 1994 genocide."	1
Several peace operations have recently incorporated cross-border crime analysis into their mission planning and joint mission analysis structures - notably the UN Multidimensional Integrated Stabilization Mission in Mali (MINUSMA).	1
"Asylum procedures are protected from abuse by terrorists in seven states, and partially so in one state."	1
"In addition, 17 policemen were killed in the attack, all belonging to African tribes."	1
"At the beginning of the conflict, most of the fighting appeared to take place in North Darfur and North West Darfur, gradually moving southward in South Darfur state in the last months of 2004."	1
"12. The Executive Directorate will strengthen its engagement with international, regional and subregional organizations around the world in order to help them develop and/or implement appropriate counter-terrorism action plans and engage them more directly in addressing the capacity-building needs of States identified by the Committee through preliminary implementation assessments and country visits."	1
34. The Authority expresses its appreciation to the African Union and the United Nations for their multifaceted support to the region's efforts to reach a peaceful solution.	1
"Request that the Secretary-General's reports on country-specific situations include sexual violence as specific sections of these reports, including, to the extent possible, data disaggregated by sex and age of victims; and request the development of mission-specific strategies and action plans to prevent and respond to sexual violence as part of a broader protection of civilians strategy; and request the development of mission-specific strategies and action plans to prevent and respond to sexual violence as part of a broader protection of civilians strategy."	1
All commanders must be held accountable for serious violations committed by fighters under their control.	1
"24. Since my last report to the Council, MINURSO has equipped two advanced medical teams with portable satellite phones."	0
157. The Panel appeared before the Working Group established pursuant to resolution 1566 (2004) to discuss terrorism and sanctions.	1
"585. There is no doubt that the alleged crimes documented in Darfur meet the requirements of the Rome Statute in Articles 7(1), 8(1) and 8(2)(f)."	1
"Demand that States take all necessary measures to prosecute those responsible for attacks on journalists, media professionals and associated personnel in violation of applicable international humanitarian law."	1
62. Most States continued to deal with the financing of terrorism by relying on systems designed to combat other forms of financial crime.	0
"MINUSMA will initiate a mission concept revision process in early 2015 that will inform the review of the complementary concepts for the military, police and support components that detail and support the implementation of the mission concept."	1
"The frequency of attacks is increasing, including rocket-propelled grenade attacks, and there are large numbers of potential recruits."	1
States should establish the necessary legal measures such as asset forfeiture wherever there is suspicion of money laundering or terrorist financing.	1
"Interior Minister Lobato arrived at the police headquarters wearing a bulletproof vest and in a state of extreme agitation, shouting, âKill them all.â"	1
"The mission met with a wide range of international and Ivorian stakeholders, including President Gbagbo, Prime Minister Soro, the Chief of Staff of the Defense and Security Forces of CÃ´te d'Ivoire, the Chief of Staff of the Forces nouvelles, representatives of political parties and heads of national institutions responsible for implementing key processes under the Ouagadougou Agreement."	1
"She said no one knows who attacked the helicopter as the incident occurred near Bentiu, where the armed parties are very close to each other."	1
Noting that some parties to armed conflict have responded to its call on them to prepare and implement concrete time-bound action plans to halt the recruitment and use of children contrary to applicable international law.	1
"In this context, I also note that President Abbas referred to the Palestinian Authority's request to establish a Palestinian diplomatic mission in Beirut, which would contribute to formalizing relations between the Lebanese and Palestinian peoples."	1
"I commend the introduction to the annual report for 2007-2008, prepared by the delegation of Viet Nam, for providing a summary and substantive analysis of the Council's activities in all regions and on issues ranging from the proliferation of weapons of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security."	1
"In a plenary session attended by the nine trial judges and five appellate judges, the Court extensively discussed the issue of paying compensation to the victims of the tragic events that took place in Rwanda."	1
"At the same time, multiple al-Qaeda affiliates are emerging, often independently, with generational, geographic, ethnic, structural, and operational changes."	1
"The commission verified two grave sites in the village - one said to contain the bodies of two men and the other said to contain the bodies of seven men, all of whom died during the attack."	1
"One of those arrested was reportedly the driver and escort of Majed Hamdan, the brother of Mustafa Hamdan, who runs a company that provided security for the St. George Hotel."	1
"Belarus, the Russian Federation and Ukraine have fully operational financial intelligence units. In 2010, Belarus and Ukraine adopted amendments to anti-money-laundering and counter-terrorist financing laws on customer identification, customer due diligence, record-keeping, beneficial owner verification and suspicious transactions, and also extended control standards to the transfer of funds through the State postal system."	1
"In the context of possible sanctions for rape and other acts of sexual violence, the Council invited UN missions and relevant UN bodies to share all relevant information with the Security Council Sanctions Committee."	1
"In all of these locations, the team was informed that there have been no recent recruitment attempts, but the situation could change if the conflict erupts again in CÃ´te d'Ivoire."	1
"In practice, both commissions reached their conclusions regarding real property rights for the purposes of restitution rather than compensation, in accordance with the political will that favors the return of those displaced by ethnic discrimination and sectarian hostilities to their places of origin rather than the adoption of other durable solutions."	1
"Large sums are now less likely to be available, although their availability is not a decisive factor in the success of attacks."	1
"85. Since the imposition of the Security Council measures on CÃ´te d'Ivoire, the Government has curtailed purchases of arms and ammunition, owing to an extensive procurement program prior to the embargo as well as the limited use of arms and ammunition during the brief period of violent military conflict in 2004."	1
The resolution and the simultaneous move to consider the so-called âhuman rights issueâ of the Democratic People's Republic of Korea in the Security Council are the most blatant manifestation of the hostile policy of the United States against the Democratic People's Republic of Korea and a dangerous politically motivated attempt to pave the way for the invasion of the Democratic People's Republic of Korea under the pretext of human rights.	1
"Non-binding, non-exhaustive list of targeted assets"	0
The involvement of government forces in some of the attacks is a very negative development.	1
"23. On October 17, the Chief of Staff of the Nigerian Army announced that a cessation of hostilities agreement had been reached with Boko Haram, following talks facilitated by the Government of Chad in N'Djamena. On October 19, the Government of Chad announced that negotiations were ongoing on a ceasefire agreement and the release of the schoolgirls abducted in Chibok. On November 4, the Federal Government of Nigeria announced that no agreement had been reached, but that talks would continue."	1
80. UNOCI staff regularly expressed frustration at the lack of good follow-up intelligence and the lack of technical skills to fulfill their mandate.	1
"Ms. Tagliavini reported that much of the fighting has ceased since the signing of the Minsk documents, but fighting continues in some strategic locations, including on the outskirts of the city in the Black Sea port of Mariupol and around Donetsk airport, without regard to the ceasefire and Minsk agreements."	1
"Recognizing the need to take the necessary measures to prevent and suppress the financing of terrorism and terrorist organizations, including through the use of proceeds derived from organized crime, including through the illicit production of and trafficking in drugs and their precursor chemicals, and the importance of continuing international cooperation to this end."	1
Condemn the deliberate attacks on humanitarian workers and call for their immediate cessation.	1
"4. In Algeria, AQIM (QE.T.14.01) remains an active and serious threat not only to Algeria but also to the countries of the Sahel, especially Mauritania and, more recently, Mali."	1
"39. With regard to regional instruments, CÃ´te d'Ivoire has ratified the African Charter on Human and Peoples' Rights (1992) and signed the Statute establishing the African Court on Human and Peoples' Rights."	1
"Under the principle of joint criminal enterprise, they may be held responsible for war crimes committed by others during the attacks, namely the killing of civilians, destruction of civilian objects, and looting."	1
Political prison camps witness unspeakable atrocities similar to the horrors of the concentration camps set up by totalitarian states during the 20th century.	1
"The parties are responsible for ensuring that no violations are committed by their respective military forces, and I would like to encourage the parties to adhere more fully to the provisions of the military agreements and to extend their full cooperation to MINURSO with a view to maintaining the ceasefire and ensuring that the basic principles of peacekeeping are upheld."	1
"72. In the meantime, significant progress is being made in the training of the Congolese National Police, which will provide security during the elections."	1
"In a limited number of cases, the payment of allowances may have encouraged commanders to re-recruit children they had previously released."	1
1. The present report of the Security Council Committee established pursuant to resolution 2140 (2014) covers the period from 1 January to 31 December 2014.	0
"Reaffirming its resolution 1373 (2001) of September 28, 2001, and reiterating its support for international efforts to eliminate terrorism, in accordance with the Charter of the United Nations."	1
"On this basis, I would like to approve Pakistan's request and intend to establish a three-member commission of inquiry."	1
"The Chair informed the Council that during the Committee's consultations, the Monitoring Group had briefed on its findings regarding the recovery of Somali assets abroad and discussed the issue of the international naval forces' prohibition of charcoal and weapons on the high seas and within the territorial waters of Somalia."	1
"On Africa, the Council addressed the dangerous situation on the border between Rwanda and the Democratic Republic of the Congo, reviewed the continuing political impasse in negotiations between Ethiopia and Eritrea, assessed the implementation of the arms embargo on Somalia, and reinforced efforts to revitalize the stalled political process in CÃ´te d'Ivoire."	1
"Eyewitnesses were unable to determine who actually fired at them: Parallel forces, police or gendarmes."	1
"At the same time, the issue of ensuring that counter-terrorism measures comply with human rights obligations remains a major topic of discussion in the sub-region."	1
"Similarly, listed groups are keen to equip themselves with the ability to use force in support of their objectives, and in areas where they are most active there does not appear to be any shortage of weapons and explosives."	1
"The Syrian Network for Human Rights reported that the Syrian regime killed six media activists in November, one of whom died under torture in a Syrian regime detention center, and five others were wounded."	1
These acts are mainly perpetrated by FARDC soldiers and police.	1
"22. On August 25, a statement attributed to General Laurent Nkunda, one of the main perpetrators of the Bukavu crisis of May 2004, was published in Goma, threatening to overthrow the Transitional Government."	1
"International law also prohibits indiscriminate attacks on civilians, meaning any attack on areas or places where both civilians and combatants may be present that is not directed at a specific military objective, or an attack using methods or means of warfare that cannot be directed at a specific military objective."	1
Yemeni officials told the team that about 30 percent of kidnappings in Yemen are committed by AQAP.	1
"On the other hand, the Eritrea-Ethiopia Claims Commission shows that the mechanisms for paying and enforcing compensation as a result of collective claims adjudicated by a third party can be problematic."	1
Several interlocutors reported that some neighboring countries play a destabilizing role.	1
"Pursuant to paragraph 18 of Security Council resolution 2100 (2013), France provided the Council with four reports providing information on six combat operations undertaken to address an âimminent and serious threatâ and highlighting the work done by MINUSMA's coordination and operational support detachments and the assistance provided by the French forces in caring for the wounded."	1
":: Report to the Committee after each meeting: Report to the Committee after each meeting. Each working group will be chaired by a member of the Committee and supported, as necessary, by staff of the Office for Disarmament Affairs, expert staff of the Committee established pursuant to resolution 1540 (2004) and the secretariat of the Committee."	1
"The Commission also obtained and verified information on several additional incidents, including attacks on civilians, based on information and evidence received in the course of its work."	1
"They are assessed in bimonthly reports, a practice that has contributed to heightened awareness of human rights issues."	1
287. One way in which States may wish to take all these issues more fully into account is to incorporate them into comprehensive and integrated national counter-terrorism strategies that include attention to the factors that lead to terrorist activities.	1
"The Human Rights Committee has clearly articulated this right in its General Comment 27 and the Committee on Economic, Social and Cultural Rights has stated on several occasions that forced expulsions are prima facie incompatible with the requirements of the Covenant on Economic, Social and Cultural Rights."	1
10. Events in Abidjan in connection with the march planned for March 25 led to serious human rights violations.	1
The government's armed forces later confiscated the villagers' weapons.	1
He said that the Ivorian armed forces regularly study international humanitarian law and that the protection of civilians is part of the military doctrine of the Ivorian army.	1
"Demands that all parties immediately cease all forms of violence and human rights violations committed against the civilian population in [the country concerned], in particular gender-based violence, including rape and other forms of sexual violence ..."	1
"A number of incidents during the reporting period indicate friction between the CIS peacekeeping force and the Georgian side, including the seizure of CIS peacekeeping force trucks (see para. 17), the temporary detention of a CIS peacekeeping force soldier, the installation of power meters at CIS peacekeeping force checkpoints and a demonstration protesting the presence of the force in Georgia."	1
"âThe Security Council stresses the importance of exploring the potential and existing capacities of regional and subregional organizations in the area of peace and security, including, inter alia, conflict prevention, confidence-building, conflict resolution, peacemaking, peacekeeping and post-conflict peacebuilding, and welcomes regional dialogue and the promotion of common standards and common regional approaches to conflict resolution and other peace and security issues."	1
UNFICYP's freedom of movement and the security and safety of its personnel are integral to the effective implementation of UNFICYP's mandate.	1
Committee members stressed that history shows that states that commit such crimes against their own people have been a constant source of instability and insecurity for their neighbors.	1
"(c) Prevent the direct or indirect supply, sale and transfer to these groups, individuals, undertakings and entities from their territories, by their nationals outside their territories, or using their flag vessels or aircraft, of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts for the aforementioned, as well as technical advice, assistance and training related to military activities; and recalls that all States shall implement these measures with regard to military activities ammunition, military vehicles and equipment, paramilitary equipment, spare parts for the aforementioned, and technical advice, assistance or training related to military activities; and recalls that all States shall implement these measures with respect to listed individuals and entities."	1
"Therefore, at the end of September, the JIM agreed on measures aimed at aligning the implementation of the Action Plan with the existing elements of the N'Djamena Ceasefire Agreement signed on 8 April 2004 in order to reduce the likelihood of a recurrence of such consequences."	1
"153. The subregion has made good progress in complying with resolution 1373 (2001), particularly in combating the financing of terrorism and adopting measures relating to the control of ports and airports."	1
"Abdel-Al also received a call on February 11, 2005 at 2217 hours from the same phone booth that was used to call Al Jazeera shortly after the bombing on February 14."	0
103. It is clear that terrorists will use the most reliable and effective weapons they can obtain.	1
"There is no custodian who can directly verify a client's identity, and indirect due diligence procedures are vulnerable to abuse due to levels of client confidentiality and lack of direct supervision."	0
"152. The above-mentioned case was striking, but the Panel noted other unreported examples of the importation of such vehicles for military use."	1
"11. Working Group III of the Contact Group on Piracy off the Coast of Somalia submitted the âInterim guidelines on measures relating to the welfare of seafarers and their family members affected by piracy off the coast of Somaliaâ to the International Maritime Organization, so that it could be used as a frame of reference in addressing the welfare of seafarers affected by piracy in other regions of the world."	1
"283. On the basis of the Commission's investigations, and based on the pattern of air attacks it has established, the Commission is of the view that the military forces bear responsibility for a very large number of indiscriminate air attacks that have claimed the lives of many civilians."	1
