id	ar	QuadClass
2010/s/2010/129/2:1	As you know, the current mandate of the United Nations Mission in the Central African Republic and Chad will end on 15 March 2010.	4
2009/s/prst/2009/1/441:1	Requests the Secretary-General to ensure that (his Special Representatives in neighboring States) coordinate the activities of (their missions), exchange military information available to them, in particular information relating to the movement of armed elements and cross-border trafficking in arms, and pool their logistical and administrative resources, provided that this does not prejudice the ability of either of them to To perform its mandate, in order to ensure maximum efficiency and cost-effectiveness.	1
2009/s/prst/2009/1/121:1	Request the cooperation of States, United Nations peacekeeping operations and other relevant missions authorized by the Security Council in arresting and extraditing alleged perpetrators of genocide, crimes against humanity, war crimes and other serious violations of international human rights law.	4
2005/s/2005/60/673:5	The leadership states that these children are orphaned as a result of the conflict and that the Sudan Liberation Army provides care for them.	1
2007/s/prst/2007/47/8:1	âThe Security Council indicates its support for the efforts of the Secretary-General to establish the Special Tribunal for Lebanon as soon as possible as a means to end impunity in Lebanon and to prevent further assassinations there.	4
2008/s/2008/80/79:1	19. The establishment of the group on resolution 1624 (2005) and human rights aspects of counter-terrorism will: First, enable the Executive Directorate to contribute to the Committeeâs consideration of how it can assist Member States in addressing issues such as incitement to terrorism and the intercultural dialogue it has raised Resolution 1624 (2005).	1
2005/s/2005/698/26:2	Specific operations are carried out to collect weapons and ammunition voluntarily surrendered within the framework of the terms of the amnesty, or if necessary, weapons and ammunition are collected in operations designated for that purpose.	0
2011/s/2011/373/14:2	The remains of thirty-two bodies believed to be Iraqi military personnel were found, some of which bore identification badges. The remains of these bodies will be handed over to the Iraqi authorities once the necessary procedures are completed.	1
2012/s/2012/373/335:2	If that person is found guilty, it has a duty to punish him and provide victims with effective remedies and redress.	1
2008/s/2008/379/119:3	Five States have established in their legislation sufficient jurisdiction to prosecute relevant crimes under their legislation.	1
2005/s/2005/635/95:3	However, they may wish to establish their residence in other areas of Kosovo.	1
2005/s/2005/699/235:3	The team below presents three case studies on airpower, military vehicles, mercenaries and mechanics, for the Committee to study and reach a timely decision on whether they constitute a violation of the embargo.	4
2005/s/2005/662/269:2	He granted petition mandates and decided on the measures to be taken, particularly in the area of preserving the crime scene.	2
2005/s/2005/645/12:3	It is important to point out that some of these armed groups may obtain their weapons from within the Democratic Republic of the Congo itself, as the Secretary-General indicated in his nineteenth report on the United Nations Mission in the Democratic Republic of the Congo (S/2005/603) submitted to the Security Council.	1
2005/s/2005/60/608:2	Detainees were reported to be systematically subjected to physical and psychological torture as punishment for suspected affiliation with or support to the rebels and a desire to obtain information or confessions.	1
2008/s/prst/2008/45/3:2	It also reaffirms its determination to combat the threats to international peace and security caused by terrorism by all possible means in accordance with the Charter of the United Nations.	0
2011/s/res/1989_2011_/171:1	(c) Transmit all information provided to the Committee to the Ombudsman regarding the decision, pursuant to paragraph 13 above.	0
2014/s/2014/929/109:2	Several Council members stressed that resolution 2118 (2013) had not yet been fully implemented and that the Council should continue to vigilantly monitor efforts to eliminate the chemical weapons program in the Syrian Arab Republic until this was actually achieved, as well as to end the use of chemical weapons in violation of the provisions of the resolution 2118 (2013).	4
2005/s/2005/699/191:6	The fruit loading station was also used, in June 2005, to unload 22 military-type vehicles arriving from Belarus (see Case Study 2).	4
2005/s/2005/66/34:2	This was a thorny issue as there was a lack of trust between some police officers in various locations.	1
2014/s/prst/2014/3/745:1	It is noted, in this regard, that the Security Council could mandate multidimensional peacekeeping missions, inter alia, to: (d) ensure rapid response in mine action as well as provide advisory services and provide training that meets the needs of national authorities, based on Requested, in order to enable them to reduce risks, assist victims, clear mines, and manage and dispose of stockpiles;	4
2008/s/2008/251/43:3	However, to ensure the continuation of this comprehensive mine action programme, additional funding from donors is required for 2008.	4
2005/s/2005/60/668:2	However, the Commission found no evidence that they were of such scope and regularity as to constitute a crime against humanity.	2
2013/s/2013/792/39:1	22. The Committee met on 9 April 2013 with representatives of the Department of Political Affairs, the Department of Peacekeeping Operations, the Monitoring Group, the Executive Directorate of the Committee established under resolution 1373 (2001) and the Counter-Terrorism Implementation Task Force.	2
2005/s/2005/62/29:1	The provisions of Law No. 656/2002 on preventing and combating money laundering are consistent with the provisions of Directive No. 2001/97/EC, of 4 December 2001, of the European Parliament and of the Council, which amends Directive No. 91/308/EEC. Related to preventing the use of the financial system for money laundering.	2
2005/s/2005/800/70:1	:: Strengthening cooperation with other subsidiary bodies of the Council, in particular with the two committees established respectively pursuant to resolution 1267 (1999) and resolution 1540 (2004) and their experts, including with regard to the exchange of information, visits and the provision of assistance as necessary.	2
2005/s/2005/572/232:2	The Group noted in its second report (S/2005/83, para. 135) that the European Union, as the most developed of these regions, guarantees its citizens freedom of movement within the territories of its twenty-five member states, while the Schengen Agreement countries have abolished border controls between many European countries, At the same time, it tightened control over the area outside the borders of the Schengen Agreement and increased police and judicial cooperation within the Schengen system.	0
2010/s/prst/2010/25/99:1	Call on parties to armed conflict to strictly adhere to applicable international humanitarian law, including the prohibition of:	4
2014/s/2014/730/11:3	During the period from 1 to 10 October 2014, 20 cases of ceasefire violations were reported along the Line of Control and 22 cases of violations along the established border line, resulting in 12 civilian casualties, 52 civilians injured and 9 individuals injured. Military personnel on the Pakistani side.	2
2008/s/2008/258/132:3	Establishing a stronger link between security sector reform and lifting the arms embargo, where appropriate, could be an effective catalyst for the success of such reform. This is also important in terms of preventing the recurrence of conflicts in fragile post-conflict situations.	1
2014/s/2014/740/45:2	The UNODC Maritime Crime Program continues to support countries in the region prosecuting piracy perpetrators, including the United Republic of Tanzania, Seychelles, Kenya and Mauritius.	1
2005/s/2005/60/434:2	One of them was hovering in the sky of the village, while another was bombing it.	4
2010/s/2010/52/41:1	29. It was recognized that, as part of its activities, the Committee should continue to raise awareness of multilateral treaties whose objective is to prevent the spread of weapons of mass destruction or eliminate them so that they can contribute to their universalization.	0
2005/s/2005/60/204:3	One senior commander described the recruitment and training of PDF personnel as follows:	3
2009/s/2009/389/38:1	12. In accordance with its mandate and in close cooperation with the Security Council committees established pursuant to resolutions 1267 (1999) and 1540 (2004), the Committee will pay special attention to States for which information is not available regarding their implementation of resolution 1373 (2001), and will discuss ways to best address this issue. .	1
2009/s/2009/193/113:2	The Counter-Terrorism Committee, established pursuant to Security Council resolution 1373 (2001), plays a key role in this area.	3
2003/s/res/1455_2003_/14:1	3. Emphasizes the need to improve coordination and increase the exchange of information between the Committee established pursuant to resolution 1267 (1999) (hereinafter referred to as the âCommitteeâ) and the Committee established pursuant to resolution 1373 (2001);	4
2008/s/2008/800/17:1	Expressing its full support for the Mission, condemning all attacks against United Nations peacekeeping and humanitarian personnel, regardless of who committed them, and emphasizing that those responsible for such attacks must be brought to justice,	2
2010/s/2010/497/38:2	The review examined 488 names of individuals, groups and entities subject to the Al-Qaida and Taliban sanctions regime in order to complete the restricted data on them or remove them from the list in cases where the Committee decided that their remaining on the list was no longer appropriate.	2
2008/s/2008/324/198:2	Since then much information regarding the 24 names referred to in the checklist has changed.	4
2004/s/2004/384/112:1	79. Available evidence shows that the vast majority of bodies still in the morgue awaiting autopsy have gunshot wounds.	4
2000/s/2000/1196/20:1	15. While the political groups representing Kosovo Serbs have focused their attention on Belgrade, they have not, in general, prepared a clear policy on a number of important issues, including the future participation of Kosovo Serbs in the Joint Interim Administrative Council.	4
2006/s/2006/822/159:1	43 - As the demonstration was scheduled to end at 1 pm on Friday, 28 April, it was clear that there had been a tangible change in the condition of the crowds gathered in front of the Government Palace since the early morning.	2
2008/s/2008/80/38:1	:: Implement a more proactive communications strategy to enhance understanding of the role of the Committee and the Executive Directorate in the field of counter-terrorism.	3
2007/s/2007/677/84:2	The Group notes that some States have begun to seriously consider doing so.	1
2008/s/2008/324/78:2	If Al-Qaeda leaders are unable, due to the restrictions imposed on them by international measures, to translate support for these followers into coordinated violence under their control, they continue to attract them, including some who are intent on committing terrorist acts in their own name without having the desire to see their actions within a broader political program. .	4
2005/s/2005/60/672:3	These children were seen wearing uniforms and carrying weapons in and around the rebel camps.	4
2008/s/2008/258/79:1	43. The Security Council and its sanctions monitoring groups have sought to strengthen the monitoring of exceptions to the arms embargo in effect in the Democratic Republic of the Congo and Liberia.	1
2005/s/2005/60/899:1	598. In light of the comments above, and based on the body of law relating to human rights mentioned above, it may be said at the present time that when a gross violation of human rights is committed that also rises to the level of an international crime, customary international law does not only provide for the criminal responsibility of the individuals who committed it. violation, but also imposes an obligation on the States to which the perpetrators belong or the States for which they acted as de jure or de facto organs to reparate the harm caused (including the payment of compensation).	4
2005/s/2005/631/51:2	These recommendations will build on lessons learned from previous engagements in Haiti, including the need for a balanced approach to strengthen the police, judiciary and correctional institutions in parallel.	0
2005/s/2005/662/270:1	(a) A state of chaos prevailed at the crime scene, not only during the first hours following the explosion, during which most of the focus was on putting out the fire, rescuing the injured, and searching for the missing, but, unfortunately, during a much longer and unnecessary period as well.	4
2008/s/res/1810_2008_/11:1	Endorsing the work already undertaken by the Committee established pursuant to resolution 1540 (2004), henceforth referred to as the 1540 Committee, in accordance with its fifth program of work,	4
2011/s/2011/463/167:5	Three countries have established a legal framework that addresses maritime security conditions and have partially implemented the international mandatory standards related to port and ship security set forth in the International Code for the Security of Ships and Port Facilities.	4
2003/s/2003/90/125:5	Some government soldiers were killed without trial.	4
2011/s/res/1988_2011_/89:1	(p) Cooperating with other relevant Security Council sanctions committees, in particular the Committee established pursuant to resolution 1267 (1999);	2
2006/s/prst/2006/47/3:1	âOn 30 October 2006, the Security Council heard from the Prime Minister of the Central African Republic, Mr. Elie Dotti, and from the Special Representative of the Secretary-General, Major General Lamine Cisse.	0
2008/s/2008/806/14:3	The Council also imposed on the entities and individuals named by the Committee a ban on the supply, sale or transfer of weapons and military equipment and related training, financial and other forms of assistance.	1
2004/s/res/1526_2004_/31:1	16 - Reiterates the importance of all Member States submitting to the Committee the names of members of Al-Qaida and the Taliban or those associated with Osama bin Laden and the individuals, groups, institutions and entities associated with them for inclusion in the Committeeâs list, unless this prejudices investigations or enforcement actions;	3
2014/s/2014/926/3:2	This was the third rocket fired from Gaza since last summer.	1
2003/s/2003/191/39:1	The Russian Federation believes it is necessary to give priority to further strengthening the international legal basis for combating terrorism, especially by giving a universal character to the applicable counter-terrorism conventions, with all member states of the United Nations joining them.	4
2004/s/2004/384/51:1	25 - The march, which was planned to take place on 25 March, received widespread advertising coverage and was considered by some to be a major challenge to the President and legitimate state institutions.	0
2006/s/2006/822/221:4	But the only issue the participants agreed on was not to discuss weapons.	1
2014/s/2014/957/18:1	12 - The Minister of Justice noted progress in reforming the judiciary, including progress towards the establishment of the Constitutional Court, the Court of Cassation and the Council of State as envisaged in the Constitution, and stressed the importance of establishing courts in each of the 145 provinces in order to effectively restore State authority and adjudicate disputes. At the local level.	1
2010/s/prst/2010/25/20:3	The Security Council reiterates its request to the Secretary-General to include in his reports on specific country situations more comprehensive and detailed information regarding the protection of civilians in armed conflict.	4
2010/s/2010/569/50:3	Since the United Nations, for most purposes, needs to deliver a single common message on counter-terrorism, it is appropriate for the Task Force to take the lead in this regard, but the Executive Directorate will also need to maintain its declaredly independent character and ensure transparency regarding its actions, according to Requirement.	4
2014/s/2014/731/15:6	Through a combination of factors, including gender discrimination in access to resources, education and employment, poor reproductive health care, and exclusion from decision-making processes, refugee and internally displaced women constitute one of the most vulnerable groups in the world.	4
2005/s/2005/60/912:1	609. The Committeeâs recommendation that the Security Council refer the situation to the International Criminal Court is based on the correct assumption that Sudanese courts are unwilling and unable to prosecute the perpetrators of the numerous international crimes committed in Darfur since 2003.	1
2014/s/2014/571/2:1	I have the honor to inform you that the United Kingdom, in its capacity as President of the Security Council for the month of August, has decided to hold a briefing on 19 August to mark World Humanitarian Day. The briefing will focus on the protection of humanitarian workers, within the framework of the agenda item on the protection of civilians in armed conflicts.	4
2005/s/2005/60/476:3	For example, many people gathered in Delej after fleeing their villages, following continuous attacks on villages in the area for months.	4
2010/s/prst/2010/25/178:1	Urging States, United Nations entities, regional and subregional organizations and other concerned parties to take appropriate measures to combat any illegal activities that harm children across borders and at the subregional level and any other violations or acts of abuse committed against children in situations of armed conflict in violation of applicable international law.	1
2014/s/prst/2014/3/946:1	Requests the Secretary-General to continue to provide assistance to the Government of the [country concerned] in establishing transitional security institutions, including the [national] police and national security forces, and to continue to support the Government of the [country concerned] in developing a national security strategy that embodies respect for the rule of law and the protection of human rights It includes plans for disarmament, demobilization and reintegration, and capacity-building in the areas of justice and prisons, as well as the legal and policy framework that governs the work of its security forces, including management, screening and oversight mechanisms.	4
2010/s/2010/528/121:1	82 - As the deadline for holding the two referendums stipulated in the Comprehensive Peace Agreement approached, the aspirations and fears of the masses increased rapidly.	2
2009/s/res/1887__2009_/34:1	7 - Calls on all States to refrain from conducting nuclear test explosions, and to sign and ratify the Comprehensive Nuclear-Test-Ban Treaty so that the Treaty may enter into force at an early date;	4
2005/s/2005/572/64:1	C. Cooperation with the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004)	4
2010/s/prst/2010/25/114:1	Requesting States and regional and subregional organizations to take measures that would restrict and reduce the illicit trade in small arms and light weapons, such as voluntary collection and destruction; and effective management of its inventories; Imposing arms embargoes; imposing sanctions; And take appropriate legal measures against corporate actors, individuals and entities involved in such activities.	1
2005/s/2005/60/950:2	The names of some government officials and some members of militia forces were also mentioned as they may be responsible for a joint criminal enterprise to commit international crimes.	4
2014/s/2014/733/11:1	This attack, which occurred at the funeral of the nine Nigerien soldiers of the United Nations Multidimensional Integrated Stabilization Mission in Mali in the presence of the Under-Secretary-General for United Nations Peacekeeping Operations, Herve Ladsous, is a provocative act committed by terrorists with the aim of spreading fear and chaos within the ranks of the Mission.	1
2009/s/2009/289/42:6	The Executive Directorate, in partnership with the Counter-Terrorism Capacity-building Programme, recently organized a workshop for police, customs and foreign affairs officials from countries of the subregion on the issue of border control.	4
2011/s/2011/463/75:4	Therefore, it is necessary to use additional technological means to exchange information on the status of implementation in a timely manner.	2
2014/s/res/2195__2014_/21:1	Deeply concerned, in this regard, by the recent attacks by terrorist groups, including groups that benefit from the commission of transnational organized crimes, of attacking United Nations personnel,	4
2011/s/2011/463/484:2	The use of lethal violence in such cases must respect the principles of distinction and proportionality, and violations must be subject to accountability.	4
2014/s/2014/9/43:1	Building the capabilities of countries to prevent proliferation and to respond to attacks launched using weapons of mass destruction	1
2009/s/2009/502/142:3	These standards may relate to: (a) awareness and guidance in the private sector; (b) supervision of charitable institutions; (c) Enforcement measures to ensure that charities comply with anti-money laundering and terrorist financing requirements; (d) International participation.	4
2010/s/prst/2010/25/184:1	Calling on parties to armed conflict to take the necessary measures to refrain from and prevent sexual violence and to protect all persons from exposure to all its forms, including doing the following:	4
2005/s/2005/60/683:6	It is reasonable to assume that the police presence was more for political reasons than to provide protection.	1
2005/s/2005/68/21:3	Their number has since increased to 16 observers, in addition to its special advisor, and more observers and United Nations volunteers are currently being recruited.	2
2005/s/2005/60/475:4	The Janjaweed, riding horses and camels, began chasing the villagers, while the military forces remained at the foot of the mountain. Parts of the mountains were bombed with mortars, and machine gun fire was also fired at people.	4
2008/s/2008/379/106:6	No country applies adequate measures to protect non-profit organizations from terrorist financing.	0
2013/s/2013/722/38:2	This meeting, jointly organized by the Executive Directorate and the Council of Europe, focused on the prevention of terrorism.	4
2014/s/2014/41/102:8	Each ransom encourages an increase in kidnappings, and creates a vicious circle of encouragement and financing for Al-Qaeda and its affiliated groups.	4
2004/s/2004/384/129:1	(f) Dismantle and disarm all armed groups, including so-called parallel forces, with due regard to the possibility of integrating members of those groups into the regular security structures of the State, provided that they are retrained and fully comply with applicable international human rights and humanitarian law;	4
2014/s/2014/923/37:4	In addition, the Monitoring Team traveled twice to Belgium, once to attend an ICAO symposium and once to meet with representatives of the World Customs Organization; He also traveled to France to attend an expert meeting on targeted financial sanctions organized by the Financial Action Task Force and to attend the third plenary meeting of the Task Force.	1
2011/s/2011/463/368:1	206. States of the subregion are fully aware of the threat posed by the financing of terrorism and vigilant about the risks associated with it.	1
2014/s/2014/945/92:4	In particular, I welcome the development of a regional counter-terrorism strategy by the Member States of the Lake Chad Basin Commission and Benin, and urge the continuation of joint efforts aimed at countering the Boko Haram threat in a manner consistent with international human rights standards.	2
2014/s/2014/920/59:1	37. As part of the Divisionâs efforts to recruit well-qualified experts to serve in sanctions monitoring groups and teams, as is the case every year, a note verbale was sent to all Member States in December requesting them to nominate qualified candidates for inclusion in the Divisionâs roster of experts .	0
2012/s/2012/24/63:1	On 30 August, the Council issued a statement to the press regarding piracy and armed robbery at sea in the Gulf of Guinea.	1
2004/s/2004/384/57:1	31. The allegations of the presence of armed demonstrators and elements of rebel groups prepared to attack the security forces or overthrow the President could not be independently verified, as the Commission did not receive any conclusive or reliable evidence in this regard.	1
2014/s/2014/902/113:1	On November 7, 2014, regime forces threw an explosive cylinder at Al-Waleed Hospital in the Al-Waer neighborhood in Homs, causing major damage to it.	2
2013/s/2013/722/22:2	These visits, which are carried out by the Executive Directorate on behalf of the Committee, provide the opportunity to discuss many matters, including trends and challenges related to terrorism, the efforts made by countries to combat terrorism, their strengths and weaknesses, their needs for technical assistance, and good practices in implementing the two aforementioned resolutions.	4
2008/s/2008/801/7:1	Taking note of the interim and final reports (S/2008/772 and S/2008/773) of the Group of Experts on the Democratic Republic of the Congo (âthe Group of Expertsâ) established pursuant to resolution 1771 (2007) and whose mandate was extended pursuant to resolution 1807 (2008), and as stated There are recommendations in them,	4
2014/s/prst/2014/3/39:1	Call on all parties to ensure that relevant organizations, where applicable, have access to all prisons and places of detention.	1
2014/s/2014/99/8:2	I transmit to you herewith, on behalf of the Chairperson of the Commission, Nkosazana Dlamini-Zuma, the statement adopted by the Peace and Security Council at the conclusion of the meeting (see enclosure).	2
2005/s/2005/60/790:3	Moreover, given the high rates of intermarriage, it is difficult to distinguish them in terms of their external physical characteristics from the members of the tribes they are alleged to be abusing.	1
2014/s/2014/957/94:4	I therefore call on all stakeholders to ensure that the deadline for completing the voluntary disarmament of FDLR, 2 January 2015, remains binding and non-negotiable.	1
2014/s/2014/41/73:2	Repeated attacks on international diplomats in Benghazi and Tripoli demonstrate this presence.	4
2005/s/2005/682/33:1	8 - The Council will be extremely vigilant regarding those who may attempt to obstruct the transitional process, in particular those whose actions may violate the arms embargo in the Democratic Republic of the Congo, or refuse to participate in the process of disarmament, demobilization, reintegration, resettlement, repatriation, and the integration of the armed forces For the Democratic Republic of the Congo.	1
2000/s/2000/596/21:1	(c) The First Battle of Kisangani constitutes an apparent attempt by the RPA and its RCD-Goma allies to halt the verification process mandated by the region to determine whether the RCD-Kisangani exists independently of the RCD-Goma - Goma has separate political and military structures, enjoys political support and has followers in the liberated territories;	2
2005/s/2005/60/582:8	It was reported that in April 2004, a group of 40 internally displaced women went to collect firewood outside Mokjar, West Darfur, and were attacked by six armed Janjaweed.	4
2008/s/2008/251/25:2	However, both parties continued to refrain from direct dealings with the other. All known contacts between the two armed forces took the form of meetings and written correspondence with the mission.	1
2012/s/2012/161/150:1	Shanghai Media Group Chinese Channel Editor Zau Qi - December 19, 2011	4
2002/s/2002/685/63:1	40. The resolution authorizing the establishment of UNMIT, Resolution 1410 (2002) of 17 May, was unanimously adopted.	4
2005/s/2005/60/336:1	B. Binding rules for rebels 172. The Sudan Liberation Movement/Army and the Justice and Equality Movement, like all rebels who have reached a certain degree of organization, stability and effective control over the territory, have international legal personality and, accordingly, are bound by the rules of customary international law relevant to armed conflicts The interior mentioned above. This may also apply to the National Movement for Reform and Development.	1
2011/s/2013/467/170:2	The team intends to continue its work with the branch, which should be the chosen partner of the United Nations in most of its capacity-building efforts in the field of counter-terrorism, in order to avoid duplication of efforts.	1
2005/s/2005/604/12:3	They explained in particular that the amended law relating to the Independent Electoral Commission did not provide for the representation of the Forces Nouvelles in its subsidiary bodies and did not confirm the primacy of the Independent Electoral Commission over the National Institute of Statistics in the electoral process.	1
2010/s/2010/520/29:1	(c) Transfers of military equipment and supplies to the Darfur region, approved in advance by the committee established pursuant to subparagraph 3 (a) of resolution 1591 (2005) at the request of the Government of the Sudan;	4
2013/s/2013/722/70:1	49. The Committee encourages the Executive Directorate to continue to work with other United Nations entities to explore the best possible approaches and means for coordinating United Nations activities, in particular with regard to harmonizing working methods and programming of counter-terrorism projects.	0
2014/s/2014/41/69:1	9 - Executive change - Complex, simultaneous, and multi-strike attacks, examples of which include the Arlit and Agadez attacks in Niger on May 23, 2013, indicate that local groups affiliated with Al-Qaeda are seeking to follow Al-Qaedaâs basic directives, which call for organizing âspectacularâ incidents.	2
2005/s/2005/60/117:3	Obviously, the Commission will not be able to perform these tasks if it has not previously determined: (a) whether the violations amount to international crimes and, if so, (b) the category of crimes to which the violations fall (war crimes, crimes against humanity, genocide, or other crimes).	4
2014/s/2014/914/43:1	28. The Deputy Special Representative of the Secretary-General said that since the outbreak of the conflict in December 2013, reports had been received through the Monitoring and Reporting Mechanism indicating that both parties to the conflict were responsible for violations and abuses against children, including killing and mutilation, recruitment and use, and violence. Sexual.	1
2011/s/2013/467/112:3	Problems identified include: lack of a clear and well-defined sanctions policy, insufficient staff training, failure to establish an effective corporate sanctions compliance culture and overall inefficiency of screening technology.	4
2013/s/2013/722/48:3	This working group facilitated and co-chaired an international conference on national and regional counter-terrorism strategies in which participants identified a set of principles that Member States and regional organizations should consider when developing their strategies in this regard.	1
2014/s/2014/740/32:5	The third project aims to rehabilitate the police station in South Galkayo, which is the main center for anti-piracy investigations in Galmudug.	3
2012/s/2012/249/17:1	Reiterating its request to the Office of the United Nations High Commissioner for Refugees to continue its consideration of a process to register refugees in the Tindouf refugee camps,	4
2005/s/2005/699/39:1	Case Study Two: Using Vehicles for Military Purposes Seventh - Attachment Notes	1
2013/s/prst/2013/18/6:1	âThe Security Council welcomes the steps taken to implement a strengthened, comprehensive and more regional approach to the humanitarian situation, including assistance to victims of sexual violence and other attacks, and urges further progress in this regard.	2
2011/s/2011/463/477:1	(b) Work with States and the Terrorism Prevention Branch of the United Nations Office on Drugs and Crime to promote best practices and facilitate capacity-building and training for members of the judiciary, law enforcement agencies and other relevant civil servants on procedures for requesting and providing assistance in criminal investigations and mutual legal assistance extradition of criminals;	0
2011/s/prst/2011/9/3:1	âThe Security Council recalls its resolutions regarding Osama bin Laden, and its condemnation of the Al-Qaeda network and other associated terrorist organizations, for the multiple criminal terrorist acts they committed aimed at killing many innocent civilians and destroying property.	4
2014/s/res/2161__2014_/48:1	7 - Further affirms that the requirements of paragraph 1 (a) above also apply to ransom payments to individuals, groups, institutions or entities on the Al-Qaida Sanctions List, regardless of how or by whom the ransom is paid;	4
2005/s/2005/60/432:4	The trucks were carrying government armed forces and were later used to transport looted property from the village.	4
2011/s/2011/373/9:1	6 - On April 14, 2011, the coordinator met with the Undersecretary of the Ministry of Foreign Affairs of Kuwait, Khaled Al-Jarallah, who pointed out the need not to âconfuseâ the task of finding the remains of Kuwaiti victims on the one hand, and the developments taking place in political relations between Iraq and Kuwait on the other hand. second.	3
2005/s/2005/699/64:1	4. In CÃ´te d&#39;Ivoire, the team was in close contact with the political, police and military branches of the United Nations Operation in CÃ´te d&#39;Ivoire.	2
2005/s/2005/662/302:3	He did not issue orders or instructions regarding activities related to the crime scene, as this did not fall within the core of his responsibilities.	4
2004/s/prst/2004/30/6:3	It urges it to redouble its efforts to provide security for the civilian population on its territory, including foreigners to whom it grants asylum.	1
2005/s/2005/634/17:6	No significant change in the overall security situation is expected, although a slow and steady increase in crime-related incidents is expected.	3
2012/s/2012/160/9:2	The police fired tear gas to disperse supporters of both parties who were throwing stones in the streets.	1
2014/s/prst/2014/3/138:1	Request that the mission provide military training to the armed forces, in areas including human rights, international humanitarian law, child protection and the prevention of sexual and gender-based violence.	1
2010/s/2010/528/55:2	During the reporting period, the mission&#39;s police component focused on training the South Sudan Police Service in referendum security and assisting the Service in developing its plans for referendum security.	4
2005/s/2005/625/233:1	103 - At the time of writing this report, the ship âSemloâ and its crew are still in captivity. The perpetrators of the kidnapping requested a ransom of $500,000.	2
2011/s/2011/463/442:1	(b) Continue to work in close coordination and cooperation with INTERPOL, donor countries and organizations in facilitating the provision of technical assistance aimed at building the capacity of law enforcement agencies and providing equipment and facilities to countries in need;	4
2004/s/2004/1038/46:5	Council members unanimously expressed concern about the current state of the peace process and expressed their hope that the Group of Friends of the Secretary-General at its next meeting would be able to move this situation forward. Other issues	0
2014/s/2014/943/42:2	The integrated mission identified 32 women who had been subjected to conflict-related sexual violence in Timbuktu province, and referred them to non-governmental organizations prepared to assist them in filing their cases before the judiciary.	4
2003/s/2003/90/191:4	The mission visited some of these areas and was greatly distressed by seeing the demolished houses, burned cars, and destitute people.	4
2014/s/2014/948/26:2	At the end of the reporting period, a total of 37 per cent of the DF capacity delivered by MV Cape Ray on 30 and 31 August 2014 had already been destroyed.	1
2005/s/2005/60/576:2	The village was attacked by about 3,000 Janjaweed on horses. Some of them were in vehicles.	1
2011/s/2011/245/105:1	47. Listed groups linked to Al-Qaida and the Taliban continue to raise funds through legal means, such as donations and legitimate business enterprises, as well as illegally through kidnapping for ransom, extortion, drug trafficking and illegal taxation.	2
2006/s/2006/154/257:2	However, in several cases previously undetected Al-Qaeda cells have used these explosives to cause devastating effects, so several countries have adopted methods to limit access to vital precursors.	4
2006/s/2006/822/291:5	This is particularly the case with regard to persons who have obtained weapons from the Defense Forces and subsequently returned them.	2
2011/s/2011/298/17:6	The prisoners were transferred based on credible reports that an attempt had been made to free them from prison in Bukavu.	0
2011/s/2011/463/454:3	Cooperation and coordination in border control between neighboring countries is important, especially in providing effective surveillance and wide-ranging coverage along open and porous borders.	4
2001/s/res/1373_2001_/20:1	(a) Refrain from providing any form of support, whether explicit or implicit, to entities or persons involved in terrorist acts, including putting an end to the recruitment of members of terrorist groups and preventing the supply of weapons to terrorists;	1
2005/s/2005/625/57:1	In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Group to further improve and update information on the draft list of names of entities and individuals violating the measures implemented by Member States in accordance with resolution 733 (1992) inside and outside Somalia, and the names of their active supporters, that the Council may need to take possible future measures, and submit such information to the Committee established pursuant to resolution 751 (1992), at such time and in the manner as the Committee deems appropriate.	1
2014/s/2014/276/179:1	92- The Commission of Inquiry recommends that the two countries and civil society organizations encourage opportunities for dialogue and communication between the two peoples in the areas of culture, work, sports, good governance and economic development that provide citizens of the Democratic Peopleâs Republic of Korea with opportunities to exchange information and learn about the experiences of other countries.	4
2005/s/2005/60/932:5	About 1.8 million people were forcibly displaced and became refugees or internally displaced persons, and are in need of protection.	2
2005/s/2005/604/38:2	The shortage of the Mission&#39;s police component remains an important cause of concern and affects its ability to carry out the tasks assigned to it.	1
2014/s/2014/935/117:5	A severe reduction in the number of military units in the mission would reduce the mission&#39;s ability to perform prevention tasks and force it, in the event of a crisis, which his country hoped would not happen, to respond using operational concepts that, given all that it entailed, were still unclear. That&#39;s a risk.	2
2004/s/res/1526_2004_/22:1	7 - Requests the Secretary-General to appoint, in accordance with the rules and procedures of the United Nations, once this decision has been taken and after consultation with the Committee, not more than eight persons, including the coordinator of the Monitoring Group, who meet one or more qualifications in the following areas of expertise related to regulatory activities: Al-Qaeda and/or the Taliban including: counter-terrorism legislation and other relevant legislation; Terrorist financing and international financial transactions including banking expertise, alternative money transfer systems, charitable donations and the use of parcel couriers; strengthening borders, including port security, arms embargoes and export controls; drug trafficking;	4
2014/s/2014/943/10:3	The parties informed their constituencies, including Malian refugees residing in Mauritania and Niger, of the content of the document.	1
2014/s/2014/902/7:6	The Islamic State targeted only 14 of the regime&#39;s 238 strikes in Aleppo.	1
2005/s/2005/60/856:2	There is information indicating that they had effective general control over the military personnel fighting for the benefit of the rebel groups, and therefore they were aware of some of the crimes committed by those military personnel, or at least they were supposed to be aware of what was happening, but they did not take any action. To stop the atrocities being committed.	1
