es	Relevant
"En la 6034a sesión del Consejo de Seguridad, celebrada el 9 de diciembre de 2008, en relación con el examen por el Consejo del tema titulado ""Amenazas a la paz y la seguridad internacionales causadas por actos terroristas"", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	0
Actividades relativas a las minas y restos explosivos de guerra	0
c) Remitirá del Comité toda la información sobre la decisión que se haya presentado al Ombudsman de conformidad con el párrafo 14 supra.	0
Sobre la base del examen amplio de todas las listas terminado en 2010, de conformidad con el párrafo 25 de la resolución 1822 (2008), el Comité ha aplicado desde entonces numerosos mecanismos para asegurar que la Lista refleje mejor la amenaza que representa Al-Qaida y para garantizar que todas las entradas se examinen periódicamente a fin de determinar si la continuación de la inclusión es apropiada.	1
La falta de capacidad suficiente constituye un desafío fundamental para muchos Estados en la vigilancia y el cumplimiento efectivos de los embargos de armas.	0
Tres Estados han introducido procedimientos que prohíben la extradición de personas que puedan correr el riesgo de ser torturadas o perseguidas.	1
El Grupo de Trabajo Interinstitucional sobre el desarme, la desmovilización y la reintegración (presidido por el Departamento de Operaciones de Mantenimiento de la Paz y el PNUD) establecido por el ECPS para mejorar el desempeño de la Organización en la esfera del desarme, la desmovilización y la reintegración, presta asesoramiento estratégico, en particular sobre las necesidades, políticas y estrategias de capacitación; mantiene y examina el conjunto de directrices de las Naciones Unidas sobre el desarme, la desmovilización y la reintegración; desarrolla y administra el Centro de Recursos de las Naciones Unidas para el desarme, la desmovilización y la reintegración; y facilita la planificación de las operaciones de desarme, desmovilización y reintegración entre los organismos pertinentes de las Naciones Unidas.	1
También expresó que el hecho de que el Parlamento libanés no hubiera elegido un nuevo Presidente había socavado la estabilidad del Líbano y su resiliencia desde el comienzo del conflicto en la República Árabe Siria.	1
Las mujeres y los niños, en particular las niñas, se han visto afectados por la nueva violencia y los conflictos relacionados con la proliferación de milicias y grupos armados, en algunos casos relacionados con el extremismo violento, mientras que muchos conflictos prolongados siguen sin resolverse.	1
Se seleccionaron muy pocos para su examen y, en última instancia, después de que se hubieran completado todos los procedimientos esbozados en las Directrices del Comité, incluidos los esfuerzos por obtener información de otros Estados pertinentes, el examen concluyó sin cambios en la Lista.	0
El apoyo al restablecimiento y la ampliación de un nivel mínimo de autoridad estatal sostenible a las zonas liberadas de los grupos armados requiere un mayor compromiso del Gobierno para desplegar la administración del Estado, incluidos el personal policial y judicial y penitenciario con los recursos necesarios.	1
El Consejo de Seguridad insta a los Estados y a las organizaciones internacionales, así como al sector privado, a que compartan pruebas, información e inteligencia, según proceda, con fines de represión de la piratería, incluso para asegurar el enjuiciamiento efectivo de los sospechosos y el encarcelamiento de los piratas condenados, y alienta las iniciativas actuales y futuras a este respecto.	1
En otro caso, el Tribunal volvió a considerar los diferentes elementos de un ataque dirigido contra una población civil como parte de la definición de crímenes de lesa humanidad.	1
En respuesta, el Departamento de Justicia de la UNMIK estableció un grupo de trabajo conjunto con el componente de creación de instituciones para estudiar el informe y elaborar formas de aplicar sus recomendaciones.	1
43. Reitera la necesidad de intensificar la cooperación constante entre el Comité, el Comité contra el Terrorismo y el Comité establecido en virtud de la resolución 1540 (2004), así como sus respectivos grupos de expertos, incluso mediante, según proceda, un mayor intercambio de información, la coordinación de las visitas a los países en el marco de sus respectivos mandatos, la facilitación y supervisión de la asistencia técnica, las relaciones con organizaciones y organismos internacionales y regionales y otras cuestiones de interés para los tres comités, expresa su intención de proporcionar orientación a los comités sobre esferas de interés común a fin de coordinar mejor sus esfuerzos y facilitar esa cooperación, y pide al Secretario General que adopte las disposiciones necesarias para que los grupos se encuentren en el mismo lugar lo antes posible;	1
a) Seguir aumentando su cooperación con las organizaciones internacionales, regionales y subregionales y desarrollar formas de trabajar con esas organizaciones caso por caso, lo que refleja la variación de la capacidad y el mandato de cada organización, incluidos los intercambios a nivel de trabajo, las reuniones informativas con el Comité y con el Comité y la mejora de los arreglos de intercambio de información;	1
El Consejo de Seguridad condena enérgicamente los ataques deliberados de los combatientes contra civiles en los conflictos armados y exige que todos los interesados pongan fin a esas violaciones del derecho internacional humanitario y las normas internacionales de derechos humanos.	1
Los Estados también están obligados a impedir que quienes financian, planifican, facilitan o cometen actos terroristas utilicen sus respectivos territorios con esos fines contra otros Estados o sus ciudadanos (párr. 2 d)).	1
d) Apoyar de otro modo los actos o actividades de las personas designadas y otras personas, grupos, empresas y entidades asociados con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán;	1
a) Un Grupo de Supervisión en Nueva York integrado por un máximo de cinco expertos, incluido un Presidente, para supervisar la aplicación de todas las medidas impuestas por las resoluciones 1267 (1999) y 1333 (2000), en particular en las esferas de los embargos de armas, la lucha contra el terrorismo y la legislación conexa y, habida cuenta del vínculo con la compra de armas y la financiación del terrorismo, el blanqueo de dinero, las transacciones financieras y el tráfico de drogas; y	1
Las adiciones más recientes a la Lista incluyen a terroristas y grupos terroristas asociados con Al-Qaida que operan en Asia central, meridional y sudoriental y en el Oriente Medio, incluido el Iraq.	0
El régimen detuvo a unas 47 personas que se cree habían sido reclutadas por la fuerza para unirse a las fuerzas del régimen.	1
Además, los escuadrones de la muerte y las milicias integradas por elementos autónomos están sembrando el terror y llevando a cabo ejecuciones y secuestros.	1
c) Exhorta además a todas las partes enumeradas en los anexos del informe del Secretario General sobre los niños y los conflictos armados a que se ocupen de todas las demás violaciones y abusos cometidos contra los niños y asuman compromisos y medidas concretos a este respecto;	1
En su 4170a sesión, celebrada el 13 de julio, el Consejo aprobó la resolución 1307 (2000), en la que, entre otras cosas, autorizó la prórroga del mandato de la MONUP para seguir vigilando la desmilitarización de la península hasta el 15 de enero de 2001.	1
El objetivo del Consejo de Seguridad debe ahora ser asegurar a los tribunales que el régimen de sanciones establecido en virtud de la resolución 1267 (1999) del Consejo de Seguridad (el régimen de sanciones establecido en virtud de la resolución 1267 (1999)) es justo y, con el mayor apoyo de los Estados Miembros, reafirmar su propósito original de librar al mundo de la amenaza del terrorismo de Al-Qaida, los talibanes y sus asociados incluidos en la Lista.	1
De hecho, aparte de Bin Laden, Zarqawi, Mullah Mohammed Omar y otros terroristas bien conocidos, el público puede saber relativamente poco acerca de muchas de las personas incluidas en la Lista.	0
Otro problema es el hecho de que, al parecer, el Gobierno no dispone de suficientes recursos militares, ya que muchas de sus fuerzas todavía se encuentran en el sur y las que se encuentran en Darfur se encuentran principalmente en los principales centros urbanos.	1
43. Tras la publicación de la especificación de la Organización Internacional de Normalización (ISO) públicamente disponible (PAS) 28007 sobre directrices para las empresas privadas de seguridad marítima que proporcionan personal de seguridad armado de contratación privada a bordo de buques, se puede certificar a una empresa privada de seguridad marítima con arreglo a esta norma voluntaria de la industria para facilitar la aplicación internacional uniforme.	0
8 de mayo de 2006: Incidente de violencia en Gleno en el que se ataca a oficiales de la PNTL oriental.	1
El equipo de mediación mantuvo conversaciones bilaterales con el Gobierno y la Coordinación, integrados por el Movimiento Nacional para la Liberación de la Azawad (MNLA), el Alto Consejo para la Unidad de la Azawad (HCUA) y el Movimiento Árabe de la Azawad (MAA), a los que se sumaron personas de la Coordinación de Movimientos y Frentes Patrióticos de Resistencia II (CMFPR-II) y una facción de la Coalición del Pueblo de la Azawad (CPA) por un lado, y con el Gobierno y los grupos armados de la Plataforma integrados por el CMFPR-I, el CPA y la otra facción del MAA, así como personas del Grupo de Autodefensa Touareg Imghad y Alliés (GATIA) invitados por la Plataforma, por el otro.	1
c) Las personas incluidas en la Lista presuntamente fallecidas, junto con una evaluación de la información pertinente que se indica en el apartado c) del párrafo 28 y, en la medida de lo posible, la situación y la ubicación de los bienes congelados y los nombres de las personas o entidades que estén en condiciones de recibir bienes no congelados;	0
h) Elaborar metodologías para mejorar la eficacia de la cooperación con los distintos Estados, las organizaciones subregionales, regionales e internacionales, los acuerdos multilaterales relativos a los controles de las exportaciones y las entidades pertinentes del sistema de las Naciones Unidas, y evaluar el nivel de cooperación entre los Comités establecidos en virtud de las resoluciones 1540 (2004), 1267 (1999) y 1373 (2001), evaluando, en particular, el nivel de intercambio de información y coordinación sobre las visitas a los países, y formular recomendaciones concretas, si procede, para aumentar la cooperación.	1
Los Estados y muchos agentes internacionales acogieron con beneplácito la apertura del proceso de examen amplio e instaron al Comité 1540 a que siguiera aplicando este enfoque y redoblara sus ya útiles esfuerzos para lograr la transparencia y la inclusión.	1
Atacaron y mataron a 54, hirieron a otras 24 y quemaron casas antes de retirarse con ganado saqueado y bienes del hogar.	1
También hemos programado dos debates temáticos, sobre la prevención de conflictos y los niños en los conflictos armados, los días 20 y 26 de julio, respectivamente.	1
103. La FACI ha trasladado todos sus activos aéreos supervivientes y dañados a su base aérea del Aeropuerto Internacional de Abidján.	1
En Lerneb (región de Tombuctú), en septiembre, el MAA (Plataforma) advirtió en varias reuniones públicas que castigaría a los miembros de la población local que facilitaron información a la MINUSMA y a las fuerzas francesas. El 23 de septiembre, se encontró el cuerpo de un hombre decapitado en la zona de Zouera, a 80 km al norte de Tombuctú. Fue uno de los cinco hombres secuestrados el 16 de septiembre por AQIM y acusados por esa organización de colaboración con las fuerzas internacionales, que desde entonces han desaparecido.	1
Al finalizar la tramitación de las reclamaciones en junio de 2005, la principal tarea pendiente de la Comisión es el pago de indemnizaciones a los reclamantes cuyas solicitudes hayan sido aprobadas.	0
121. Los Janjaweed a los que se refiere la mayoría de las víctimas en el conflicto actual son milicias árabes que asaltan las aldeas de esas víctimas, montadas en caballos o camellos, y matan, saquean, queman y violan.	1
Además, la Unión Europea aplica un régimen supranacional destinado a garantizar que los fondos y activos terroristas se congelen en todos sus Estados miembros.	1
23. Solicita al Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones que, en estrecha cooperación con otros órganos de las Naciones Unidas encargados de la lucha contra el terrorismo, informe al Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) en un plazo de 180 días, y presente al Comité, en un plazo de 60 días, información oral preliminar actualizada sobre la amenaza que representan los combatientes terroristas extranjeros reclutados por el EIIL, el FAN y todos los grupos, empresas y entidades asociados con Al-Qaida, o que se adhieran a ellos, en particular:	1
Más adelante, en 2006, la Asamblea General aprobó por unanimidad la Estrategia global de las Naciones Unidas contra el terrorismo, que reviste una importancia importante para reafirmar el compromiso colectivo de la comunidad internacional de luchar contra la amenaza común del terrorismo.	1
Estaciones de agua o El 23 de noviembre de 2014, ISIS detonó un coche bomba cerca de una planta de purificación en la aldea de Midan, Hasakeh, dañando fuertemente la planta.	1
A pesar de los progresos recientes, las limitaciones logísticas, políticas y de seguridad harán que la desmovilización y reintegración previstas de 180.000 excombatientes para el final del período del Acuerdo General de Paz sea extremadamente difícil.	1
El Gobierno y el equipo de las Naciones Unidas en el país, con aportaciones del Banco Mundial, prepararon un folleto sobre los objetivos de desarrollo del Milenio, en el que se esbozaba la situación actual de Timor-Leste y se exponían las consecuencias normativas para el logro de las metas y los indicadores.	1
Sin embargo, había reclutas de policía, hasta donde podía ser de Addis Abeba, por no hablar de Roma o La Haya, que habían oído hablar de la Corte Penal Internacional y estaban preocupados por su responsabilidad penal ante ella.	0
c) Una lista de las personas incluidas en la Lista que, según se informa, han fallecido y de las entidades que, según se ha informado o confirmado, han dejado de existir, junto con los requisitos de documentación enunciados en el párrafo 23 c);	0
Sin embargo, en muchas zonas del país no hay capacidad de detención ni tribunales que funcionen, lo que obliga a las autoridades encargadas de hacer cumplir la ley a poner en libertad a presuntos autores peligrosos o a pedir a los contingentes de la MONUC que confinan a los sospechosos por razones de seguridad y protección de los civiles.	1
Seis hombres fueron asesinados y enterrados en tumbas individuales.	1
El Departamento se encarga de la gestión y administración del Cuerpo de Protección de Kosovo, así como de la planificación, coordinación y ejecución de la respuesta de emergencia a desastres naturales o de otro tipo.	1
Esas precauciones, establecidas en el derecho internacional consuetudinario, son las siguientes: el beligerante debe: a) hacer todo lo posible para verificar que los objetivos que se van a atacar no sean de carácter civil; b) tomar todas las precauciones viables en la elección de los medios y métodos de combate con miras a evitar o, al menos, reducir al mínimo los daños incidentales a la población civil o a objetos civiles; c) abstenerse de lanzar ataques que puedan causar incidentalmente pérdidas de vidas de civiles o daños a la población civil o a objetos civiles que sean excesivos en relación con la ventaja militar concreta y directa prevista; d) dar una advertencia efectiva y anticipada de los ataques que puedan afectar a la población civil, salvo en los casos de agresión (según lo dispuesto en el artículo 26 del Reglamento de La Haya de 1907) o, según lo dispuesto en el artículo 57 2) C), a menos que las circunstancias no lo permitan, es decir, cuando un ataque sorpresa sea considerado indispensable por un beligerante.	1
Han promulgado leyes contra el terrorismo y se han esforzado por fortalecer aún más la coordinación y la cooperación regionales, especialmente en el contexto marítimo.	1
Los principales problemas de seguridad están relacionados con las actividades delictivas y los combates entre facciones.	1
Destaca que todos los responsables de violaciones y abusos de los derechos humanos deben rendir cuentas de sus actos y subraya la necesidad de que se realice una investigación amplia, independiente e imparcial, compatible con las normas internacionales, de los presuntos abusos y violaciones de los derechos humanos, a fin de prevenir la impunidad y asegurar la plena rendición de cuentas;	1
Los lugares abarcan desde los establecidos para promover a determinadas personas, como Shamil Basayev en Chechenia, o grupos como Lashkar-E-Tayyiba en el Pakistán, hasta los que tienen por objeto justificar el terrorismo relacionado con Al-Qaida en general, como Voice of Jihad, u ofrecer adiestramiento terrorista, como Al-Battar.	1
Reitero mi llamamiento para que se libere de inmediato e incondicionalmente a todos los marinos inocentes secuestrados en Somalia a fin de que puedan reunirse con sus familias.	1
Otro aspecto potencialmente preocupante de la disposición relativa a las exenciones por motivos humanitarios es que, como una persona o entidad privada no está autorizada a presentar una petición directamente al Comité, es el Estado de residencia de la parte incluida en la lista el que determina si el Comité alguna vez recibe una petición en virtud de la resolución 1452 (2002).	0
"Por su parte, dirigentes y partidarios del Gobierno acusaron al MPCI y a otros ""movimientos rebeldes"" de utilizar fuerzas extranjeras y cometer atrocidades, en particular el asesinato de docenas de miembros de la gendarmería en Bouaké."	1
La Comisión ha podido establecer una descripción detallada y precisa de los acontecimientos de abril y mayo que causaron pérdidas de vidas humanas, lesiones y daños materiales generalizados.	1
206. Tras examinar detenidamente el expediente, la Comisión puede destacar los siguientes puntos:	0
Se impartió capacitación a oficiales de las fuerzas de seguridad nacionales (50 en Adré y 42 en Abéché).	1
Carta de fecha 22 de diciembre de 2009 dirigida al Presidente del Consejo de Seguridad por el Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003)	0
Si bien la Iniciativa estaba prevista en respuesta al aumento del tráfico de drogas y la delincuencia organizada transnacional en África occidental, las dependencias de lucha contra la delincuencia transnacional funcionarán como centros de fusión de las fuerzas del orden para apoyar la capacidad analítica y técnica nacional y regional de responder a las amenazas transnacionales.	1
Medidas selectivas y graduales como respuesta al tráfico ilícito de armas pequeñas y armas ligeras	1
Tres días después, el Jaleele compró 25 fusiles de asalto AK-47, 2 cañones antiaéreos, 6 ametralladoras PKM, 4 RPG-2 y municiones.	1
Reconociendo el valor de las reuniones informativas anuales de los jefes de los componentes militares, el Consejo dijo que también agradecería que los jefes de los componentes de policía celebraran reuniones informativas similares a fin de mejorar su comprensión de los problemas operacionales.	1
Además, los talibanes han mantenido su capacidad para importar armas, material y mano de obra, y la clave del éxito militar reside en neutralizar sus líneas de suministro y negarles zonas seguras donde sus combatientes puedan recuperarse entre las operaciones y entrenar a nuevos reclutas.	1
El Consejo apoya la idea de establecer una dependencia de asistencia sobre el estado de derecho dentro de la Secretaría y espera con interés recibir las propuestas de la Secretaría para la aplicación de las recomendaciones que figuran en el párrafo 65 del informe del Secretario General sobre el estado de derecho y la justicia de transición en las sociedades en situaciones de conflicto y posteriores a conflictos (S/2004/616).	1
El fin del conflicto en 1999 tuvo profundas repercusiones en la relación entre las diversas comunidades de Kosovo, y en particular entre los albaneses de Kosovo y los serbios de Kosovo.	0
Además, hay una serie de grupos armados palestinos que operan en el país dentro y fuera de los campamentos de refugiados.	1
El Consejo expresa su profunda preocupación por el hecho de que los civiles sigan representando a la mayoría de las víctimas de actos de violencia cometidos por las partes en los conflictos armados, incluso como resultado de ataques deliberados, uso indiscriminado y excesivo de la fuerza, uso de civiles como escudos humanos y violencia sexual y basada en el género, así como de todos los demás actos que violan el derecho internacional aplicable.	1
484. En las conversaciones con la Comisión sobre la metodología de los comités de violación, se hizo mucho hincapié en la amplia difusión del mandato de los comités.	1
420. En la sección que figura a continuación se evalúa la eficacia de las medidas adoptadas por el Gobierno del Sudán, en particular para investigar los crímenes y llevar a sus autores ante la justicia.	0
Dependencia de inteligencia financiera: establecida y operativa	0
El Consejo de Seguridad exhorta a Burundi a que impida todo apoyo de su territorio a grupos armados en la República Democrática del Congo.	1
30. En términos generales, la actitud de las autoridades gubernamentales hacia la Comisión ha sido cooperativa.	1
También hace hincapié en la prohibición y el bloqueo de los sitios de Internet que contienen materiales extremistas y en la regulación de los problemas en esta esfera.	1
La Comisión recomienda que se enjuicie a las siguientes personas por la posesión, el uso y la circulación ilegales de armas de la PNTL el 8 de mayo y/o el 21 de mayo: Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da Conceição, alias Rai Los, Mateus dos Santos Pereira, alias Maurakat, Leandro Lobato, alias Grey Harana, Antonio Lurdes, alias 55, Marcos da Silva Piedade, alias Labadae, Francisco y Santa Cruz.	1
En la actualidad, todos los Estados han tipificado como delito en su derecho interno la provisión de refugio a los terroristas y sus partidarios y el uso de sus territorios para cometer o preparar actos terroristas contra otros Estados o sus ciudadanos.	1
195. Esta lectura de la información por parte de algunas fuentes ha dado una dimensión adicional al conflicto.	0
Después del ataque, toda la población de la zona fue a Kailek.	1
Algunos de estos reclutas de la Liga Comunista Juvenil del ejército y las milicias maoístas tienen menos de 18 años.	1
31. El Estado considera que la propagación del cristianismo es una amenaza particularmente grave, ya que desafía ideológicamente el culto a la personalidad oficial y proporciona una plataforma para la organización social y política y la interacción fuera del ámbito del Estado.	1
En opinión de este Estado, esa actividad, en su forma más extrema, a menudo conduce al extremismo violento y a la pérdida de vidas.	1
634. De la información reunida y verificada por la Comisión se desprende que las violaciones u otras formas de violencia sexual cometidas por los soldados Janjaweed y el Gobierno en Darfur eran generalizadas y sistemáticas y, por lo tanto, podían constituir un crimen de lesa humanidad.	1
Las mujeres y los niños fueron separados de los hombres, confinados en una zona alrededor de la mezquita y posteriormente llevados por sus captores para ser violados.	1
En esa reunión, las partes acordaron una mayor cooperación en las cuestiones del estudio ferroviario y el regreso de los refugiados y los desplazados internos.	1
452. En virtud del artículo 31 de la Ley de seguridad nacional, un agente de seguridad, en virtud de una orden emitida por el Director General, puede llevar a cabo una detención, un registro o una detención e investigar a una persona, y dispone de tres días para proporcionar al detenido los motivos de su detención y encarcelamiento.	1
El Consejo de Seguridad reconoce que el terrorismo no será derrotado únicamente por la fuerza militar, las medidas de aplicación de la ley y las operaciones de inteligencia, y subraya la necesidad de abordar las condiciones que propician la propagación del terrorismo, incluida, entre otras cosas, la necesidad de intensificar los esfuerzos para prevenir con éxito y resolver pacíficamente los conflictos prolongados, y la necesidad de promover el estado de derecho, la protección de los derechos humanos y las libertades fundamentales, la buena gobernanza, la tolerancia y la inclusividad, a fin de ofrecer una alternativa viable a quienes podrían ser susceptibles de ser reclutados por terroristas y a una radicalización que conduzca a la violencia.	1
El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas.	1
Subraya la necesidad de un compromiso sin reservas con el proceso de integración de las fuerzas armadas, en el espíritu del Acuerdo global e inclusivo.	1
Muchas personas murieron y más de 100 resultaron heridas.	1
Se cree que estas milicias operan principalmente bajo una estructura de gestión tribal.	1
La tortura está absolutamente prohibida por los Convenios de Ginebra, tanto en los conflictos armados internos como en los internacionales.	1
116. El Equipo de Vigilancia sigue considerando que la prohibición de viajar es una medida importante de sanciones contra Al-Qaida y los talibanes, pero observa el ingenio demostrado por los terroristas que intentan cruzar las fronteras nacionales sin ser detectados.	1
En algunos Estados, las definiciones vagas o demasiado amplias de los delitos de terrorismo siguen planteando un problema para la aplicación efectiva de la resolución 1373 (2001).	1
Si el Afganistán se vuelve menos atractivo en cuanto a objetivos para los grupos militantes, puede que reoriente sus esfuerzos por sí mismo u otros países.	1
14. Decide que el Comité, al determinar si eliminar los nombres de la Lista consolidada, pueda considerar, entre otras cosas, i) si la persona o entidad fue incluida en la Lista consolidada debido a un error de identidad, o ii) si la persona o entidad ha dejado de cumplir los criterios establecidos en las resoluciones pertinentes, en particular la resolución 1617 (2005); al hacer la evaluación mencionada en el inciso ii) supra, el Comité podrá considerar, entre otras cosas, si la persona ha fallecido o si se ha demostrado afirmativamente que la persona o entidad ha separado toda asociación, según se define en la resolución 1617 (2005), con Al-Qaida, Osama bin Laden, los talibanes y sus partidarios, incluidas todas las personas y entidades incluidas en la Lista consolidada;	0
- El 8 de noviembre de 2014, las fuerzas del régimen atacaron la ciudad de Sheikh Miskeen y mataron a 5 personas, entre ellas 2 niños y 2 mujeres.	1
El Consejo de Seguridad expresa su profunda preocupación por el hecho de que los civiles sigan representando la gran mayoría de las víctimas en situaciones de conflicto armado.	1
En general se está de acuerdo en que la escalada coincidió con la intensificación del conflicto armado interno entre el Gobierno y los dos movimientos rebeldes, el Movimiento/Ejército de Liberación del Sudán y el Movimiento por la Justicia y la Igualdad.	1
64. La cuestión de las armas pequeñas no puede abordarse únicamente con medidas de control de armamentos, sino que forma parte integrante de un espectro más amplio, en el que los conflictos, la seguridad, la violencia armada, la delincuencia, el comercio, los derechos humanos, la salud y el desarrollo se entrecruzan.	1
La perspectiva de la PNTL expresada a la Comisión era que los peticionarios debían ser detenidos y entregados a la PNTL sólo si se movían, y que no se autorizaban operaciones para capturar a los peticionarios.	1
