ar_en_DEEPL	MatConf
Indeed, the lack of detail meant that INTERPOL-United Nations Security Council Special Notices, the main tool for providing information on listed individuals to law enforcement agencies, existed for 309 of the 488 names at the start of the review; the number now stands at 361 and is likely to increase.	0
First, there were more than a million internally displaced people inside Darfur (1.65 million, according to UN reports), and more than 200,000 refugees from Darfur in neighboring areas stretching from Chad to eastern Sudan.	1
One of the air force commanders was later captured by the rebels and held for three months.	1
36. The Chair also plays an important role during Committee meetings by encouraging members to clarify their positions on items when those positions are contrary to those of other States, and by taking the initiative to propose the de-listing of persons believed to be deceased, or items on the List for which there are no identifiers.	0
The Bir Lahlou team site was reinforced with additional military observers from the Tifariti team site and remained in close contact with the Polisario Front.	0
Colonel Reis and his deputy protested to Brigadier General Ruak, who apologized for the shooting.	1
Measures to assist those whose family members have been killed, the government authorities' acknowledgment of responsibility, and their explanation of the nature of the measures to be taken in order to avoid the recurrence of violations appear to be of fundamental importance to society.	0
It also appears that while M23/Army is the militarily larger of the two movements, JEM is a more political movement with limited military capabilities, especially after the reported split of the group and the subsequent emergence of the National Movement for Reform and Development (see para. 139 below).	1
Threats to international peace and security caused by terrorist acts	1
Call for strict compliance by parties to armed conflict with the provisions of international humanitarian, human rights and refugee law, including in relation to the following points:	0
At the conclusion of the conference, declarations were adopted on key thematic areas, such as political and economic governance; private sector development; natural resource management; support for the Sierra Leonean diaspora; accountability; and frameworks for natural resource utilization and distribution of state resources.	0
They attacked and set fire to the local office of the National Security and Intelligence Service and then proceeded to shoot at the office of the Sudanese Telecommunications Authority.	1
50. During the reporting period, MINUSMA air assets were temporarily deployed in Kidal to conduct reconnaissance and surveillance operations related to the movements of armed groups, in particular in the Tilemsi Valley (Gao region).	0
The Group of Experts recommended, among other things, the establishment of an independent international mechanism with concurrent mandates to monitor the domestic accountability process and conduct independent investigations.	0
The purpose of these attacks is clear: to annihilate moderate Syrians and eliminate our forces on the ground.	1
Three days later, Al Jalil purchased 25 AK-47 assault rifles, 2 anti-aircraft guns, 6 PKM machine guns, 4 RPG-2 rocket launchers and ammunition.	1
A September 2005 study of foreign-born terrorists who had worked in the United States found that about two thirds had engaged in fraud to enter or remain in the country, and more than one third were later charged with forging a passport or visa or making false statements to an immigration officer.	1
On 18 November, the Council held a briefing and consultations on the reports of the Secretary-General on the activities of the United Nations Assistance Mission for Iraq (UNAMI) (S/2014/774) and on the search for missing Kuwaiti and third-country nationals and missing Kuwaiti property, including national archives (S/2014/776).	0
It is not inconceivable that the criminal activities are so interconnected that they feed into each other, fueling terrorism in Africa and criminal activities in other parts of the world.	0
The victim was taken from the group, blindfolded, pushed to the ground on her back and raped.	1
As UNAMA, we would be irresponsible if we did not appeal to the international community, the government of Pakistan, the government of Afghanistan and its national forces to end this situation, especially on the southern border.	0
In this regard, flexibility will be required during the implementation process to ensure that the framework can be adjusted, as necessary, in response to new developments and changes that arise in this context.	0
Moreover, the motives behind the obligation of individuals to live and work in a state-determined place of residence and employment are based on Songbun-based discrimination.	1
The car was not in a completely upright parking position, as evidenced by the force of the blast, which impacted the red Ford that was likely waiting directly in front of the Mitsubishi.	1
The challenges facing the country demand that Haiti's leaders have a common, unified will.	0
Then four soldiers fucked her in the vagina, one after the other.	1
Recognizes the detrimental impact of the proliferation of weapons, in particular small arms, on the security of civilians by fuelling armed conflict, and encourages [the mission] to continue its efforts to assist the Government of [the affected area] in the civilian disarmament process, in particular by strengthening the capacity of local authorities to deter intercommunal conflicts and monitoring forced civilian disarmament initiatives to prevent the occurrence of disarmament processes that could exacerbate insecurity in [the affected area].	0
More broadly, the Internet has enabled al-Qaeda and its affiliates to disseminate propaganda to a global audience and thereby initiate the indoctrination of potential recruits, including by attracting them to al-Qaeda-affiliated websites.	1
Incidents caused by cluster munitions dropped by North Atlantic Treaty Organization (NATO) forces have been significantly reduced as a result of a change in strategy that has greatly accelerated the clearance of easily accessible cluster munitions.	1
485. It is disappointing that the committees limited themselves to the crime of rape and did not address cases where other forms of sexual assault, including attempted rape, occurred.	1
The village was attacked at around four in the morning.	1
In this regard, we take note of the statements made by the main elected representatives of Kosovo, who immediately condemned that crime and demanded that the perpetrators be brought to justice.	0
She also visited 30 of the sites where events took place and met with local authorities, particularly the armed forces.	0
Invite States and regional and sub-regional organizations to provide technical assistance to local police, judicial and correctional personnel (e.g. mentoring and legislative development).	0
186. There are frequent reports of a recurring pattern of attacks on villages and settlements, sometimes involving aerial attacks by armed helicopters or fixed-wing aircraft (Antonov and MiG), including bombing and automatic weapons fire.	1
However, the very nature of most international crimes implies, as a general rule, that they were committed by or with the participation of state officials, and therefore their prosecution is often best left to other mechanisms.	0
In that context, we remain concerned about the most vulnerable in Timor-Leste: The poor and homeless.	0
They also found the bodies of between 20 and 30 civilians, including women and children, who had been killed during the attack. All the victims were reportedly from the village of Adwa, belonging to the Alvor tribe.	1
All of the attacks allegedly involved members of the Lord's Resistance Army.	1
It will reaffirm the zero-tolerance policy and the need for troop-contributing countries to take the necessary disciplinary and judicial measures and provide the necessary full attention to victims.	0
The summary executions targeted the Nande ethnic group and Pygmies, who were forced to flee into the forest to escape persecution for allegedly collaborating with the RCD-ML.	1
Reaffirming its resolutions 1265 (1999) and 1296 (2000) on the protection of civilians in armed conflict, its various resolutions on children and armed conflict and on women and peace and security, as well as its resolution 1631 (2005) on cooperation between the United Nations and regional organizations in the maintenance of international peace and security, and further reaffirming its determination to ensure respect for and follow-up to those resolutions.	0
Half an hour later, three more jeeps arrived from Chad backed by a military helicopter and again confronted the Sudanese military unit, injuring a soldier and some civilians.	1
76. All parties to the conflict (the Government of Sudan, SLA and JEM) have recognized the conflict as an internal armed conflict.	1
In North Darfur, Abu Shouk, the largest IDP camp in the state, was overcrowded, with more than 20,000 people arriving as a result of violence in several locations over the past two months.	0
As long as countries do not require listed individuals to abide by the travel ban, they will consider circumventing the ban to be a low-risk endeavor.	1
But how can this be achieved when the two agreements and the rule of law continue to be flouted; when our land remains forcibly occupied and our people displaced from their cities and villages? Indeed, how can all potential mutually beneficial arrangements and normalization begin when sovereign territories are not respected and their borders are not demarcated.	1
The Committee has received 11 notifications from Member States supplying military equipment to the Congolese authorities and has sent a similar number of declarations.	0
In that battle, the soldiers who were wounded were taken to Barm for medical care.	1
(b) To resolve all outstanding issues as referred to in paragraph 12 above, and recalls in this regard that the implementation of the identification process simultaneously with the cantonment of forces, as set out in the National Programme for Disarmament, Demobilization, Reintegration and Rehabilitation, signed in Yamoussoukro on 14 May 2005, would expedite the creation of conditions for free, fair, open and transparent elections.	0
13. Urges Member States to promote the widest possible awareness of the Al-Qaida Sanctions List, including among relevant domestic agencies, the private sector and the general public to ensure effective implementation of the measures in paragraph 1; and encourages Member States to urge their company and property registries and other public and private sector registries to regularly check their available databases, including, but not limited to, those containing information on legal and/or beneficial ownership, to ensure that they do not contain names on the Al-Qaida Sanctions List.	0
âThe Security Council welcomes the significant reduction in the number of successful piracy-related attacks in various regions as a result of effective counter-piracy measures through a combination of national, bilateral and multilateral initiatives, as well as regional cooperation mechanisms, and recognizes the need for continued efforts and implementation of such counter-piracy measures as these gains can be lost as long as conditions on land remain conducive to pirate activity at sea.	0
I would also like to express my appreciation to the troop- and police-contributing countries.	0
They also noted that enhancing coordination and interoperability among these organizations, as well as developing and sharing common strategies, operational policies and best practices in civilian crisis containment efforts, will increase the effectiveness and coherence of the crisis containment process.	0
In Amman, on November 9, 2005, suicide bombers attacked three hotels, killing 60 people and wounding at least 115 others.	1
The Counter-Terrorism Committee Executive Directorate, for example, has worked extensively with states to build their border management capacity to control terrorist movements and their criminal justice capacity to address money laundering.	0
103. At the time of writing, the Simlo and its crew remain in captivity. The hijackers have demanded a ransom of $500,000.	1
460. In its recommendations, the National Commission proposed administrative and judicial measures, in particular that the causes of the conflict should be studied and that the administrative deficit, which was one of the factors that aggravated the conflict, should be corrected.	0
âThe Security Council calls on the Somali parties to build on the progress made and expedite the National Reconciliation Conference to reach a lasting and inclusive solution to the conflict in Somalia through the establishment of a viable transitional government.	0
Reiterates the importance of strengthening, within a comprehensive framework, the functionality, professionalism and accountability of [the affected country's] security sector through appropriate screening, training, mentoring, coaching, preparation and empowerment efforts, for both women and men, in order to accelerate progress towards the goal of self-sufficiency and ethnic balance in [the affected country's] security forces that provide security and ensure the rule of law throughout the country.	0
Expressing its full support for the Mission, condemning all attacks against United Nations peacekeeping and humanitarian personnel, regardless of the perpetrator, and emphasizing that those responsible for such attacks must be brought to justice.	0
Two of the suspects in the attack are being held in a prison built as part of the bureau's Maritime Crime Program.	1
118. Some other circumstances that must be taken into account regarding the planning stage of the crime are the surveillance measures targeting Mr. Hariri by the ISF and the planting of listening devices on Mr. Hariri's phones by the Military Intelligence Service (see the section entitled âTapping Hariri's phonesâ).	1
- Allow a number of Yugoslav and Serbian military and police personnel to return to Kosovo and Metohija (paragraphs 4, 6 and 10 of annex 2 and paragraph 4 of the Military Technical Agreement).	0
I also welcome the initiatives taken by the Lake Chad Basin Commission to find lasting solutions to curb terrorism, violent insurgency and extremism through a common strategy.	0
26. During the reporting period, MINUSMA documented a number of acts of extortion committed by the Malian defence and security forces, including excessive use of force that resulted in extrajudicial killings. On October 3, prison guards in the city of Gao shot an unarmed detainee while he was surrendering after a failed prison break attempt. On November 16, also in Gao, a Malian armed forces soldier opened fire indiscriminately in a public place, killing one man and injuring five others.	1
563. The Commission has gathered reliable information that allows the identification of eight senior central government officials and military commanders and six local government officials or members of the armed forces operating in Darfur who are suspected of being responsible for knowingly failing to prevent or repress the commission of crimes, i.e., supervisory responsibility.	1
Meanwhile, the first two formed police units were deployed on August 5 and 22, respectively.	1
As I have said before, double standards in addressing terrorism and terrorist groups is another major concern and seriously undermines the international community's collective fight against terrorism.	0
Raids, searches and arrests without a warrant	1
In resolution 22/13, the Council mandated the Commission to investigate systematic, widespread and gross violations of human rights in the State with a view to ensuring full accountability, in particular for violations that could amount to crimes against humanity.	0
72. Much has been said about the financing of terrorism through drugs, including in international conventions and Security Council resolutions.	0
Noting that it was unclear how many casualties resulted from several days of fighting, she said IGAD ceasefire monitors blamed the start of the conflict on the opposition.	1
In addition, members of both rebel movements came mainly from local village defense groups and specific tribes, and were formed in response to increasing attacks from other tribes.	1
I am deeply concerned that sexual violence against children will undermine the prospects for peaceful coexistence in Darfur for years to come.	0
Rebels have a similar obligation for all crimes they may have committed, whether or not the perpetrators are identified and punished.	1
The CPN (Maoist) often targeted and recruited many girls, many of whom joined the party to escape the traditional restrictions placed on them.	1
The absence of state authority has also led to the formation of local self-defense groups to protect communities from armed groups, which themselves have often become a source of conflict.	1
19. At the end of the reporting period, there were three individuals on the sanctions list of the Security Council Committee established pursuant to resolution 2140 (2014), designated on November 7.	1
205. The Committee recommends that consideration be given to expanding the pool of candidates for these posts in order to maximize the ability to recruit the most qualified candidates.	0
A stronger link between security sector reform and the lifting of the arms embargo, where appropriate, may be a successful catalyst for the success of such reform. This is also important in terms of preventing the recurrence of conflict in fragile post-conflict situations.	0
In two of them, the motives could not be proven, while the third was deemed criminal in nature.	1
UNMIK has prepared a public reconstruction and investment program called âKosovo: Rebuilding in 2000â to guide new donor commitments this year and prioritize IAS priorities.	0
7. On April 7, 2014, two UNODC experts, Clement Gorissen and Simon Davies, were killed at Galkayo Airport in Puntland, Somalia, while on a mission related to tracking illicit financial flows from piracy.	1
A number of detainees held by Moroccan authorities went on hunger strike from early August through September 29.	1
(f) Take immediate measures to prevent agents of the Democratic People's Republic of Korea from abducting more people from Chinese territory; prosecute and appropriately punish the perpetrators and request the extradition of those who ordered it for prosecution in accordance with the law.	1
There are also credible reports that more than 20 people may have disappeared, but their families are too afraid to report their disappearance to the relevant authorities.	1
The review examined 488 names of individuals, groups and entities subject to the Al-Qaida and Taliban sanctions regime in order to update entries or remove them from the List in cases where the Committee determines that they are no longer appropriate to remain on the List.	0
In resolution 2122 (2013), the Council expressed its concern at the increased vulnerability of women in armed conflict and post-conflict situations, in particular in relation to forced displacement as a result of unequal citizenship rights, sexist application of asylum laws and obstacles that often prevent them from registering their data and obtaining identity documents.	0
He also explained that the failure of the Lebanese parliament to elect a new president has undermined Lebanon's stability and resilience since the outbreak of the conflict in the Syrian Arab Republic.	0
The Operation's military component will continue to implement its new concept of operations and collaborate with the Licorne force to assist the parties in implementing the Facilitator's proposals for the reintegration of Forces nouvelles personnel into the national police and the army and prepare contingency plans for possible stabilization interventions to prevent violence aimed at disrupting the peace process.	1
The implementation of these bans has also benefited from the notoriety of the people targeted, making them more likely to be identified and less likely to travel under a false identity.	0
The methods used by the organization are traditional methods of intimidation: Forcing political change by killing and terrorizing. Al-Qaeda is a takfiri movement that claims to be the only one that embraces the true teachings of Islam and justifies its violence as a sacred duty to defend against all those who do not agree with it and who are considered infidels and should therefore be attacked.	1
The information received so far tends to confirm the Group's view that providing examples of the financing of terrorist activities may have more disadvantages than simply allowing seasoned bankers to rely on their knowledge and instincts to detect suspicious transactions.	0
15. Throughout the reporting period, the security situation in Ituri remained tense, with residual militias continuing to commit human rights violations against the local population in areas where MONUC or FARDC are not present.	1
The mission has taken the position that it is âout of sight but not out of mind,â ready to intervene if the situation deteriorates, and contingency plans have been put in place to deploy reserves if necessary.	1
He urges it to redouble its efforts to provide security for the civilian population on its territory, including foreigners granted asylum.	0
In the face of this blatant threat to international peace and security, we hope that the Security Council will act without resorting to the double standards that have characterized its previous actions in this regard, so that it can urgently and decisively adopt the draft resolution submitted by Algeria on behalf of the members of the Arab Group.	0
47. There has been no discernible change in Hizbullah's state of mobilization and capabilities, with more than 12,000 missiles in its possession, according to the party's own leadership.	1
64. The eagerness of States and the Committee to maintain lists of ideologues despite the lack of impact appears to be evidence of a broader trend in counter-terrorism to harmonize efforts to capture and detain terrorists, in an effort to prevent others from becoming terrorists in the first place.	0
Sales booths in Taibisi were burned again the next day, and an off-duty National Police officer who was in the area was attacked.	1
âThe Security Council recognizes that terrorism will not be defeated by military force, law enforcement measures and intelligence operations alone, stresses the need to address the conditions conducive to the spread of terrorism, as outlined in Pillar I of the United Nations Global Counter-Terrorism Strategy (A/RES/60/288), reiterates the need to address the factors conducive to recruitment and radicalization leading to terrorism, and further recognizes the need for a comprehensive approach to overcoming terrorism that includes national, regional, subregional and multilateral action.	1
It is equally important that the mission's work with UN and other humanitarian actors does not undermine the independence and impartiality of these actors, as well as their perceived image.	0
12. Recalls its resolution 2161 (2014) and its requirement that all States shall ensure that no funds, financial assets or economic resources are made available, directly or indirectly, for the benefit of ISIL, ANF or other individuals, groups, undertakings and entities associated with Al-Qaida, by their nationals or by any persons within their territory, and reaffirms the requirement in its resolution 1373 (2001) that all States shall prohibit their nationals or any persons or entities within their territory from making any funds, financial assets or economic resources or other related services available, directly or indirectly, for the benefit of persons who commit, attempt or facilitate the commission of terrorist acts persons or entities within their territories to make any funds, financial assets, economic or financial resources or other related services available, directly or indirectly, for the benefit of persons who commit, attempt to commit, facilitate or participate in the commission of terrorist acts, or of entities owned or controlled, directly or indirectly, by such persons, or of persons and entities acting on behalf of or at the direction of such persons.	0
In some cases, women were reportedly raped in public, and in some incidents, women were also severely abused and labeled as âHandmaidsâ or Tora Bora.	1
In this plan, they targeted different geographic locations to launch military operations against, with the intention of wresting them from the opposition. These locations include Baidoa, Marka and Mogadishu.	1
140. On December 14, 2004, talks between the Government of the Sudan and a delegation from the National Movement for Reform and Development began in N'Djamena, with Chadian mediation. On December 17, the parties signed two protocols, one on humanitarian access and the other on security issues	0
Thousands were killed, women were raped, villages were burned, homes were destroyed, and property was looted.	1
(s) Prohibition of collective punishments.	1
However, Afghanistan continues to face challenges in its pursuit of stabilization and development. Key among them are the security situation, the worsening humanitarian situation, rule of law and human rights challenges and continued violence, resulting in increasing civilian casualties.	0
In April 2004, a group of 40 internally displaced women reportedly went to collect firewood outside Mukjar, West Darfur, and were attacked by six armed Janjaweed.	1
8. In Somalia, since early 2007, Al-Shabaab, which is not listed, has claimed responsibility for numerous suicide bombings and attacks following the practices of Al-Qaida and associated groups in Iraq or Afghanistan.	1
The members of the Security Council once again expressed their strong condemnation of the killing, kidnapping, rape and torture of all Iraqis and third-country nationals by this organization, as well as the recruitment and use of children.	1
Flowing from one side of the border to the other were mobile groups of young warriors - regional warriors - who saw the war primarily as an economic opportunity.	1
The Council emphasizes the need for all parties to respect and maintain the security and civilian character of camps for refugees and internally displaced persons.	0
For example, the difficulty of policing borders in the Sahel-Saharan region allows AQIM and its affiliates to move freely, raise funds through smuggling, acquire weapons and explosives, and train new recruits in relative safety.	1
The disarmament and arrest of the perpetrators of these atrocities is the Council's most specific demand and the most glaring example of the government's failure to fulfill its responsibilities.	0
56. It is encouraging that progress has not stalled in the four priority areas mandated by UNMIT, including dialogue initiatives on critical national issues, further progress in the resumption of primary policing responsibilities by PNTL, the promulgation of the national security legislative package, the development of the strategic development plan and the Timor-Leste Justice Sector Strategic Plan.	0
Since the 1990s, its agents have kidnapped a number of people from Chinese territory, including citizens of China and the Republic of Korea, and at least one former Japanese citizen.	1
We are concerned that the living standards of the people have deteriorated as a result of the hardships faced by the country in 2008, particularly as a result of the global food crisis and the damage caused by the hurricanes that hit the island.	0
Amnesty provisions exclude impunity for gender-based violence.	1
Some of the perpetrators of terrorist acts have been arrested and subsequently brought to justice in a number of jurisdictions.	1
Women and children, especially girls, have been affected by violence and emerging conflicts caused by the proliferation of militias and armed groups, in some cases linked to violent extremism, while many protracted conflicts remain unresolved.	1
The West African Economic and Monetary Union (WAEMU)'s Uniform Law on Combating the Financing of Terrorism provides for the freezing of financial assets belonging to terrorists under administrative procedures.	0
âThe Security Council recognizes the need to regularly monitor and report on progress in the protection of civilians in armed conflict.	0
:: Expressing their desire to unite their ranks and promote harmony among the communities of the Azawad region, with all its components: Expressing their desire to unite their ranks and promote harmony among the communities in the Azawad region, with all its components.	0
A scuffle ensued, leading to police being called to the scene and tear gas being fired.	1
In the run-up to May 20, 2002, Mr. Lobato and his supporters organized veterans' rallies in Dili.	1
In this context, the EU reminds Israel of its obligation to ensure full and safe access for humanitarian organizations, including the United Nations Relief and Works Agency for Palestine Refugees in the Near East.	0
They were also deprived of their liberty and right to freedom of movement within the DPRK, their right to be recognized as a person before the law, and their right not to be subjected to torture and other cruel, inhuman or degrading treatment.	1
Urge relevant regional and/or sub-regional bodies to formulate and implement policies, activities and advocacy campaigns in favor of women and girls affected by armed conflict.	0
Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region.	0
Also of concern is the presence of extremist elements and their alleged activities.	1
It was also noted that, given the lack of enforcement mechanisms of the International Criminal Court, it was important for the Council to remain engaged in situations it referred to the Court and to take measures to enhance the cooperation of the parties concerned with the Court.	0
The Commission also found that the restrictions imposed on IDPs in the camps, especially women, by terrorizing them by committing acts of rape, murder or violent threats to their lives or persons by the Janjaweed militia amounted to a severe deprivation of physical liberty in violation of the rules of international law.	1
To that end, the Office of Information and Management will utilize the secure electronic document tracking and distribution system recently installed on the Committee's website to disseminate the Executive Directorate's materials to Committee members and the Secretariat.	0
The violence that erupted in the Gali region is a logical consequence of the escalating situation of gross violations of the rights of peaceful citizens by the Abkhaz regime, which encourages the smuggling of weapons and drugs.	1
22. After monitoring the movements of internally displaced persons towards Kosovo and speaking with ethnic Albanians living in southern Serbia in particular, UNHCR reported that they had fled for fear of being caught in the crossfire and as a result of the general unease at the mobilization of police and military forces in the Presevo valley.	0
14. Formal peace negotiations between the Government of Mali and armed groups began in Algiers on 14 July, facilitated by an international mediation team composed of the United Nations, regional organizations and neighbouring countries and led by Algeria. The negotiations aim to stabilize the ceasefire and find a peaceful solution to the conflict, while preserving Mali's territorial integrity. On July 24, the Government of Mali and the armed groups signed a preliminary agreement that lays out a roadmap for further negotiations.	0
He was later killed in Syria.	1
The state has imposed blatantly discriminatory restrictions on women with the aim of perpetuating the gender stereotype of Korean women as pure and innocent beings.	1
23. The East African region has been a victim of terrorism in the past and continues to face a high degree of terrorist threats owing to its continuing political instability.	1
IX. Benchmarks 59. The benchmarks jointly defined by the Malian authorities, MINUSMA and the United Nations country team focus on three priority tasks identified in Security Council resolution 2164 (2014), namely, security, stabilization and protection of civilians; support to the national political dialogue and national reconciliation process; support for the restoration of State authority throughout the country and the reconstruction of the Malian security sector; promotion and protection of human rights; and provision of humanitarian aid.	0
(b) Recommendations on possible actions to strengthen the response to the threat posed by these foreign terrorist fighters.	0
Emphasizing the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the United Nations General Assembly of the United Nations Global Counter-Terrorism Strategy (A/60/288) on 8 September 2006 and the establishment of the Counter-Terrorism Implementation Task Force to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system.	0
A total of 1,283 terrorist-motivated kidnappings were reported in 2012, and terrorists can receive ransoms worth millions for a single hostage.	1
In another case, the Janjaweed attacked the village of Malaga in October 2004. Eighteen men were killed and four men and two women were injured.	1
The Committee will endeavour to ensure that both committees and expert groups fully exchange national reports, visit reports and other relevant information, including on organized visits to States and other official travel and technical assistance.	0
