ar_en_DEEP	VerConf
The Democratic People's Republic of Korea categorically rejects the human rights resolution fabricated against the Republic based on machinations, lies and disinformation and taken under the coercion of the United States and other hostile countries in a tyrannical and arbitrary manner.	1
Based on that hypothesis, the largest number of victims belongs to Abobo: 63 percent of those killed, 35 percent of those injured or tortured, and 40 percent of those who disappeared. The second highest number of casualties belonged to Anyama, with 10 percent of those killed; Kumasi accounted for 13 percent of those injured or tortured, while 35 percent of the disappeared belonged to Anyama.	0
âThe Security Council, recalling its resolutions 2042 (2012) and 2043 (2012), welcomes the appointment of the Joint Special Representative of the United Nations and the League of Arab States for Syria as an important step forward in the path of cooperation between the two organizations, and expresses its support for the efforts made by the Special Representative to continue The good offices of the Secretary-General in this regard.	0
âThe Security Council recognizes the importance of a comprehensive, coherent, action-oriented approach, including during the early planning phase, to protect civilians in situations of armed conflict.	0
Monitoring and identification of violations of the arms embargo must be strengthened, and targeted sanctions applied where appropriate, in order to limit the potentially destructive effects of that process in the Somali context.	1
Moreover, there is still a huge gap between the position of President Gbagbo and his ruling party, on the one hand, and the positions of the opposition forces, on the other hand.	1
The committee could not confirm the government's claim that wounded soldiers and civilians were killed inside the hospital building.	1
126 - The Committee wishes to emphasize that if it is proven that the Government has used militias as a âwar tacticâ, even in cases where the Janjaweed have acted and there is no evidence of the Government supporting the action, government officials may be held criminally liable for the joint criminal act of committing Indiscriminate attacks on civilians and killing of civilians.	0
(b) Encouraging States to take measures to protect the non-profit sector from abuse through terrorist financing;	0
Moreover, the Taliban has retained its ability to import weapons, materials, and labor, and the secret to military success lies in disrupting its supply lines and depriving it of safe areas where its fighters can resort to replenish their energy between operations and train new recruits.	0
The Council expresses its concern about the external support received by Chadian armed groups, as reported by the Secretary-General.	1
They see the Kosovo Serbs as tools of the Belgrade authorities and thus as part of the threat that continues to threaten their future.	1
- That terrorism in all its forms and manifestations constitutes one of the most serious threats to peace and security.	1
This remains a source of constant concern to us.	1
I also remember how unacceptable it was for Israelis to talk about the 1967 borders, and for a long time it was almost inconceivable to suggest evacuating Israeli settlements.	1
One of the most notable recent cases is Mali, where the Council did not act upon a request from the Secretary-General to establish a team of experts to investigate the identity and activities of those involved in transnational crime and organized crime in Mali and the subregion, with the possibility of taking targeted punitive measures against them. ).	1
The Oversight Authority and the Supreme Council of the Public Prosecution Service have yet to be established.	1
We call on all armed groups that signed the Ouagadougou Agreement to disassociate themselves from terrorist groups.	1
Condemning acts of kidnapping and hostage-taking for the purpose of raising funds or obtaining political concessions, and expressing the need to address this matter,	1
This included providing induction courses for all Mission staff, both civilian and police, upon arrival.	0
47. Two of the five States in the subregion have introduced comprehensive legislation covering relevant terrorist offences, while two others have draft counter-terrorism laws either under consideration or awaiting adoption.	0
428- The Committee has repeatedly requested the Government to provide it with information on the judicial measures it has taken to bring the perpetrators of alleged crimes in Darfur to justice.	1
The committee also agreed to replace the current number system, which changes every time an individual or entity is added to the list, with a permanent reference number.	0
Aid agencies have mobilized to respond to these conditions, but the unusual water flows resulting from the rainy season have highlighted the need for a sophisticated early warning system and emergency preparedness plans.	0
Strongly condemns all violations of applicable international law committed against women and girls in armed conflict and post-conflict situations, calls on all parties to conflicts to immediately halt such acts, and stresses the responsibility of all States to end impunity and prosecute those responsible for all forms of violence committed against women and girls in armed conflict, including rape and other forms of sexual violence;	1
The Committee notes with concern the lack of any regular monitoring of weapons and ammunition by the National Police.	1
Concerned by the state of permanent abandonment and generalized distress felt by the inhabitants of the regions of northern Mali, which some call Azawad (an expression approved by previous peace agreements), in the absence of a final solution to the conflict whose devastating effects the population is suffering;	1
Recent developments in the region confirm the concerns long expressed to the Mission by its interlocutors.	1
Strongly condemning all acts of violence and attacks committed against civilians in situations of armed conflict, in contravention of applicable international obligations regarding the following cases in particular: (i) torture and other prohibited forms of treatment, (ii) gender-based and sexual violence, (iii) the practice of violence against children, (iv) recruitment of children and use of child soldiers, (v) human trafficking, (vi) forced displacement, (vii) deliberate denial of humanitarian assistance, and calls on all parties to put an end to these practices.	1
Progress made in eliminating the Syrian chemical weapons program	0
We are therefore disappointed that the Secretary-General's report (S/2011/540) recommended only a partial reduction in the troop increase.	1
9. The listed Al Haramain Foundation (USA) (QE.A.117.04) has filed a new lawsuit against the Government in the Federal District Court in Oregon, in addition to a previous lawsuit that is pending in the United States. Al Haramain Foundation says that the United Statesâ decision to impose sanctions against it is arbitrary and not based on material evidence, and also violates its right to a due process trial (by failing to explain the factual basis for the governmentâs action and relying on secret evidence that the Foundation has not seen), and its right to protection. From unreasonable search and seizure (based on the decision to freeze her assets), her right to freedom of expression and association and freedom to practice religion. Al Haramain also says the government's refusal to allow it to use frozen assets to pay for its lawyers is a violation of its right to due process.	1
I also condemn Hezbollah's reckless disdain for the wishes of Lebanon's elected government and the interests of the Lebanese people and the wider region.	1
Therefore, it is the Committee's opinion that these acts may constitute crimes against humanity.	1
“The Security Council also expresses its concern about the increasing tensions in the Ituri region and calls on all parties to exercise restraint.	1
Al-Qaeda and its affiliated groups use both military components, when available, and civilian components to manufacture improvised explosive devices.	0
24 - Problems of maintaining law and order continue to contribute to the fragility of the security situation in some areas of Katanga, as the transitional government has been unable to establish effective security mechanisms to protect civilians.	0
During the period from 1 to 10 October 2014, 20 cases of ceasefire violations were reported along the Line of Control and 22 cases of violations along the established border line, resulting in 12 civilian casualties, 52 civilians injured and 9 individuals injured. Military personnel on the Pakistani side.	0
Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian ad hoc court process, additional remedial measures may be required to achieve justice.	1
Such assistance should aim to establish a tripartite national authority that could assume responsibility for monitoring the implementation of any rules and regulations agreed upon and established for the well-being of more than a million people gathered in the Gulf, and for the economic development of the three coastal States with a view to facilitating international maritime trade.	0
46. ââAt my invitation, Prime Minister Siniora and President Abbas met on 18 October in Paris to discuss issues related to the presence of Palestinian refugees in Lebanon.	0
2 - Recalls in this regard the need to consider journalists, media personnel and individuals associated with them, working on dangerous professional missions in areas of armed conflict, as civilians who must be respected and protected as such, provided that they do not carry out any action that would prejudice their status as civilians. This is without prejudice to the right of war correspondents accredited to the armed forces to be treated as prisoners of war in accordance with Article 4-A-4 of the Third Geneva Convention.	0
Finally, we need to integrate victim participation and compensation into the work of these courts in the future.	0
During this period, the team conducted investigations in specific target sites, such as internally displaced persons camps and destroyed villages, and also conducted investigations with SLA contacts and government officials.	0
A complete lack of transparency to the public would undermine the fairness and credibility of the entire mechanism.	1
When they are arrested or forcibly returned, DPRK officials systematically persecute, torture, arbitrarily detain them for prolonged periods, and in some cases, subject them to sexual violence, including during intrusive searches.	0
69. These new ârecruitsâ became what civilians and others referred to as âJanjaweed,â a traditional Darfuri term meaning an armed outlaw bandit riding a horse or camel.	0
We urge the parties to act with restraint and avoid provocative actions or statements that could spark further violence.	1
The committee members emphasized that history shows that countries that commit such crimes against their people have been a constant source of instability and insecurity for their neighbors.	1
The Committee notes with concern the irregular arms possession procedures that have been in effect among the Timorese National Defense Forces for several years.	1
We consider Armenia's position an open and direct challenge to the conflict resolution process and a serious threat to international and regional peace and security.	1
âThe Security Council remains deeply concerned about the insecurity and the serious humanitarian crisis in the Sahel region, which is further complicated by the presence and increasing activities of armed groups, including separatist movements and terrorist and criminal networks, as well as the continued proliferation of weapons from within and outside the region, which threaten peace, security and stability in the countries of the region, and stresses in this regard the importance of implementing all relevant Security Council resolutions, including those relating to the arms embargo.	0
There were also reports of incidents in which civilian residents were detained, coupled with arbitrary executions, as well as the death of civilians as a result of indiscriminate air attacks launched by government forces.	0
12 - Demands that all parties cooperate fully with MONUC operations and ensure the security and prompt and unimpeded access of United Nations and associated personnel to their destinations when carrying out their mandate throughout the territory of the Democratic Republic of the Congo, and in particular requests that all parties provide access to MONUC military observers To all destinations, including all ports, airports, runways, military bases and border crossings, and that, in addition, the Mission's human rights monitors be granted access to prisons and integration centres, and requests the Secretary-General to report without delay any failure to comply For these demands;	1
9. The number of active personnel in the Kosovo Protection Corps at the end of August was 3,029, including 157 members of minorities.	0
Preliminary evidence indicates that the explosion occurred in the convoy carrying Prime Minister Hariri, but the outcome of the explosion is not yet known.	0
:: The use of starvation of civilians as a method of warfare by depriving them of items indispensable to their survival, including deliberately obstructing relief supplies as stipulated in applicable provisions of international humanitarian law.	0
21. The Congolese Government confirmed that it would adhere to the deadline of 2 January 2015.	1
A total of 179 National Police personnel (including 59 women) and 93 UNMIK police officers (including 12 women) benefited from the training courses.	0
A number of incidents during the reporting period indicate friction between the CIS peacekeeping force and the Georgian side, including the detention of UNFICYP trucks (see paragraph 17), the temporary detention of one of its soldiers, the installation of electrical appliances at its checkpoints, and a demonstration in protest against The presence of force in Georgia.	0
The international community - including through the auspices of the United Nations - should use diplomatic influence and provide technical assistance in areas such as political, security and justice sector reforms, the drafting of new constitutions, legal frameworks and electoral institutions and the holding of elections.	1
This has limited the effectiveness of the initiative in achieving comprehensive redress for victims.	1
The network was unable to collect information about deaths in the areas isolated by the regime.	1
2 - It is unfortunate that since the submission of my previous report to the Security Council, only limited progress has been made in implementing the provisions of the Pretoria Agreement on the Peace Process in CÃ´te dâIvoire (S/2005/270, Annex I) of 6 April 2005, and the enormous gap in Positions of the parties.	1
On the morning of May 24, eight soldiers from the armed forces who were conducting surveillance patrol in the hills area were attacked and surrounded by a group of armed men who were stationed at a higher location.	0
Sometime between 1:15 p.m. and 1:30 p.m., Lieutenant Colonel Ahmed Assir informed him of the explosion and that Mr. Haririâs convoy was the target.	1
The mission also helps the detachment establish a reference library that includes educational materials that will help train members of the detachment in the future.	0
The committee concluded that the Minister of the Interior and the Commander-in-Chief bypassed institutional procedures by illegally transferring weapons within the institution;	0
âThe Security Council requests the Special Representative of the Secretary-General for Burundi, in close cooperation with the Special Representative of the Secretary-General for the Democratic Republic of the Congo, to verify the facts and report thereon to the Council as soon as possible.	0
A gender perspective must be part of the reform and training of all security forces.	1
Attempts to destabilize the internal situation in Lebanon through political assassinations are absolutely unacceptable.	1
Moreover, more than 1,000 dwellings were burned, while records spoke of numerous cases of destruction, looting and inhuman treatment.	0
118 - Terrorism is one of the driving factors in an increasing number of conflict situations, especially in the Sahel and Maghreb regions.	1
The Afghan government urged the committee to respond with more flexibility to its proposals calling for the removal of names from the list, expressing its concerns that its inability to achieve the removal of names from the list robs it of a basic system to reward Taliban members who join reconciliation, which means it risks their return to fighting.	1
There are also reliable reports that more than 20 people may have disappeared, although their families are so afraid that they dare not report their disappearance to the relevant authorities.	0
8 May 2006 A violent incident occurred in Gleno, where eastern officers of the National Police Force of Timor-Leste were attacked.	0
Actions that may reduce confidence in or harm the outcome of negotiations must stop and be reversed.	1
On the one hand, humanitarian access has improved significantly as restrictions on the delivery of humanitarian assistance have been gradually lifted since last summer.	0
It is time for the international community to take effective measures to protect and enforce the most basic rights of the Palestinian people, and to break the vicious cycle of violence resulting from Israel's continuing and ongoing illegal occupation of Palestinian territories.	1
The decision to expel humanitarian workers and silence others by threats of expulsion, or attempts to restrict the freedom of movement of the African Union-United Nations Hybrid Operation in Darfur, is part of this policy of limiting the international community’s ability to monitor.	1
On November 6, 2014, Syrian regime warplanes targeted the town of Muqa with a missile, killing five people, including a child and two women, in addition to damaging residential buildings.	0
54 - Following the withdrawal of the Syrian Arab Republic from Lebanon, the time has also come to immediately begin the process of redefining the relationship between these two neighboring countries, which share close historical ties.	0
But there was also concern because every glimmer of hope in the Middle East was met with escalating violence and destruction.	1
These persons may be held responsible, under the principle of joint criminal enterprise, for war crimes committed by others during attacks, namely the killing of civilians, the destruction of civilian objects and looting.	0
Seven countries have established in their legislation sufficient jurisdiction to prosecute crimes related to terrorism, and five other countries have taken steps in this direction, while sufficient information is not available regarding nine countries.	0
The attackers were described as wearing the same khaki uniform as government soldiers, and were armed with G-3 Kalashnikov rifles and RPGs.	0
Like other speakers who have spoken before us, and in line with the statement made by High Representative Ashton, we condemn the action that led to the death of Mr. Dzikovic and the injury of several other people during the protests in Mitrovica North on 2 July.	1
11 - The criteria for inclusion in the list is âparticipation with the Taliban in threatening peace, stability and security in Afghanistan,â as set out in paragraphs 2 and 3 of resolution 2160 (2014).	1
7. Notes with concern the media monitoring reports prepared by the United Nations Operation in CÃ´te dâIvoire and the media outlets referred to in those reports as inciting violence and the resumption of internal conflict, and stresses that it remains prepared to impose sanctions against all those who obstruct the electoral process, in particular the work of the Independent Electoral Commission and other relevant actors, and the announcement and certification of the results of the presidential and parliamentary elections;	1
12 - Convention on the Marking of Plastic Explosives for the Purpose of Detection, signed in Montreal on 1 May 1991; Ratified by the Czech Republic on 18 December 1991; It became effective on 21 June 1998.	0
The center's strength currently consists of 544 new forces and national defense and security personnel, out of a maximum authorized strength of 568 individuals, including mixed police units.	0
Seventh: Capacity building and support for conducting piracy trials in the region	0
“The Security Council expresses its deep concern about the humanitarian impact of the conflict on the Angolan people.	1
Lack of such engagement will prevent progress in addressing important issues of public administration, and will achieve no progress in improving Kosovo's image in the minds of the international community.	1
Not long ago in May this year, during the Council's discussion (see S/PV.6314) of the Secretary-General's report on UNMIK (see S/2010/169), we drew the attention of the international community to the fact that the situation The region is far from stable and raises particular concern.	1
Worse still, the activities of these terrorist groups pose a serious threat to the efforts of the international communityâs peacebuilding and peacekeeping missions, as is the case in Somalia and Mali, for example.	1
In many settings, refugee or internally displaced women are taking on new roles and opportunities for positive change must be built upon and supported.	0
Irregular movement of weapons within security forces	0
144. Although the Committee is aware that the Commander of the Defense Force was facing a mass strike of personnel and the need to maintain discipline in the force, it notes significant discrepancies between the actions he took and those required by law. The Defense Force Commander announced to the public on 16 March that the petitioners should be considered civilians starting from 1 March. The Defense Force delegated the provision of legal advice to the internationally appointed Legal Adviser of the Council of Ministers. There was no legal advisor within the Defense Forces or the Ministry.	1
5 - Notes that the aforementioned means of financing or support include, but are not limited to, the use of proceeds derived from crime, including the illicit cultivation, production and trafficking of drugs and their precursors;	0
26. On a smaller scale, the Forces Nouvelles use the natural resources under their control to finance their military activities and for their personal gain. Cocoa smuggled into Ghana and Togo crosses the northern region, and Forces Nouvelles units collect tolls along the routes they control. In addition to cotton and diamonds, which will be discussed below, the production of timber, gold, sugarcane, and coffee contributes to the New Forces' economy, from which its army benefits.	0
The addition of these names also demonstrates the Committee's continuing interest in the threat posed by the Taliban to international peace and security.	1
The ongoing plight and suffering of the Palestinian people remains a tragic embodiment of the consequences of the refusal to implement Security Council resolutions and the failure of the Security Council to enforce its resolutions.	1
169 - The explosion that killed Mr. Hariri and 22 others occurred above ground.	0
He stressed the need to strengthen dialogue within the framework of the transitional federal institutions and encouraged his interlocutors to use their influence to achieve that goal.	0
The Security Council expresses its strong condemnation of this attempt to destabilize Lebanese institutions, in this particular case the Lebanese Armed Forces.	1
Call on parties to armed conflict to strictly adhere to applicable international humanitarian law, including the prohibition of:	1
Recognizing the important role played by regional and subregional arrangements in preventing and responding to situations that may lead to genocide, war crimes and crimes against humanity, and recalling in particular Article 4(h) of the Constitutive Act of the African Union,	0
The Secretary-General's recent report on resolutions 1559 (2004) and 1701 (2006) clearly expressed the importance of disarming Hezbollah and ending arms smuggling across the Lebanese-Syrian border.	1
Establishing a clear direction for the work of the Committee and its Executive Directorate naturally requires specific policy guidance relating to all key aspects of the Committee's mandate.	1
They are widely used in inter-state conflicts and are the weapons of choice in civil wars, acts of terrorism, organized crime and guerrilla warfare.	0
During this attack and the subsequent forced confinement of the population, many people were subjected to severe torture in order to extract information about the rebels, or as punishment or terror to the population.	0
The mission did not receive accurate information about the number of people detained by the security forces.	0
(a) The African Union should be requested to maintain AMISOM forces in Somalia after the departure of Ethiopian forces, and to provide the assistance described below in order to support the strengthening of the Mission;	0
Not every country has a stand-alone counter-terrorism strategy, but all countries have developed a set of counter-terrorism policies and practices, and have established a national agency or national centre to manage counter-terrorism measures, guided by a legislative mandate for this purpose.	0
âThe Security Council reiterates its strong condemnation of the desecration, damage and destruction of sites of sacred, historical and cultural status, especially those included in the UNESCO list of World Heritage Sites, including in the city of Timbuktu, but not limited to.	1
In those circumstances, the United Nations Office should not be blamed for the shooting of members of the National Police.	0
Chad and Guinea were also mentioned when talking about early warning, as deteriorating humanitarian conditions may have an impact on stability in the region.	1
38. The Group recommends that the Security Council and the Committee encourage States to designate or establish national mechanisms to identify and target individuals and entities for inclusion in the Consolidated List, relying on clearly identifiable legal authority distinct from the criminal process.	0
The team believes that Al-Qaeda is still diversifying its threats, as a group of affiliated elements with weak ties to Al-Qaeda has emerged, and independent extremist individuals and cells have emerged guided by Al-Qaedaâs ideology.	1
Hence, the countries of that region face a grave transnational terrorist threat that requires concerted and coordinated regional efforts to address.	0
65. Prosecuting individuals suspected of involvement in piracy and punishing convicted pirates in accordance with relevant Security Council resolutions is indispensable in order to deter persons who consider committing acts of piracy in the future, as it demonstrates that they cannot escape punishment for their actions. .	1
A heated verbal argument took place between Colonel Rees and Mr. Malik.	1
The Mitsubishi Canter truck, which was used to transport explosives, entered Lebanon from the Syrian Arab Republic, through the Bekaa border, and used a military highway, on 21 January 2005, at 1320 hours. It was led by a Syrian colonel from the 10th Army Division.	0
This political incident was strongly denounced through a press release issued by the office of President Ernest Bai Kroma, as well as by numerous press releases issued by political interest groups, including the APC, the People's Movement for Democratic Change and the Independent Commission for the Media. The Political Parties Registration Committee and the Good Governance Campaign.	1
However, the nature of most international crimes in themselves implies, as a general rule, that they were committed by or with the participation of state officials, and therefore their prosecution is often better left to other mechanisms.	1
The Popular Defense Forces fight alongside the regular armed forces.	0
Building confidence and enhancing stability by consolidating truth-finding and reconciliation mechanisms	0
Urging relevant regional and/or subregional bodies to formulate and implement policies, activities and advocacy campaigns on behalf of women and girls affected by armed conflict.	0
âThe Security Council reaffirms that terrorism in all its forms and manifestations is one of the most serious threats to international peace and security, and that any terrorist acts are criminal acts that have no justification, regardless of their motives, wherever or whenever they are committed, and whoever commits them.	0
42 - Before the security forces began their action, those who were able to take to the streets saw that no one had started the march or acted in a threatening or provocative manner.	0
The failure of any Member State to comply with its obligations under the Charter should have consequences, and Sudan should not be exempt from this.	1
Among these concerns, one concern must be highlighted, which is the deteriorating security situation in recent weeks and months.	1
16. During the reporting period, UNFICYP faced, on some occasions, new restrictions on its freedom of movement in its area of ââoperations, which in some cases endangered the safety and security of United Nations peacekeeping forces.	0
At the outset, I must express our deep concern about the security situation in this country.	1
I am concerned that this parliamentary vote and the stalemate within Parliament could lead to the hard-won gains of the Somali stakeholders and their partners being wasted.	1
States cannot ignore this basic obligation without any consequences for their illegal behavior.	1
15 - Since its establishment by the government in June 2005, the Special Criminal Court for the Events in Darfur has issued rulings in five cases.	1
The High Representative/Special Representative has made it clear that, given the failure of the Republika Srpska authorities, in particular the Ministry of the Interior, to arrest persons accused of war crimes, and the failure of Bosnia and Herzegovina to join the NATO Peace Partnership, the Commission will be entrusted with the task of making recommendations for the establishment of a single and effective police structure For the whole of Bosnia and Herzegovina.	1
In consultations with the full Council, members of the Security Council expressed concern about the continuing deterioration of the humanitarian situation and condemned violations of international humanitarian law committed by all parties to the Syrian conflict.	1
1 - Syria reiterates its emphasis on the initiative it launched more than two decades ago to hold an international conference under the supervision of the United Nations to define terrorism and distinguish between it and the struggle of peoples against foreign occupation.	0
âThe Security Council stresses the importance of the parties to the Comprehensive Peace Agreement being able to make rapid progress towards organizing the Abyei referendum, resolving the outstanding issues regarding the Comprehensive Peace Agreement, and resolving the critical issues remaining after the referendum in a peaceful manner to the benefit of all parties, including the issues of borders, security, citizenship, debt, assets and currency.â and natural resources.	0
The Court also ruled that, given the importance of combating international terrorism, the precautionary and temporary freeze of funds, while allowing exceptions to cover essential expenses, does not arbitrarily, inappropriately or disproportionately conflict with the right to property.	0
This will require a clear position, especially, frankly, from the United States of America.	1
When discussing the role of the Council President, several participants acknowledged the need to avoid two âtrapsâ: first, to follow a national agenda to direct the Council towards specific interests; Second, adopting a leadership style that exaggerates isolation and adherence to formalities.	0
In conclusion, the challenges facing Afghanistan are enormous, but we are making progress.	1
(j) Illegal arrests, arbitrary treatment in Eritrean prisons, inhuman treatment and poor nutritional and housing conditions in concentration camps;	0
Determining that the situation in the region continues to constitute a threat to international peace and security,	1
The Committee is also considering the possibility of submitting reports collectively at the regional level, and has requested the Monitoring Team to further study this option.	0
Reiterates the importance for all relevant [national] institutions and other actors to fully, sequentially, coordinated and timely implement [national justice programmes] in order to accelerate the establishment of an impartial and transparent justice system, end impunity and contribute to the consolidation of the rule of law throughout Country;	0
While Hezbollah's actions are regrettable, and as I have said, Israel has the right to defend itself, the use of excessive force must be condemned.	1
Prominent journalists have been detained for expressing their opinions on issues of human rights, the constitution and the rule of law.	0
It is not yet known who is responsible for this attack.	0
1 - Condemns violent extremism that can lead to terrorism, sectarian violence and the commission of terrorist acts by foreign terrorist fighters, and demands that all foreign terrorist fighters give up their weapons and completely cease committing terrorist acts and participating in armed conflicts;	1
I condemned these restrictions on the freedom of movement of United Nations peacekeeping forces.	1
- That terrorists must also be prevented from exploiting other criminal activities such as transnational organized crime, trafficking in illicit drugs and narcotics, money laundering, and illicit arms trafficking;	0
But we are concerned about reports of increasing tension between the ruling parties and the opposition parties.	1
These armed groups are involved in criminal activities, including illegal exploitation of natural resources, trafficking in arms and ammunition, smuggling, and the imposition of illegal taxes.	0
We are concerned that the security situation remains problematic.	1
The Committee's visits to the region demonstrated the need for countries to increase the implementation of laws to prevent the illicit cross-border movement of cash and negotiable bearer securities by establishing risk indicators and building capacity in the field of detection methodologies.	0
Despite this, I remain deeply concerned that parties to the conflict, whether movements or militias, continue to use children as combatants.	1
5 - The international community has achieved great success in its efforts to combat Somali piracy thanks to close cooperation between and among States, regions, organizations, the shipping sector, the private sector, think tanks and civil society.	0
Another delegation believed that the active protection of civilians should not be confused with the neutralization of armed groups through offensive activities.	1
âThe Security Council reiterates its concern about the increasing nexus, in many cases, between terrorism and transnational organized crime, illicit drugs, money laundering and illicit arms trafficking, and stresses the need for enhanced coordination of efforts at the national, subregional, regional and international levels in support of a global response in Addressing the serious challenge and threat to international peace and security, UNODC is encouraged to continue its work in this regard in cooperation with other relevant United Nations entities.	1
6. Recalls that it decided, in resolution 1373 (2001), that all Member States must ensure that any person who participates in the financing, planning, preparation, commission or support of terrorist acts is brought to justice, and decides that all States must ensure that their laws and regulations provide The Ministry of Interior has decided to criminalize the following acts as crimes serious enough to enable the perpetrators to be prosecuted and punished in a manner that adequately reflects the gravity of the crime:	0
The Minister of the Interior instructed Commander da Cruz to give 10 rifles, 6,000 rounds of ammunition and 10 magazines of ammunition to Rey Los in Liquisa.	0
16 - On 17 March, the G7 issued a memorandum in which it expressed its dissatisfaction with the President of the Republic and listed the obstacles and difficulties that should be addressed in order to achieve progress in the peace process.	1
Following this exchange, the team discussed the issue with the Committee and approached other countries with similar programs in order to expand the scope of its research.	0
This means that the Commission is mandated to establish facts relating to possible violations of international human rights law and international humanitarian law in Darfur.	0
We are particularly disappointed by the very low number of returnees, which is the best indicator of the assessment of the situation in the region.	1
Major General Mogis concluded his presentation by warning that the approaching dry season increases the risk of renewed hostilities, which is why UNISFA has increased the number of patrols, but he stressed that if there is no dialogue, it will not be possible to prevent the situation from deteriorating at some point.	1
17. Recognizes the comprehensive international standards contained in the revised 40 recommendations of the Financial Action Task Force on combating money laundering and the financing of terrorism and proliferation, and encourages the Executive Directorate to work closely with the FATF, including in the context of the FATFâs mutual evaluation process, with a focus on the effective implementation of the recommendations on combating the financing of terrorism;	0
However, it is also clear that the Defense Forces Command took limited steps to ascertain the extent of the threat posed by that attack or to use non-military methods to eliminate the perceived threat. On 25 May, the Defense Forces High Command did not attempt to communicate this incident with those responsible for the Operations Command of the National Police Forces, or to involve the Prime Minister or the President of the Republic in resolving this issue.	1
64. It should be noted that the ability of States in the subregion (particularly Sahel States) to prevent terrorists from organizing and moving freely through their territories depends not only on the effectiveness of cooperation at the bilateral and subregional levels, but also on the measures taken to implement the best international rules and practices related to law enforcement. Border control and the effectiveness of protecting and monitoring borders, coasts and non-coastal areas.	0
Seven countries apply some measures to monitor, regulate and control the production, sale and transfer of weapons and explosives.	0
43. In pursuit of these objectives, the Mission documented widespread cases of unlawful arrests, ill-treatment and prolonged pre-trial detention.	1
We stressed the recent tragic effects of such messages on other parts of the continent.	1
He expressed his continued concern about the unilateral measures, restrictions and provocations in the holy places in Jerusalem.	1
12. With regard to border and export controls, the Malaysia Strategic Trade Act 2010 came into force on 1 January 2011, and Finland adopted a new export control law.	0
On the one hand, there are those who saw it as natural for the country to determine the conditions for citizenship or nationality, while others, on the other hand, condemned the exploitation of this concept because it was the origin of the explosive crisis in CÃ´te d'Ivoire.	1
At that time, hundreds of thousands of Kosovo Albanians returned to Kosovo and began rebuilding their lives. Most Kosovo Serbs had fled their homes. Kosovo was a society dominated by suffering and destruction for all communities. The economy was completely collapsed.	0
Also condemning in the strongest terms incitement to terrorist acts and denouncing attempts to justify or glorify (make excuses for) terrorist acts that may incite further such acts,	1
One speaker stated that this was due to the frustration and isolation of many Member States regarding the work of the Council.	1
I am deeply concerned that sexual violence against children will weaken the prospects for peaceful coexistence in Darfur for years to come.	1
The disparities in overall voter registration rates between regions should serve as a serious warning in this regard.	1
One police officer was killed and two were injured.	0
There is a need to more effectively implement resolution 1624 (2005), which encourages interreligious and intercultural dialogue and understanding in order to counter incitement to terrorist acts motivated by extremism and intolerance.	0
âThe Security Council stresses that all civilians affected by armed conflict, including those who suffer losses as a result of lawful acts under international law, deserve assistance and recognition in relation to their inherent dignity as human beings.	1
However, concerns remain for the 2.3 million people still living in a crisis situation.	1
6 - Urges States and all parties to the armed conflict to do everything possible to prevent violations of international humanitarian law against civilians, including journalists, media personnel and associated individuals;	0
193 - In order to effectively address the asymmetric nature of the terrorist threat, it is necessary to strengthen cooperation by establishing a continuous exchange of information between law enforcement, border security and intelligence agencies.	0
I must say that the topic chosen for our discussion today is very challenging although it is interesting.	1
Develop multi-sectoral strategies to address gender-based violence, involving parties from the health, safety/security, law/justice and mental health sectors; Organizing local training to strengthen national skills and capacities in addressing gender-based violence.	0
The authorities in the Democratic Republic of the Congo have an international obligation to ensure that their country is not used as a base from which these rebels attack Uganda.	0
This method remains one of the main ways through which subversive forces obtain weapons and are able to reorganize their ranks.	0
228 - Before proceeding to present the results of the Commission's fact-finding, as well as the legal assessment of these two facts, it is worth presenting some facts about both displacement and destruction, in order to give a clear picture of the scale and scope of the situation.	0
It calls for adherence to international law and for all parties to implement their obligations and the road map in order to achieve the vision of two states living side by side in peace and security.	1
âThe Security Council formally warns States neighboring the Democratic Republic of the Congo of the consequences of providing support to armed rebel groups.	1
The second point I would like to highlight today is our continuing concern for the well-being of the innocent residents of Gaza and in the towns and cities of southern Israel.	1
(r) Consult with intelligence and security services in Member States, including through regional forums, with a view to facilitating the exchange of information and enhancing the enforcement of measures;	0
The Jordanian government stresses the need for the Israeli government to completely and directly stop operations of violence and destruction in the Gaza Strip and in all occupied Palestinian territories, end the policy of destroying Palestinian infrastructure and homes, stop extrajudicial killings and impose collective punishment on the Palestinian people, and put an end to violations. practiced by Israel against him.	1
(h) Develop methodologies to improve the effectiveness of cooperation with individual States, subregional organizations, regional organizations, international organizations, multilateral arrangements dealing with export controls and relevant entities within the United Nations system, and assess the level of cooperation among the committees established pursuant to Security Council resolutions 1540 (2004) and 1267 (1999) and 1373 (2001), working in particular to assess the level of information exchange and coordination with regard to country visits, and making specific recommendations, as appropriate, in order to enhance cooperation.	0
