ar_en_GOOGLE	MatCoop
58 - In order to achieve sustainable returns and create viable minority communities, there is a need to implement the decentralization process. This process will improve the ability of non-Albanian communities in Kosovo to protect their identities and livelihoods, build confidence in the future, and encourage them to play a more positive role in Kosovo&#39;s administrative institutions.	1
Encouraging and supporting careful management of conflict-related information	1
29 - Only three countries have criminalized the financing of terrorism, while two other countries have introduced legal provisions to address this issue.	1
In an effort to ensure accountability for crimes committed during recent events, it is crucial that investigations, prosecutions and trials be conducted in an impartial manner and without any political interference, and give the impression of doing so.	1
The international community should now be prepared to act with the same determination to protect the interests of Kosovo Serbs and other minority communities.	0
21. The revised strategy envisages the preparation of more focused, detailed and sophisticated technical assistance proposals, and more active engagement of the Executive Directorate with major donors with a view to achieving a better understanding of their priorities and capacities.	1
The report also indicated that the number of incidents involving the use of rocket-propelled grenades and relatively heavy artillery to repel pirates decreased from 43 incidents in 2011 to 3 incidents in 2013.	1
:: The Committee will ensure that all measures taken by States to combat terrorism comply with all their obligations under international law, in particular human rights law, refugee law and humanitarian law.	1
One organization was reported to have used cruel and inhuman killing methods, including, for example, two cases of murder by crucifixion.	0
These countries realize the importance of cooperation, information exchange, and coordination among different countries and at the regional and national levels.	1
72 - What happened on 25 and 26 March were indiscriminate killings of innocent civilians and gross violations of human rights.	0
Brigadier General Taur Matan Ruak refused President GusmÃ£o&#39;s request to attend the march and sent in his place the Chief of Staff of the Timorese Armed Forces, Colonel Leri Annan Timor.	0
Emphasizes the importance of ensuring relevant organizations have access, as appropriate, to all prisons and places of detention in [the affected country], and calls for full respect for relevant international law, including humanitarian and human rights law...	0
:: OCHA report, âTo survive and deliver: good practice for humanitarians in complex security environmentsâ (2011). This report outlines the increasingly difficult working conditions for humanitarian workers, provides recommendations for policy responses, and makes references to relevant legal documents.	1
At the 5764th meeting of the Security Council held on 22 October 2007, in the context of the Councilâs consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	0
(d) Adopt a victim-centred and human rights-based approach when dealing with the issue of human trafficking, including by giving victims the right to reside in the country and have access to legal protection and basic services, such as medical treatment, education and work, on the same basis as other nationals;	0
Background Information The United Nations plays a major role in combating global terrorism.	1
In response to the bird flu epidemic in the period from mid-2009 to August 2010, the Ministry of Health, with the support of the World Health Organization, developed epidemic preparedness plans that included strengthening supervision systems and obtaining Tamiflu tablets, installed a ventilator in the National Hospital, and implemented a set of training courses for workers in the field. health care.	1
177. The courts and structures constituted under the Constitution are still nascent and the system still relies to a large extent on international staff to carry out its core functions.	1
âThe Security Council encourages the continued participation of relevant regional and subregional organizations in resolving disputes peacefully, as appropriate, including through conflict prevention, confidence-building measures and mediation efforts, and stresses the importance of harnessing in this regard the existing and potential capacities of regional and subregional organizations.	0
In ensuing closed consultations, the Special Representative and the Special Envoy touched on issues related to security sector reform, the establishment of a rapid reaction force within the Armed Forces of the Democratic Republic of the Congo, the electoral process and general elections.	1
In addition, the Mission will continue to protect United Nations personnel and assets, in accordance with its current mandate, and provided that sufficient aviation assets are made available to address acts of violence that pose a challenge to the protection of civilians during the election period.	1
In another case, the Janjaweed attacked the village of Malaga in October 2004. 18 men were killed, and four men and two women were injured.	0
17 - Exemptions to the travel ban permit travel when the Committee determines that such travel is justified on the basis of humanitarian need, including religious duties, or when the Committee concludes that such an exemption would serve the objectives of Council resolutions, in order to achieve peace and national reconciliation. In CÃ´te d&#39;Ivoire and stability in the region.	1
(c) Transfers of military equipment and supplies to the Darfur region, approved in advance by the committee established pursuant to subparagraph 3 (a) of resolution 1591 (2005) at the request of the Government of the Sudan;	1
Advocate for parties to armed conflict to adhere strictly to applicable provisions of international humanitarian law and international human rights law relating to the protection of women and girls affected by armed conflict.	0
As Prosecutor, I will face any legal challenge brought by President Al-Bashir and other defendants in court.	0
It is equally important that the Mission&#39;s work with United Nations and other humanitarian actors does not undermine the independence and impartiality, as well as their visibility, of these actors.	1
Further urges the Secretary-General to strive to increase the role and contribution of women in United Nations field operations, especially among military observers, civilian police and human rights and humanitarian assistance personnel.	0
She announced that the Secretary-General had received a request from East Timor to become a member of the United Nations, and looked forward to the Council considering this request.	0
The term &quot;Janjaweed&quot;, in particular, has been widely used by victims of attacks to describe their attackers.	0
B - Dispersal of militia elements in Ituri	0
Rapid Response Unit officers from the east were forced to take refuge in the provincial administration building. Then the crowd surrounded the building. The crowd, armed with knives, sticks, machetes, and stones, began chanting, threatening the Rapid Response Unit officers with death.	0
Based on a careful analysis of the information collected during the Commissionâs investigations, the Commission found that the Government of Sudan and the Janjaweed militias are responsible for serious violations of international human rights law and international humanitarian law that constitute crimes under international law.	0
The authorities agreed that people of Albanian descent were victims of social and institutional discrimination and recognized that confidence-building measures, such as the integration of ethnic Albanians into the local police force and increasing representation in political institutions, would go a long way towards alleviating tensions and bringing stability to the region. Over a longer period.	0
I have the honor to transmit herewith the concept paper relating to the meeting of the Security Council on counter-terrorism on 27 September 2010 (see annex).	0
The Mission continued its awareness-raising activities within the framework of the âUnited Nations is concernedâ strategy.	1
Furthermore, the Group of Experts on the Democratic Republic of the Congo recommended that the Security Council Committee established pursuant to resolution 1533 (2004) immediately inform the Group and MONUC of notifications it receives from States supplying weapons to the Democratic Republic of the Congo under exceptions to the embargo. Supply of arms (S/2008/43), and that the Government of the Democratic Republic of the Congo inform MONUC of such arms shipments it receives.	1
69 - Five States in the subregion have introduced laws enabling the extradition of terrorists, while six States have established effective mechanisms for exchanging information.	1
The commissions were established in response to allegations of violations of international human rights law and international humanitarian law in the context of conflicts, as well as in situations of high levels of violence that were often, but not exclusively, linked to electoral or political processes and involved serious violations of human rights law. ().	0
âThe Security Council condemns in the strongest terms the suicide terrorist attack that took place in the Ysser region of Algeria on 19 August 2008, which caused the death and injury of many at a gendarmerie training institute; expresses its deepest sympathy to the victims of this heinous terrorist act and extends its condolences to their families and to the people of Algeria and its government.	0
I therefore call on donors to ensure continued assistance to demobilized ex-combatants, and that reintegration activities move forward without disruption.	1
In many settings, refugee or internally displaced women are taking on new roles and opportunities for positive change must be built upon and supported.	1
Governments play the main role in securing military stocks or preventing leakages through official procurement channels.	1
52 - Reiterates the need to strengthen ongoing cooperation between the Committee, the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004), as well as their respective expert groups, including, as appropriate, by enhancing information exchange and coordination on visits to countries within their respective mandates, and facilitating and monitoring technical assistance relations with international and regional organizations and agencies, and on other matters of interest to all three Committees, expresses its intention to provide guidance to the Committees with regard to areas of common interest with a view to better coordinating their efforts and facilitating such cooperation, and requests the Secretary-General to make all necessary arrangements so that they can Teams can work as close as possible in a common space;	0
Determined to henceforth facilitate an effective response to the global non-proliferation threats,	0
Although there is evidence of strengthening internal disciplinary mechanisms in the National Police Force of Timor-Leste, progress has been slow in bringing security service personnel responsible for violations to justice through the courts.	1
âThe Security Council reaffirms the commitment of all Member States to the settlement of differences and conflicts in accordance with the Charter of the United Nations, and calls upon the international community to provide assistance, as appropriate, in the efforts of regional and subregional organizations to settle differences by peaceful means and to prevent the outbreak of conflicts and settle them in accordance with the Charter of the United Nations.â and relevant Security Council resolutions.	0
45. The International Criminal Police Organization (INTERPOL) has undertaken counter-terrorism capacity-building programs in the Sahel and the Horn of Africa to enhance information sharing between agencies, strengthen its integrated operational response in the region, and expand the use of its secure communications network, databases and services.	1
It is difficult to determine measures of its success, and the ability of the groups it targets to withstand and recover raises questions about its impact and highlights its weaknesses.	0
But it cannot mean giving up obligations to those who wish to return home and who need support to achieve their ambitions. This policy cannot be a substitute for current policies, but rather should complement them.	1
46 - The majority of Eastern European countries have criminalized incitement to commit terrorist acts.	1
Reiterating the need for all States and non-State parties to conflicts to fully comply with their obligations under applicable international law, including the prohibition of all forms of sexual violence;	0
18. These trends are evident in many contemporary conflict situations on the Council&#39;s agenda.	0
(c) Prevent the supply, sale or transfer, directly or indirectly, of arms and related equipment of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts necessary for the above-mentioned, to such individuals or those groups, institutions and entities, from their territory or by their nationals outside their territory or using ships or aircraft flying their flags, as well as preventing the provision of any technical advice, assistance or training in connection with military activities;	1
Furthermore, the Monitoring Group&#39;s dealings with Member States and the Committee would change significantly if it became an arbiter in the listing and de-listing decision-making process.	1
For example, the difficulty of policing the border in the Sahel-Sahara region allows AQIM and those associated with it freedom to move, raise funds through smuggling, possess weapons and explosives, and train new recruits in a relatively safe manner.	0
Call on relevant parties to prepare and implement time-bound action plans to stop the recruitment and use of children, in close cooperation with UN peacekeeping missions, UN country teams and the Special Representative of the Secretary-General for Children and Armed Conflict.	1
This in itself raises a new set of challenges, such as developing new approaches to combating incitement and violent extremism, taking into account the relationship between security and development.	1
I urge Lebanese leaders to resume and accelerate their discussions on developing a national defense strategy, and to achieve tangible progress therein. The end result of this process must be that there are no weapons without the consent of the Government of Lebanon and no authority other than the authority of the Government of Lebanon.	0
The renovation of prisons and detention centers, which were in very poor condition, in Kosovo was also a top priority for the UNMIK justice department.	1
:: States are invited to check the fingerprints contained in confidential versions of the bulletins against the police database in their possession to see whether they match the fingerprints contained in their system (Section VI.C, Para. 80).	1
132. Pending the Committee and INTERPOL deciding the best way forward, the Group hopes that the INTERPOL database will provide additional information on the identity of individuals included in the Consolidated List.	1
We should not underestimate the seriousness of the threat posed by the destabilizing activities of Al-Qaeda and the Taliban in Afghanistan.	0
Although I have not yet received a response from the remaining 36 Member States, it is unlikely, in my estimation, that they will issue commitments to send enough troops to permit the deployment of a multinational force.	0
The Democratic People&#39;s Republic of Korea categorically rejects the human rights resolution fabricated against the Republic based on machinations, lies and disinformation and taken under the coercion of the United States and other hostile countries in a tyrannical and arbitrary manner.	0
In North Darfur, Abu Shouk camp, the largest camp for internally displaced persons in the state, was overcrowded, with more than 20,000 people arriving as a result of the violence witnessed in many locations over the past two months.	1
The President informed the Council that, during the Committee&#39;s consultations, the Monitoring Team had briefed on its findings with regard to the recovery of Somali assets abroad, and had discussed the issue of the international naval force&#39;s ban on coal and weapons on the high seas and within Somalia&#39;s territorial waters.	0
“The Security Council expresses its deep concern about the humanitarian impact of the conflict on the Angolan people.	0
It urges it to redouble its efforts to provide security for the civilian population on its territory, including foreigners to whom it grants asylum.	0
51 - I remain firmly committed to implementing resolution 1559 (2004) in order to bring peace and stability to the region, during a period of particularly great difficulties and challenges.	1
âThe Security Council recognizes the need to pay greater systemic attention to the implementation of commitments related to women, peace and security in its work, to ensure enhanced participation of women in conflict prevention and resolution and peacebuilding efforts and to continue to integrate appropriate gender perspectives into the mandates of United Nations peacekeeping missions.â concerned and in other thematic areas relevant to peace and security.	0
The Syrian Network for Human Rights reported that the Syrian regime killed six media activists during the month of November, one of whom died under torture in a Syrian regime detention center, and five others were injured.	0
But now, what Afghanistan has achieved is beginning to be eroded by serious challenges facing the country in its security and stability.	0
Private Francisco Amaral from the Defense Forces appeared at the intersection with the Ministry of Justice. His uniform was stained with blood.	0
They also reiterated their deep concern about the problems of terrorism, piracy, hostage-taking and the dire humanitarian situation. In this context, they stressed the need for all relevant Security Council resolutions to be implemented expeditiously, including by the transitional federal institutions, as appropriate.	0
Expressing its concern at the continuing reports, including those contained in [the relevant report of the Secretary-General], of human rights abuses and international humanitarian violations, including against women and children, as well as reports of Increasing incidents of sexual violence, especially committed by armed men, stressing the importance of investigating these violations and abuses allegedly committed by all parties, regardless of their status or political affiliation [â¦], and reaffirming the necessity of holding those responsible for such violations accountable and to ensure that they are brought to justice regardless of their political affiliations, while respecting the rights of persons in detention, and [...] urging the Government to increase and accelerate its efforts to combat impunity,	0
When international forces began arresting people, the small number of judicial sector staff organized preliminary hearings and detention hearings.	0
Five States have established in their legislation sufficient jurisdiction to prosecute relevant crimes under their legislation.	1
The Security Council also calls on the three committees to continue their cooperation with the working group established pursuant to resolution 1566 (2004).	0
Decides that the [Mission] shall undertake the following mandate...: (e) To work closely with the Government to ensure the implementation of its obligations to address serious violations against children, in particular to finalize the action plan on the release of children in the ranks of the [armed forces] and to prevent Continue their recruitment, with support from the monitoring and reporting mechanism.	1
I have the honor to transmit herewith the report of the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida, the Taliban and related individuals and entities, which contains the Committeeâs position on the recommendations contained in the sixth report of the Analytical Support and Sanctions Monitoring Team (S/2007/132, enclosure ) (See the attachment).	1
Encourage United Nations peacekeeping and other relevant missions authorized by the Security Council, as appropriate and on a case-by-case basis, to support local mechanisms to address housing, land and property issues, or to be established by national authorities.	0
Our main concern in that regard is the fact that, for the report, none of the eight key standards have yet been fully implemented.	0
While neither side appears ready to return to war, there is a worrying pattern of escalation and destabilization that could lead to a large-scale confrontation that could put more civilian lives at risk.	0
Work also continued on preparing a temporary legal framework that would define the scope of significant autonomy and lay the necessary basis for holding central elections.	1
The Palestinians must end public incitement to violence and do everything in their power to prevent extremists from attacking Israel, provoking an Israeli response.	0
The integrated mission identified 32 women who had been subjected to conflict-related sexual violence in Timbuktu province, and referred them to non-governmental organizations prepared to assist them in filing their cases before the judiciary.	0
We would also like to express our concern that the return of these incidents could lead to an unstable situation in the region, making it difficult to achieve a peaceful solution to the Kosovo situation that is acceptable to both parties.	0
94 - All countries, except one for which information is not available, have developed strategies and established institutional structures to combat terrorism, and there is full or partial coordination between law enforcement agencies that deal with anti-terrorism issues.	1
Recent developments in the region confirm the concerns long expressed to the Mission by its interlocutors.	0
82. As a follow-up to Security Council resolutions relating to children affected by armed conflict, in particular resolution 1612 (2005), a strong partnership was established between the United Nations and the Netherlands International Development Cooperation - Somalia, a non-governmental organization, to initiate community-level reporting and monitoring of human rights violations. Child and child protection.	1
The Committee also held an exchange of views on three proposals relating to the identification of individuals and entities submitted by a Member State on 31 October.	0
According to the International Court of Justice, the provisions of Common Article 3 of the Geneva Conventions âconstitute the minimum standardâ applicable to any armed conflict âand reflect what the Court called in 1949 [in the Corfu Channel case] âprimary considerations of humanityââ.	1
The Council also adopted a presidential statement (S/PRST/2011/17) in which it stressed the need to improve communication between the Security Council, troop- and police-contributing countries, the United Nations Secretariat and other stakeholders in order to enhance the spirit of partnership, trust, cooperation and mutual trust, and to ensure that the Council Security from the perspectives of those working in the field when making decisions on peacekeeping mandates.	1
At the same time, the city received 11,000 displaced persons, whom it tried to help as best it could, following its recapture by government forces.	1
37. The Committee encourages its Executive Directorate to remain focused on the implementation of resolution 1624 (2005), including by giving due attention to relevant issues, such as the role of new information and communications technologies, and promoting dialogue, including at the national level, in order to promote tolerance, diversity and inclusion, Establishing strategic partnerships between governments and non-governmental actors, defining roles for victims of terrorism, and preventing the sabotage of institutions by terrorists and their supporters.	0
All the physical evidence found at the site was handed over to the Internal Security Forces (Major General Hisham Al-Aawar), and according to Major General Azarâs knowledge, there were metal fragments and a pistol.	1
(k) Develop guidelines, as appropriate, to facilitate the implementation of the measures imposed above;	1
As stated above, a new decision was taken during this session regarding the payment of compensation.	0
It provided details about the violations and abuses committed against children in Yemen.	0
In addition, a mobile team visits remote communities, especially minority groups, who may not have access to the centers.	0
13 - Encourages the Member States of the United Nations to cooperate to resolve all outstanding issues until they adopt by consensus the draft Comprehensive Convention on International Terrorism and the draft International Convention for the Suppression of Acts of Nuclear Terrorism;	0
Most of these countries have adequate measures to suppress terrorist recruitment.	1
However, the Security Council and the Committee have made several changes to their procedures over the years, which have improved transparency and recognized the basic standards of fairness that would apply if their decisions were judicial in nature.	1
7. The Executive Directorate will continue to strengthen its cooperation with relevant United Nations bodies, including the Analytical Support and Sanctions Monitoring Group established pursuant to Security Council resolution 1526 (2004) and the Group of Experts assisting the Security Council Committee established pursuant to resolution 1540 (2004), as well as with numerous organizations International, regional and subregional, including within the context of the Committee&#39;s visits to Member States.	1
It will also lay the foundation for an effective firearms control mechanism, which can help authorities manage gun possession.	1
Review and Maintenance of the Consolidated List 25. Recognizes that the ongoing conflict in Afghanistan, and the urgent need felt by the Government of Afghanistan and the international community to find a peaceful political solution to the conflict, requires timely and expeditious amendments to the List, including the addition and deletion of names of individuals and entities, and urges the Committee to decide on Delisting requests in a timely manner, and requests the Committee to review each listing on a regular basis, including, as appropriate, by conducting reviews of individuals considered to have been included in the reconciliation process and individuals whose entries lack identifying elements identity, individuals reported dead, and entities reported or confirmed to no longer exist, requests the Committee to establish guidelines for such reviews, and requests the Monitoring Team to report to the Committee every six months on:	0
âThe Security Council reminds States that they must ensure that any measures taken to combat terrorism comply with all their obligations under international law, in particular international law relating to human rights, refugees and humanitarian affairs.	0
4 - While both the Comprehensive Peace Agreement and the Arms and Armies Monitoring Agreement provide provisions for the dissolution of militias associated with the Maoist army, neither of them provides detailed plans in this regard.	1
Theo Van Boven, former Special Rapporteur of the Sub-Commission on Prevention of Discrimination and Protection of Minorities, in one of his observations referred to this provision as being more extensive and specific, with regard to the right of victims to obtain reparation, than any previous international human rights convention. ().	1
As the representative of Algeria pointed out a moment ago, the draft resolution that was not adopted clearly contained a condemnation of all terrorist attacks against civilians in addition to all acts of violence and destruction.	0
Despite our assessment that achieving a complete ceasefire is difficult at this time, I still believe that the international community must make its position clear, which is the need to stop the attacks immediately, and for Israel to make more credible efforts to protect civilians and civilian infrastructure, while Work is being done urgently to create the conditions to stop these attacks.	0
(b) There was no coordination between all the security agencies present at the crime scene.	0
To make a determination in the absence of identifiers, the Commission often applies the criteria used by INTERPOL, which issues to national law enforcement agencies special INTERPOL-United Nations Security Council declarations on all listed persons and entities for which at least two elements of Identity control elements.	1
7. Stresses the importance of ensuring that the Committee continues to work effectively during the process of converting its support structure to its executive management, and in this regard decides that the Committee will continue to work using its current support structure, until it is decided, in consultation with the Secretary-General, that the executive management is operational;	0
26 - The United Nations Alliance of Civilizations has established programs in Africa to prevent the sowing of extremism. One such program focuses on local communities in Nigeria and targets youth, women and community leaders to facilitate dialogue and interaction among members of different groups.	1
âThe Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission in Afghanistan, and the efforts of the Special Envoy of the Secretary-General for Afghanistan, to facilitate the political process aimed at achieving the goals of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all sectors of society.â Afghan, and reaffirms its position that the United Nations must continue to play its essential and impartial role in international efforts to reach a peaceful settlement of the Afghan conflict.	1
:: Enforce appropriate military disciplinary procedures and adhere to the principle of command responsibility.	0
460. In its recommendations, the National Commission proposed that administrative and judicial measures be taken, in particular that the causes of the conflict should be studied, and that the administrative deficit, which was one of the factors that led to the aggravation of the conflict, should be corrected.	0
285- The Commission also found that the insurgents killed civilians, but the number of incidents and deaths was small.	0
Endorsing the Envoyâs call on the Syrian government to immediately and clearly implement all elements of the Envoyâs six-point proposal in its entirety to achieve a sustained cessation of armed violence in all its forms by all parties,	0
Police-contributing countries must therefore ensure, through self-certification, that deployed personnel have received pre-deployment training in the area of civilian protection.	1
465 - In the joint statement issued by the Government and the United Nations during the visit of the Secretary-General on 3 July 2004, on the situation in Darfur, the Government of Sudan committed to taking concrete measures to end impunity for human rights violations in the region.	0
With funding from the United Kingdom, and through its three working groups on maritime strategy, legal framework and fisheries, the Mechanism provides support to the anti-piracy focal points in the federal government and in each region.	1
However, women and children were also among the victims of killings in many attacks.	0
He called on the Somali leadership to intensify efforts to implement the road map and adhere to August 2012 as the deadline for implementing the transition.	1
Moreover, Military District 3 in Mijek also largely fulfilled its obligations in this regard, as only four violations of freedom of movement were committed.	1
While Pristina and Belgrade strongly condemn the incident and demand the arrest of the perpetrators, each side has claimed that the other side is responsible for provoking the incident.	0
In return, the authorities in Belgrade must end their obstructionist method, which prevents Kosovo Serbs from participating in Kosovo&#39;s public institutions. The “vacancy policy” entails great risks in writing the history of Kosovo without the participation of Kosovo Serbs.	0
Reiterating its deep concern that, despite its repeated condemnation of violence against women and children, including all forms of sexual violence in situations of armed conflict, and despite its calls to all parties to armed conflicts to immediately desist from such acts, such acts continue to be committed, In some cases, it has become committed systematically and on a large scale.	0
49. During the famine, ideological indoctrination was used to maintain order, at the cost of which hunger worsened to a dangerous extent and famine spread.	0
...Notes the importance of conducting ongoing reviews of methods and procedures followed, reviewing the outcome of operations, and conducting investigations, in cooperation with the Government... in cases in which civilian casualties are recorded and when the Government deems it desirable... to conduct such joint investigations, and to continue cooperation with [the national security forces] ] In order to move forward in structuring the protection of civilians, especially women and girls,	1
The concept note describes the future paths of the joint Somali needs assessment process, and Somalis participate significantly in this process, as government counterparts and representatives of the regions, as well as the participation of international experts from the Somali diaspora.	1
Establishing mechanisms for judicial and non-judicial accountability in countries emerging from conflict, including, where appropriate, accountability for crimes against women; Support the establishment of a gender-balanced committee of judges, court commissioners or investigation committees.	1
It is believed that these militias operate mainly under the guise of tribal organization.	0
Decides to authorize the [Regional Organization Force] to take, within the means and capabilities available to it, all measures necessary to perform the following tasks in accordance with the agreement to be reached between the [Regional Organization] and the United Nations: ...	1
To this end, it has been granted wide-ranging powers, including unhindered access to all property records in Bosnia and Herzegovina.	1
Reiterating its call on the parties and the countries of the region to cooperate more fully with the United Nations and with each other, and to enhance their participation in order to put an end to the current impasse and make progress towards finding a political solution,	1
There are also reliable reports that more than 20 people may have disappeared, although their families are so gripped by fear that they do not dare to report their disappearance to the relevant authorities.	0
122 - An important legal question arises regarding the militias referred to above: Who (in addition to the perpetrators of the crime themselves) bears criminal responsibility for the crimes allegedly committed by the Janjaweed?	0
- Regarding what was stated in paragraphs 46, 48 and 49 about the arms embargo and border control, the truth is that arms smuggling is from Lebanon to Syria, as everyone knows that there are certain groups in Lebanon who participate in attempts to destabilize Syria by supplying terrorist groups. Armed forces in Syria with weapons and money to undermine the stability of Syria.	0
:: Providing information to Member States and international organizations, upon their request, to assist them in making more effective offers of assistance or, as appropriate, requests for assistance, in order to implement their obligations under resolutions 1540 (2004), 1673 (2006) and 1810 (2008). ), using the matrix as a reference tool to facilitate technical assistance	1
37. As part of the stabilization and reconstruction plan and support strategy, eight State facilities were handed over to national authorities, including police and administration facilities in the Masisi and Rutshuru territories of North Kivu; and police, administration and judicial facilities in the Walungu territory of South Kivu; and a maritime training center for the border police in Ituri Province.	1
153. This subregion has made good progress in complying with resolution 1373 (2001), particularly in combating the financing of terrorism and adopting measures related to port and airport control.	1
78 - The Sudanese Armed Forces are conventional armed forces whose mission is to protect and maintain internal security.	0
The operation was cancelled, and a crisis could only be averted after the commander of the French Licorne forces, Lieutenant-General Erastorza, telephoned the Chief of Staff of the Ivorian National Army, Lieutenant-General Mango, to inform him that the sortie would be considered a hostile act.	1
The militias are still carrying out attacks under the pretext that they are not a party to any agreement. The government did not work to stop it.	0
21. Progress has been made in the program of registration, screening and certification of National Police personnel, with as of 20 September the number of fully certified National Police officers reaching 2,944 (including 565 women), representing 94 per cent of its strength.	1
Other daily newspapers, such as FraternitÃ© Matin and Notre Voix, which are close to the FPI, publish nationalist rhetoric that incites all-out war.	0
Likewise, our analysis and research regarding the size and shape of the crater resulting from the explosion does not provide clear evidence that the explosion occurred above or below the surface of the earth.	1
That the Committee take into account the final results of the monitoring and evaluation process derived from the oiled coast survey conducted by the Kingdom of Saudi Arabia when monitoring the process of using the compensation granted to finance environmental restoration activities; Including the compensation awarded under the Committeeâs claim No. 5000451.	0
Its activities therefore address only one aspect of what could become a comprehensive process of achieving justice after the end of the conflict.	1
The two leaders laid the foundations for an ongoing dialogue between Lebanon and the Palestinians, which in my view represents an important step towards decisively overcoming a difficult past, and towards reaffirming Lebanon&#39;s sovereignty and political independence.	0
Regional cooperation in the field of border management is constantly improving, including through joint patrols, information exchange, regional mechanisms for border control and customs cooperation.	1
&#39;&#39;The Security Council urges the Democratic People&#39;s Republic of Korea to immediately return to the six-party talks without precondition, work toward the rapid implementation of the Joint Statement of 19 September 2005, and abandon all existing nuclear weapons and nuclear programmes.	0
Special police units supported the Mission&#39;s customs and provided support to the Mission&#39;s police special operations teams.	1
Some States have developed national strategies to combat terrorism, but the level of implementation needs to be improved and more emphasis should be given to preventive aspects, including in particular addressing incitement to terrorism and the threat of radicalization that leads to violent extremism.	1
In this regard, the Directorate, in cooperation with the International Counter-Terrorism Centre, and with the support of the Netherlands, organized its second workshop in July 2012 in Rabat, on the implementation of resolution 1624 (2005).	1
(o) To work, in close consultation with [national] authorities..., to develop and implement a joint multi-year program with the United Nations in support of justice to develop the criminal justice system, police, judiciary and prison chains in conflict-affected areas, and to provide strategic programmatic support to Central level...	1
The Mission is conducting its own investigations and supporting the efforts of the National Police in investigating the incident.	1
162. The Dutch forensic team was assisted by many people during its examination of the crime scene, including forensic police officers from the Homeland Security Force, a team of British divers, a French explosives expert, a forensic scientist from Northern Ireland and a German electronics engineer. In jamming devices, a team of Japanese crime scene investigators, a German expert specializing in cars, a Dutch expert specializing in cars, and a number of Lebanese specialists.	1
To mandate United Nations peacekeeping missions and other relevant missions authorized by the Security Council to promote the establishment of media monitoring mechanisms to ensure the effective monitoring, reporting and documentation of any incidents, sources and content inciting âhate mediaâ.	0
France strongly condemns these attacks and calls on all parties to exercise maximum restraint.	0
In addition, a United Nations Disaster Assessment and Coordination Team was deployed in early December for a period of three weeks to support the Government in establishing an Ebola Operations Center and to establish mechanisms to facilitate coordination between the Government and partners.	1
The meeting also discussed ways and means of increasing pressure on foreign armed groups and the steps that the participating countries, the African Union and the Security Council must take in this regard.	1
(b) Facilitating the establishment of the necessary regional mechanisms for international cooperation in criminal proceedings.	1
31. With assistance from UNDP and funding from the United Nations Peacebuilding Fund, the Anti-Corruption Commission established a secretariat to manage the implementation of the National Anti-Corruption Strategy.	1
16. The Executive Director will ensure that each international, regional and subregional organization has a focal point within the Office, including the need to liaise with the Office of the United Nations High Commissioner for Human Rights and other relevant organizations on issues related to human rights and counter-terrorism.	1
We take this opportunity to consider the political and security situation in the Sahel-Saharan region, as well as efforts to overcome existing challenges and promote peace, security and stability in a sustainable manner.	1
This prompted the Security Council to determine, in its resolution 1556 (2004), that the conflict in Sudan constitutes a threat to international peace and security and to the stability of the region, and to request that the Government of Sudan, acting under Chapter VII of the Charter of the United Nations, immediately fulfill all the obligations it has undertaken In the joint statement.	0
In accordance with the review it carried out mentioned above, the Group has practically proven the incorrectness of the June 2005 report of the International Crisis Group, which was widely reported to be that the helicopter destroyed by the French in Yamoussoukro on 6 November 2004 was Guinean. .	1
Therefore, United Nations counter-terrorism bodies should address these shortcomings with more seriousness and dedication.	0
15. Since the submission of my report of 2 January 2008 to the Security Council (S/2008/1), UNOCI has removed all 17 observation posts it had established along the Green Line, in line with the provisions of the Ouagadougou Agreement, Except for two.	1
I also propose to the Security Council to authorize the Secretary-General to provide any assistance he deems necessary to the tripartite commission established by the sister governments of Honduras, El Salvador and Nicaragua, in order to allow the resumption of negotiations on the system of joint sovereignty over the Gulf of Fonseca and the activation of this system, with the aim of developing the Gulf in an integrated manner. Social, economic and environmental aspects.	0
