es_en_TRANSOFMERS	MatConf
âThe Security Council reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that all acts of terrorism are criminal and unjustifiable, regardless of their motivation and where, when and by whom.	0
âThe Security Council expresses its concern at the increasing use by terrorists and their supporters of communications technology for the purposes of radicalization for terrorism, recruitment and incitement to commit terrorist acts, including through the Internet, and the financing and facilitation of the travel and subsequent activities of foreign terrorist fighters.	0
Such a point of consultation would complement the national assistance centres recommended by the Team in the past to be established by Member States (S/2007/132, paras. 61-64 and S/2007/677, para. 138).	0
The Agreement also provides for the early release and repatriation of prisoners of war and all other persons detained as a result of the armed conflict.	0
The obligation of the Sudan to compensate all crimes committed in Darfur by its agents and officials or de facto bodies should be considered in the light of this international legal norm.	1
Colonel Lere sent messengers to communicate the order to the soldiers who had not heard it.	1
Only by establishing the rule of law, supported by a well-trained Iraqi army, supported by an emerging infrastructure and economy, and encouraged by a free and fair electoral process, could those who wished to destabilize the country be defeated.	0
By resolution 1425 (2002), it established a Panel of Experts on Somalia, followed by the Monitoring Group established pursuant to resolution 1519 (2003).	0
Research shows that when external interventions in internal conflicts do not lead to a rapid military victory, they are likely to result in longer internal conflicts.	1
Strong measures will be taken to prevent and combat gender-based violence, including sexual exploitation and abuse.	0
A. Overview The listed Al-Qaida and Taliban groups continue to raise funds through legal means, such as legitimate donations and commercial activities, and also illegally through ransom kidnappings, extortion, drug trafficking and the imposition of illegal taxes.	1
There are new border security systems, such as enhanced inspection of goods and the introduction of machine-readable travel documents in most States, as requested by the International Civil Aviation Organization (ICAO), which have substantially complicated the transnational activities of terrorists.	0
Affirming its determination to take appropriate and effective measures to combat any threat to international peace and security caused by the proliferation of nuclear, chemical and biological weapons and their means of delivery, in accordance with its primary functions as set out in the Charter of the United Nations,	0
The investigation and prosecution of cases relating to new payment methods required a high level of technical expertise and prompt action by the authorities, and required further international cooperation, especially with regard to the preservation of electronic evidence.	0
They then attacked the police station, killing two officers and taking arms and ammunition.	1
We are all deeply concerned about the deteriorating security situation in Côte d'Ivoire, as the Council may have noticed in my statement this morning.	0
With regard to border and export controls, Malaysia's Strategic Trade Act 2010 entered into force on 1 January 2011, and Finland adopted a new Export Control Act.	0
In addition, on 15 November 2004, the Office of the United Nations High Commissioner for Refugees (UNHCR) reported that 203,051 persons from the Darfur region lived as refugees in 11 camps and other locations in eastern Chad along the border with the Sudan.	1
This stalemate provokes political tensions and undermines the atmosphere of increasing confidence prevailing after the elections and the inauguration of President Martelly.	0
Such precautions, established under customary international law, are as follows: (a) any belligerent party shall do all it can to ensure that the intended targets are not of a civilian nature; (b) take all possible precautions in the choice of means and methods of combat to prevent or at least reduce as much as possible the number of injuries that may incidentally be caused by the civilian population, as well as damage to civilian objects; (c) refrain from deciding on an attack when it is expected to cause incidental death or injury to the civilian population, damage to civilian objects, or both, which would be excessive in relation to the specific and direct military advantage envisaged; (d) give adequate advance notice and effective means of any attack that may affect the civilian population, except in the case of a live attack (as provided for in article 26 of the Hague Regulations of 1907) or, as provided for in article 57, paragraph 2 (c), unless circumstances prevent it, i.e. where one of the belligerent parties considers that a surprise attack is indispensable.	0
The authorities stressed that there were no refugees or camps in CÃ´te d'Ivoire in Ghana.	0
The United Nations Development Group works with the Executive Committees to advance the overall goal of peacebuilding and formulates policies, guidelines and procedures to improve the work of the United Nations country team network.	0
He also visited the El-Aayoune refugee camp.	0
" The Security Council underlines the need to continue to take measures to prevent and suppress the financing of terrorism and terrorist organizations, reiterates the obligations of Member States in this regard, including the effective implementation of those measures, and recognizes the important work of the United Nations and other multilateral organizations, in particular the Financial Action Task Force.	0
Habsade received financial and military support from Atto, Muse Sudi, Sheikh Yusuf Indohaadde and others.	0
Major changes occurred during the period of operation of the United Nations Transitional Administration in East Timor (UNTAET).	0
There are more outbreaks of violence in the Comoro Market. One civilian is killed, eight people are shot and four people suffer other serious injuries.	1
He added that he was encouraged by the renewed determination of the countries of the subregion to work together to address those threats.	0
6 October 2012 (YayladaÄi/Hatay): At 1430 hours a mortar shell fell in the area of responsibility of the BelengÃ¶z military border post.	1
During the March 2004 attacks by Government troops and Janjaweed militias in Korma, Northern Darfur, more than 20 women and girls were reportedly raped.	1
Al-Qaida and its affiliates, as well as its financiers, continue to use formal and informal financial systems to transfer funds from one country to another for the purpose of financing their activities.	1
As noted above, there are reliable and repeated reports indicating that the raids significantly increased on the night of 23 March and, to a greater extent, on subsequent nights.	1
This initiative, which is open to all Member States, aims to promote a measurable reduction of armed violence worldwide and tangible improvements in human security by 2015.	0
Based on the initial review by MINURSO, a staff review team was deployed, followed by a management evaluation team from the Department of Peacekeeping Operations, to finalize recommendations to reconfigure the civilian structure in order to better support mandated activities, ensure greater integration between the military and civilian components and improve the management of MINURSO.	0
:: On 29 November 2014, regime helicopters dropped two barrel bombs on a clinic in the village of Kafr Sajna in Idlib, which was partially destroyed.	1
The intention to restrict their movement is not and will not be a definitive solution to the problem.	1
At the same time, the Council recognizes that the Special Representative of the Secretary-General, with the assistance of civilian advisers, could play a key coordinating role in the delivery of humanitarian assistance, the restoration of law and order and the functioning of public institutions, as well as in reconstruction, rehabilitation and peacebuilding, leading to long-term sustainable development.	0
Advisory material is available to help implement effective practices, highlighting the Financial Action Task Force on Money Laundering (FATF) best practice paper on the detection and prevention of illicit cross-border transport of cash and negotiable bearer instruments, and WCO guidelines on countering money-laundering and the financing of terrorism.	0
- To mandate peacekeeping operations and other relevant missions authorized by the Security Council to promote the establishment of media follow-up mechanisms to ensure effective control, reporting and documentation of any incident, its origins and content, which incites the dissemination of hate messages.	0
The commitment of the international community to combat terrorism and its firm determination to eradicate it have resulted mainly in the adoption of multiple legal instruments and the establishment of specialized institutions.	0
Thus, detainees live in near-absolute darkness for most of the day and night, and for periods of up to several months.	1
A September 2005 study of foreign-born terrorists operating in the United States found that about two thirds had entered or remained in the country fraudulently and that more than one third had subsequently been charged with passport and visa fraud or false statements to an immigration officer.	1
What happened on 25 and 26 March was an indiscriminate killing of innocent civilians and massive human rights violations.	1
The Geneva Conventions strictly prohibit torture in both internal and international armed conflicts.	1
This represents a success for the sanctions regime, as it indicates that a significant number of Taliban have apparently changed their conduct.	1
Threats to international peace and security caused by terrorist acts	1
Four of the eight South Asian States have enacted legislation criminalizing the recruitment of terrorists and prohibiting the use of their territories to commit or prepare terrorist acts against other States or their citizens.	1
In addition, violations of the cordoning of the crime scene were known to have occurred on several occasions.	1
Witnesses claimed that a young man was taken out of his eyes. After leaving him blind, he was forced to run and shot to death.	1
The Security Council has confirmed that financial sanctions also apply to the provision of hosting services for content and related services on the Internet, but terrorists and terrorist groups can make extensive use of Internet services.	1
The attackers forced the victim to separate from the group, blindfolded her, pushed her back to the ground and raped her.	1
As at 30 September 2014, 37 seafarers were still being held hostage by Somali pirates.	1
Welcoming and supporting the steps taken to conclude treaties on nuclear-weapon-free zones, and reaffirming the conviction that the establishment of internationally recognized nuclear-weapon-free zones on the basis of arrangements freely arrived at among the States of each affected region, and in accordance with the 1999 guidelines of the United Nations Disarmament Commission, promotes global and regional peace and security, strengthens the nuclear non-proliferation regime and contributes to the achievement of the objectives of nuclear disarmament,	0
In other words, those who survived the attacks on villages were not immediately killed in order to eradicate the group, but were forced to leave their homes and live together in places chosen by the Government.	1
âThe Security Council invites all States, the International Maritime Organization, the International Labour Organization and other relevant international organizations and agencies to take or recommend, as appropriate, measures to prevent kidnapping, measures to protect the interest and well-being of pirated seafarers, both during their captivity through the provision of medical assistance and other humanitarian assistance, and after their release, including post-incident assistance and reintegration into society, and, in this regard, takes note of the proposals for the development of a hostage support programme developed by the United Nations, the United Nations Political Office for Somalia and the United Nations Office on Drugs and Crime.	0
The Group investigated the supply of such vehicles to northern CÃ´te d'Ivoire but found it difficult to conduct a thorough inspection of FN vehicles, although it managed to photograph several of them in a military convoy in Bouake.	0
In 2014, in response to Security Council resolutions 2083 (2012) and 2161 (2014), and in order to further promote the implementation by national authorities of Security Council sanctions regimes, the Division standardized the format of all Council sanctions lists and established the Consolidated Sanctions List of the Security Council, which contains the names on the sanctions lists of the sanctions committees of the Council as a whole.	0
The Chairman, together with the Chairmen of the Committees established pursuant to resolutions 1373 (2001) and 1540 (2004), which also deal with counter-terrorism issues, held two joint briefings with the Security Council in 2009. The meetings were held on 26 May (see S/PV.6128) and 13 November (see S/PV.6217).	0
An important element is the fact that in a number of villages attacked and burned by militiamen and government forces, the aggressors refrained from exterminating all the population that had not fled, but proceeded to selectively kill groups of young men.	1
Expressing concern at the continuing allegations, including those made by the Secretary-General in [the relevant report], of human rights abuses and violations of international humanitarian law, including against women and children, and at reports of increasing incidents of sexual violence, in particular those attributed to armed men, stressing the importance of investigating these alleged abuses and violations... committed by all parties, regardless of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable and brought to justice regardless of their political affiliation, respecting the rights of detainees... and urging the Government to intensify and expedite its efforts to combat impunity,	0
5. Decides that Member States shall, in accordance with international human rights law, international refugee law and international humanitarian law, prevent and suppress the recruitment, organization, transport or equipping of persons travelling to a State other than their States of residence or nationality to commit, plan, prepare for or participate in terrorist acts, or to provide or receive training for terrorist purposes, and the financing of their travel and activities;	0
An effective response to the challenges faced by refugee and internally displaced women requires a holistic approach that combines prevention strategies, responses and solutions.	0
" The Security Council underlines the need for Member States in post-conflict situations, in consultation, inter alia, with civil society, including women's organizations, to address the specific needs and priorities of women and girls in their national strategies to improve their socio-economic conditions, their participation in income-generating activities and their access to education and basic services.	0
It is not surprising, therefore, that many Member States consider the Internet to be a key aspect in the fight against the proliferation of Al-Qaida-related terrorism and the threat it poses.	1
In addition, many victims informed the Commission that they had no greater confidence in the impartiality of the justice system and their ability to bring to justice the perpetrators of the serious crimes committed in Darfur.	0
The two years of conflict had exacerbated political differences and exacerbated the already precarious socio-economic conditions of most of the population.	1
In 2009 and 2010, there were several seizures of large quantities of war weapons in West Africa (Mali, Nigeria and Senegal).	1
The President of the Security Council, in his letter inviting non-members to participate in the wrap-up meeting, had encouraged all speakers to provide frank and focused assessments of the role of the Council in addressing any or all of the above-mentioned issues so that all interventions could serve as a useful guide for the future work of the Council.	0
However, terrorism will continue to have adherents, especially in places where the most manifest political protests have failed, and while Al-Qaida will never have broad support, the attacks will continue.	1
There were also clashes between armed groups affiliated with the Government of Mali and armed groups represented in the Algiers talks, despite the commitment of the various parties to respect a cease-fire; on 9 October, French and Nigerian forces intercepted and destroyed a convoy carrying weapons, mortars and anti-aircraft weapons, moving north of the Niger towards Mali; allegedly, the weapon was sent to Ansar Dine; on 12 October, Mauritanian security forces arrested four persons suspected of establishing contact with jihadists and recruiting for the Islamic State of Iraq and the Levant (EIIL) in the mining city of ZouÃ©rat, in the north of the country.	1
Recognizing the important role played by regional and subregional mechanisms in preventing and responding to potential situations that may lead to genocide, war crimes and crimes against humanity, in particular by noting article 4 (h) of the Constitutive Act of the African Union,	0
The revised strategy envisages the preparation of more specific, detailed and advanced technical proposals and a more active engagement of the Executive Directorate with major donors to better understand their priorities and capacities.	0
It was not fully parked online if we consider how the force of the explosion affected a red Ford vehicle, which was probably parked directly in front of the Mitsubishi.	1
The Executive Committees on Peace and Security and Humanitarian Affairs were established by the Secretary-General to provide senior management with a forum to discuss and formulate strategies to prevent and respond to armed conflict and humanitarian emergencies.	0
Underlining the importance of the Arusha Peace Agreement for a peaceful resolution of the conflict in Rwanda and the need for all parties to reaffirm their commitment to its full implementation,	0
Despite strict legal and operational controls, artisans and family businesses that manufacture small arms and light weapons continue to exist throughout the region.	1
Law and order problems continue to affect the precarious security situation in some areas of Katanga where the Transitional Government has not established effective security mechanisms for the protection of civilians.	1
That decision established from that date a ban on trade, economic, financial and transport relations, among others, with Abkhazia at the State level.	1
In order to facilitate the investigation and prosecution of criminal conduct trials, it is essential that persons with relevant information be prepared to appear before the authorities and, where appropriate, to testify before the court.	0
(k) In the light of past expenditures by the leadership, military and security apparatus, reorganize priorities and devote available resources to ensuring that citizens, including those serving in the armed forces, do not starve and reach other essential minimum levels.	0
" The Security Council welcomes the Secretary-General's intention to visit the Sahel region later this year with the President of the World Bank Group and looks forward to a briefing to the Security Council following that visit.	0
Deploring the fact that the Taliban continue to provide a safe haven for Usama bin Laden and allowing him and his associates to run a network of terrorist training camps in Taliban-controlled territory and to use Afghanistan as a base for sponsoring international terrorist operations,	1
Determining that the situation in Somalia continues to constitute a threat to international peace and security in the region,	0
According to witnesses, the attackers were wearing the khaki uniforms of Government soldiers and carrying Kalashnikov and G-3 assault rifles and grenade launchers.	1
Six children were killed and 44 injured as a result of the explosion of improvised explosive devices that left the conflict.	1
Concern also persists about the Emarat Kavkaz (QE.E.131.11), a terrorist organization in the North Caucasus led by Doku Khamatovich Umarov (QI.U.290.11), which perpetrated multiple attacks in the Russian Federation.	1
According to one witness, Internal Security Forces personnel were ordered to monitor Mr. Hariri in late January and early February 2005.	1
Throughout 2007, there were more than 8,000 casualties in Afghanistan as a result of incidents involving insurgents (A/62/722-S/2008/159, para. 17), compared to 6,000 deaths in 2006 in all types of violence.	1
Concerned that the most important armed movements have so far been absent from the negotiations, they have called for continued contacts with the Government and non-signatory movements in order to increase the inclusiveness of the peace process.	0
As of March 2005, ships registered in Greece and Panama were making clandestine discharges without customs declaration or police.	1
The increased strength of MINUSTAH military and police will be in addition to the strength of the Haitian National Police and 3,600 local electoral security assistants (see S/2005/313, para. 10).	1
However, the sanctions regime does not explicitly address this crucial aspect of military capability, although it is largely covered by existing export and arms control provisions adopted by Member States and multilateral institutions.	1
Some 20,000 people have been rendered homeless in Abidjan as a result of the deliberate destruction of slums.	1
At least 90 countries have been affected by such devices, and Al-Qaida affiliates exchange information and advice on how best to build and use them.	1
The Executive Directorate will provide such training sessions to customs officers, border police and financial intelligence units in the first quarter of 2014.	0
The looting of villages and the appropriation of livestock, crops, household goods and other personal effects of the population by Government forces and militias under their control is certainly a war crime.	1
Irregular movement of arms in the security forces	1
In the decade since the Baghdad bombing in 2003, casualties among humanitarian workers have tripled to more than 100 deaths per year.	1
Stresses that effective disarmament, demobilization and reintegration programmes for children, based on the best practices described by the United Nations Children's Fund and other relevant child protection actors, are crucial to the well-being of all children who have been recruited or used by armed forces and groups in violation of applicable international law, and is a critical factor for durable peace and security, and urges national Governments and donors to ensure that such community programmes receive adequate resources and funding in a timely and sustained manner.	0
Since its launch in January 2003, this plan has been designed to prevent trade in conflict diamonds by ensuring that all rough diamonds purchased or sold among its participants (42 States and the European Community) are accompanied by a valid Kimberley Process certificate.	1
Terrorism is a determining factor in an increasing number of conflict situations, especially in the Sahel region and in the Maghreb.	0
Aware of the demand of the Lebanese people to identify and hold accountable all those responsible for the terrorist bombing that caused the death of the former Prime Minister of Lebanon, Rafiq Hariri,	1
Second, with donors and other relevant partner organizations, it will facilitate a regional workshop for police and prosecutors on cross-border cooperation in Bangladesh.	0
The promotion process was fully managed by the Government, supported by a committee of five international experts (Australia, Malaysia, New Zealand, Portugal and Singapore) and technical support from UNMIT police.	0
We could continue to mention widespread poverty, natural resource management problems, the thousands of refugees and internally displaced persons, to which thousands of ex-combatants must be added while awaiting reintegration, weak and unreformed security sectors, massive human rights violations and many other threats that could instigate a new conflict.	0
3. Political tensions surrounding the 2012 elections intensified during the reporting period. On 9 September 2011, retired Brigadier General Julius Maada Bio, a candidate for the SLPP presidency, was injured in an attack on his convoy by APC supporters in Bo in the southern region of the country.	1
Rape and sexual violence were committed, but they were not widespread or systematic enough to constitute crimes against humanity.	1
At least 70 important members of the People's Congress party are currently in detention without charge or trial, and several have left the Sudan and gone into exile.	1
The Committee welcomes the activities of the Executive Directorate in this area and encourages it to continue to develop them under the guidance of the Committee, through the strengthening of its analytical framework, including the participation of the Executive Directorate in the working group of the Counter-Terrorism Implementation Task Force on the protection of human rights while countering terrorism.	0
The subjective element required (the awareness of the systematic nature of forced displacement) is demonstrated by the fact that such displacement clearly represented a government policy consistently pursued by the relevant Government authorities and Janjaweed militias.	1
In a deeply divided society, which is still recovering from post-conflict trauma, the establishment of ministries of justice and the interior may give the impression that they have fallen under the control of a political party or ethnic group.	0
I urge Hamas to respond positively to these calls.	0
:: On 3 November 2014, regime warplanes attacked the Al Waer Islamic Orphanage Mosque in Homs and caused extensive damage.	1
States should ensure that counter-terrorism measures are administered and directed by law enforcement agencies and should establish dedicated counter-terrorism units to utilize the capacity of the experts of those institutions.	0
The aim of this initiative was to increase security in the region, strengthen the Juba Valley Alliance and reconcile General "Morgan" and the Alliance, who for years have been fighting for control of territories in the Juba Valley.	0
First, according to United Nations estimates, there are 1,650,000 displaced persons in Darfur and more than 200,000 refugees from Darfur in Chad.	1
The Uniform Law against Financing of Terrorism of the West African Economic and Monetary Union provides for the administrative freezing of terrorist assets.	0
The Janjaweed, to whom most of the victims in the current conflict refer, are Arab militias that raid the victims' villages, mounted on horses or camels, to kill, plunder, burn and rape.	1
The Council authorized the deployment of the United Nations Operation in Burundi (ONUB) with a maximum of 5,650 military personnel, including 200 observers and 125 staff officers, as well as up to 120 civilian police officers, and with appropriate civilian personnel; ONUB, which would be deployed as from 1 June 2004 for an initial period of six months, would be constituted at the outset by the forces of the African Mission in Burundi.	1
In the light of the above, I recommend that the mandate of MONUSCO be extended for a further period of 12 months and that the strength of the Mission's military and police contingents be maintained at the current authorized levels.	0
MPCI fighters have settled in several public places.	1
The Under-Secretary-General further reported that acts of violence and human rights abuses continued on a daily basis, including the use of torture, killings, rape and enslavement by ISIL, punishments and attacks against civilian services by opposition groups, including designated terrorist groups, and air strikes, including barrel bombs, by the Government against civilian areas, camps for internally displaced persons and civilian facilities.	1
When committed as part of a widespread or systematic attack against a civilian population and with knowledge of such attack, such acts can be considered crimes against humanity.	1
This method was used to reduce potential losses of weapons to naval forces activities.	0
On this basis, the largest number of victims came from Abobo: 63 per cent of the persons killed, 35 per cent of those injured or tortured and 40 per cent of those missing; the victims from Anyama were second, with 10 per cent of those killed, followed by those from Koumassi, with 13 per cent of those injured or tortured and 35 per cent of those missing.	1
In Libya, Ansar al-Sharia has strengthened his presence in the east of the country, particularly in Derna and Benghazi, and has perpetrated numerous killings of members of the national security forces and other State institutions.	1
The victim became pregnant as a result of the rape and had given birth.	1
While joint operations against the Alliance of Patriots for a Free and Sovereign Congo (APCLS) and the Defence of Nduma for the Congo/Cheka (CND/Cheka) continue in North Kivu, MONUSCO continues to play a role in the areas affected by LRA activities in Orientale Province.	1
VIII. Travel ban The Monitoring Team continues to view the travel ban as an important measure of the Al-Qaida/Taliban sanctions, but notes the ingenuity shown by terrorists attempting to cross national borders without being discovered.	1
With regard to disarmament, UNOCI will continue to support the rapid cantonment of forces under Supplementary Agreement No. 3.	0
:: Office for the Coordination of Humanitarian Affairs, âTo stay and deliver: good practice for humanitarians in complex security environmentsâ (2011). This report describes the increasingly difficult operational environment for humanitarian workers, makes recommendations on policy responses and refers to relevant legal documents.	0
It is also important that special attention be paid to specialized training activities for investigators, prosecutors and judges in areas such as combating the use of the Internet for terrorist purposes; supporting and assisting victims of terrorist acts; combating terrorism with chemical, biological, radiological and nuclear weapons; combating terrorist offences related to transport and combating the financing of terrorism.	0
A total of 1,283 terrorist kidnappings were reported in 2012, and a single hostage could be a seven-figure ransom in the hands of terrorists.	1
The States of the subregion of Western Asia have suffered a large number of terrorist attacks and have taken important remedial measures, including measures to strengthen their counter-terrorism legislation.	1
Especially since the international community had become aware of the impact of the actions of the Janjaweed, the responses of the Government of the Sudan to the use of the term seemed to have been in function of denying the existence of any link between the State and the Janjaweed; likewise, most officials routinely attributed the actions of the Janjaweed to âarmed banditsâ, âuncontrolled elementsâ or even to the Sudan Liberation Army and the Justice and Equality Movement.	1
The Group adopted the structure of a round table at which representatives of the Federal Government of Somalia and regional anti-piracy authorities held discussions with United Nations and European Union bodies and Oceans Beyond Piracy.	0
The situation among ethnic groups in Kosovo remains relatively calm, but unstable.	1
In the case of Africa, the Council addressed the serious situation on the border between Rwanda and the Democratic Republic of the Congo, reviewed the continuing political impasse between Ethiopia and Eritrea, assessed the implementation of the arms embargo in Somalia, and made renewed efforts to revive the political process in CÃ´te d'Ivoire.	0
The Commission received reliable information that these persons had been tortured and subjected to cruel, inhuman and degrading treatment.	1
They claim that the children were orphaned as a result of the conflict and that SLA has taken care of them.	1
Similarly, with regard to recipients of reparations, it was important to have a perspective that went beyond individual victims and also took into account affected communities;	0
