es_en_DEEPL	MatCoop
Unfortunately, the current Palestinian leadership has shown that it is as incapable of being a peace partner as it is of offering its people reform and democratic government.	0
As the Team has previously noted, deficient entries serve no purpose: they cannot reasonably lead to sanctions, uninvolved individuals bearing a name similar to that of listed individuals suffer unintended consequences, the private sector and border control officials and other services waste time and energy trying to identify individuals whose details cannot be confirmed, and the sanctions regime as a whole loses support.	0
Most States have taken appropriate measures to suppress terrorist recruitment.	1
The Council requests the Secretary-General of the United Nations to continue to provide his good offices and to explore, as appropriate, other high-level diplomatic mechanisms to facilitate enhanced dialogue between the relevant parties, including the underlying causes of the conflict.	1
:: On November 5, 2014, regime forces attacked Hazrma elementary school in Rural Damascus; one child was injured.	0
Longer-term capacity development and stabilization activities should be entrusted to the UNCT, where possible, in areas where it has a comparative advantage.	0
However, the potential of the Congolese Revolutionary Movement to restrict tangible progress in the stabilization of Ituri remains a cause for concern, particularly given the inability of the Transitional Government, for the time being, to bring the leaders of the armed groups to justice and prevent their movement through Uganda.	0
Landmine Action also teaches residents how to recognize explosive devices.	1
The effective implementation of protection tasks requires the involvement of a wide range of actors, as well as careful consultation between, for example, the Security Council, the Secretariat and troop- and police-contributing countries, prior to the establishment of a peacekeeping mission and throughout its life cycle.	1
Underlining the importance of developing the capacity of the Government Security Forces ... and, in this regard, reaffirming the importance of restoring, training, equipping and retaining [national] security forces, which is vital to the long-term stability and security of [the affected country], expressing its support for ... [international] and other capacity development programs, and emphasizing the importance of increased, coordinated, timely and sustained support from the international community,	0
She and Mr. Abu Adass' father, Tayssir, had been illegally detained for approximately 10 days.	0
He issued letters rogatory and stipulated the measures to be taken, especially to preserve the crime scene.	1
Promoting women's participation through the creation of conflict prevention committees that have a balanced gender balance and include representatives of civil society.	0
:: Another very important aspect of the follow-up is the reparation to the victims of the violations.	0
212. During its investigation, the Commission learned of the importance of Timor-Leste's traditional justice system as well as the modified form of traditional justice that is implemented through the community reconciliation process of the Commission for Reception, Truth and Reconciliation in cases of "lesser" crimes.	1
The adoption of a presidential statement calling, inter alia, for the reaffirmation of international solidarity in the fight against terrorism and urging Member States to make greater efforts in the fight against terrorism.	0
The Team believes that, depending on the circumstances, there are different measures that may be effective in preventing abuse of the assets of a suspect (but not listed) entity, including: removing suspected wrongdoers or those on the consolidated list from positions of control or influence; prohibiting the transfer, sale or disposal of their rights; and prohibiting entities from making any transfer of assets to such persons, whether in their capacity as owners or directors.	1
As a result, the security situation in Mitrovica has improved considerably, as has the provision of judicial and detention services. However, little or no progress has been made regarding the return of displaced Kosovo Serbs and Kosovo Albanians to their respective homes on both sides of the Ibar River.	1
Recalls that [opposition groups] have a particular responsibility to protect those who have returned and to facilitate the return of those who remain displaced, and calls upon [United Nations agencies] to take further steps to create conditions conducive to the return of refugees and internally displaced persons, including through quick-impact projects, to enable them to develop their capacity and increase their self-reliance, with full respect for their inalienable right to return to their homes in safety and dignity.	0
In addition to the possibility of having incurred liability under the doctrine of conspiracy for crimes committed by others during the attacks, these individuals are suspected of having carried out indiscriminate attacks against civilians, which constitutes a war crime.	0
Difficult and exhaustive discussions were held for over 54 hours on the dispatch of a fact-finding team to the Jenin refugee camp.	0
No. 61/1996 (Act No. 284/2004, dated April 8, 2004, in force as of September 1, 2004 - new Anti-Money Laundering Act) provides that the Financial Analysis Unit may exchange information with foreign authorities enjoying the same competence, either within the scope determined by an international treaty or on the basis of reciprocity.	0
In August 2005, the Group, accompanied by UNOCI staff, visited the autonomous port of Abidjan, Grand Lahou, Fresco, Sassandra, Monogaga, Grand Bereby, the autonomous port of San Pedro and Tabou. In all these locations, the Group examined the ports and jetties and discussed the implementation of the embargo with the competent authorities, company representatives and UNOCI.	0
The deterioration of the population's standard of living is of concern as a result of the difficulties that had to be faced in 2008, particularly due to the global food crisis and the scourge of hurricanes that devastated the island.	0
In this climate of generalized insecurity, the freedom of opinion of political parties is threatened and conditioned.	0
One State noted that, in 2006, it had adopted a comprehensive anti-radicalism plan, which aims to combat radicalization while protecting democratic values.	0
The Council stresses the desirability of continuing to build effective partnerships between the United Nations and relevant regional and subregional organizations to enable early response to disputes and emerging crises and to strengthen the role of the United Nations in conflict prevention.	1
Syrian security forces had committed a number of violations of international human rights law and international humanitarian law. Some of these violations could constitute war crimes and crimes against humanity.	0
Some individuals had been detained for more than 11 months without being charged, without access to a lawyer, or without being able to communicate with their family.	0
I. General issues relating to the protection of conflict-affected populations	0
In addition, during its visit to the Sudan, the Team received official information on the smuggling of weapons by Al-Qaida associated groups through Eritrea to Al-Qaida elements in Saudi Arabia.	0
However, it is unlikely that the FARDC contingents deployed in the province will be able to establish effective and sustained control throughout Katanga and substantially limit the Mayi-Mayi's ability to harass the local population and illegally exploit natural resources.	0
40. Welcomes the regular reporting by the Government of Afghanistan on the contents of the List and the impact of targeted sanctions in terms of countering threats to the peace, stability and security of Afghanistan and in support of the Afghan-led reconciliation initiative;	0
In other cases, the Council's special political missions have played an important role in helping states reduce the strategic space provided to terrorist groups through their involvement in cross-border crime.	1
The Dutch forensic team was assisted by numerous people while conducting the crime scene investigation, e.g. forensic technicians from the Internal Security Forces, a British team of divers, a French team of explosives experts, a forensic scientist from Northern Ireland, a German electrical engineer specializing in jamming devices, a Japanese team of crime scene investigators, a German car expert, a Dutch car expert and several Lebanese specialists.	1
States should ensure that the implementation of counter-terrorism legislation fully respects human rights.	0
The Executive Directorate has adopted a multimedia approach to reach the intended audiences, using communication tools and channels such as the Committee's website, a Twitter account and an e-newsletter, as well as news services provided by the Department of Public Information.	0
The Security Council requests the Secretary-General to intensify cooperation between the United Nations and the member States of the Central African Economic and Monetary Community (CEMAC) in order to facilitate and strengthen efforts to address the issue of cross-border insecurity in the subregion and to put an end to violations of the territorial integrity of the Central African Republic by armed groups.	1
The victim heard other young women screaming and thought they were also being raped.	0
F-FDTL soldier Francisco Amaral appeared at the intersection of the Ministry of Justice. His uniform was partially soaked in blood.	0
The main issues of concern were the problem posed by the attractiveness of Al-Qaida, the use of the Internet by terrorists, the glorification of terrorism in the media, the indefinite duration of sanctions, the need to support rehabilitation programs, and the exchange of confidential technical and operational information.	1
Encouraged by the desire to continue to assist Lebanon in the search for the truth and in bringing to justice the criminal responsibility of those involved in this terrorist act,	1
A separate website for the Office of the Ombudsman(www.un.org/en/sc/ombudsperson)was created The site contains essential information on the operations of the Office, including a description of the procedure followed in reviewing de-listing requests and general information on the content of requests submitted to the Ombudsman.	1
The national reintegration and community rehabilitation program, which is expected to absorb a total of 6,000 ex-combatants, has facilitated the registration and identification of Forces Nouvelles personnel.	1
- Urge States, United Nations entities, regional and subregional organizations and other interested parties to take appropriate measures to control illicit subregional and cross-border activities that harm children, as well as other violations and abuses committed against children in situations of armed conflict that constitute a violation of international law.	1
19. Emphasizes in this regard the importance for Member States to devise alternative non-violent means of conflict prevention and resolution for the individuals and local communities concerned in order to reduce the risk of radicalization through terrorism, and to promote peaceful alternatives to the violent rhetoric espoused by foreign terrorist fighters, and stresses the role that education can play in countering terrorist rhetoric;	1
Thirty-two sets of remains, presumably of Iraqi soldiers and some of them with identification, were found and will be handed over to the Iraqi authorities once the necessary procedures have been completed.	1
That deadline was not met. On February 20, 2008, President Gbagbo signed a decree formalizing the establishment of a working group to develop the framework.	1
Also as part of this summit, the Council will seek to strengthen coordination with other multilateral bodies working in this area, such as the Counter-Terrorism Implementation Task Force and its 31 entities, the United Nations Counter-Terrorism Center, the United Nations Office on Drugs and Crime and the International Criminal Police Organization (INTERPOL).	1
Although the Ivorian parties have not formally responded to the Facilitator's proposals, they have formed the basis of the discussions of the working group tasked with developing the framework for the reunification of the armed forces.	1
During this period, the Commission will continue to investigate the crime and will assist the Lebanese authorities in further investigation.	1
The involvement of industry and the private sector is critical to implementing regulatory frameworks based on resolution 1540 (2004). The risk of weapons of mass destruction getting into the hands of non-State actors can only be effectively addressed if the private sector cooperates with industry.	1
It has been reported that it is becoming increasingly common for kidnappers to subject abductees to torture, rape and other forms of ill-treatment.	0
The level of ratification of international instruments has been maintained since 2009 and varies widely.	1
Participants agreed that the presence in Yemen of Al-Qaida in the Arabian Peninsula posed a major challenge to achieving a peaceful transition and stressed the need for targeted international support for Yemen to combat terrorism.	0
The meeting, jointly organized by the Executive Directorate and the Council of Europe, focused on terrorism prevention.	0
Urges States and all other parties to armed conflict to make every effort to prevent violations of international humanitarian law against civilians, including journalists, media professionals and their associated personnel.	0
The Security Council has confirmed that financial sanctions also apply to the provision of content hosting and related services on the Internet, but terrorists and terrorist groups can make extensive use of Internet services.	0
To prevent a new wave of violence, both sides and the international community must act promptly.	0
In a continuing effort to build local capacity and economize, MINURSO has proposed that eight international posts and four United Nations Volunteer positions be converted to national posts in the 2008-2009 budget. It has also recommended the establishment of an archiving unit comprising one international and one national General Service staff member.	1
They also found the bodies of 20 to 30 civilians killed during the attack, including women and children. According to reports, all the victims were from Adwa and belonged to the Fur tribe.	0
The note of the Ministry of the Russian Federation proposes that the member states of the Commonwealth of Independent States take similar measures and withdraw from the regime of restrictions imposed against Abkhazia in 1996.	0
The Register has thus become an instrument directly relevant to the work of the Security Council and the General Assembly on small arms and light weapons.	1
Calls upon all parties concerned to ensure that all peace processes and agreements and all planning for post-conflict recovery and reconstruction take into account the special needs of women and children and include specific measures for the protection of civilians, including .... (iii) the creation of conditions conducive to the voluntary, safe, dignified and sustainable return of refugees and internally displaced persons ....	0
While the nature of the consultations will ultimately be determined by the stakeholders themselves, it is envisaged that they will involve locality and state level conferences throughout Darfur culminating in a major Darfur-wide conference.	1
This applies especially to persons who enlisted in the F-FDTL and subsequently returned their weapons.	1
Noting with concern that the threat of terrorism has become more diffuse, with an increase in terrorist acts in various regions of the world, including those motivated by intolerance or extremism, and expressing its determination to combat this threat,	0
Council members also considered the Secretary-General's report (S/2000/632), which indicated that significant progress had been made in the political and military fields, but that the Government of Guinea-Bissau continued to face many challenges in restoring lasting peace, stability and sustainable development.	1
The framework therefore recognizes the importance of involving the non-signatory movements in the peace process in order to rapidly conclude an all-inclusive negotiated settlement of the conflict.	1
The consortium will create and maintain an online archive to collect and make available to researchers, analysts and policy makers the unedited versions of presentations by Contact Group participants reflecting their views on international efforts undertaken since 2008 to combat piracy off the coast of Somalia.	1
On 25 June 2008, the Committee held informal consultations with the Monitoring Group re-established pursuant to resolution 1811 (2008) and also considered the Security Council's request contained in paragraphs 6 and 7 of resolution 1814 (2008) to submit recommendations for targeted measures against individuals and entities blocking the peace process or violating the arms embargo.	0
He also visited the El-Aaiun refugee camp.	0
In conclusion, the challenges facing Afghanistan are enormous, but we are making progress.	0
It is therefore proposed to establish an international compensation commission, composed of fifteen members, ten appointed by the Secretary General of the United Nations and five by an independent Sudanese body.	0
Nine states have adopted some measures to detect and prevent the smuggling of arms and explosives, but it is unclear to what extent these measures are being effectively implemented.	1
10. Stresses the urgent need for the full and immediate implementation of this resolution with respect to foreign terrorist fighters, stresses the particular and urgent need for the implementation of this resolution with respect to foreign terrorist fighters associated with ISIL, Al-Nusra Front and other cells, affiliated entities or splinter or derivative groups of Al-Qaida, designated by the Committee, and expresses its readiness to consider designating, pursuant to resolution 2161 (2014), individuals associated with Al-Qaida who commit the acts set forth in paragraph 6 of this resolution;	1
a) Request the African Union to maintain AMISOM troops in Somalia after the withdrawal of Ethiopian forces and offer the following assistance to support the strengthening of the mission;	1
He further expressed his hope that the Council's discussion would increase awareness of the needs being presented and help generate sufficient levels of political, financial, human and logistical support, thereby contributing to the common goal of using the United Nations peacekeeping mechanism to promote international peace and security.	0
To improve the situation, it is necessary to enforce the law -- especially the law on the elimination of violence against women -- which criminalizes and penalizes practices that are violent and result in harm to women and girls.	0
It had sunk due to bad weather conditions off the coast of Somalia in July 2013 after suffering a mechanical failure and the pirates had since held the surviving crew members on land.	0
"The Security Council recalls its resolutions and statements of its President on post-conflict peacebuilding, in particular statements S/PRST/2009/23, S/PRST/2010/20, S/PRST/2011/2 and S/PRST/2011/4, and reaffirms the critical importance of peacebuilding as a foundation for building sustainable post-conflict peace and development.	0
The Committee, with the contribution of CTED and in close cooperation, as appropriate, with the Counter-Terrorism Implementation Task Force support office and relevant entities, as well as other bilateral and regional assistance providers, will continue to assess technical assistance needs with a view to exploring ways to facilitate the provision of assistance to relevant Member States.	1
For example, residents of the Naktuka area of Nitibe sub-district reported that on May 29, a group of about 20 Indonesian soldiers partially dismantled two structures built by the Timor-Leste government in this disputed area.	0
:: Providing a holistic perspective on security and development and ensuring that national security and development efforts are geared towards addressing the root causes of conflicts	1
Deeply concerned that terrorist groups that profit from transnational organized crime can contribute to weakening the affected States, specifically their security, stability, governance and social and economic development,	0
The directory is intended as a source of information on best practices related to counter-terrorism, model laws and available assistance programs.	0
The issue of the full deployment of UNOMIG's civilian police component, as decided by the Security Council, remains unresolved.	1
According to his statement, he was in his office when he heard the explosion, but thought the noise was due to Israeli military aircraft crossing the sound barrier.	0
Furthermore, the OIC insists that the Security Council must fulfill its responsibility for the maintenance of international peace and security and act immediately to implement its relevant resolutions in order to promote the achievement of a just, lasting and peaceful solution to this protracted and tragic conflict, and to realize the inalienable rights of the Palestinian people.	0
Regional mechanisms for law enforcement cooperation, such as early warning and intelligence cooperation, have been established in recent years, which has significantly improved regional cooperation.	1
The United Nations Counter-Terrorism Committee Executive Directorate (CTED), for example, has worked intensively with States to strengthen their border management capacity to control terrorist movements and their criminal justice capacity to combat money laundering.	1
To this end, one of the tools available to Member States is the United Nations Register of Conventional Arms. This Register includes data provided by States on international arms transfers as well as information on military holdings, national production procurement and relevant policies.	1
The Israeli people, who had hoped that Israel's withdrawal from Lebanon -- which was certified by this Council six years ago -- would result in security along its northern border, find themselves under constant rocket attacks by Hezbollah, which are penetrating deeper into Israeli territory every day.	0
Mr. Å imonoviÄ considered it imperative that the whereabouts of the missing persons be clarified and that those responsible be held accountable for their actions.	1
On July 18, 2011, the Council held a private meeting with troop- and police-contributing countries to the African Union-United Nations Hybrid Operation in Darfur (UNAMID).	1
The Commission, based on a thorough analysis of the information gathered in the course of its investigations, determined that the Government of the Sudan and the Janjaweed were responsible for serious transgressions of international human rights law and international humanitarian law amounting to crimes under international law.	0
Seven States have adopted some measures to monitor, regulate and control the production, sale and transfer of arms and explosives.	1
The benchmarks jointly established by the Malian authorities, MINUSMA and the UN team focus on three priority tasks identified in Security Council resolution 2164 (2014), namely security, stabilization and protection of civilians; support for national political dialogue and national reconciliation; and support for the restoration of State authority throughout the country, the reconstruction of Mali's security sector, the promotion and protection of human rights and support for humanitarian assistance.	1
The Security Council, in paragraph 4 of its resolution 1977 (2011), decided that the Committee established pursuant to resolution 1540 (2004) shall submit an annual work program to the Council by the end of May each year.	1
Special attention is given to the security sector and the actions of the Government, the President and UNOTIL are also reviewed.	1
In July, the Center provided a course on gender violence investigation techniques and to date a total of 40 officers (30 women) from the national police have been trained.	1
If other forms of sexual abuse were excluded from the scope of the investigation, a large number of complaints remained unaddressed.	1
217. For example, the Commission would recommend the establishment of a national compensation program, which would not simply amount to monetary compensation but should consider all necessary measures to that effect, including acknowledgement of guilt, compensation for tangible economic damages, full and public disclosure of the facts in question (including through the publication of this report), the establishment of rehabilitation programs and administrative sanctions against the individuals in the institutions responsible.	0
:: Examine how more effective implementation of the women, peace and security agenda can contribute to improving security for all and building lasting peace	1
The Security Council invites the Secretary-General to continue to transmit to it relevant information and analysis when he considers that it may contribute to enhancing its work on the protection of civilians in armed conflict, and to continue to include, as appropriate, in his written reports to the Council on matters of which the Council is seized, observations on the protection of civilians in armed conflict.	0
A fourth terrorist failed to detonate her bomb and was arrested a few days later.	0
However, while the measures may have limited application in the Afghanistan-Pakistan border area or in the untamed areas of the southern Sahara, they target three key needs of terrorist groups: money, movement and means of attack.	1
Increased cooperation with the Peacebuilding Commission was also considered to be of great importance to the Council's agenda. In particular, participants supported a more strategic approach to enhancing cooperation with the PBC in order to emphasize a smooth transition of operational responsibilities from peacekeeping to peacebuilding and to increase accountability in both cases.	1
Terrorist and other non-state armed groups with access to cross-border criminal markets may have less incentive to abandon conflicts and reach a political settlement.	0
- Urge relevant regional and/or sub-regional bodies to develop and implement policies, activities and advocacy for the benefit of women and girls affected by armed conflict.	0
The Security Council urges the DPRK to return immediately and without any preconditions to the Six-Party Talks and to work for the speedy implementation of the Joint Statement of 19 September 2005 and, in particular, to renounce all nuclear weapons and existing nuclear programs.	0
As indicated in a political statement released in March 2003, "the Sudan Liberation Movement/Army is a national movement that aims, together with other like-minded political groups, to address and resolve the fundamental problems of the entire Sudan.	1
Five States have adopted appropriate measures to suppress terrorist recruitment, and four do not have any measures in this regard.	1
In the meantime, resources are being mobilized with the support of UNOCI, UNICEF and the World Food Program to rehabilitate and reintegrate 511 child soldiers, including 204 girls, who have been released by Forces Nouvelles leaders and handed over to UNICEF.	1
Formal peace negotiations between the Government of Mali and the armed groups began in Algiers on July 14, with the facilitation of an international mediation team, composed of the United Nations, regional organizations and neighboring countries, and led by Algeria. The negotiations were aimed at maintaining the ceasefire and seeking a political solution to the conflict, while safeguarding Mali's territorial integrity. On July 24, the Government of Mali and the armed groups signed a preliminary agreement setting out a roadmap for further negotiations.	0
(r) To collect and assess information, monitor, report and make recommendations regarding the implementation of the measures, including the implementation of the measure in paragraph 1(a) of this resolution as it relates to preventing the criminal misuse of the Internet by Al-Qaida and other individuals, groups, undertakings and entities associated with it; to conduct case studies, as appropriate; and to consider in depth such other relevant matters as the Committee may direct;	1
In most of the States visited, improved crisis management plans are needed to gather evidence, prevent secondary bombs from causing casualties and ensure adequate evacuation in the event of a major terrorist attack.	1
The stakes are undoubtedly very high, as failure to meet the deadline prescribed in the CPA for holding the referenda could have serious consequences.	0
17. Demands that all parties to the Goma and Nairobi agreements respect the ceasefire and implement their commitments effectively and in good faith, and calls upon all armed groups to immediately lay down their arms and to present themselves without further delay or preconditions to the Congolese authorities and MONUC in order to undergo disarmament, repatriation, resettlement and/or reintegration, as appropriate;	1
The planned civic service program, which should absorb a total of 20,000 ex-combatants and 20,000 at-risk youth, has not yet been launched.	1
(a) Ensure the protection of civilians, including humanitarian personnel, who are in imminent danger of physical violence;	1
The large, inaccessible and often open borders make them very difficult to manage effectively and lend themselves to the activities of transnational criminal and terrorist groups.	0
Council members reiterated their support for the Special Envoy's attempt to engage the two parties to cooperate to end the stalemate in the peace process and urged both sides to explore ways to move the demarcation process forward.	0
Urging States to cooperate fully with the Counter-Terrorism Committee established pursuant to resolution 1373 (2001), including its newly established Executive Directorate, the Al-Qaida and Taliban Sanctions Committee established pursuant to resolution 1267 (1999) and its Analytical Support and Sanctions Monitoring Team, and the Committee established pursuant to resolution 1540 (2004), and further urging these bodies to cooperate more closely with each other,	0
When they are arrested or forcibly repatriated, DPRK officials systematically subject them to persecution, torture, prolonged arbitrary detention and in some cases sexual violence, particularly during invasive body cavity searches.	0
Most States do not have national legislation on refugees and only three have ratified the 1951 Refugee Convention.	1
Bearing in mind its primary responsibility under the Charter of the United Nations for the maintenance of international peace and security, and stressing the importance of taking measures aimed at the prevention and resolution of conflicts,	1
At the same time, one of the issues that continues to provoke the most intense debate in the subregion is that of ensuring that counter-terrorism measures respect human rights obligations.	0
Much progress has been made in the implementation of measures aimed at preventing terrorists from improperly resorting to asylum and refugee procedures.	1
It defined various measures to be adopted and implemented by Member States and established the Counter-Terrorism Committee to verify their implementation.	1
The yardstick for measuring the success of a hybrid court should be its assets with respect to the people most affected by the crimes, in this case in Sierra Leone.	1
Following its meeting on 8 September 2010, the Working Group adopted its conclusions on children and armed conflict in Colombia (see S/AC.51/2010/3).	0
While the Initiative was conceived in response to the increase in drug trafficking and transnational organized crime in West Africa, the transnational crime units will function as national and regional focal points to support analytical and technical capacity to respond to transnational threats.	1
The Committee continued its consideration of three requests for exemption: the first related to a proposal for technical assistance to the Islamic Republic of Iran submitted by a United Nations specialized agency; the second related to a request from the Islamic Republic of Iran's Mine Action Center received by a State, proposing cooperation with that State on mine action; and the third related to a request for technical training for the Iranian armed forces sent by the Islamic Republic of Iran to a State.	1
However, the overall pace of reporting needs to be maintained in order to gather more complete and up-to-date information on progress towards full implementation of the resolution.	1
The Committee and its working group on assistance continued its efforts to improve the effectiveness of its assistance mechanism.	1
No State has adequate measures in place to safeguard non-profit organizations from being used for terrorist financing.	0
The Convention on the Rights of the Child further requires States Parties to undertake to protect the child from all forms of sexual exploitation and sexual abuse.	1
With regard to the recommendation of the Monitoring Team on the payment of ransom to listed entities (para. 60), the Committee wishes to refer to paragraph 5 of resolution 1904 (2009), in which the Council confirmed that the provisions of paragraph 1 (a) of the same resolution would also apply to the payment of ransom to individuals, groups, undertakings or entities on the Consolidated List.	1
Encourages [the mission], in accordance with its mandate and within its authorized civilian police strength, to continue its efforts to assist the parties to [the peace agreement] to promote the rule of law, to restructure police and prison services throughout [the affected country], particularly in the south of the country due to underdeveloped police services, and to assist in the training of civilian police and prison officials.	1
Only three years after its inception, the DIS force is still in a formative stage, but has managed to demonstrate that it can have a positive impact on the security of vulnerable populations in the east of the country.	0
Decides that the mandate of [the mission] shall be as follows: .... (v) To assist the transitional authorities [of the affected country] in the formulation and implementation of disarmament, demobilization and reintegration (DDR) programs for ex-combatants and the dismantling of militias and self-defense groups, in accordance with reconciliation objectives and taking into account the specific needs of demobilized children;	1
The Commission will serve as a forum for youth to express themselves and ensure policy coherence by promoting youth interests in government policies.	1
While there are indications that the internal disciplinary mechanisms of the national police have been strengthened, progress was slow in prosecuting members of the security services responsible for committing violations.	1
Mr. Chairman: We are disappointed that, despite your efforts and the efforts of many others, the Council was unable to condemn this heinous terrorist attack.	0
Systematic coordination is maintained between the civilian and military components of the mission and between the mission and the humanitarian actors in order to consolidate the knowledge acquired in the protection of the civilian population.	1
:: Regional and sub-regional organizations should be part of an integrated anti-terrorist approach.	1
During the reporting period, Ambassador Gennady Tarasov, High-Level Coordinator, focused his activities on building confidence and cooperation between Kuwait and Iraq with a view to enhancing their effective participation in the search for missing persons and property and encouraging the two countries to make visible and significant progress towards achieving the objectives set out in paragraph 14 of Security Council resolution 1284 (1999).	1
In order to comply with Security Council resolutions on children affected by armed conflict, in particular resolution 1612 (2005), a strong partnership has been formed between the United Nations and the non-governmental organization NOVIB Somalia to initiate community-level monitoring and reporting activities on children's rights and child protection violations.	1
Finally, panel participants stressed the need to be open to the establishment of innovative mechanisms and to work to create comprehensive and mutually reinforcing systems to create linkages between the ICC, possible future hybrid tribunals and national bodies, as well as between criminal trials and reparations programs.	0
As the Committee and Interpol determine the best way forward, the Team hopes that the Interpol database can provide additional identifying information on individuals on the Consolidated List.	1
The program will not apply to individuals considered international criminals or terrorists, such as members of Al-Qaida.	0
It also noted that acts of terrorism were classified as ordinary crimes and were dealt with under standard criminal procedures and not under special rules or by special courts.	0
The European Union is deeply concerned by the cycle of fierce violence currently taking place in Israel and the occupied territories.	0
In CÃ´te d'Ivoire, the Group established close links with the political, police and military branches of UNOCI.	1
The Government also cited its acknowledgment of three cases of mistaken bombing. It stated that it had compensated the victims of Habila, Umm Gozin and Tulo.	0
Expressing its determination to facilitate the implementation of counter-terrorism obligations arising from United Nations resolutions,	0
During this period, the team conducted investigations in specific pre-agreed locations, such as IDP camps and destroyed villages, and maintained contacts with SLA and government officials.	1
- Urge troop- and police-contributing countries to ensure full accountability in cases of sexual exploitation and abuse involving their personnel and to report to the Secretary General on actions taken. Addendum: Selected agreed texts	0
From then on, these officers remained under his command and were armed with Steyr rifles.	0
The Chairman took note of the continuing concern of some countries regarding the scope of the high-risk zone.	0
All these acts of incitement to hatred and war create tensions in the Ivorian community.	0
(p) Cooperate with other relevant Security Council sanctions committees, in particular the committee established pursuant to resolution 1267 (1999);	0
Since the existence of militias and so-called parallel forces has been established, the President of the Republic and the Government of National Reconciliation have the obligation to take all necessary measures to put an end to their activities.	0
1. Expresses its determination to take appropriate measures for the further development of cooperation between the United Nations and regional and subregional organizations in the maintenance of international peace and security, in accordance with Chapter VIII of the Charter of the United Nations, and invites regional and subregional organizations with conflict prevention or peacekeeping capabilities to incorporate these capabilities within the framework of the United Nations Standby Arrangements System;	1
In addition, fears of minority property being occupied also increased, as members of a Croatian community in the municipality of Vitina and Roma living in the village of Gnjilane reported that Kosovo Albanians had been searching empty houses and in some cases intimidating members of the communities.	0
Unfortunately, this position has not changed, despite the commission's numerous engagement efforts.	0
13. Urges Member States to promote the dissemination of the Al-Qaida Sanctions List as widely as possible, in particular to relevant national agencies, the private sector and the general public to ensure the effective implementation of the measures in paragraph 1, and encourages Member States to urge their respective business and property registries and other relevant public and private registries to regularly cross-check the information in their databases, including information on legal or beneficial ownership, with that contained in the Al-Qaida Sanctions List;	0
Porous borders and weak state structures in southern Libya have created an environment conducive to the increased presence and activities of terrorist groups in the Sahel.	0
Enhancing the protection of civilians in armed conflict is a fundamental part of the work of the United Nations Security Council in maintaining peace and security.	0
Member States should continue to consider listing key individuals who are instrumental in providing training or facilitating the recruitment of personnel for Al-Qaida-affiliated entities.	0
The Special Representative of the Secretary-General and Head of UNMISS stated that prior to the outbreak of conflict in December 2013, significant progress had been made in child protection, and significant success had been achieved with the South Sudan action plan.	1
Transformation of the MONUSCO force alone will not bring about the changes necessary to enable the Mission to carry out its mandate more effectively. The behavior of some of the troop-contributing countries must change.	0
The legislation of most States establishes customer due diligence obligations and reporting mechanisms that oblige financial institutions and certain professionals to identify their customers and report any suspicious activity to the authorities.	1
10. Directs CTED to facilitate the availability of information contained in national counter-terrorism surveys and assessments, where consented to by the Member States concerned, and further directs CTED to facilitate the availability of information on regional counter-terrorism capacity, where approved by the Committee, as appropriate;	0
5. Urges all States, by enacting legislation or administrative measures, as appropriate, to continue to take urgent steps to enforce and strengthen the measures provided for in their domestic laws or regulations against their nationals and other persons or entities operating in their territory, to prevent and punish non-compliance with the measures referred to in paragraph 1 of this resolution, and to inform the Committee of the adoption of such measures, and invites States to inform the Committee of the results of any related investigations or enforcement actions, unless this would be detrimental to the investigations or enforcement actions;	0
UNODC completed the construction of a new block for 40 female inmates in Boosaaso prison in Puntland. Another block for 200 inmates is under construction. A new guardhouse and armory were also built.	1
The provisions of Law No. 656/2002 on preventing and combating money laundering coincide with those contained in Directive No. 2001/97/EC of the European Parliament and of the European Council of December 4, 2001, amending European Council Directive No. 91/308/EEC on prevention of the use of the financial system for the purpose of money laundering.	0
3. Directs the Committee to transmit to the Committee established pursuant to resolution 1988 all listing proposals, de-listing requests, and proposals to update existing information relevant to section A ("Individuals associated with the Taliban") and section B ("Entities and other groups and undertakings associated with the Taliban") of the Consolidated List pending before the Committee as of the date of adoption of this resolution, so that the Committee established pursuant to resolution 1988 may consider these matters in accordance with resolution 1988;	1
The widespread proliferation of weapons outside the control of the state, coupled with the continued presence of heavily armed militias, is a major concern for me in terms of Lebanon's stability.	0
States in the subregion have gone well beyond purely enforcement-oriented approaches and have taken up the challenge posed by terrorist groups.	1
When such corroboration could be carried out and the victim identified the perpetrator(s), prosecution was recommended and the case was sent to the district prosecutor's office.	1
With support from UNDP and funding from the United Nations Peacebuilding Fund, the Anti-Corruption Commission created a secretariat to manage the implementation of the national anti-corruption strategy.	1
(b) In cooperation with the Office of the High Commissioner for Human Rights, monitor and report on the human rights situation, including the situation of refugees and returning displaced persons.	1
