es_en_DEEP	VerConf
One State noted that, while its constitution guaranteed the right to freedom of expression, that right may be subject to reasonable restrictions, including those applicable to verbal expressions amounting to incitement.	0
Authorities in North Kivu have since arrested several people suspected of links to Nkunda.	0
Political pressures on UNMIK have increased significantly, and attempts have been made to question the role conferred upon it by resolution 1244 (1999) and the Constitutional Framework.	1
The program will not apply to people considered international criminals or terrorists, such as members of Al-Qaida.	1
The Council will exercise particular vigilance against those who may seek to impede the transition process, in particular those who may contravene the arms embargo on the Democratic Republic of the Congo or refuse to participate in the disarmament, demobilization and reintegration processes; of disarmament, demobilization, reintegration, repatriation or resettlement, and integration of the armed forces of the Democratic Republic of the Congo.	1
Therefore, United Nations bodies engaged in the fight against terrorism should address these fissures more seriously and with greater dedication.	1
It is the people of Sudan who alone can decide through a truly participatory process whether or not a truth and reconciliation commission is appropriate for the country and at what stage it should be established.	0
In most States, measures related to border control, internal security and law enforcement are fully implemented, although some have not submitted sufficient information to allow the situation to be assessed with respect to some specific aspects. (a) Encourage the adoption of measures to improve the ability to promptly freeze funds and assets linked to terrorism in most States, and protect the non-profit sector from misuse for the financing of terrorism;	0
It is recommended that the United Nations take the following urgent and concrete measures to help maintain and strengthen the AMISOM presence in Somalia:	1
The Security Council condemns the deaths of innocent civilians and human rights violations that have taken place in the eastern part of the Democratic Republic of the Congo and calls for a full investigation into these incidents.	1
The Security Council reiterates that the growing threat posed by foreign terrorist fighters is part of the emerging issues, trends and developments related to resolutions 1373 (2001) and 1624 (2005), and encourages the Counter-Terrorism Committee to hold meetings in 2015 with the participation of Member States and relevant international and regional organizations to explore how to prevent the movement of foreign terrorist fighters and prevent terrorists from exploiting the Internet and social media to recruit and incite the commission of terrorist acts, while respecting human rights and fundamental freedoms, and in line with other obligations under international law, and in this regard notes the importance of the Committee holding meetings in the affected regions on issues related to the mandate of the Committee.	1
We urge the Government of Haiti to take strong measures to prevent such violence and ensure that those responsible for such acts are brought to justice.	1
Council members expressed deep concern about the crimes that continued to be committed in Libya.	1
We also wish to express our concern that the recurrence of such incidents could lead to a situation of instability in the region that makes a peaceful solution to the situation in Kosovo that is acceptable to the parties difficult.	1
In the absence of such guidelines, including the determination of selection criteria for cases to be investigated and prosecuted, the committees did not have guidance on appropriate methods for investigating crimes that constitute serious violations of human rights.	0
At these meetings, the Committee obtained valuable information both on the application of the sanctions regime and on the threat posed by Al-Qaida and its associates, and officials from the intelligence and security services of different countries had the opportunity to interact with each other and with the Team and to exchange information.	1
The firing of Qassam rockets from Gaza continues even as we speak; these rockets are deliberately directed at the civilian community, aimed at innocent civilians, who are terrorized as they lie in their beds, sit in their living rooms, or take their children to school.	1
g) The obligation to take precautions to minimize accidental loss and damage caused by attacks, such that each party must make every effort to ensure that the targets are military objectives and to choose means or methods of combat to minimize loss of civilian life;	0
The Council condemns all other violations of international law, including international humanitarian law, human rights law and refugee law, committed against children in situations of armed conflict.	1
The military fired mortar shells at unarmed civilians.	0
(d) The armed confrontation between F-FDTL soldiers and PNTL agents at the latter's headquarters on 25 May, which resulted in numerous injuries and the death of one F-FDTL soldier, Bure.	1
Homemade firearms. Molotov "Cocktails." Improvised rockets manufactured in metalworking workshops.	0
Creation of a gender and development unit at Headquarters and a network of gender focal points at national and regional levels.	0
Citizens caught practicing Christianity suffer severe punishments in violation of the right to freedom of religion and the prohibition of religious discrimination. B. Discrimination	0
The population of these neighborhoods was subjected to acts of violence and extortion committed by the security forces.	0
Regarding the military aspects of security sector reform, the Government has made clear that it wishes to rely heavily on bilateral aid to increase the capabilities of the military.	1
They perceive the Kosovo Serbs as tools of Belgrade and, therefore, as part of a lingering threat to their future.	1
In fact, because there is a history of foreign interference in the region, such recommendations will not only be suspect in the eyes of various segments of society, but may also have the capacity to aggravate the problem.	1
Therefore, with the support of the international community and the parties to the conflict, the ceasefire agreement can be fully implemented seriously.	0
Despite these efforts, security concerns remain in Mogadishu, due to the presence of militias from various factions, as well as independent militias or militias associated with businessmen and sharia courts.	0
On March 24, the Council of Ministers approved the national media policy, which outlines the Government's position on media development.	0
The Commission notes that there is no evidence that the deaths of eight police officers and the injuries to 27 others were not the result of spontaneous acts carried out by various individuals, completely outside the orders issued by the F-FDTL commanders.	0
Council members held a general exchange of views on various issues, including the situation in the West Bank and Gaza Strip, including the urgent need to rebuild and reform the infrastructure of the Palestinian Authority with strong support from donors, the situation on both sides of the Blue Line, and the various diplomatic efforts underway, including preparations to convene an international conference on the Middle East.	0
My Government considers that they are not only contrary to international law, but also undermine the concept of the rule of law, a fundamental element in the fight against terrorism.	1
The second is to urgently ask once again that the Security Council adopt indispensable measures to stop the bloodshed in Syria.	1
This requires a clear position, especially, honestly speaking, on the part of the United States of America.	1
The PNTL's actions were publicly denounced, calling it excessive and disrespectful towards a prominent former resistance fighter.	1
Beyond the scope of immediate application of the sanctions, the delegations showed special interest in exchanging their experiences in the field of the reintegration of terrorists into society.	0
The Mission has reassessed its operational commitments in light of the limited reinforcements authorized by the resolution.	0
The law enforcement mechanism is also poor when it comes to crimes between different ethnic groups.	0
The Office encourages communities to practice self-policing and combat polarization of opinions without government intervention, which is a more lasting way to prevent radicalization within communities.	0
The Security Council encourages Member States to continue to cooperate among themselves in the fight against piracy and armed robbery at sea off the coast of Somalia, underlines the primary responsibility of the Somali authorities in combating piracy and armed robbery at sea off the coast of Somalia, and requests the Somali authorities, with the assistance of the Secretary-General and relevant United Nations entities, to adopt without delay a comprehensive set of laws against piracy and declare an exclusive economic zone in accordance with the United Nations Convention on the Law of the Sea.	0
The police, deployed at the edge of the camp, showed no interest in confronting the Janjaweed.	0
We consider it unacceptable for us to deviate from this principle since the fragile situation in the province could lead to widespread destabilization.	1
In the private consultations that followed, Council members expressed their support for UNSMIL and noted the efforts made by the Interim Government to achieve stabilization.	0
But we are also against extrajudicial executions and we condemn them.	1
Currently, some 47 non-state armed groups are believed to have been or are in possession of MANPADS.	0
It is clear that the situation in Darfur does not meet the conditions necessary for the application of these provisions.	1
In his report, the Secretary-General notes that some progress has been made in most of these areas, except for the essential issue of local government reform and, in particular, decentralization, where the progress, by comparison, is not enough.	1
The Security Council highlights the important role of regional and subregional organizations in combating the illicit trade in small arms and light weapons, and the need for the mandates of peacekeeping operations to take into account, where appropriate, regional instruments that empower States to detect and trace illegal small arms and light weapons.	0
As indicated in the report of the Secretary-General (S/2004/634), this is a truly daunting challenge.	1
In the medium term, the focus would be to control mining areas, eliminate the threat posed by Ituri armed groups and restrict the presence of the FDLR in certain areas with a view to facilitating the process of disarmament, demobilization, repatriation, reintegration and rehabilitation.	1
The Working Group facilitated and co-chaired an international conference on national and regional counter-terrorism strategies, at which participants defined a set of principles that Member States and regional organizations should take into account when formulating their respective strategies.	0
While we are pleased to note that some 10 million Afghan voters have already been registered, we remain concerned that a sufficient number of voters have not yet been registered in the south and southeast of the country, mainly due to security considerations.	1
In JelisiÄ, the Appeals Chamber observed that "as regards proof of concrete intention, it is possible to infer it, in the absence of concrete direct evidence, from various facts and circumstances, such as the general context, the perpetration of other systematically negligent acts directed against the same group, the magnitude of the atrocities committed, the systematic victimization of certain people due to their membership in a certain group, or the repetition of destructive and discriminatory acts.	0
5. Condemns once again in the strongest terms all acts of violence or abuse committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with respect to: i) torture and other prohibited treatment, ii ) gender and sexual violence, iii) violence against children, iv) the recruitment and use of child soldiers, v) human trafficking, vi) forced displacement and vii) the intentional denial of humanitarian assistance, and demands that all parties end such practices;	1
Furthermore, the OIC insists that the Security Council must fulfill its responsibility to maintain international peace and security and act immediately to implement its relevant resolutions in order to promote the achievement of a just, lasting and peaceful solution to this protracted and tragic conflict, and realize the inalienable rights of the Palestinian people.	0
Some even admitted that the Government followed the rebels to the villages because that was where they were hiding, and that the destruction was a result of the fighting that followed.	0
The Government did not accept recruits from all tribes.	1
Recalling the statement of its President (S/PRST/2011/9) of 2 May 2011, noting that Osama bin Laden will never again perpetrate acts of terrorism,	1
I was in Afghanistan for four days at the end of June to assess the humanitarian situation, due to growing concerns about the seriousness of humanitarian and protection of civilians issues.	1
The Monitoring Team has intensified its efforts to establish links with experts from academia and civil society to increase understanding of the changing nature of the danger posed by Al-Qaida and the individuals and entities associated with it, through dialogue with specialists and competent academic bodies.	1
The Human Rights Committee has clearly enunciated this right in its general comment No. 27. On several occasions, the Committee on Economic, Social and Cultural Rights has stated that forced evictions are incompatible in principle with the requirements of the International Covenant on Economic Rights. , Social and Cultural.	1
Some observers remain unconvinced of the significance of the threat and others criticize the prioritization of chemical, biological, radiological or nuclear terrorism over other aspects of terrorism or other types of threats.	1
After monitoring the passage of displaced people into Kosovo and interviewing people of ethnic Albanian origin in the southern part of Serbia proper, the Office of the United Nations High Commissioner for Refugees (UNHCR) reported that these People had fled out of fear of being caught in the crossfire, as well as general concern about the build-up of police and military forces in the Presevo Valley.	1
The Security Council recalls its demand that all parties to an armed conflict fully comply with their obligations under international law relating to the protection of civilians in armed conflict, including journalists, media professionals and related personnel.	1
Although the United Nations Assistance Mission in Afghanistan and the Independent Electoral Commission had until then relied on civilian observers to de-escalate conflicts, such a mechanism may not be sufficient to address the most serious threats.	1
a) Analyze the evolution of risks and threats;	1
We remain concerned that, despite all attempts to restore peace and security, efforts to stabilize the eastern region of the Democratic Republic of the Congo have recently been hit by major setbacks.	1
The use of lethal force in these situations must respect the principles of distinction and proportionality, and those responsible for its violation must be held accountable.	0
The Commission cannot accept the Government's position that the statistics of the work of the committees indicate a much lower incidence of the crime of rape than that reported by sources such as the United Nations, the African Union and other national and international organizations.	1
Given this clear threat to international peace and security, we hope that the Security Council will act without the double standards that characterize it on this issue and will urgently and decisively adopt the draft resolution submitted by Algeria on behalf of the countries that make up the Group of Arab States.	1
In this context, it reaffirms that the primary cause of the crisis in Angola is the refusal of UNITA to comply with the basic provisions of the Lusaka Protocol and reiterates its demand that UNITA abide by its obligations to demilitarize and allow the extension of the administration of the State to the territories it controls.	1
The purpose of the meeting was to initiate a dialogue with the private sector, to better understand the difficulties that the financial community was experiencing in implementing the sanctions regime, to find ways to simplify compliance and make it more economical and effective, and to develop ideas for its improvement.	0
Regarding the human rights situation in the Democratic Republic of the Congo, he stressed the importance of justice, respect and accountability, as well as good governance and respect for human rights, in addressing the root causes of conflicts and said that the Democratic Republic of the Congo had made some progress on these issues in recent years.	0
The Council considers the possibility of using the International Commission of Inquiry established in accordance with Article 90 of Additional Protocol I to the Geneva Conventions.	0
Many times, only victims represented by lawyers obtain a satisfactory amount of compensation.	0
Its topics include campaign financing, electoral activities and public order, access to mass media and the misuse of government resources for political purposes.	1
The Security Council recognizes that the human rights of women and girls are at particular risk in armed conflict and post-conflict situations, and notes that in a number of such situations members of civil society involved in Women's human rights issues can be targeted.	1
On 26 July, the Council issued a press statement condemning the terrorist attack against the United Nations Interim Force in Lebanon (UNIFIL) in which six French United Nations peacekeepers were injured. United. Thematic and other issues	1
We could continue mentioning the widespread poverty, the problems of natural resource management, the thousands of refugees and internally displaced persons, to which we must add thousands of ex-combatants waiting to be reintegrated, the weak and unreformed security sectors, massive human rights violations and many other threats that could instigate a new conflict.	1
We have to admit that we are very concerned about the current situation in Afghanistan.	1
Also demands that the parties to the conflict immediately end all violations and abuses committed against children and requests the Secretary-General to ensure that: (a) the situation of children continues to be monitored and reported, particularly in the reports mentioned in [relevant paragraph] of this resolution, including through improved cooperation with the bodies responsible for their protection; and b) continue dialogue with parties to the conflict to formulate and implement time-bound action plans to end the recruitment and use of children and other violations of international human rights and humanitarian law committed against children;	1
We emphasize the tragic consequences that these messages recently had in other places on the continent.	1
24. Urges the International Working Group, which will receive regular reports from the Mediation Group, and the sanctions committee established pursuant to resolution 1572 (2004) of 15 November 2004, to carry out strict evaluation, monitoring and monitoring progress made on the issues mentioned in paragraphs 14 to 18 above;	0
On behalf of the Security Council Committee established pursuant to resolution 1373 (2001) on combating terrorism, I have the honor to submit the report of the Committee to the Security Council for its in-depth review of the work carried out by the Committee. and its Executive Directorate from 2011 to 2013 (see annex).	0
Likewise, the Deputy Secretary General considered that inflammatory statements by armed groups that threatened to sabotage the elections in areas of eastern Ukraine and hold their own elections on November 2, in violation of the Constitution and national law, should be condemned. by everyone.	1
No State has adopted appropriate measures to protect non-profit organizations from being used for terrorist financing.	1
The F-FDTL was the subject of widespread public criticism, particularly by ex-combatants' organizations that were created in 2001.	1
We are also concerned about the resurgence of cholera cases, although the mortality rate appears to be slowly declining.	1
Although currently only law enforcement agencies have access to the database of lost or stolen travel documents, its value is growing as more countries come forward with information.	0
Romania once again emphasizes that any terrorist act is unacceptable and must be condemned.	1
The group looted premises and allegedly kidnapped some 44 residents, two of whom died from gunshots.	0
The militants also took other women to that camp that they had kidnapped in attacks on villages near Tawila.	0
The fact that both sides, the Republic of the Sudan and the Republic of South Sudan, are employing intense rhetoric is a cause for concern.	1
In particular, they noted that the amended version of the law on the Independent Electoral Commission did not provide for the representation of the Forces Nouvelles in its local bodies and did not proclaim the primacy of the Commission over the National Institute of Statistics in the electoral process.	1
There is concern about the deterioration in the population's standard of living as a consequence of the difficulties that had to be faced in 2008, particularly due to the global food crisis and the scourge of the hurricanes that devastated the island.	1
Last Sunday, on the occasion of the twenty-first anniversary of the creation of Hamas, the leader of that organization Haniyeh conditioned President Abbas's permanence in office on the solution of the internal division.	1
The Commission has had access to a vast amount of reports from a variety of sources documenting that a large number of killings of civilians have occurred throughout Darfur since early 2003 until the date of publication of this report.	0
Entities affiliated with Al-Qaida are evolving, often autonomously, with evident changes of a generational, geographic, ethnic, structural and operational nature.	0
However, the criminal justice system in at least five States could be improved to bring terrorists to justice more effectively.	1
Six children were killed and 44 injured as a result of improvised explosive devices left over from the conflict.	0
:: March 14, 2005: A counter-demonstration organized by Christians and Sunnis demands the withdrawal of Syrian troops and the arrest of the head of the security and intelligence services.	1
b) If the hostage is under 18 years of age;	0
However, the process has also highlighted how significant the challenges remain in Liberia's security sector, especially with regard to the logistics, communications and mobility capabilities of the police and immigration service.	1
Most governments appear strongly committed to ensuring that law enforcement agencies respect human rights, although in some cases serious concerns have been raised about violations by security forces.	1
3. Emphasizes the need to strengthen coordination and exchange of information between the Committee established pursuant to resolution 1267 (1999) (hereinafter referred to as "the Committee") and the Committee established pursuant to resolution 1373 (2001). );	0
As noted above, these groups were allowed to demonstrate in December 2003, at a time when demonstrations had also been banned.	0
:: Provision of technical assistance in the preparation and implementation of laws aimed at combating the dissemination of hate messages.	0
Also convinced that the political solution to the conflict can contribute to the fight against the scourge of terrorism and related activities, which persist in the region, and facilitate its eradication;	0
The Commission also received reliable information about the murder of another police officer at the hands of a mob in the same area.	0
The Security Council is particularly concerned about attacks targeting humanitarian personnel, in violation of the norms of international law.	1
Although the exact number of displaced people and destroyed villages has not yet been determined, the displacement of large numbers of people and the destruction of numerous villages are evident.	0
The purpose of the study is to present the current general trends in the implementation of the resolution, with a view to identifying the vulnerable points of the regions or the aspects in which certain groups of States find special difficulties in the implementation and therefore could benefit from the adoption of a regional or subregional approach to combat terrorism.	0
That night, in a radio announcement, an eastern PNTL agent accused Commander General Martins and Deputy Commander Babo of the death of the UIR agent.	1
- Request the cooperation of States and United Nations peacekeeping operations and other missions authorized by the Security Council for the capture and surrender of alleged perpetrators of genocide, crimes against humanity, war crimes or other serious violations of human rights standards.	0
Regarding the Monitoring Team's recommendation on the payment of ransom to listed entities (para. 60), the Committee wishes to refer to paragraph 5 of resolution 1904 (2009), in which the Council confirmed that the provisions of paragraph 1 a) of the same resolution would also apply to the payment of ransoms to individuals, groups, companies or entities appearing on the Consolidated List.	0
We are deeply concerned that violence in the Middle East continues to be perpetrated by one party against the other, despite the fact that the international community and the Security Council have clearly expressed their abhorrence of that situation.	1
On 3 and 7 October, the Council issued press statements condemning the recent attacks against MINUSMA (SC/11587 and SC/11591).	1
- Urge humanitarian and development organizations to take appropriate measures to prevent sexual exploitation and abuse by their personnel, including pre-deployment and in-theater training, and, in the case of law enforcement officers, United Nations, to promote and ensure compliance, including by civilian personnel of United Nations peacekeeping operations and other relevant missions, with the provisions of the Secretary-General's bulletin on special measures for protection against sexual exploitation and abuse (ST/SGB/2003/13).	0
At the same time, President Al-Bashir is threatening the international community with reprisals and even more crimes.	1
The Mission and peacekeeping forces carried out joint patrols on 5 July in the Gali district, on 21 August in the Zugdidi sector (together with the Georgian side) and on 22 September in the under Kodori.	0
As explained below, the Commission has gathered much material which, in its view, confirms that the term Janjaweed, in the limited context of the Commission's mandate, is used as a generic term to describe the Arab militia acting on the orders of, with the support, complicity or acquiescence of, the State authorities of Sudan and whose acts go unpunished.	0
In the opinion of my delegation, to prevent new outbreaks of violence and instability in the northern region of Kosovo, it remains essential that the reconciliation process is accompanied by policies aimed at guaranteeing the socio-economic stability of the communities in a non-discriminatory manner.	1
Since January, MONUSCO recorded more than 100 incidents against members and supporters of the political opposition, journalists and human rights defenders.	0
Many interlocutors claimed that neighbouring countries were playing a destabilising role.	1
Of the 17 people accused of carrying out the attack on the Prime Minister, 13 were sentenced to prison terms of nine years and four months, while one received a sentence of 10 years and eight months in prison. On June 14, the Court of Appeal confirmed the sentences.	0
25. Recognizes that the conflict affecting Afghanistan and the urgency that the Government of Afghanistan and the international community attach to the peaceful resolution of the conflict require timely and rapid amendments to the List, including the addition and deletion of individuals and entities, urges the Committee to decide in a timely manner on requests for deletion, requests the Committee to periodically review each entry on the List, including, where appropriate, by reviewing individuals deemed to meet the conditions of reconciliation, persons whose entries do not contain identification data, persons whose death has been reported, and entities that have been reported or confirmed to have ceased to exist, directs the Committee to establish guidelines for conducting such reviews in accordingly, and requests the Monitoring Team to distribute to the Committee every six months:	0
It was not parked completely in a line considering the way the force of the explosion affected a red Ford vehicle, which was probably parked directly in front of the Mitsubishi.	0
On the basis of the Commission's conclusions and the investigations carried out to date by the Lebanese authorities, as well as the material and documentary evidence obtained, and taking into account the leads followed so far, there is evidence pointing to joint participation of Lebanese and Syrians in this terrorist act.	1
This is a sensitive issue, as there has been a lack of trust between some police officers in different places.	1
The Council, if it remained committed to interacting and sharing information with Member States at large as part of its core responsibilities, could aim to improve the already entrenched attitude it evoked among Member States at large.	0
In relation to the aforementioned militias, an important legal question arises: who, in addition to the material authors, bears criminal responsibility for the crimes allegedly committed by the Janjaweed?	0
The resolution and the simultaneous decision to consider in the Security Council the so-called "human rights issue" in the Democratic People's Republic of Korea constitute the most ostensible manifestation of the hostile policy pursued by the United States against the Democratic People's Republic of Korea. Korea, as well as the dangerous and politically motivated attempt to prepare the ground for an invasion using human rights as a pretext.	0
A second battalion would be deployed to the southern town of Kamina to protect the airfield; provide a secure environment for the electoral process in its area of ââoperations; monitor the southern Mayi-Mayi and encourage them to participate in the brassage, or disarmament, demobilization and reintegration, process; and support and guide the FARDC, specifically in Kamina.	0
In paragraph 67 of his opinion the Advocate General sets out five reasons why close scrutiny is not applicable in this context: a) the preventive nature of sanctions against Al-Qaida; b) the international context of the contested act; c) the need to achieve a balance between the demands of the fight against terrorism and those of the protection of fundamental rights; d) the political nature of the 1267 Committee's evaluations; and e) improvements to delisting procedures by the 1267 Committee in recent years, particularly since the 2008 decision of the Court of Justice of the European Union in the Kadi case.	1
In some cases where the Committee considered that the information available was not sufficient to make a decision on the appropriateness of maintaining an entry on the List, it requested the Team to seek further information. This was especially true in cases where a person was believed to have died but their death certificate or equivalent official documentation was lacking.	0
Chronic malnutrition in refugee camps is a serious health problem, and UNHCR and WFP aim to take action to address it, including through supplementary feeding for vulnerable groups.	0
United Nations human rights mechanisms have expressed concern about special anti-terrorism provisions that limit certain rights in some States and which, in turn, could create difficulties for the implementation of international agreements on legal assistance and extradition. .	1
For example, in 2009, Tunisia amended Law no. 2003-75 which criminalizes incitement to commit terrorist acts in order to differentiate "incitement to hatred" and "religious radicalization" from terrorist crimes.	0
The state of the Blue Nile remains a matter of concern for us.	1
Over the past six months, the deepening crisis in the Syrian Arab Republic has continued to affect Lebanon, further polarizing the political spectrum and raising concerns that unrest in the Syrian Arab Republic could have negative repercussions on Lebanon's stability.	0
All delegations agreed that the main threat in the region came from the Jemaah Islamiyah (QE.J.92.02.), the Abu Sayyaf group (QE.A.1.01.) and a newcomer, the Rajah Solaiman movement ( not included in the List), which works closely with the Abu Sayyaf group*.	1
In the former Yugoslavia, Rwanda and Darfur, after taking ineffective measures to stop widespread killings, the international community was horrified by the scale and nature of the violence.	0
However, in order to continue the comprehensive mine action programme, additional funds have been requested from donors for 2008.	0
In the opinion of that State, such activity, in its most radical form, usually leads to violent extremism and causes fatalities.	0
Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region,	1
On a broader scale, the Internet has also allowed Al-Qaida and its associates to spread propaganda around the world and thus contact potential adherents to indoctrinate them, in part by luring them to use Al-Qaida-related websites.	0
2. Graphic showing the BahÃ­a de la UniÃ³n and Isla Conejo, appendix of the GoascorÃ¡n Sector, confirmed under Honduran sovereignty by the Judgment of the International Court of Justice issued on September 11, 1992 and ratified through the ruling of September 18. December 2003 declaring inadmissible the review request of El Salvador, in relation to the GoascorÃ¡n Sector.	1
However, despite these advances, some challenges to the Government's authority and its effective control over the national territory still persist.	1
This is one of the main avenues through which negative forces can obtain weapons and reorganize.	0
:: On November 16, 2014, ISIL executed 17 people in the Tabaqa market in Ar-Raqqa after being accused of espionage and collaborating with regime forces.	0
Bearing in mind everything said above, we continue to believe that there is no military solution possible; On the contrary, we are convinced that this path is counterproductive.	1
Especially since the international community has become aware of the repercussions of the Janjaweed's actions, the Government of Sudan's responses to the use of the term appear to have been based on denying the existence of any link between the State and the Janjaweed; Likewise, most officials routinely attribute Janjaweed actions to "armed bandits," "uncontrolled elements," or even the Sudan Liberation Army and the Justice and Equality Movement.	0
Therefore, it deals largely with aspects of the social contexts that can foster the spread of terrorism.	1
In March 2004, in the town of Dobo, northern Darfur: "They started burning everything and robbing us.	0
Noting that women were living in deplorable conditions, without access to health services and justice, the Special Representative indicated that she considered it would be very difficult to correct this situation, particularly given the prevailing culture of silence and the lack of institutions to investigate and prosecute.	1
The activities carried out in these areas, complemented by the work of the working groups established to implement the agreements concluded between the Presidents of the Russian Federation and Georgia in Sochi in March 2003 (see S/2003/412, para. 5), were aimed at resolving pressing problems for the parties and thereby promoting confidence between them, with the ultimate goal of holding negotiations aimed at a comprehensive political settlement of the conflict on the basis of the document entitled "Basic principles of the distribution of competences between Tbilisi and Sukhumi" and its transmittal letter (see S/2002/88, para. 3).	0
Regulating commonly used materials that a trained terrorist can use to construct an explosive device is a more difficult task.	0
The ability of most States to freeze funds and assets linked to terrorism is insufficient, although some States have made progress in this regard.	0
Furthermore, Syrian security forces have continued to carry out operations along the Syrian-Lebanese border, part of which has been mined in recent months.	0
[S]tresses the responsibility of all parties and armed groups in [the affected country] to take appropriate measures to protect the country's civilian population, in accordance with international humanitarian law, international human rights law and international law. international law relating to refugees, in particular by avoiding any indiscriminate or excessive use of force in populated areas.	1
On behalf of the Chairperson of the Commission, Nkosazana Siamini Zuma, I am enclosing herewith the communiquÃ© adopted by the Peace and Security Council at the end of that session (see appendix).	0
In the case of banking institutions, this obligation is also established in Regulation No. 1 of the Czech National Bank of September 8, 2003.	0
[Requests the Secretary-General to also include in the annexes to his reports on children and armed conflict those parties to an armed conflict who, in contravention of applicable international law, habitually practice acts causing the death and maiming of children, as well as acts of rape and other acts of sexual violence against children in situations of armed conflict, taking into account all other violations and abuses against children, and notes that the provisions of this paragraph shall apply to situations that meet the conditions set out in paragraph 16 of its resolution 1379 (2001).	0
His first decisions were to appoint Beirut's deputy police chief, General Naji Mulaeb, in charge of the crime scene and assign him the task of removing all bodies and wounded people from the scene, putting out the fires, and subsequently having everyone removed from the scene. the scene and close it [witness statement].	0
Promoting knowledge and awareness on gender issues at the national and local levels through the network of gender focal points in regional and national offices.	0
- List of deaths caused by the regime:	0
Furthermore, the Executive Directorate will continue to maintain its constructive dialogue with Member States, through meetings at United Nations Headquarters, visits, seminars and video conferences with officials in relevant capitals, in order to inform the Committee on the implementation by Member States of some elements of the relevant counter-terrorism resolutions, including updating preliminary implementation assessments, new counter-terrorism measures adopted and facilitating the provision of technical assistance.	0
