en	Relevant
(7) Resolution No. 91/97 of the Central Bank of Cuba;	0
The situation in the Middle East (18 July 1960; 12 June 2012)	0
Guangdong Metals and Minerals Import & Export Corporation	0
"At current prices, the total revenue projected for this phase is estimated at $2.9 billion."	0
Uruguay trades goods with Iran according to national norms and procedures and relevant United Nations resolutions.	0
The role of civil society is also vital.	0
19. Hexanitrohexaazaisowurtzitane (CAS 135285-90-4) (CL-20 or HNIW); and chlathrates of CL-20;	0
Net excess (shortfall) of income over expenditure	0
"Fuel stocks that decreased during the rainy season, during which no road supply was possible, are currently being replenished."	0
This position was echoed by the President of Chad.	0
a.2. (Renumbering of current GRL entry 7.A.3.b.)	0
Table 2. Business interruption losses Business unit	0
"2. for a second time, in cases other than minor."	0
None of the listed individuals has been identified as nationals or residents of Armenia.	0
III. Implementation of paragraph 9 of resolution 1846 (2008)	0
EFFECTIVENESS OF INTERNATIONAL COOPERATION IN CRIMINAL MATTERS	0
Claims of the Hashemite Kingdom of Jordan	0
Inventory of such non-expendable property is maintained at historical cost;	0
This is a disservice to their community.	0
"To be held on Wednesday, 26 October 2011, at 10 a.m."	0
"In the opinion of the Secretary-General, these credentials are in order."	0
"The product catalogue confirmed that the goods were custom made according to specifications provided by SORG, and deviated from De Dietrich's standard specifications in numerous respects."	0
"To date, Belgium and Switzerland have entered into arrangements to that effect."	0
Annex VII Claim No. 5000350 (Iran) 138	0
An average of 70 per cent of all registered patients received a full course of treatment.	0
III. Flight details from Yemen to Bossaso (Somalia)	0
"These sectors correspond, respectively, to the following administrative areas: Sector 1: Ouham Pende, Nana Mambere and Mambere Kadei; Sector 2: OuhamNana Grebizi, Bamingui-Bangoran and Vakaga; Sector 3: Ombela Mpoko, Lobaye and Sanga Mbaere; Sector 4: Ouaka and Kemo; and Sector 5: Haute Koto, Basse Koto, Mbomou and Haut-Mbomou."	0
64. Shooting down of two civil aircraft on 24 February 1996.	0
"However, five indictees remain at large, including Karadzic and Mladic."	0
3. Other expenditures 142 - 152 32	0
The list includes the names of 17 persons of Egyptian nationality. The results of the check are appended hereto (appendix 1).	0
The SAD and the other above-mentioned documents are sealed by inspector's seal.	0
Difficult situations can be expected throughout the country.	0
The remaining 601 points are calculated with an accuracy of one second of arc (30 metres).	0
The Panel also travelled to Côte d'Ivoire.	0
It is in its interest to do so.	0
Guinea-Bissau is one of the pilot countries.	0
3. The situation in Cyprus (27 December 1963; 30 July 2013).	0
5. Decides to remain seized of the matter.	0
"S/PRST/2013/2 (2013), PoC, par. 15"	0
The former Minister of Health of Yemen;	0
2. Importation reserved to the national executive branch	0
Res judicata is a prerequisite in all the above-mentioned cases.	0
Tehran via Mitiga (Libyan Arab Jamahiriya)	0
Musalman Waqaf Validation Act 1890 Charitable and Religious Trusts Act 1920	0
"A further regional conference on Future Proofing the Pacific in the 21st Century: Religion, Local Traditions and Global Forces is scheduled to be held in Auckland in August 2006."	0
"To be held on Wednesday, 30 May 2001, at 10.30 a.m."	0
:: Treaty on International Procedural Law (1940)	0
:: Measures in the transport sector prohibiting the access of Iranian cargo flights to European Union airports and prohibiting the provision of engineering and maintenance services to Iranian cargo flights.	0
10. The situation in Georgia (8 October 1992; 15 June 2009).	0
"However, the United States turned a blind eye to all the above proposals."	0
Equipment specified in 9.B.1. includes the following:	0
30. The situation in Côte d'Ivoire (20 December 2002; 17 January 2013).	0
"excavation and screening of visibly contaminated soil and transport to treatment centres for treatment using high temperature thermal desorption (""HTTD"");"	0
Vice-Chairmen: Angola and Syrian Arab Republic	0
40 AK-47 and 14 RPG-2	0
The status quo ante is the colonial boundaries	0
"The ""expenses spent in Yemen"" were incurred between 7 February and 30 September 1990. They comprise the cost of setting up the site office, office furniture, the salary of the project manager, the accommodation of the project manager, car rental, water, electricity and fuel costs for the site office and accommodation, office secretary and office stationary, and a round trip airfare."	0
"To be held on Thursday, 13 December 2012, at 3 p.m."	0
73. The concession allocation process includes planning and approval of all concession areas.	0
"The project lay within the larger Abu Ghraib project, covered an area of 10,000 hectares and was located 30 kilometres northwest of Baghdad."	0
The single installed IR-5 centrifuge has yet to be fed with UF6.	0
It is expected to begin supplying electricity in December 2015.	0
"(Summit resolution 444, 20th ordinary session - 30 March 2008)"	0
"The ""electoral campaign"" unfolded in the milieu of the reopening of a railway link between Moscow and Sokhumi, after 12 years of being dysfunctional."	0
The next payment is scheduled for 26 January 2012.	0
(a) The individuals and entities listed in annex I (para. 11);	0
Non-proliferation (29 March 2006; 22 March 2011)	0
"In conclusion, we would like to express to the head of UNMIT, Ameerah Haq, and to all the mission staff, our appreciation for their professionalism and selfless efforts."	0
"China, France, Russian Federation, United Kingdom of Great Britain and Northern Ireland and United States of America: draft resolution"	0
"The results of the review, including the significant issues identified, were recorded in the Claims Database."	0
It is critical for the international community to be united in supporting his efforts.	0
"At the end of May, inflation stood at 7.2 per cent and is expected to average 7 per cent in 2010."	0
She was told that she would go to an Egyptian Hospital.	0
"The largest transporter is Bluebird Aviation, with approximately 250 flights each month to Somali destinations; next is Knight Aviation with 60 to 70 flights per month, followed by Capital Airlines with 50 to 60."	0
"2. Diamond mining, domestic trading and export; and"	0
"(see S/2001/Add.20; see also S/2000/40/Add.50; S/2001/15/Add.4, 7, 10, 13, 26, 38, 45 and 51; S/2002/30/Add.2, 8, 12, 18, 20, 27, 38, 48 and 49; and S/2003/40/Add.4, 12, 18, 28, 30, 34, 37 and 51)."	0
(c) Alberty vs. Al Medoub (African-African);	0
Remittances total at least $1.2 billion per year and equate to 30 per cent of the gross domestic product.	0
United Nations Mission in Sierra Leone (9 January)	0
A second mission is planned once a date for a round-table conference is fixed.	0
11. Call-out order and neutral zone	0
Claimant’s name: Adel Behbehani General Trading Co. W.L.L	0
"These projects also help to rehabilitate community assets such as roads, markets, schools, wells, water catchments and irrigation canals."	0
"To be held on Monday, 22 December 2003, at 4.05 p.m."	0
Goods and vehicles are declared in the customs house by the following sequence:	0
The Prosecution cases in both trials have concluded.	0
A summary of the procedural history of the `E3' Claims is set down in paragraphs 10 to 18 of the Summary.	0
"In 2011, The CTR programme built secure reference laboratories for pathogen collection in Azerbaijan, Ukraine and Kazakhstan."	0
The intra-Community transfers of the less sensitive dual-use items are not subject to export licences.	0
":: UNICEF reached 12,385 children with essential psychosocial support services provided through partners in Hama, Quneitra, Aleppo, Tartous, Homs, Ladhiqiyah and Damascus governorates. This included support to 1,437 children in Al Waer, a hard-to-reach area in Homs governorate, through a new local partner NGO."	0
8. A painting of a rural Dutch scene from the classical period.	0
Operating reserves as at 31 December 2005	0
"At the same time, as at 31 October 2009, $2.3 million is owed to the troop contributors to UNDOF."	0
"1 Buyout of Failaka Island property holders – USD 199,668,000"	0
Delays in issuance of visas and clearance imports	0
Are the relevant provisions of the Criminal Law of China applicable in all of the following circumstances:	0
J.-B. Gatete Bourgmestre of Murambi	0
73. The situation in Georgia (8 October 1992; 15 June 2009).	0
Date of birth: 27 January 1959	0
"154. Despite the losses, BOMVIC could probably go back into limited operations within two weeks after a return of staff."	0
"The allocation of tasks set out below cannot, therefore, be perceived as being exclusive to one or another of the components."	0
Cook Islanders are New Zealand citizens.	0
Canada - Consolidated Claim (UNCC Claim No. 5000098)	0
(a) Convention on Offences and Certain Other Acts Committed on Board Aircraft (International Civil Aviation Organization (ICAO));	0
"To be held on Friday, 11 July 2008, at 4.10 p.m."	0
62. The multilateral treaty regime provides the normative basis for all non-proliferation efforts.	0
Both were transported to The Hague.	0
"The Panel investigated this allegation and discovered that the individual in question was Samuel Wlue, former Minister of Commerce and Industry under the National Transitional Government of Liberia."	0
Formal responsibility begins at the age of 16.	0
The Panel began its review of the seventeenth instalment on 25 September 2002.	0
Botswana Canada Cyprus Dominica Fiji The Gambia	0
(b) Algimir vs. Al Fallatah (African-African);	0
"To be held on Friday, 2 May 2003, at 12.25 p.m."	0
"To be held on Thursday, 8 November 2012, at 10.22 a.m."	0
7. The situation in Liberia (22 January 1991; 12 December 2012).	0
14. Abdul Rahman Saad Marzook al-Otaibi	0
Source: Côte d'Ivoire State budget.	0
The Philippines hopes that all other States Parties to the NPT would do the same.	0
"However, they have some common features."	0
"Consequently, the Panel also reverses the US$ 98 million deduction."	0
Case studies are included where appropriate.	0
Venue and date of the 21st ordinary session of the Council of the League of Arab States at summit level	0
Protection of the economic and financial system	0
It is estimated that there will be 300 dust storms every year in the next 10 years.	0
The issues of a single Darfur region and a Vice-President for Darfur were deferred.	0
"d) Sports and gymnasium equipment 5,682,056 3,212,000 302-305"	0
3. The situation in Cyprus (27 December 1963; 14 December 2009).	0
"6 Other tangible property – USD 513,403 [xlviii]/"	0
"Voters in the north will therefore cast eight ballots, while voters in the south will cast 12 ballots."	0
"Paragraphs 45-49, 53-55; paragraph 53; paragraphs 33-34."	0
Consideration of the bill has been postponed sine die in the Chamber of Senators.	0
":: Preparation of the 11,000 voting sites, including transportation of the sensitive and non-sensitive electoral cargo to the sites"	0
One of the broken generators has been replaced.	0
"(e) All Liberian-registered aircraft were ordered grounded, and subsequently the registrations of all Liberian aircraft were revoked as of 6 March 2001. On the basis of the revocation exercise, Liberia has no aircraft in its registry."	0
30. The livestock sector is the backbone of the livelihoods of the Somali people and is a source of revenue for local and central administrations.	0
Bilateral Treaties on Mutual Legal Assistance in Criminal Matters	0
Counsellor Paul Ekorong à Dong (Cameroon)	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
h. Laws on the use of symbols (including Community symbols) and on public holidays.	0
Shah was only able to provide the following basic details for the six projects.	0
"The following terms shall have the meaning respectively indicated following each term, unless context dictates otherwise:"	0
There have been seven such cycles from the beginning of the distribution of supplies under the programme until February 1998.	0
Claimants who held Syrian travel documents	0
"To be held on Wednesday, 14 April 2010, at 10 a.m."	0
"There was better news on the employment front, with the unemployment rate down by nearly 6 per cent compared to last year."	0
Cultural and other institutions can take the form of associations as defined in the Civil Code.	0
United States of America (Ambassador Anne Woods Patterson)	0
10. The Cairo Declaration on Human Rights in Islam (1990);	0
"To be held on Thursday, 4 April 2002 at 11.50 a.m."	0
7. Decides to remain seized of the matter.	0
"Following the first tranche disbursed in July 2010, there were no further disbursements, although two more tranches were originally expected in December 2010 and March 2011."	0
"Where there is evidence that contradicts the asserted value, the item is processed through the four procedural steps described below."	0
"In the opinion of the Secretary-General, these credentials are in order."	0
2. The situation in the Middle East	0
"The situation between Eritrea and Ethiopia (see S/1998/44/Add.25; S/1999/25/Add.3, 5 and 7; S/2000/40/Add.18, 19, 30, 32, 36, 45 and 46; S/2001/15/Add.6, 11, 16, 20, 37 and 46; S/2002/30/Add.2, 9, 10, 19, 32 and 35; S/2003/40/Add.10, 28 and 36; S/2004/20/Add.10 and 37; and S/2005/15/Add.10, 36, 39, 46 and 48; see also S/2004/20/Add.36; and S/2005/15/Add.9, 35 and 41)"	0
"Already, some 94 countries have ratified the Rome Statute."	0
Karenni National Progressive Party/Karenni Army	0
4. Decides to remain seized of the matter.	0
"15. From the beginning of the process to 30 April 2002, the total allocation for oil spare parts and equipment amounted to US$ 4.2 billion."	0
"To be held on Friday, 17 June 2005, at 10.20 a.m."	0
12. The situation in Burundi (25 October 1993; 17 May 2011).	0
The shift of language is baffling.	0
Statement by the President of the Russian Federation	0
Report of the Secretary-General on the situation in Somalia (S/2004/115 and Corr.1).	0
F. Evacuation costs 43 - 60 13	0
Tasks Protection of African Union civilian and United Nations common compound within Mogadishu International Airport	0
More can be realized through educational institutions as well as through mechanisms such as sports and youth associations.	0
Parties shall also be responsible for all other expenses of their Field Liaison Officers.	0
"(j) The United States of America - Department of State (US$14,301,987)."	0
"Decree No. 6,124/45 (21 December 1945)"	0
"To be held on Tuesday, 11 December 2007, at 12.40 p.m."	0
(c) Transportation and storage of inventory and documentation on site	0
"However, it is likely that there will be compensatory rises in smuggling from nearby countries."	0
12. At 1407 hours on 7 December 1998 a formation of United States aircraft dropped illumination flares over the Taklif region in Ninawa Governorate. These were extinguished in the air.	0
"To be held on Monday, 27 October 2014, at 10 a.m."	0
"S/RES/1778 (2007), op.1"	0
The Government of the Republic of Rwanda	0
Mr. Merrem will be retiring from United Nations service after a long and distinguished career.	0
Cost is defined as the nominal value plus or minus any unamortized premium or discount.	0
"(b) In the second, a Turkish formation consisting of two F-4 aircraft penetrated from the Kani Rash area at 1148 hours."	0
"In addition, a number of Member States have provided material funding, technical expertise and critical assets to the Joint Mission, and several other Member States are awaiting confirmation of their offers."	0
- Locations involved in operations: countries of destination/origin/acquisition; ports of embarkation/disembarkation;	0
"Additionally, the Employer was to supply cement for the Project, the value of which was considered a partial payment of the amounts due and owing on the loan."	0
"2. Mohammad Abdullah Issa, resident of Atmeh, Rif Idlib"	0
"61. Somalia is a signatory to the Convention on the Rights of the Child, but has still not ratified this instrument."	0
This modification is set out at paragraphs 58 to 66 of the Instalment Twenty-Three (A) Report.	0
The full-day programme on 16 November included four roundtable sessions that focused on the following themes:	0
"3.2.1 International Co-operation in Criminal Matters Act, 1996 (Act No 75 of 1996)"	0
"Berkeley, CA, United States of America"	0
Rice imports from January to September 2005	0
4. Permit from the Ministry of Light Industries and Trade	0
"To be held on Monday, 9 April 2001, at 10.50 a.m."	0
The campaign was supported by WHO and UNICEF.	0
262.7 kg of UF6 (177.3 kg U)	0
Women were selected for 92 of the 600 positions.	0
14. Decides to remain seized of the matter.	0
"Dear Brothers, Your Excellencies and Highnesses,"	0
ORIGINAL: ENGLISH GENERAL ASSEMBLY SECURITY COUNCIL	0
38. The United Kingdom organized a conference on Somalia at Wilton Park from 6 to 9 February.	0
"Done in Abidjan, 2 April 2003"	0
The list has been disseminated to the regional offices of the National Migration Institute.	0
81. Saleh Mathal Jasser Al-Mutairi	0
"Other losses - US$3,891,254"	0
"To be held on Friday, 17 December 2010, at 3 p.m."	0
"Regulation on the Road Transportation of Dangerous Materials, 2001"	0
These individuals shall bear the arising costs.	0
"Some articles have been translated into Swedish, Polish, Russian, German and Lithuanian."	0
Ministry of Defense – Ordnance Stockpile Losses	0
"The Government earned over $356,000 in royalties from those rough diamond exports."	0
The Commonwealth of The Bahamas ratified the United Nations Convention on Transnational Organized Crime and Related Protocols on 26 September 2008.	0
"In 2003, the Trial Chambers sat a total of 498 trial days. In 2002, the three Trial Chambers sat a total of 414 trial days. In 2001, the Chambers sat a total of 340 trial days."	0
Relations between Sierra Leone and Liberia	0
:: The Free Syrian Army is not besieging the towns.	0
62. Armed groups in the North Kivu territories of Lubero and Beni have proliferated in 2012 and 2013.	0
"However, the remainder of the line pipe ordered by SCOP had already been produced."	0
Committee Discussion and Decision (two months)	0
West African Economic and Monetary Union and Central Bank of West African States 35	0
Head of the Liaison Office of the Revolutionary Committees.	0
":: As at 9 June 2014, there were 36 confirmed cases of polio."	0
b. Publication of the list of persons authorized to vote.	0
This session is not an opportunity to review the particularities of a specific situation or situations.	0
Damage to rangeland areas (paragraphs to ) 71	0
2. The situation in Sierra Leone	0
VJ/MUP operations with artillery support in Decane area.	0
"H.E. Mr. Thomas Boni Yayi, President of the Republic of Benin"	0
"(iv) In the event of replacement of a Field Liaison Officer, the Party making the replacement shall follow the procedure set forth in sub-paragraph (ii) above."	0
"The first such event took place on 7 July 2001, on the occasion of the opening ceremony of the Mereb River Bridge donated by the Government of the Netherlands, and then at a joint Ethiopian-Eritrean press conference held on 9 August, also on the Mereb River Bridge."	0
"The fine therefore does not exceed $275,000."	0
64. Mubarak Saleh Herzan Malis Al-Mutayri	0
"To be held on Thursday, 18 December 2008, at 10 a.m."	0
"It was dedicated to the memory of the aforementioned slain UNODC experts, Mr. Gorrissen and Mr. Davis."	0
Facilities and sites within areas are classified into several categories depending on their importance.	0
Half the members are subject to renewal every three years.	0
":: Khaldoon Waleed al-Tayasnah, 4 years old"	0
(d) A logistics unit of 34 from Austria;	0
United Nations inspectors obtained data from the following sources:	0
"Construction of detours (SAR 6,333,339)"	0
Mine clearance in support of demarcation	0
Mandate for following up on de-listing	0
"At times, the UNDOF main supply road was closed, hampering the movements of UNDOF between Camp Faouar on the Bravo side and Camp Ziouani on the Alpha side."	0
(a) full and correct name of person;	0
"6. Article 4 of the statute of the Mechanism provides that the Mechanism shall consist of three organs: (a) the Chambers; (b) the Prosecutor; and (c) the Registry, to provide administrative services for the Mechanism."	0
60. The situation in Libya (22 February 2011; 2 December 2011).	0
Confirmation of composition of the Committee (art. 4.3)	0
"152. Overall, it is estimated that the residual mechanism or branch, in this illustrative example, would have a staff totalling around 38. The rough estimate for the cost of this minimal staffing is $5 million per annum."	0
Section 55 of the Banking Act 2004 in respect of identity of customers provides as follows:-	0
Statements from two KISR employees were filed to explain this evidentiary shortcoming.	0
"It also provided copies of cheques, which it asserted were sent to the employees."	0
C. Commencement of the Arusha branch	0
This means that the financial system is closed at the moment.	0
"JAPAN FOURTH REPORT TO THE COUNTER-TERRORISM COMMITTEE PURSUANT TO PARAGRAPH 6 OF SECURITY COUNCIL RESOLUTION 1373 (2001) OF 28 SEPTEMBER, 2001"	0
Transmission of case 20 to the Committee	0
"With regard to the identity of various groups and whether they are Arab or African, the Committee maintained that there is no Arab-African divide as intermarriage among the various tribes is common."	0
"To be held on Wednesday, 29 September 2010, at 10 a.m."	0
The Trepça/north export had been authorized by UNMIK on the basis of legislation promulgated under resolution 1244 (1999).	0
S/AC.29/2004/(03)/8	0
"The total privatization proceeds amounted to Euro267,784,767."	0
"Czech television, Jan Moláček and Martin Bujin -- 12 January 2012"	0
"Circular No. 357 of 6 April 2005, issued by the Minister by the Interior includes the following:"	0
"Permanent Secretary of Mines, Environment and Tourism"	0
This cannot be serious by any standards.	0
:: Clarification of the announcement made by Iran regarding additional enrichment facilities.	0
The average price had risen to $178 per carat by mid-August 2008.	0
"Negotiations to sign the MOU are underway with a number of other countries, including Canada, Colombia, Japan, Malaysia and Panama."	0
The UNMIK-issued licences fulfil all European standards and can be used throughout Europe.	0
(b) A multi-departmental review process;	0
Please also indicate the time-period during which these techniques may be used.	0
There are four different categories of submission fee:	0
"- Access to the RAPACE database for counterfeit money, particularly counterfeit euros, and receipt of regular updates;"	0
The study reached the following conclusions:	0
"To be held on Friday, 22 October 2004, at 10.15 a.m."	0
34. The situation in Côte d'Ivoire (20 December 2002; 8 December 2009).	0
and the Russian Federation: draft resolution	0
1. Justice and Equality Movement/Dr. Khalil Ibrahim	0
"To be held on Wednesday, 16 October 2013, at 10 a.m."	0
2. PALIPEHUTU/FNL (Parti pour la libération du peuple hutu/Forces nationales pour la libération)	0
They have one son and two daughters.	0
"As a result, all issues but one were settled."	0
34. The Daura Refinery is situated in the outskirts of Baghdad.	0
"Although the various loss calculations appear, at first glance, to be of the same order of magnitude, the details and explanations of each calculation reveal, upon comparison, a number of major inconsistencies."	0
Oil production (barrels/day) : 2.36 million (2001)	0
"(ii) balance ranges, in the case of deposit and client accounts;"	0
"To be held on Friday, 22 July 2005, at 1.35 p.m."	0
"The situation in Chad, the Central African Republic and the subregion (27 August 2007; 4 February 2008)"	0
"It was rusted dark, but when it was placed in the air after the dark rust was rubbed off, it turned yellow."	0
71. The situation in Georgia (8 October 1992; 15 June 2009).	0
The Ratification Law of the aforementioned Convention includes:	0
7. Decides to remain seized of the matter.	0
17. Decides to remain seized of the matter.	0
III. Activities of my Personal Envoy	0
"To be held on Thursday, 15 September 2011, at 6.30 p.m."	0
"Repair and replacement of traffic signs - US$1,490,539"	0
Assistance in place (bilateral/ plurilateral/multilateral)	0
The situation in Somalia (17 March 1992; 3 December 2009)	0
"The alternative would be for naval States to transfer suspects at the port of Dar es Salam, from where they would be either transported over land to Arusha, which takes around eight hours, or by plane, which would involve different cost considerations."	0
A pilot demobilization project is expected to commence in January 2001.	0
"In many of these governorates, over 30 per cent of primary schools operate two or more shifts per day."	0
VI. CLAIM OF KUWAIT PETROLEUM CORPORATION (CLAIM NO: 4003198) 309 - 352 78	0
"Radio France, French journalist Valérie Crova -- 1 February 2012"	0
"See also, for example, S/RES/1325 (2000), op. 6; and S/RES/1296 (2000), op. 19."	0
"To be held on Wednesday, 31 October 2007, at 3.35 p.m."	0
"The invoice issued by the consignor of the shipment seized in the Kilis (Turkey) case, SAD Import Export Company, indicates that the consignment was related to prior maritime shipments to ""Lattakia or Tartous Ports""."	0
"Place and date of birth: Jordan, 1971"	0
"6. Mohammad Faraj ibn Abdulkader, age 30, resident of Saliheen"	0
"Maternal mortality rate (per 100,000 live births)"	0
The situation in the Middle East (18 July 1960; 17 December 2008).	0
Resolution 2098 (2013) of 28 March 2013	0
All of the costs were incurred in January and February 1991.	0
"Due to the cessation of the ""Oil-for-Food Programme"" (the programme), pipeline tariff charges are no longer incurred;"	0
21. The situation between Eritrea and Ethiopia (26 June 1998; 30 July 2008).	0
"Consequently, the harvests in Western and Southern Darfur are expected to have been better in 2008 than in 2007."	0
I now give the floor to Mr. Pascoe.	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
Let us all support Kofi Annan's mission and the Arab League plan.	0
"The first ad litem judge took office on 1 September 2003, and three other ad litem judges arrived in October 2003."	0
"Country-wide totals show a drop in the percentage of contaminated samples, from 12 per cent in the first quarter to 5 per cent in the fourth quarter."	0
"The extra insurance premiums amount to USD 795,199, comprised of USD 539,623 for crude carriers and USD 255,576 for product carriers."	0
The key steps in any transition include:	0
"Approximately 1,615 schools in Syria are operating on double shifts."	0
"At times, UNDOF has resorted to the use of bypass roads, which are not accessible at night."	0
"He sent for me and told me: ""You always say that you are with Syria."	0
"(m) IMI Yorkshire Copper Tube (Exports) Limited (United Kingdom): US$85,415;"	0
The UN ten-year capacity plan was the right approach in this regard.	0
"Layers within coral cores can be fingerprinted for petroleum hydrocarbons, and layers can be dated using the corals' growth rings."	0
- Accelerating economic reform to avoid economic collapse.	0
"To be held on Wednesday, 30 May 2007, at 3 p.m."	0
"SAT reaches its conclusion through a complicated series of projections, involving two separate DCF calculations, which purport to demonstrate that the net cash flow lost as a result of the invasion will not be recovered before the end of the concession in 2009."	0
(b) Foreigners who are not included in these two groups.	0
has attained the prescribed age pursuant to Article 18	0
"In addition, KAC incurred travel expenses in relation to both the Aircraft and spares."	0
"Taken by itself, however, this step is only of formal significance."	0
"To be held on Thursday, 4 December 2014, at 3 p.m."	0
The current monitoring of imported goods is not being performed in the most effective manner.	0
":: His Excellency President Levy Mwanawasa, of the Republic of Zambia"	0
VII. DRAWDOWN OF MONUA AND ITS LIQUIDATION PHASE	0
Frente Polisario addressed to the Secretary-General	0
The Munitions of War Control Act B.E. 2530 (1987)	0
"(Summit resolution 457, 21st ordinary session - 30 March 2009)"	0
:: The export of dual-use goods falls within the ambit of the Common Commercial Policy of the European Community and therefore within the latter's legislative competence.	0
"To be held on Wednesday, 21 December 2005, at 5.40 p.m."	0
"The situation in Chad, the Central African Republic and the subregion (27 August 2007; 12 December 2008)"	0
146. The heaviest aircraft traffic in the region is between Kenya and Somalia.	0
(c) Documentation in the name of the beneficiary justifying the use of the subsidy;	0
- Article 80.5 of the Argentine Penal Code. (Attempted use)	0
"Machines combining the function of spin-forming and flow-forming are, for the purpose of this item, regarded as flow-forming machines."	0
"85. By the time of the next review, there will be a narrative summary of reasons for listing for all listed parties in accordance with paragraph 14 of resolution 1904 (2009)."	0
Judgments have been delivered in the first instance in respect of thirty-one persons.	0
Preference was given to expatriate OTC staff.	0
"(Summit resolution 483, 21st ordinary session - 30 March 2009)"	0
No further explanation was provided by the Ministry about the status of these companies.	0
Father's name: Odai Mother's name: Ihsan	0
"As of 1 October, 5,849 Ivorians had been registered as voters."	0
"The Council of the League at the summit level,"	0
"Real property - US$3,034,379"	0
"The Council of the League of Arab States, at the Ministerial level,"	0
"The notifications were drafted in accordance with paragraph 24 of the Eighteenth ""E4"" Report."	0
"The situation in East Timor (see S/11593/Add.50 and 51; S/11935/Add.15 and 16; S/1999/25/Add.17, 22, 25, 30, 33-36, 42 and 50; S/2000/40/Add.4, 11, 16, 20, 25, 29, 30, 34, 35, 37, 38, 40, 46, 47 and 48; and S/2001/15/Add.4 and 5)"	0
Utilization from 1 January 2008 to 31 December 2008	0
"In the Baghdad area, there were limited documents and a few computers at selected government facilities such as the Presidential Diwan."	0
"39. At the same time, MONUC was blamed by several high-level Transitional Government officials for not using its mandate under Chapter VII of the Charter of the United Nations to prevent the capture of Bukavu by dissident elements."	0
"(Summit resolution 447, 20th ordinary session - 30 March 2008)"	0
"Polytechna alleges that the invoiced amounts set out in table 11, infra, remain outstanding."	0
Divergent views on this issue across the African Union and the United Nations will complicate any transition process.	0
A. Persons on trial as at 16 May 2013	0
Additional checks of passengers and hand luggage at departure gates.	0
"To be held on Monday, 9 February 2009, at 10 a.m."	0
Following are some examples: 1. Medical equipment and supplies	0
They have not been officially charged.	0
Visual content and convergence between the media and ICT sectors;	0
Brazil ratified the BWC in 1973.	0
The Group understands that Sophia Airlines is a Côte d’Ivoire-registered company.	0
Their case was sent for trial.	0
23. Decides to remain seized of the matter.	0
"There are thought to be some 640,000 IDPs in North Kivu, over 350,000 in South Kivu, 305,000 in Katanga and 300,000 in Equateur."	0
"To be held on Tuesday, 30 June 1998, at 10 a.m."	0
"The new regulations that are being drafted in accordance with the Common Position will prohibit the acquisition from the Islamic Republic of Iran of the items and technologies listed in their annex I (which will include the items and technologies mentioned in this paragraph of the resolution), whether or not originating in the Islamic Republic of Iran."	0
Ministry of Higher Education - Cultural Attaché KWD	0
Coordination with other international financial institutions is important.	0
C. Kalimanzira Acting Minister of Interior	0
NITC's primary loading and transfer facilities were located at Kharg Island.	0
Report of the Secretary-General on the situation in Somalia	0
"Mr. Wlue was on trial for corruption and mismanagement of Government funds during his tenure as a cabinet minister, and was out on bail at the time."	0
"The Government has earned over $59,000 in royalties from those exports."	0
Both parties would have to show flexibility and responsibility.	0
Fund-raising in the United Arab Emirates	0
"To be held on Tuesday, 30 August 2005, at 12.20 p.m."	0
Elimination of the excavation and HTTD treatment of excavated material;	0
A suspect who is to be questioned by the Prosecutor shall not be compelled to incriminate himself or herself or to confess guilt.	0
construction and maintenance of a musical and theatrical art college; and	0
"He has been Ambassador Plenipotentiary of President Gyude Bryant since 2003, having previously held the same post under Charles Taylor."	0
"In May and June, there were no tuberculosis vaccine stocks or syringes, resulting in a considerable drop in immunization coverage."	0
Press Release issued by the Government of Eritrea on	0
Abdelaziz Abdelaziz (United States of America)	0
"Location: P.O. Box 16595365, Tehran, Iran"	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"The recovery of these deposits is dependent on obtaining permission to export the relevant plant, vehicles and equipment."	0
"To be held on Wednesday, 20 February 2008, at 3 p.m."	0
"b. Capable of providing azimuthal accuracy better (less) than 0.5 degrees rms at latitudes of +/- 80 degrees, referenced to local magnetic field; and"	0
An additional confidential matter and a related motion are currently pending before the Appeals Chamber.	0
":: Prohibiting the opening or operation of accounts with false, fictitious or incorrect names;"	0
The payments to Bechtel were related to the reimbursable costs charged by Bechtel for its normal labour and costs.	0
"Nevertheless, the parties cannot afford to leave this issue unresolved for much longer."	0
":: His Excellency Mr. Hamadou Konaté, Minister of Solidarity, Humanitarian Action and Reconstruction of the North of the Republic of Mali"	0
National Identity cards are issued by the National Identity Card Unit which falls under the purview of the Civil Status Division (Prime Minister's Office).	0
"In this regard, I would like to underline that the Council:"	0
"To be held on Monday, 27 October 2003, at 11.10 a.m."	0
The composition of the mission is set out below:	0
"68. On 31 December 2011, the mandate of UNIOGBIS will expire."	0
It is therefore critical that we pool our efforts to address them as effectively as possible.	0
"Despite these shortfalls, State schools were able to commence the 2004/05 school year on time in October for the first time in three years, owing to the provision of teaching materials financed under the Emergency Economic Management Fund."	0
"This calculation produces an amount of USD 628,598 in respect of the Baghdad Tower Clock Project."	0
48. The situation in Myanmar (15 September 2006; 13 July 2009).	0
Indicate whether or not the scope of supply includes any item included in the Goods Review List (GRL).	0
