en	MatConf
Although I have yet to receive formal responses from the remaining 36 Member States, it is my assessment that sufficient troop pledges to allow the deployment of a multinational force are unlikely to materialize.	1
For two of them, the motives could not be established, whereas the third was assessed as criminal in nature.	1
In the Hiraan region in central Somalia, heavy fighting on 7 and 8 June, between the Galje'el and Jajele sub-clans of Hawiye over land and water on the western side of Beletweyne led to the reported deaths of 36 people and injuries to 70 people.	1
The Republic of South Sudan is extremely concerned about the deteriorating security situation in the border areas of both the Republic of the Sudan and the Republic of South Sudan.	0
Many of the killings took place not in the street, but in the houses of would-be demonstrators or even innocent civilians targeted by the security forces.	1
The Council urged the Sudan and South Sudan to implement fully their commitments under the agreements of 29 June 2011, which concerned the creation of a safe demilitarized border zone, and 30 July 2011, dealing with establishment of a Joint Border Verification and Monitoring Mechanism, and urged those Governments to cooperate fully with each other and provide full support to UNISFA, enabling it to implement its mandate.	0
... noting the importance of conducting continuous reviews of tactics and procedures and after-action reviews and investigations in cooperation with the ... Government in cases where civilian casualties have occurred and when the ... Government finds these joint investigations appropriate, as well as continuing cooperation with the [national security forces] towards the further institutionalization of protection of civilians, especially women and girls,	0
(a) Engage more actively with the international and regional organizations engaged in the region (including the Collective Security Treaty Organization (CSTO), the Organization for Security and Cooperation in Europe (OSCE), the Shanghai Cooperation Organization Regional AntiTerrorist Structure, and the OSCE Border Management Staff College in Dushanbe, Tajikistan) in order to focus on activities geared towards overcoming deficiencies and improving implementation of resolution 1373 (2001);	0
Urgent establishment of a United Nations radio station and enhancement of the United Nations information, media, education and training activities in Côte d'Ivoire, especially on human rights-related issues, so as to encourage a climate of mutual respect and tolerance among all community groups in the country;	0
17. Recognizes the comprehensive international standards embodied in the Financial Action Task Force's (FATF) revised Forty Recommendations on Combating Money Laundering and the Financing of Terrorism and Proliferation, and encourages CTED to work closely with the FATF, including in the FATF's mutual evaluations process, focusing on effective implementation of counter terrorist financing recommendations;	0
It is recommended that the Committee enhance and, as appropriate, institutionalize its cooperation with international non-proliferation mechanisms, other United Nations bodies, the Group of Eight, regional and subregional organizations, and nuclear-weapons-free zones, where applicable, which could provide added value to the implementation of resolution 1540 (2004) by expanding both formal and informal working relationships with them.	0
7. On 7 April 2014, two experts from the United Nations Office on Drugs and Crime (UNODC), Clément Gorrissen and Simon Davis, were killed at the airport in Gaalkacyo, Puntland, Somalia, while on a mission relating to the tracking of illicit financial flows accruing from piracy.	1
44. A partial solution could be to impose time constraints for the delivery of reasons. This would be consistent with the Ombudsperson process in general, which is governed throughout by strict deadlines.	0
He also reported that the verification mechanism had cancelled several missions because of the resistance presented by South Sudan forces.	1
391. The pillage of villages and the appropriation of livestock, crops, household goods and other personal belongings of the inhabitants by the Government forces or the militias under their control no doubt amounts to a war crime.	1
Most frequently civilians are caught in circumstances of dire need where a peacekeeping operation has not been established. Such situations may require the Council's urgent attention.	1
"The Security Council calls upon the authorities of Burundi and of the Democratic Republic of the Congo to cooperate actively so that the perpetrators and those responsible for those crimes be brought to justice without delay.	0
Welcoming the increased representation of women in Parliament, commending the [National] authorities and underlining the need to increase their role in decision making with regard to conflict prevention and resolution,	0
Terrorist use of the Internet for explosives instruction	1
While he believed that the Counter-Terrorism Implementation Task Force had an important role to play, it should be recognized that the Council's counter-terrorism committees had deepened work on the issue and made it more effective through reporting regimes, assessment missions, and the facilitation of technical assistance.	0
The relationship between these two parties had deteriorated by mid-1975. On 11 August 1975 UDT launched a pre-emptive armed attack upon FRETILIN. The counter-attack was launched on 20 August 1975. This date is now commemorated as the day of the founding of the Armed Forces for the National Liberation of East Timor (FALINTIL).	1
More recently, in July 2014, Boko Haram staged a cross-border raid into Cameroon that led to the kidnapping of the wife of the Deputy Prime Minister, Amadou Ali, and the death of three others.	1
There was widespread support for efforts to neutralize the threat posed by ADF and other armed groups in the eastern Democratic Republic of the Congo, including FDLR, as mandated in resolution 2147 (2014).	0
In response to the events in the Syrian Arab Republic, including a report received by the United Nations High Commissioner for Human Rights, the Under-Secretary-General welcomed the recent decision by the Human Rights Council to establish an international commission of inquiry on the matter.	0
254. The Commission also found that rebel forces have been responsible for attacks, in most cases against military targets, police or security forces.	1
94. Despite recent progress, logistical, political and security constraints will render the planned demobilization and reintegration of 180,000 ex-combatants by the end of the Comprehensive Peace Agreement period extremely difficult.	1
In particular, it recommends that the Committee amend paragraph 6 (i) of its guidelines so that the names of individuals identified as dead are automatically reviewed each year, along with any listings selected by the Committee from the pool of entries that have not been updated in four years or more, unless a Committee member specifically requests that the name of a reportedly dead person be removed from consideration.	0
266. The issue of proportionality did obviously not arise when no armed groups were present in the village, as the attack exclusively targeted civilians.	1
However, on the ground, the situation is complex and troubling, especially for minority communities.	1
Fifty four States reported having safeguards to ensure that the weapons and ammunition produced within their jurisdiction could not be diverted for the use of those subject to sanctions.	0
The telephone records showed four calls to Syrian intelligence officer Jamea Jamea, at 1142, 1814, 2023 and 2026 hours. According to a witness, Abdel-Al visited Jamea Jamea's office the evening of the blast at 1930 hours in which the two discussed Mr. Abu Adass.	0
They also emphasized that the timely election of the new President of Lebanon was a critical step for ensuring the country's stability.	0
What everyone needs to do is to reject the extremist voices thatwho find comfort in the old ways and thatwho believe that it is impossible for Serbs and Albanians to normalize their relations by reaching an historic compromise.	0
The Committee, by maintaining, updating and improving its consolidated list of individuals and entities associated with Al-Qaida and the Taliban, and by effectively monitoring the implementation by Member States of the sanctions targeting listed individuals and entities, plays a crucial role in the United Nations counter-terrorism efforts.	0
The gradual, phased drawdown of UNMIT police began in April, with the reduction of a total of 22 individual police officers by May.	0
The Council reiterates its utmost condemnation of such practices and calls upon all parties to armed conflict to ensure full and effective protection of women, and emphasizes the necessity to end impunity of those responsible for gender-based violence.	0
The Government and the United Nations country team, with inputs from the World Bank, prepared a booklet on the Goals, outlining where Timor-Leste currently stands and setting out policy implications for achieving targets and indicators.	0
A greater United Nations presence is in fact vital, but in order for the value added of our Organization to be completely effective, adequate funds will need to be made available in terms of both personnel and security. Mr. Eide reminded us of that a few moments ago.	0
In total, these comprise: eight comprehensive visits (Cambodia, Egypt, Lao People's Democratic Republic, Libyan Arab Jamahiriya, Saudi Arabia, South Africa, Uganda and Uzbekistan); two regional visits covering six countries (Belgium, Denmark, Luxembourg and the Netherlands in Western Europe, and Burkina Faso and Senegal in West Africa); seven focused visits (Australia, Madagascar, New Zealand, Panama, Republic of Korea, Singapore and the United Kingdom of Great Britain and Northern Ireland); and three follow-up visits (Bangladesh, Kenya and Mali).	0
These figures do not take into account the likely involvement of listed groups or individuals in attacks for which non-listed groups claimed responsibility, for example Tehrik-e-Taliban in Pakistan or Al-Shabaab in Somalia.	1
Ms. Tagliavini stated that much of the fighting had stopped since the signing of the Minsk documents, but that there continued to be fighting in some strategic locations, including in the outskirts of the city in the Black Sea port of Mariupol and around Donetsk airport, in disregard of the ceasefire and Minsk agreements.	1
Reaffirming also its resolutions 1368 (2001) of 12 September 2001 and 1373 (2001) of 28 September 2001, and reiterating its support for international efforts to root out terrorism, in accordance with the Charter of the United Nations,	0
Central Asian States are thus confronted with an acute transnational terrorist threat that requires concerted regional and coordinated responses.	1
51. One potential impediment to the delivery of effective due process through the Office of the Ombudsperson is the possibility of confidentiality restrictions that would prevent disclosure of the identity of the designating State to the petitioner and to relevant States involved in the case.	1
The prisoners were transferred based on credible reports that an attempt might be made to free them from detention in Bukavu.	1
As a result, some members of the Committee who had no information on a name and had not been part of the consultations may have felt peripheral to the decision-making process; but, although there could have been a more open exchange at Committee meetings, all members had, and often exercised, the option of asking for more detail when they thought it important.	0
Janjaweed have featured in some of the incidents contributing to the destruction, particularly by inflicting harm on civilian populations and through wide-scale looting in the course of, or following, the battle.	1
Some Member States also voiced concern about the tensions at the Haram al-Sharif/Temple Mount compound in Jerusalem in previous weeks, and called on the parties to avoid unilateral steps that undermined prospects for peace.	0
117. Acts of terrorism and incitement are complex manifestations of criminal behaviour.	1
In a note, Theo Van Boven, the former Special Rapporteur for the Sub-Commission on Prevention of Discrimination and Protection of Minorities, referred to this provision as being more elaborate and specific about the victims' right to obtain reparation than any previous international human rights treaty.	0
:: 22 August 2005, three persons are injured in an explosion in a garage near the Promenade Hotel in the Al-Zalqa area north of Beirut.	1
Colonel Reis and Mr. Malik had a heated verbal exchange.	0
65. The road map for MONUSCO's exit should be accompanied by intensified efforts by the international community to enhance regional cooperation in order to minimize any external threats and risks to the peace consolidation process in the Democratic Republic of the Congo. VIII. Observations	0
"The Security Council takes note of the important role that civil society, including women's organizations, can play in the prevention and resolution of armed conflict, peacebuilding and post-conflict situations and encourages the international community, regional organizations and concerned Member States to promote their active engagement and effective participation in a variety of roles, as appropriate, with a view to the implementation of 1325 (2000).	0
483. The committees rejected too many cases for the reason that their interrogation of the victims revealed that the crime complained of did not amount to rape, as penetration had not occurred, or that the complainants had confused the Arabic term for oppression with the term for rape and had mistakenly come forward with complaints of other forms of abuse or violence, such as beatings.	0
A drastic reduction in the number of military contingents could diminish the Mission's prevention capacity and, in a crisis, which his country hopes will not occur, it would be obliged to react under operational concepts that are still unclear, with all the risks that that entails.	1
Those individuals may be responsible, under the doctrine of joint criminal enterprise, for war crimes committed during the attacks, namely, the murder of civilians, the destruction of civilian objects and looting.	1
Respect for the right of refugees and displaced persons to voluntary return in safety and dignity to their homes.	0
30. On 18 March, the Commanders of the Presidential Guard and of the Group of Presidential Security addressed a letter to the Minister of Internal Security and decreed that the areas around the presidential palace would be considered a "red zone" where anyone caught would be viewed as an enemy combatant and treated as such, i.e. shot, without warning.	0
The destruction was targeted at the areas of habitation of African tribes, in particular the Fur, Zaghawa and Masalit.	1
They suggested further networking or linking of existing networks and stressed the importance of face-to-face meetings and exchanges of peers. Participants recommended considering the "Wiesbaden process" in this regard.	0
5. The international community achieved considerable success in its efforts to combat Somali piracy as a result of close cooperation between and among States, regions, organizations, the maritime industry, the private sector, think tanks and civil society.	0
Both Governments are essential partners for the Committee in its effort to make the regime more effective and more focused against the threat, and they offered many useful suggestions as well as giving the Team detailed information on recent developments.	0
We are reasonably confident that these groups will not be able to undermine the electoral process at the national level.	0
The Maoist militia carried out a range of functions during the conflict, including mobilization, propaganda, serving as an irregular army and providing different forms of "law enforcement" in areas under CPN-M control. When the Maoist militia was disbanded, many members reportedly joined the CPN-M's Young Communist League, an organization re-established in December 2006.	1
1. Decides that all States shall refrain from providing any form of support to non-State actors that attempt to develop, acquire, manufacture, possess, transport, transfer or use nuclear, chemical or biological weapons and their means of delivery;	0
11. In accordance with resolution 1963 (2010), the Executive Directorate will also assist the Committee in organizing a special meeting open to the wide membership and other relevant stakeholders to commemorate the tenth anniversary of the adoption of resolution 1373 (2001) and the establishment of the Committee.	0
Indeed, the use of cash couriers is recognized as one of the main methods used to move illicit funds, launder money and finance terrorism.	1
The Council recalls the importance it attaches to an end to impunity, and to justice for crimes committed in Darfur.	0
These international enforced disappearances are unique in their intensity, scale and nature.	1
I am gravely concerned about the latest escalation between Gaza and Israel.	0
Promote and support accurate management of information on the conflict.	0
The Council could play a significant role in ensuring the establishment of reparations programmes in order to address the needs of victims.	0
In this regard, the Council condemns in the strongest terms ongoing threats and intimidation against UNMIS elements.	0
Lieutenant General Ahmed reminded the Council that the Force Commanders are commanding more than 90,000 soldiers out of 105,000 uniformed personnel and that this number is likely to grow in the coming period.	1
54. Anecdotal evidence suggests that funds derived from ransom payments and drug trafficking are moved across borders through cash couriers.	1
Calls upon parties to armed conflict to make and implement specific and time-bound commitments to combat sexual violence, which should include, inter alia, issuance of clear orders through chains of command prohibiting sexual violence and the prohibition of sexual violence in Codes of Conduct, military field manuals, or equivalent; and further calls upon those parties to make and implement specific commitments on timely investigation of alleged abuses in order to hold perpetrators accountable;	0
Janjaweed on horses and camels commenced hunting the villagers down, while the military forces remained at the foot of the mountain. They shelled parts of the mountains with mortars, and machine-gunned people as well.	1
As the fighting intensified, F-FDTL reinforced their positions in the hills by sending a navy vessel into Tibar Bay.	1
These remain a versatile and dangerous weapon and the principal cause of civilian casualties in many terrorist attacks by Al-Qaida affiliates.	1
"The Security Council reaffirms its commitment regarding the protection of civilians in armed conflict, and to the continuing and full implementation of all its previous relevant resolutions including 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006), 1894 (2009), as well as all of its resolutions on Women, Peace and Security, Children and Armed Conflict and Peacekeeping, and all relevant statements of its President.	0
Denmark, as a current member of the Security Council, has proposed that the Committee establish an independent review mechanism, in the form of an ombudsman, which could accept petitions directly from listed parties who claim they were unjustly included on the List and unable to get de-listed.	0
The soldiers, who were armed with M16 weapons and rifle-propelled grenades, then came under heavy automatic weapons fire from the east. They responded with heavy fire, including the launching of several grenades, and were reinforced by F-FDTL soldiers throughout the day.	1
These included ambushes, as well as asymmetric and rocket attacks targeting the assets and personnel of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA).	1
347. The Commission's findings confirmed that rape and sexual violence continue to be perpetrated against women and girls during flight and in areas of displacement.	1
389. In conclusion, and in conformity with most of the incidents reported by other sources, the Commission found that the majority of cases involving looting were carried out by the Janjaweed and in a few cases by the Government forces.	1
A key issue that both sides acknowledge concerns the removal of Taliban names from the Consolidated List established pursuant to resolutions 1267 (1999) and 1333 (2000), an issue that is solely within the control of the Committee.	0
77. The Team believes that at a minimum, all States should ensure that dealers in precious metals and stones adopt measures to prevent money-laundering and terrorist financing consistent with the requirements of FATF.	0
From 1 June to 31 August, almost 500 small arms, over 189,000 rounds of ammunition, 2,368 hand grenades and mines and over 255 kg of explosives were collected or surrendered. Outlook	1
Its unwillingness to enforce the rule of law and to ensure respect for the sovereignty and territorial integrity of a United Nations Member State has compromised its credibility as well as its legal and moral authority.	0
Nonetheless, UNCC seems to be an exceptional example where all members of the Council could reach agreement, and, possibly even more importantly, a mechanism for ensuring funds for the payment of the compensation was established as a result of the ability of the United Nations to control Iraq's oil exports.	0
(d) Political and military leaders operating in the Democratic Republic of the Congo and recruiting or using children in armed conflicts in violation of applicable international law;	1
It visited 30 incident locations and met with the local authorities, particularly the armed forces.	0
The third was intended to rehabilitate the police station in south Gaalkacyo, which serves as the centre of counter-piracy investigations in Galmudug.	0
This explains, moreover, the determination of the business sector in Uganda to continue to provide weapons to the armed groups in the district of Ituri so that they could continue to illegally exploit the natural resources and other forms of wealth of the region.	1
283. On the basis of its investigations and the pattern of air attacks which it has established, the Commission is of the view that the military bears responsibility for a very large number of indiscriminate air attacks which resulted in the death of numerous civilians.	1
(c) Prevent the direct or indirect supply, sale and transfer, to these individuals, groups, undertakings and entities from their territories or by their nationals outside their territories, or using their flag vessels or aircraft, of arms and related materiel of all types including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts for the aforementioned and technical advice, assistance, or training related to military activities;	0
Often the civilians were forcibly displaced as a result of the attack.	1
Welcoming the progress made by the Governments of Iraq and Kuwait towards the resolution of the outstanding issues between both countries, and encouraging their further cooperation, the Security Council calls on Iraq to quickly fulfil its remaining obligations under the relevant Chapter VII Security Council resolutions pertaining to the situation between Iraq and Kuwait.	0
During the reporting period, several members of opposition parties in the Niger were arrested and subsequently released on bail.	1
In the lead-up to 20 May 2002 Mr. Lobato and his supporters organized veterans' marches in Dili.	1
The man was similarly identified by a victim of an attack as being a Janjaweed leader who had conducted attacks in which civilians were killed.	1
In many cases the attacks lasted for several hours.	1
While it may be impractical for all contingents to be authorized to conduct targeted offensive operations to neutralize armed groups, urgent measures are required to ensure a more active contribution by the framework brigades to activities in the context of the neutralization of armed groups and the protection of civilians.	1
The State has imposed blatantly discriminatory restrictions on women in an attempt to maintain the gender stereotype of the pure and innocent Korean woman.	1
33. Of the 203 Al-Qaida associated persons on the Consolidated List at the end of January 2006, at least 111 (55 per cent) have been arrested for, convicted of or charged with a criminal offence, most of them for serious and/or violent crimes ranging from murder to participation in terrorist acts such as the 1998 embassy bombings in East Africa, the 11 September 2001 attacks in the United States and the 2002 bombings in Bali.	1
11. Theoretically, any imports of light weapons need to be provided with an exemption by ECOWAS in Abuja.	1
In the meantime, the Transitional Government of the Democratic Republic of the Congo is still considering issuing international arrest warrants for the leaders of the Ituri armed groups.	1
Concerned at armed activities and banditry in [the affected countries] which threaten the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and which result in serious violations of human rights and international humanitarian law.	0
We are especially distressed by the extremely low number of refugee returns, which are the most useful indicator for assessing the situation in the province.	0
I am pleased to note that the Council recognized the importance of increased coordination and information exchange among the actors involved in the monitoring of the arms embargo.	0
60. Decides, in order to assist the Committee in fulfilling its mandate, as well as to support the Ombudsperson, to extend the mandate of the current New York-based Monitoring Team and its members, established pursuant to paragraph 7 of resolution 1526 (2004), for a further period of thirty months, under the direction of the Committee with the responsibilities outlined in annex I, and requests the Secretary-General to make the necessary arrangements to this effect;	0
In one case reported from Deleba in Western Darfur, the victim was beaten to death.	1
The success of counter-terrorism measures is largely dependent on effective coordination of the international community's efforts to suppress the various forms of support for terrorism, especially its financing.	0
The meetings will include periodic feedback by the working groups responsible for tracking progress with respect to monitoring and national implementation; assistance; cooperation with international organizations, including the Security Council Committees established pursuant to resolutions 1267 (1999) and 1373 (2001); and transparency and media outreach.	0
Market stalls in Taibessi were burned again the following day and an off-duty PNTL member in the area was attacked.	1
31. The State considers the spread of Christianity a particularly serious threat, since it challenges ideologically the official personality cult and provides a platform for social and political organization and interaction outside the realm of the State.	1
After visiting Angola and the Democratic Republic of the Congo, my Special Representative on Sexual Violence in Conflict, Margot Wallström, issued a statement on 16 March calling on both countries to investigate allegations of sexual violence in connection with the expulsions and to take practical steps to prevent such crimes.	0
Women and children comprised 22 per cent of the death toll.	1
20. In Indonesia, many involved in previous attacks have been successfully prosecuted, and, in recent years, JI has been eclipsed by groups such as JAT and Mujahidin Indonesia Timur (MIT) (not listed), led by a former member of JI and JAT.	1
Countering violent extremism and incitement to commit terrorist acts	1
65. The Government of Egypt confirmed the deployment by July of a formed police unit, which will be based in Bukavu, South Kivu, in pursuance of the additional requirements outlined in Security Council resolution 1843 (2008).	0
The summary executions targeted the Nande ethnic group and Pygmies, who were forced to flee to the forest for the first time to escape persecution for their alleged collaboration with the Rassemblement congolais pour la démocratie/Mouvement de libération (RCD-ML).	1
Even though in most of the incidents the Government forces may not have participated directly in the destruction, their complicity in the attacks during which the destruction was carried out and their presence at the scene are sufficient to make them jointly responsible.	1
The National Commission had proof that the armed forces bombarded certain areas in which some opposition members sought shelter. As a result of that bombardment, some civilians were killed.	1
Arguably, the town of Kulbus was a military target, evidenced by the military camp there.	1
Since the arrival of the French troops, there have reportedly been no summary executions of gendarmes in Bouaké.	1
During the attack as well as the subsequent forced confinement of the population, several persons were subjected to severe torture in order to extract information about rebels, as punishment or to terrorize the people.	1
55. In mid-November, the United Nations Humanitarian Coordinator for Kosovo released the results of a humanitarian risk survey, revealing that some 42,000 families may be in need of firewood and coal and some 6,000 families in need of temporary emergency shelter for the winter.	0
The LRA have conducted a long-running and vicious insurgency in northern Uganda which has caused the death, abduction and displacement of thousands of innocent civilians in Uganda, Sudan and the Democratic Republic of the Congo.	1
51. The success of the transition would be threatened were the elections in the Democratic Republic of the Congo not to take place by 30 June 2006.	0
Reiterating the request that UNHCR maintain its consideration of a refugee registration in the Tindouf refugee camps,	0
544. The Commission has identified 14 Janjaweed who are suspected of having committed an international crime under the notion of joint criminal enterprise.	1
In all, the team collected information concerning attacks on 51 towns or villages and 11 cases of rapes through interviews with 116 eyewitnesses and 12 circumstantial witnesses.	1
30. The UNMIK community policing initiative has strengthened ties with the local community.	0
Major security concerns are related to criminal activity and factional fighting.	1
3. At its root, terrorism opposes the fundamental values of humanity enshrined in the Charter of the United Nations and essential human rights documents.	0
Underlining that a major obstacle to lasting peace in the Kivus is the presence and activities of illegal armed groups on Congolese territory, including the Forces Démocratiques de Libération du Rwanda (FDLR) as acknowledged by its resolution 1804 (2008), which represent one of the primary causes for the conflict in the region,	1
Those who did return have given credible testimony of the presence of many of those missing in unofficial and secret places of detention maintained by the security apparatus in different locations in the Darfur region.	1
Recent reports of former fighters who died from disease and starvation in the Kotakoli camp underscore the need for the Government to provide the necessary resources to address the poor conditions in the pre-disarmament, demobilization and reintegration sites, including by making available its pledged $10 million contribution to the new plan.	0
It will give voice to young people by serving as a forum that ensures policy coherence and promotes youth interest in Government policies.	0
The treaty that established the Court, the Rome Statute, entered into force on 1 July 2002.	0
"The Security Council highlights the importance of the role of regional and subregional organizations and arrangements and of cooperation with them, consistent with Chapter VIII of the United Nations Charter, with regard to conflict prevention, conflict resolution, peacekeeping, peacebuilding, including the maintenance of constitutional order, the promotion of human rights, democracy, the rule of law, and the fight against impunity.	0
They expressed concern at the extensive use of the Internet by Al-Qaida and its associates, at the irresponsibility of some media outlets in their coverage of sensitive issues and at terrorist use of satellite telephones.	1
3. Complications for conflict prevention and resolution	1
216. Although States of the subregion have taken steps to reduce their vulnerability to terrorist mobility and arming, the risk remains that terrorist operatives and supporters may enter the territories of those States illegally and may be able to procure the materials necessary for a terrorist attack by means of a criminal network.	1
(e) Individuals operating in the Democratic Republic of the Congo and committing serious violations of international law involving the targeting of children or women in situations of armed conflict, including killing and maiming, sexual violence, abduction and forced displacement;	1
The Internet has helped Al-Qaida to achieve greater public impact from the relatively few operations that it has been able to execute, and in doing so has negated some aspects of the embargo's intended effect.	1
The eastern UIR officers were forced to take shelter in the District Administration building. The building was then surrounded by the crowd. Armed with knives, sticks, machetes and rocks, the crowd began to shout death threats against the eastern UIR officers.	1
634. It is apparent from the information collected and verified by the Commission that rape or other forms of sexual violence committed by the Janjaweed and Government soldiers in Darfur was widespread and systematic and may thus well amount to a crime against humanity.	1
As clarified in article 7 (2) (d) of the Statute of the International Criminal Court, which may be held to codify customary international law on the matter, deportation or forcible transfer of population means forced displacement of the persons concerned by expulsion or other coercive acts from the area in which they are lawfully present, without grounds permitted under international law.	1
The evidence establishes that six F-FDTL soldiers are reasonably suspected of murder.	0
Coordinated support by UNMIT and the United Nations country team is being provided in all aspects of the implementation of the law, including to the Secretary of State for the Promotion of Equality, who is leading the development of the implementation plan, and to civil society, in order to raise awareness of the law.	0
b) if the hostage is a person under the age of eighteen years,	1
But while the method is relatively simple, the resulting explosives are, unlike military explosives, unstable and unreliable.	1
According to reports, the United Nations arms embargo continues to be violated, and the inflow of weapons into the country has increased.	1
Two years of conflict had sharpened political differences and deepened the already severe social and economic conditions of the large majority of the population.	1
Provide a comprehensive training course for all country representatives on humanitarian issues with a focus on gender awareness.	0
41. The United Nations also provided training for the Women's Media Association to enable them to generate public awareness on human rights and HIV/AIDS.	0
Reaffirming its resolutions 1265 (1999) and 1296 (2000) on the protection of civilians in armed conflict, its various resolutions on children and armed conflict and on women, peace and security, as well as its resolution 1631 (2005) on cooperation between the United Nations and regional organizations in maintaining international peace and security, and further reaffirming its determination to ensure respect for, and follow-up to, these resolutions,	0
The Court of First Instance distinguished earlier decisions upholding resolution 1267 sanctions by noting that resolution 1373 (2001) does not identify specific persons whose assets must be frozen, making the decision to impose sanctions on particular targets, and the process used to reach that decision, a matter of Member State discretion and therefore subject to more searching review.	1
Torture, rape and other arbitrary cruelties at the hands of guards and fellow prisoners are widespread and committed with impunity.	1
The Commission recommends that the following persons be prosecuted with respect to the illegal possession, use and movement of PNTL weapons on 8 May and/or 21 May: Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da Conceição, aka Rai Los, Mateus dos Santos Pereira, aka Maurakat, Leandro Lobato, aka Grey Harana, Antonio Lurdes, aka 55, Marcos da Silva Piedade, aka Labadae, Francisco and Santa Cruz.	0
In my capacity as representative of the Current Chairman of the African Union, I have the honour to forward herewith the communiqué on Côte d'Ivoire issued by the 40th meeting of the Peace and Security Council of the African Union at the level of Heads of State and Government, held in Addis Ababa on 6 October 2005.	0
President Gusmão ordered the petitioners to return to the F-FDTL training centre at Metinaro and to participate in a commission of investigation which would examine the allegations raised in the petition.	0
49. Many challenges remain in combating impunity, particularly in view of the limited capacity of civilian and military judicial authorities to carry out independent and thorough investigations and to provide protection to victims and witnesses.	0
"The Security Council expresses its readiness to consider specific recommendations from its Working Group on Children and Armed Conflict on violations and abuses committed against children by parties listed in the annexes of the Secretary-General's reports, whenever they occur, with a view to considering action on them, without prejudging or implying a decision by the Security Council as to whether or not to include a situation in its agenda.	0
The team was composed of seven experts specializing in post-blast investigations.	0
(c) cooperate closely to implement fully the sanctions against terrorists and their associates, in particular Al-Qaeda and the Taliban and their associates, as reflected in resolutions 1267 (1999), 1390 (2002) and 1455 (2003), to take urgent actions to deny them access to the financial resources they need to carry out their actions, and to cooperate fully with the Monitoring Group established pursuant to resolution 1363 (2001);	1
Adequate capabilities should be developed in key areas of civilian crisis management, such as police, justice and the rule of law, preparation of electoral processes and electoral observation, civil protection and public administration.	0
This is an international obligation that States must fulfil so as to ensure justice for the victims of these deplorable events.	0
The Group provides below three case studies -- on air power; vehicles for military use; and mercenaries and mechanics -- for the Committee to examine and reach a timely decision on whether they violate the embargo.	0
Welcoming the establishment of the Office of the Ombudsperson pursuant to resolution 1904 (2009) and the role it has performed since its establishment, noting the Ombudsperson's important role in improving fairness and transparency, recalling the Security Council's firm commitment to ensuring that the Office of the Ombudsperson is able to continue to carry out its role effectively, in accordance with its mandate, and recalling also the Presidential Statement of the Security Council (S/PRST/2011/5) of 28 February 2011,	0
Noting that it was unclear how many lives had been lost in the several days of the fighting, she stated that the ceasefire monitors of the Intergovernmental Authority on Development (IGAD) had blamed the opposition for initiating the conflict.	1
o On 8 November 2014, regime warplanes targeted the areas surrounding Shahid Wasim Hasimou Hospital in Idlib, damaging the hospital.	1
Most of these crimes were committed individually in the context of the prevailing security chaos.	1
Bosnia and Herzegovina State law enforcement and security agencies have been making an effort to implement measures to improve cooperation, and the Tribunal working group set up jointly by the Prime Minister's Cabinet and the European Union Special Representative/Office of the High Representative continues to oversee implementation of those measures. On 8 August indictee Milan Lukic was arrested in Argentina, on 25 August Dragan Zelenovic was apprehended in western Siberia and on 13 September Sredoje Lukic surrendered to Republika Srpska authorities in Banja Luka.	1
Nevertheless, the situation continues to be one of concern given the long border separating our two countries, over which it is difficult to exercise control.	0
However, as the Council heard in a briefing on 31 January, reports of bombings continue up to the present and the most recent case is under investigation by the African Union monitors.	1
The Office for Disarmament Affairs made efforts to raise awareness among potential donors in support of the Office-organized regional seminars and workshops.	0
The Lebanese Armed Forces informed the United Nations that the deterioration of the security situation in the Syrian Arab Republic had prompted them to adopt increased measures for the control of the border in order to prevent the movement of arms and military personnel into and out of Lebanon.	0
"The Security Council commends the continued efforts of the Contact Group on Piracy off the Coast of Somalia (CGPCS) to coordinate international efforts in different aspects of the fight against piracy.	0
"The Security Council expresses deep concern at the direct threat the activity of armed groups poses for the safety of the civilian population and the conduct of humanitarian operations.	0
Like other speakers before us, and in line with the statement made by High Representative Ashton, we condemn the act that led to the death of Mr. Dzeković and the injury of several others during the protests in North Mitrovica on 2 July.	0
The improper, continued application of Security Council sanctions measures restricts fundamental rights to property and movement without any legal basis or justification.	1
There have been a series of isolated incidents ranging from bombings to alleged Al-Qaida-linked training in South Africa.	1
Improvised explosive devices and home-made explosives, e.g. ammonium nitrate and urea nitrate. Car bombs.	1
Condemning the continuing illicit flow of weapons within and into the Democratic Republic of the Congo and declaring its determination to continue to monitor closely the implementation of the arms embargo and other measures set out by its resolution 1807 (2008),	1
It has trained over 20 human rights organizations on monitoring techniques and partnered with a national non-governmental organization in facilitating the production and dissemination of awareness materials to over 30,000 people and civil society organizations, with financial support from the Office of the United Nations High Commissioner for Human Rights and the Embassy of Canada.	0
375. A number of international human rights instruments prohibit the use of torture.	0
Every month, from the moneys collected, he pays militia members, his "inner circle" (advisers and closest associates) and the elders of the clan and makes purchases of arms.	1
